Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Георгиевская городская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	225	16	6	11	6	6	6	11	6	6	11	6	6	11	9	6	11	10	6	6	6	15	6	10	21	11									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	165	15	2	7	5	2	5	7	5	3	9	4	4	10	9	1	11	8	3	5	6	11	3	7	16	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	143	4	2	6	6	4	3	12	4	10	24	7	1	5	2	3	14	6	6	4	0	3	3	7	2	5									
14	Число погашенных неиспользованных открепительных удостоверений	60	1	4	4	1	4	1	4	1	3	2	2	2	1	0	5	0	2	3	1	0	4	3	3	5	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	1	0	0	1	3	1	3	0	1	0	0	1	0	1	0	0	2	3	0	0	3	0	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	215	4	9	4	6	4	10	5	13	6	14	12	4	3	11	3	6	1	10	14	14	9	7	8	14	24									
		1.15%	0.48%	1.44%	0.52%	0.88%	0.54%	1.25%	0.83%	2.32%	1.01%	1.70%	1.72%	0.65%	0.35%	1.45%	0.46%	1.08%	0.13%	1.18%	1.61%	2.44%	0.93%	1.04%	1.06%	1.21%	2.45%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	488	5	26	1	19	23	22	16	15	23	22	24	30	9	28	17	20	2	25	24	21	32	8	28	26	22									
		2.60%	0.60%	4.16%	0.13%	2.79%	3.13%	2.76%	2.64%	2.68%	3.88%	2.68%	3.44%	4.86%	1.06%	3.68%	2.61%	3.59%	0.26%	2.94%	2.76%	3.66%	3.31%	1.19%	3.72%	2.25%	2.25%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	318	9	14	0	23	10	19	10	19	10	12	16	9	3	18	9	8	0	17	13	10	18	6	21	22	22									
		1.70%	1.08%	2.24%	0.00%	3.37%	1.36%	2.38%	1.65%	3.39%	1.69%	1.46%	2.29%	1.46%	0.35%	2.37%	1.38%	1.44%	0.00%	1.99%	1.49%	1.75%	1.86%	0.90%	2.79%	1.90%	2.25%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10265	681	294	502	310	349	449	358	221	279	437	308	315	602	338	343	315	560	497	400	229	467	510	347	774	380									
		54.79%	82.05%	47.04%	65.54%	45.45%	47.55%	56.34%	59.08%	39.46%	47.05%	53.16%	44.13%	51.05%	70.57%	44.47%	52.69%	56.55%	73.39%	58.40%	45.98%	39.97%	48.24%	76.12%	46.08%	66.90%	38.82%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	129	4	5	0	8	12	4	2	5	2	9	5	6	3	5	3	4	0	5	7	4	10	5	5	10	6									
		0.69%	0.48%	0.80%	0.00%	1.17%	1.63%	0.50%	0.33%	0.89%	0.34%	1.09%	0.72%	0.97%	0.35%	0.66%	0.46%	0.72%	0.00%	0.59%	0.80%	0.70%	1.03%	0.75%	0.66%	0.86%	0.61%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	1	3	1	0	1	2	2	0	1	0	0	2	0	0	1	1	0	2	0	1	2	1	0	0	3									
		0.13%	0.12%	0.48%	0.13%	0.00%	0.14%	0.25%	0.33%	0.00%	0.17%	0.00%	0.00%	0.32%	0.00%	0.00%	0.15%	0.18%	0.00%	0.24%	0.00%	0.17%	0.21%	0.15%	0.00%	0.00%	0.31%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2169	24	89	102	91	164	94	59	76	69	81	108	85	50	117	70	61	43	76	118	91	120	43	104	63	171									
		11.58%	2.89%	14.24%	13.32%	13.34%	22.34%	11.79%	9.74%	13.57%	11.64%	9.85%	15.47%	13.78%	5.86%	15.39%	10.75%	10.95%	5.64%	8.93%	13.56%	15.88%	12.40%	6.42%	13.81%	5.45%	17.47%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	96	4	2	2	4	3	3	6	3	1	3	6	4	3	2	5	4	1	3	4	4	13	0	2	4	10									
		0.51%	0.48%	0.32%	0.26%	0.59%	0.41%	0.38%	0.99%	0.54%	0.17%	0.36%	0.86%	0.65%	0.35%	0.26%	0.77%	0.72%	0.13%	0.35%	0.46%	0.70%	1.34%	0.00%	0.27%	0.35%	1.02%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	169	7	2	0	3	7	4	6	7	12	14	8	1	3	4	5	4	0	11	9	7	18	5	8	7	17									
		0.90%	0.84%	0.32%	0.00%	0.44%	0.95%	0.50%	0.99%	1.25%	2.02%	1.70%	1.15%	0.16%	0.35%	0.53%	0.77%	0.72%	0.00%	1.29%	1.03%	1.22%	1.86%	0.75%	1.06%	0.61%	1.74%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	1	0	1	0	3	2	1	2	1	0	0	1	0	0	1	0	0	0	1	5	2	0	0	0	3									
		0.13%	0.12%	0.00%	0.13%	0.00%	0.41%	0.25%	0.17%	0.36%	0.17%	0.00%	0.00%	0.16%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.11%	0.87%	0.21%	0.00%	0.00%	0.00%	0.31%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	157	2	6	8	9	6	5	5	8	10	2	6	6	3	6	12	5	4	5	10	7	6	2	7	9	8									
		0.84%	0.24%	0.96%	1.04%	1.32%	0.82%	0.63%	0.83%	1.43%	1.69%	0.24%	0.86%	0.97%	0.35%	0.79%	1.84%	0.90%	0.52%	0.59%	1.15%	1.22%	0.62%	0.30%	0.93%	0.78%	0.82%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3045	52	108	125	140	94	120	80	129	101	144	135	97	111	154	108	93	113	144	189	103	157	53	138	157	200									
		16.25%	6.27%	17.28%	16.32%	20.53%	12.81%	15.06%	13.20%	23.04%	17.03%	17.52%	19.34%	15.72%	13.01%	20.26%	16.59%	16.70%	14.81%	16.92%	21.72%	17.98%	16.22%	7.91%	18.33%	13.57%	20.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	80	1	2	1	1	2	0	0	3	1	2	8	3	1	2	6	1	0	8	19	2	1	1	3	5	7									
		0.43%	0.12%	0.32%	0.13%	0.15%	0.27%	0.00%	0.00%	0.54%	0.17%	0.24%	1.15%	0.49%	0.12%	0.26%	0.92%	0.18%	0.00%	0.94%	2.18%	0.35%	0.10%	0.15%	0.40%	0.43%	0.72%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1039	25	44	11	53	18	46	39	35	50	47	43	37	48	38	43	25	23	40	51	52	75	24	51	49	72									
		5.55%	3.01%	7.04%	1.44%	7.77%	2.45%	5.77%	6.44%	6.25%	8.43%	5.72%	6.16%	5.99%	5.63%	5.00%	6.61%	4.49%	3.01%	4.70%	5.86%	9.08%	7.75%	3.58%	6.77%	4.24%	7.35%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
