Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
"Наименование Избирательной комиссии:    Рыбинск, Пролетарская"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1305	30	20	25	25	20	20	25	30	30	25	35	40	30	25	25	30	25	21	29	25	15	10	5	15	20	20	10	10	5	40	14	10	25	30	31	20	15	30	20	15	25	20	5	35	25	25	20	30	5	70	15	20	20	20	25	30	20	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	982	19	11	25	21	14	20	19	21	24	12	32	15	28	19	14	25	15	20	25	23	9	8	3	12	15	16	6	7	2	39	11	4	22	20	25	16	10	24	17	13	22	19	0	29	11	17	15	14	1	70	13	20	19	5	12	19	15	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	865	6	3	16	8	12	9	10	7	9	16	4	16	24	8	16	8	8	17	14	14	15	10	5	11	7	7	3	3	7	17	14	9	8	11	23	7	5	11	8	6	12	9	11	5	6	18	3	8	10	9	15	11	8	8	13	6	13	215	73					
14	Число погашенных неиспользованных открепительных удостоверений	323	11	9	0	4	6	0	6	9	6	13	3	25	2	6	11	5	10	1	4	2	6	2	2	3	5	4	4	3	3	1	3	6	3	10	6	4	5	6	3	2	3	1	5	6	14	8	5	16	4	0	2	0	1	15	13	11	5	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	1	3	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	12677	163	165	244	330	279	318	258	296	313	277	255	310	285	243	216	265	230	334	254	218	161	195	113	147	215	220	230	114	70	204	188	55	264	257	311	162	145	271	208	224	308	301	57	320	224	155	206	165	31	247	226	252	220	194	209	264	203	38	50					
		27.85%	25.12%	24.63%	25.28%	29.73%	26.27%	29.23%	26.11%	29.72%	31.65%	29.72%	25.68%	31.03%	28.27%	24.23%	24.60%	27.26%	29.79%	29.17%	24.66%	26.88%	22.87%	30.61%	33.93%	25.93%	31.07%	31.34%	32.99%	31.06%	28.00%	25.50%	30.82%	20.22%	23.04%	26.39%	25.98%	26.87%	25.09%	29.01%	27.70%	31.28%	34.80%	32.72%	15.70%	32.32%	29.99%	25.16%	32.29%	28.06%	16.23%	30.91%	29.20%	29.65%	27.95%	28.32%	28.63%	27.85%	24.22%	11.18%	21.19%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6709	111	96	161	164	172	167	146	128	133	155	133	121	157	122	117	133	127	156	114	95	153	87	46	91	102	108	92	52	38	105	69	51	147	147	163	91	86	147	108	92	134	142	40	124	97	118	92	83	37	109	120	79	116	108	141	188	137	110	51					
		14.74%	17.10%	14.33%	16.68%	14.77%	16.20%	15.35%	14.78%	12.85%	13.45%	16.63%	13.39%	12.11%	15.58%	12.16%	13.33%	13.68%	16.45%	13.62%	11.07%	11.71%	21.73%	13.66%	13.81%	16.05%	14.74%	15.38%	13.20%	14.17%	15.20%	13.13%	11.31%	18.75%	12.83%	15.09%	13.62%	15.09%	14.88%	15.74%	14.38%	12.85%	15.14%	15.43%	11.02%	12.53%	12.99%	19.16%	14.42%	14.12%	19.37%	13.64%	15.50%	9.29%	14.74%	15.77%	19.32%	19.83%	16.35%	32.35%	21.61%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	547	4	9	11	15	14	12	16	10	20	11	14	5	8	11	14	10	19	14	10	9	13	15	3	8	7	7	10	1	8	13	12	2	11	13	15	5	7	6	10	7	8	6	6	4	13	8	9	8	5	11	11	5	5	8	5	9	10	5	2					
		1.20%	0.62%	1.34%	1.14%	1.35%	1.32%	1.10%	1.62%	1.00%	2.02%	1.18%	1.41%	0.50%	0.79%	1.10%	1.59%	1.03%	2.46%	1.22%	0.97%	1.11%	1.85%	2.35%	0.90%	1.41%	1.01%	0.99%	1.43%	0.27%	3.20%	1.63%	1.97%	0.74%	0.96%	1.33%	1.25%	0.83%	1.21%	0.64%	1.33%	0.98%	0.90%	0.65%	1.65%	0.40%	1.74%	1.30%	1.41%	1.36%	2.62%	1.38%	1.42%	0.59%	0.64%	1.17%	0.68%	0.95%	1.19%	1.47%	0.85%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11615	148	175	203	280	258	261	262	249	221	209	276	262	255	270	232	254	185	293	285	244	146	131	61	134	171	149	168	80	61	229	157	68	334	284	380	163	145	203	216	201	201	241	95	286	197	169	175	168	47	210	223	269	224	179	160	179	184	55	50					
		25.52%	22.80%	26.12%	21.04%	25.23%	24.29%	23.99%	26.52%	25.00%	22.35%	22.42%	27.79%	26.23%	25.30%	26.92%	26.42%	26.13%	23.96%	25.59%	27.67%	30.09%	20.74%	20.57%	18.32%	23.63%	24.71%	21.23%	24.10%	21.80%	24.40%	28.63%	25.74%	25.00%	29.14%	29.16%	31.75%	27.03%	25.09%	21.73%	28.76%	28.07%	22.71%	26.20%	26.17%	28.89%	26.37%	27.44%	27.43%	28.57%	24.61%	26.28%	28.81%	31.65%	28.46%	26.13%	21.92%	18.88%	21.96%	16.18%	21.19%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1980	32	36	42	48	30	51	28	49	45	44	42	38	54	54	47	53	47	80	53	40	31	25	12	27	20	24	26	19	8	48	43	9	51	36	52	14	35	46	33	37	30	30	6	39	19	26	28	35	8	36	24	35	31	29	16	35	33	8	3					
		4.35%	4.93%	5.37%	4.35%	4.32%	2.82%	4.69%	2.83%	4.92%	4.55%	4.72%	4.23%	3.80%	5.36%	5.38%	5.35%	5.45%	6.09%	6.99%	5.15%	4.93%	4.40%	3.92%	3.60%	4.76%	2.89%	3.42%	3.73%	5.18%	3.20%	6.00%	7.05%	3.31%	4.45%	3.70%	4.34%	2.32%	6.06%	4.93%	4.39%	5.17%	3.39%	3.26%	1.65%	3.94%	2.54%	4.22%	4.39%	5.95%	4.19%	4.51%	3.10%	4.12%	3.94%	4.23%	2.19%	3.69%	3.94%	2.35%	1.27%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11050	182	173	288	252	294	247	268	242	228	225	244	248	232	276	235	231	149	233	279	186	188	168	91	150	164	183	163	95	63	189	131	83	323	218	259	154	152	241	159	144	189	179	130	196	174	130	121	119	55	172	154	196	166	154	188	247	253	120	77					
		24.28%	28.04%	25.82%	29.84%	22.70%	27.68%	22.70%	27.13%	24.30%	23.05%	24.14%	24.57%	24.82%	23.02%	27.52%	26.77%	23.77%	19.30%	20.35%	27.09%	22.93%	26.70%	26.37%	27.33%	26.46%	23.70%	26.07%	23.39%	25.89%	25.20%	23.63%	21.48%	30.51%	28.18%	22.38%	21.64%	25.54%	26.30%	25.80%	21.17%	20.11%	21.36%	19.46%	35.81%	19.80%	23.29%	21.10%	18.97%	20.24%	28.80%	21.53%	19.90%	23.06%	21.09%	22.48%	25.75%	26.05%	30.19%	35.29%	32.63%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	296	4	3	6	8	6	12	3	4	6	6	8	3	7	11	3	7	4	14	10	3	4	6	3	4	3	3	1	4	1	4	2	3	7	6	8	5	5	4	4	5	4	7	1	6	7	3	2	4	4	5	5	6	5	6	3	5	10	1	2					
		0.65%	0.62%	0.45%	0.62%	0.72%	0.56%	1.10%	0.30%	0.40%	0.61%	0.64%	0.81%	0.30%	0.69%	1.10%	0.34%	0.72%	0.52%	1.22%	0.97%	0.37%	0.57%	0.94%	0.90%	0.71%	0.43%	0.43%	0.14%	1.09%	0.40%	0.50%	0.33%	1.10%	0.61%	0.62%	0.67%	0.83%	0.87%	0.43%	0.53%	0.70%	0.45%	0.76%	0.28%	0.61%	0.94%	0.49%	0.31%	0.68%	2.09%	0.63%	0.65%	0.71%	0.64%	0.88%	0.41%	0.53%	1.19%	0.29%	0.85%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
