Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																		
Дата голосования: 02.12.2007																																																																		
																																																																		
"Наименование Избирательной комиссии:    Рыбинск, Пролетарская"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	919	6	16	13	10	15	13	16	8	8	11	11	14	15	8	11	6	24	14	12	15	24	20	8	7	6	1	7	7	8	17	12	12	5	10	22	6	12	14	5	6	7	10	6	12	6	18	9	13	4	10	34	13	19	15	14	8	7	175	84					
14	Число погашенных неиспользованных открепительных удостоверений	184	3	3	0	1	3	1	0	4	3	1	4	2	0	6	1	5	0	1	0	1	9	6	9	5	0	4	11	9	6	7	3	4	0	1	0	1	0	0	0	5	5	10	9	0	1	3	0	2	8	14	0	0	0	1	1	6	5	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	52	1	0	3	2	0	1	0	0	1	1	1	0	0	2	2	1	1	1	1	0	4	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	2	1	0	1	0	1	1	1	1	2	1	4	5	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
18	1.Политическая партия «Аграрная партия России»	1476	26	18	26	33	44	35	32	17	28	36	28	34	28	41	27	31	25	44	32	24	21	9	4	13	26	15	24	8	4	23	19	11	46	24	46	18	25	32	38	27	31	28	9	35	12	23	11	28	3	33	25	38	38	18	38	32	24	4	4					
		2.83%	3.74%	2.22%	2.30%	2.74%	3.82%	2.94%	2.78%	1.45%	2.47%	3.29%	2.44%	2.97%	2.48%	3.64%	2.57%	2.70%	2.35%	3.79%	2.64%	2.55%	2.57%	1.58%	1.26%	2.02%	2.92%	1.89%	2.90%	2.05%	1.52%	2.49%	2.65%	3.19%	3.77%	2.05%	3.44%	2.58%	3.71%	2.99%	4.38%	3.40%	2.91%	2.53%	2.32%	3.08%	1.55%	2.84%	1.74%	3.93%	1.30%	3.65%	2.72%	4.10%	3.71%	2.30%	3.98%	2.88%	2.50%	1.28%	2.06%					
19	2.Всероссийская политическая партия «Гражданская Сила»	733	11	13	22	16	13	17	10	16	20	18	19	18	21	14	18	22	17	15	24	27	24	3	2	3	10	11	18	2	0	18	16	4	14	21	17	2	11	11	7	8	19	15	0	6	7	9	10	14	5	6	19	13	14	8	7	17	9	1	1					
		1.41%	1.58%	1.61%	1.95%	1.33%	1.13%	1.43%	0.87%	1.37%	1.76%	1.65%	1.65%	1.57%	1.86%	1.24%	1.71%	1.92%	1.59%	1.29%	1.98%	2.87%	2.93%	0.53%	0.63%	0.47%	1.12%	1.38%	2.17%	0.51%	0.00%	1.95%	2.23%	1.16%	1.15%	1.79%	1.27%	0.29%	1.63%	1.03%	0.81%	1.01%	1.78%	1.36%	0.00%	0.53%	0.90%	1.11%	1.58%	1.96%	2.16%	0.66%	2.07%	1.40%	1.37%	1.02%	0.73%	1.53%	0.94%	0.32%	0.52%					
20	3.Политическая партия «Демократическая партия России»	59	0	2	0	1	0	1	0	0	0	1	3	2	1	2	4	0	0	1	0	1	0	0	3	0	2	0	0	0	0	0	0	1	5	1	3	3	0	3	1	1	1	1	0	1	4	1	1	0	0	3	1	0	1	0	0	2	0	1	0					
		0.11%	0.00%	0.25%	0.00%	0.08%	0.00%	0.08%	0.00%	0.00%	0.00%	0.09%	0.26%	0.17%	0.09%	0.18%	0.38%	0.00%	0.00%	0.09%	0.00%	0.11%	0.00%	0.00%	0.94%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.41%	0.09%	0.22%	0.43%	0.00%	0.28%	0.12%	0.13%	0.09%	0.09%	0.00%	0.09%	0.52%	0.12%	0.16%	0.00%	0.00%	0.33%	0.11%	0.00%	0.10%	0.00%	0.00%	0.18%	0.00%	0.32%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7176	77	117	122	132	139	121	139	168	162	150	163	159	141	166	122	163	136	182	200	164	77	58	41	62	130	75	112	40	37	143	106	37	177	227	269	104	108	144	144	122	98	133	34	194	103	181	109	115	20	126	137	155	166	115	97	105	108	11	33					
		13.76%	11.08%	14.46%	10.82%	10.97%	12.08%	10.15%	12.08%	14.37%	14.29%	13.72%	14.19%	13.89%	12.48%	14.73%	11.62%	14.21%	12.76%	15.68%	16.50%	17.43%	9.41%	10.19%	12.89%	9.66%	14.59%	9.43%	13.51%	10.23%	14.02%	15.48%	14.76%	10.72%	14.51%	19.40%	20.09%	14.88%	16.02%	13.50%	16.59%	15.35%	9.18%	12.01%	8.76%	17.06%	13.29%	22.35%	17.27%	16.13%	8.66%	13.95%	14.89%	16.74%	16.21%	14.67%	10.16%	9.46%	11.24%	3.53%	17.01%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	347	2	11	4	12	5	10	5	5	14	3	6	5	4	11	5	8	8	13	6	5	6	7	3	6	7	6	6	6	0	10	10	2	4	6	0	2	2	7	6	7	6	10	2	5	4	2	4	9	2	3	6	9	10	9	7	6	5	3	0					
		0.67%	0.29%	1.36%	0.35%	0.99%	0.43%	0.84%	0.43%	0.43%	1.23%	0.27%	0.52%	0.44%	0.35%	0.98%	0.48%	0.70%	0.75%	1.12%	0.50%	0.53%	0.73%	1.23%	0.94%	0.93%	0.79%	0.75%	0.72%	1.53%	0.00%	1.08%	1.39%	0.58%	0.33%	0.51%	0.00%	0.29%	0.30%	0.66%	0.69%	0.88%	0.56%	0.90%	0.52%	0.44%	0.52%	0.25%	0.63%	1.26%	0.87%	0.33%	0.65%	0.97%	0.98%	1.15%	0.73%	0.54%	0.52%	0.96%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	144	2	1	1	4	5	9	2	2	7	2	3	1	4	4	2	3	5	4	2	3	3	1	2	1	2	2	4	3	1	2	1	2	2	4	0	1	2	3	1	4	5	1	0	3	3	1	1	2	1	1	1	3	6	1	2	3	1	2	0					
		0.28%	0.29%	0.12%	0.09%	0.33%	0.43%	0.76%	0.17%	0.17%	0.62%	0.18%	0.26%	0.09%	0.35%	0.35%	0.19%	0.26%	0.47%	0.34%	0.17%	0.32%	0.37%	0.18%	0.63%	0.16%	0.22%	0.25%	0.48%	0.77%	0.38%	0.22%	0.14%	0.58%	0.16%	0.34%	0.00%	0.14%	0.30%	0.28%	0.12%	0.50%	0.47%	0.09%	0.00%	0.26%	0.39%	0.12%	0.16%	0.28%	0.43%	0.11%	0.11%	0.32%	0.59%	0.13%	0.21%	0.27%	0.10%	0.64%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	8485	106	107	189	254	198	234	260	200	194	193	208	185	146	136	160	171	178	169	174	114	130	90	55	97	113	146	135	58	46	151	114	48	181	175	217	121	124	159	111	128	193	206	46	168	124	141	86	104	42	123	150	125	141	140	179	170	211	132	29					
		16.27%	15.25%	13.23%	16.76%	21.11%	17.20%	19.63%	22.59%	17.11%	17.11%	17.66%	18.10%	16.16%	12.92%	12.07%	15.24%	14.91%	16.70%	14.56%	14.36%	12.11%	15.89%	15.82%	17.30%	15.11%	12.68%	18.36%	16.28%	14.83%	17.42%	16.34%	15.88%	13.91%	14.84%	14.96%	16.21%	17.31%	18.40%	14.90%	12.79%	16.10%	18.09%	18.61%	11.86%	14.78%	16.00%	17.41%	13.63%	14.59%	18.18%	13.62%	16.30%	13.50%	13.77%	17.86%	18.74%	15.32%	21.96%	42.31%	14.95%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	9085	121	140	154	172	215	187	108	203	193	169	245	234	239	216	199	226	227	217	265	188	140	99	43	121	153	147	140	75	34	140	152	48	214	236	222	134	92	179	187	126	204	198	24	221	130	96	145	133	32	168	149	175	220	132	124	148	129	23	34					
		17.43%	17.41%	17.31%	13.65%	14.30%	18.68%	15.69%	9.38%	17.37%	17.02%	15.46%	21.32%	20.44%	21.15%	19.17%	18.95%	19.70%	21.29%	18.69%	21.86%	19.98%	17.11%	17.40%	13.52%	18.85%	17.17%	18.49%	16.89%	19.18%	12.88%	15.15%	21.17%	13.91%	17.54%	20.17%	16.58%	19.17%	13.65%	16.78%	21.54%	15.85%	19.12%	17.89%	6.19%	19.44%	16.77%	11.85%	22.98%	18.65%	13.85%	18.60%	16.20%	18.90%	21.48%	16.84%	12.98%	13.33%	13.42%	7.37%	17.53%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	291	7	4	6	10	7	6	5	6	4	6	6	3	3	7	4	6	9	7	14	8	3	3	3	2	3	4	4	4	1	6	3	2	4	3	7	4	5	3	5	5	0	5	6	7	2	3	6	1	1	17	7	2	5	8	7	1	5	5	1					
		0.56%	1.01%	0.49%	0.53%	0.83%	0.61%	0.50%	0.43%	0.51%	0.35%	0.55%	0.52%	0.26%	0.27%	0.62%	0.38%	0.52%	0.84%	0.60%	1.16%	0.85%	0.37%	0.53%	0.94%	0.31%	0.34%	0.50%	0.48%	1.02%	0.38%	0.65%	0.42%	0.58%	0.33%	0.26%	0.52%	0.57%	0.74%	0.28%	0.58%	0.63%	0.00%	0.45%	1.55%	0.62%	0.26%	0.37%	0.95%	0.14%	0.43%	1.88%	0.76%	0.22%	0.49%	1.02%	0.73%	0.09%	0.52%	1.60%	0.52%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23118	327	383	579	536	493	538	571	531	486	492	449	473	507	496	484	478	438	474	460	377	397	291	159	328	431	371	355	193	137	407	277	181	547	454	528	299	292	507	350	351	480	478	237	466	362	336	238	297	118	404	403	383	399	337	484	602	457	122	88					
		44.34%	47.05%	47.34%	51.33%	44.56%	42.83%	45.13%	49.61%	45.42%	42.86%	45.01%	39.08%	41.31%	44.87%	44.01%	46.10%	41.67%	41.09%	40.83%	37.95%	40.06%	48.53%	51.14%	50.00%	51.09%	48.37%	46.67%	42.82%	49.36%	51.89%	44.05%	38.58%	52.46%	44.84%	38.80%	39.43%	42.78%	43.32%	47.52%	40.32%	44.15%	44.99%	43.18%	61.08%	40.99%	46.71%	41.48%	37.72%	41.65%	51.08%	44.74%	43.80%	41.36%	38.96%	42.98%	50.68%	54.23%	47.55%	39.10%	45.36%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	812	11	6	21	24	20	26	15	15	17	16	14	19	24	22	20	32	19	23	28	16	13	5	2	6	9	7	20	1	3	12	16	3	18	12	26	9	8	10	12	15	23	19	6	25	11	11	14	8	3	13	16	16	15	11	4	13	6	1	2					
		1.56%	1.58%	0.74%	1.86%	1.99%	1.74%	2.18%	1.30%	1.28%	1.50%	1.46%	1.22%	1.66%	2.12%	1.95%	1.90%	2.79%	1.78%	1.98%	2.31%	1.70%	1.59%	0.88%	0.63%	0.93%	1.01%	0.88%	2.41%	0.26%	1.14%	1.30%	2.23%	0.87%	1.48%	1.03%	1.94%	1.29%	1.19%	0.94%	1.38%	1.89%	2.16%	1.72%	1.55%	2.20%	1.42%	1.36%	2.22%	1.12%	1.30%	1.44%	1.74%	1.73%	1.46%	1.40%	0.42%	1.17%	0.62%	0.32%	1.03%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
