Выборы Президента Российской Федерации																																																										
																																																										
Наименование Избирательной комиссии:    Топкинская городская																																																										
																																																										
Итоги голосования 																																																										
																																																										
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051					
18	. Глазьев Сергей Юрьевич	758	2	11	5	14	2	1	1	2	0	0	16	19	2	3	10	27	3	8	2	17	2	13	0	1	5	11	3	13	3	5	4	0	1	23	19	24	16	25	44	36	32	34	52	23	35	34	30	30	36	23	36					
		2.76%	1.75%	3.89%	3.18%	2.28%	1.15%	0.23%	0.68%	2.04%	0.00%	0.00%	3.37%	2.00%	2.53%	1.59%	1.66%	4.85%	2.11%	1.97%	1.48%	1.95%	1.29%	1.96%	0.00%	0.39%	2.79%	2.99%	2.22%	1.47%	0.60%	2.98%	0.73%	0.00%	0.45%	2.42%	2.27%	2.83%	2.10%	3.24%	5.68%	4.14%	3.80%	3.50%	4.64%	2.82%	3.66%	3.49%	3.26%	3.44%	3.60%	2.53%	3.28%					
19	. Малышкин Олег Александрович	1230	18	22	7	31	15	11	0	0	16	6	20	57	4	18	14	22	1	24	4	40	6	33	2	7	14	10	1	27	14	7	11	0	8	38	43	44	48	39	29	25	38	44	51	48	32	46	36	49	44	39	67					
		4.49%	15.79%	7.77%	4.46%	5.06%	8.62%	2.56%	0.00%	0.00%	7.66%	5.66%	4.21%	5.99%	5.06%	9.52%	2.32%	3.95%	0.70%	5.90%	2.96%	4.59%	3.87%	4.98%	1.72%	2.70%	7.82%	2.72%	0.74%	3.05%	2.81%	4.17%	2.00%	0.00%	3.59%	3.99%	5.13%	5.19%	6.31%	5.06%	3.75%	2.87%	4.52%	4.53%	4.55%	5.88%	3.34%	4.72%	3.92%	5.62%	4.40%	4.29%	6.11%					
20	. Миронов Сергей Михайлович	288	1	1	3	4	1	4	2	2	1	0	0	13	1	3	2	5	0	5	0	6	5	15	1	5	0	0	3	3	4	0	4	1	1	12	5	8	11	6	7	10	10	23	10	1	14	15	9	15	12	9	15					
		1.05%	0.88%	0.35%	1.91%	0.65%	0.57%	0.93%	1.37%	2.04%	0.48%	0.00%	0.00%	1.37%	1.27%	1.59%	0.33%	0.90%	0.00%	1.23%	0.00%	0.69%	3.23%	2.26%	0.86%	1.93%	0.00%	0.00%	2.22%	0.34%	0.80%	0.00%	0.73%	0.53%	0.45%	1.26%	0.60%	0.94%	1.45%	0.78%	0.90%	1.15%	1.19%	2.37%	0.89%	0.12%	1.46%	1.54%	0.98%	1.72%	1.20%	0.99%	1.37%					
21	. Путин Владимир Владимирович	18895	51	193	120	406	121	288	117	83	150	63	329	634	57	101	501	382	118	283	101	702	115	440	106	222	143	287	108	742	425	122	451	170	172	684	607	569	515	553	480	534	525	588	700	538	604	579	577	529	670	610	730					
		68.90%	44.74%	68.20%	76.43%	66.23%	69.54%	67.13%	80.14%	84.69%	71.77%	59.43%	69.26%	66.67%	72.15%	53.44%	82.95%	68.58%	83.10%	69.53%	74.81%	80.50%	74.19%	66.37%	91.38%	85.71%	79.89%	77.99%	80.00%	83.84%	85.34%	72.62%	82.00%	89.47%	77.13%	71.85%	72.43%	67.10%	67.67%	71.73%	62.02%	61.38%	62.43%	60.49%	62.50%	65.85%	63.11%	59.38%	62.79%	60.67%	67.00%	67.03%	66.55%					
22	. Хакамада Ирина Муцуовна	821	2	7	2	25	8	7	1	1	4	3	11	29	2	2	15	11	0	11	2	8	1	19	1	3	3	11	0	22	5	3	6	6	6	29	14	17	18	17	37	38	35	47	65	25	39	42	37	34	22	32	36					
		2.99%	1.75%	2.47%	1.27%	4.08%	4.60%	1.63%	0.68%	1.02%	1.91%	2.83%	2.32%	3.05%	2.53%	1.06%	2.48%	1.97%	0.00%	2.70%	1.48%	0.92%	0.65%	2.87%	0.86%	1.16%	1.68%	2.99%	0.00%	2.49%	1.00%	1.79%	1.09%	3.16%	2.69%	3.05%	1.67%	2.00%	2.37%	2.20%	4.78%	4.37%	4.16%	4.84%	5.80%	3.06%	4.08%	4.31%	4.03%	3.90%	2.20%	3.52%	3.28%					
23	. Харитонов Николай Михайлович	3956	36	38	15	105	19	114	24	10	35	33	76	154	6	52	40	81	17	65	23	79	17	114	6	15	4	28	20	47	39	30	43	10	26	127	108	148	107	68	114	167	141	150	142	134	173	187	175	146	154	150	144					
		14.43%	31.58%	13.43%	9.55%	17.13%	10.92%	26.57%	16.44%	10.20%	16.75%	31.13%	16.00%	16.19%	7.59%	27.51%	6.62%	14.54%	11.97%	15.97%	17.04%	9.06%	10.97%	17.19%	5.17%	5.79%	2.23%	7.61%	14.81%	5.31%	7.83%	17.86%	7.82%	5.26%	11.66%	13.34%	12.89%	17.45%	14.06%	8.82%	14.73%	19.20%	16.77%	15.43%	12.68%	16.40%	18.08%	19.18%	19.04%	16.74%	15.40%	16.48%	13.13%					
																																																										
24	Против всех	1211	0	9	4	13	5	4	0	0	2	1	16	38	6	6	13	25	2	7	1	14	9	29	0	3	6	16	0	23	2	1	31	3	4	31	33	29	37	41	51	53	53	78	88	44	50	61	51	62	51	43	62					
		4.42%	0.00%	3.18%	2.55%	2.12%	2.87%	0.93%	0.00%	0.00%	0.96%	0.94%	3.37%	4.00%	7.59%	3.17%	2.15%	4.49%	1.41%	1.72%	0.74%	1.61%	5.81%	4.37%	0.00%	1.16%	3.35%	4.35%	0.00%	2.60%	0.40%	0.60%	5.64%	1.58%	1.79%	3.26%	3.94%	3.42%	4.86%	5.32%	6.59%	6.09%	6.30%	8.02%	7.86%	5.39%	5.22%	6.26%	5.55%	7.11%	5.10%	4.73%	5.65%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
