Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    район Замоскворечье																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №3210	УИК №3211	УИК №3212	УИК №4002					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	1	0	2	0	2	1	2	1	2	4	1	0	1	1	3	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1669	186	63	159	102	67	73	79	90	39	12	192	122	32	121	103	177	6	37	3	6					
		8.27%	12.14%	5.56%	17.17%	9.74%	7.76%	6.80%	5.63%	8.87%	2.72%	1.84%	13.13%	10.58%	2.21%	15.26%	6.73%	12.09%	2.86%	21.26%	2.36%	0.81%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1248	126	15	89	65	46	72	78	54	87	18	113	89	110	90	67	101	4	18	1	5					
		6.19%	8.22%	1.32%	9.61%	6.21%	5.33%	6.71%	5.56%	5.32%	6.08%	2.76%	7.73%	7.72%	7.61%	11.35%	4.38%	6.90%	1.90%	10.34%	0.79%	0.68%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	179	12	6	21	17	7	8	14	2	5	3	12	12	5	11	17	17	1	7	1	1					
		0.89%	0.78%	0.53%	2.27%	1.62%	0.81%	0.75%	0.99%	0.20%	0.35%	0.46%	0.82%	1.04%	0.35%	1.39%	1.11%	1.16%	0.48%	4.02%	0.79%	0.14%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3580	257	211	239	208	103	75	273	193	266	65	307	168	255	152	250	367	7	33	8	143					
		17.74%	16.78%	18.61%	25.81%	19.87%	11.94%	6.99%	19.44%	19.01%	18.58%	9.98%	20.99%	14.57%	17.65%	19.17%	16.33%	25.07%	3.33%	18.97%	6.30%	19.32%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1805	146	54	191	135	44	9	75	147	51	3	180	120	143	153	100	238	3	13	0	0					
		8.95%	9.53%	4.76%	20.63%	12.89%	5.10%	0.84%	5.34%	14.48%	3.56%	0.46%	12.31%	10.41%	9.90%	19.29%	6.53%	16.26%	1.43%	7.47%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11274	771	765	194	487	573	810	850	520	959	543	621	615	874	245	962	537	189	62	114	583					
		55.88%	50.33%	67.46%	20.95%	46.51%	66.40%	75.49%	60.54%	51.23%	66.97%	83.41%	42.48%	53.34%	60.48%	30.90%	62.83%	36.68%	90.00%	35.63%	89.76%	78.78%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	136	11	8	15	9	2	5	10	3	6	2	16	11	3	11	5	14	0	3	0	2					
		0.67%	0.72%	0.71%	1.62%	0.86%	0.23%	0.47%	0.71%	0.30%	0.42%	0.31%	1.09%	0.95%	0.21%	1.39%	0.33%	0.96%	0.00%	1.72%	0.00%	0.27%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
