Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Богородская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255									
		1.05%	1.77%	0.61%	0.13%	1.58%	0.00%	1.76%	2.69%	2.21%	0.00%	0.81%	1.19%	1.32%	1.23%	0.00%	1.69%	1.34%	0.31%	1.02%	0.00%	0.00%	0.00%	0.36%	1.72%	1.59%	1.13%	1.30%	1.15%	0.42%	2.25%	1.56%	0.00%	2.99%	1.43%	0.21%	1.60%	1.29%	2.48%	0.26%	0.50%	0.40%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	320	12	5	8	23	0	12	5	4	13	12	3	9	15	7	11	15	12	12	4	10	8	13	4	7	9	6	18	11	8	1	0	9	10	9	0	4	2	4	2	3									
		1.74%	2.36%	0.76%	1.03%	2.79%	0.00%	2.35%	1.12%	0.88%	3.33%	3.25%	0.72%	1.32%	3.08%	1.41%	2.07%	2.00%	1.86%	2.45%	3.77%	4.50%	2.53%	4.63%	1.72%	2.79%	0.78%	1.56%	1.88%	1.15%	1.50%	0.52%	0.00%	2.69%	2.04%	1.90%	0.00%	1.72%	1.65%	1.06%	1.01%	1.19%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	193	14	1	8	18	0	2	4	3	0	4	2	10	10	0	13	7	5	7	2	5	5	3	3	8	3	3	12	9	9	2	0	6	7	3	0	0	1	4	0	0									
		1.05%	2.75%	0.15%	1.03%	2.19%	0.00%	0.39%	0.90%	0.66%	0.00%	1.08%	0.48%	1.47%	2.05%	0.00%	2.44%	0.93%	0.78%	1.43%	1.89%	2.25%	1.58%	1.07%	1.29%	3.19%	0.26%	0.78%	1.25%	0.94%	1.69%	1.04%	0.00%	1.79%	1.43%	0.63%	0.00%	0.00%	0.83%	1.06%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11791	249	423	435	360	310	278	291	292	254	188	269	437	233	323	263	522	451	318	60	134	214	158	167	143	855	270	627	753	284	135	223	240	318	352	146	161	86	260	142	167									
		64.00%	48.92%	64.29%	56.27%	43.74%	65.68%	54.51%	65.25%	64.46%	65.13%	50.95%	64.20%	64.17%	47.84%	64.99%	49.44%	69.69%	69.92%	65.03%	56.60%	60.36%	67.72%	56.23%	71.67%	56.97%	74.41%	70.13%	65.31%	78.60%	53.18%	70.31%	84.15%	71.64%	65.03%	74.42%	77.66%	69.10%	71.07%	68.78%	71.36%	66.01%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	66	3	1	3	4	0	1	0	1	0	2	2	5	4	0	3	1	1	5	1	2	0	0	0	2	8	4	2	0	4	0	0	0	0	2	0	0	0	0	0	5									
		0.36%	0.59%	0.15%	0.39%	0.49%	0.00%	0.20%	0.00%	0.22%	0.00%	0.54%	0.48%	0.73%	0.82%	0.00%	0.56%	0.13%	0.16%	1.02%	0.94%	0.90%	0.00%	0.00%	0.00%	0.80%	0.70%	1.04%	0.21%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	1.98%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	1	1	0	1	0	0	3	0	0	0	2	3	0	0	0	2	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.11%	0.20%	0.15%	0.00%	0.12%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.48%	0.44%	0.00%	0.00%	0.00%	0.27%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2109	79	44	114	129	50	66	47	65	60	65	30	69	74	59	76	67	70	60	23	37	35	55	26	25	130	33	104	46	99	19	10	30	45	40	10	26	13	39	12	28									
		11.45%	15.52%	6.69%	14.75%	15.67%	10.59%	12.94%	10.54%	14.35%	15.38%	17.62%	7.16%	10.13%	15.20%	11.87%	14.29%	8.95%	10.85%	12.27%	21.70%	16.67%	11.08%	19.57%	11.16%	9.96%	11.31%	8.57%	10.83%	4.80%	18.54%	9.90%	3.77%	8.96%	9.20%	8.46%	5.32%	11.16%	10.74%	10.32%	6.03%	11.07%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	59	1	1	6	5	0	2	1	0	0	1	0	4	2	0	6	6	0	0	0	0	0	0	0	1	7	0	2	1	3	1	0	0	3	1	0	0	0	3	1	1									
		0.32%	0.20%	0.15%	0.78%	0.61%	0.00%	0.39%	0.22%	0.00%	0.00%	0.27%	0.00%	0.59%	0.41%	0.00%	1.13%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.61%	0.00%	0.21%	0.10%	0.56%	0.52%	0.00%	0.00%	0.61%	0.21%	0.00%	0.00%	0.00%	0.79%	0.50%	0.40%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	95	4	1	2	8	0	7	6	1	0	2	0	5	8	0	2	3	2	3	0	2	0	1	1	1	6	3	7	4	2	0	0	2	4	4	0	0	0	1	3	0									
		0.52%	0.79%	0.15%	0.26%	0.97%	0.00%	1.37%	1.35%	0.22%	0.00%	0.54%	0.00%	0.73%	1.64%	0.00%	0.38%	0.40%	0.31%	0.61%	0.00%	0.90%	0.00%	0.36%	0.43%	0.40%	0.52%	0.78%	0.73%	0.42%	0.37%	0.00%	0.00%	0.60%	0.82%	0.85%	0.00%	0.00%	0.00%	0.26%	1.51%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0									
		0.08%	0.00%	0.15%	0.13%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.27%	0.00%	0.15%	0.00%	0.00%	0.19%	0.00%	0.16%	0.20%	0.00%	0.00%	0.32%	0.00%	0.00%	0.40%	0.09%	0.00%	0.10%	0.10%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	141	7	2	4	15	0	3	2	1	2	5	9	10	2	1	6	3	4	4	0	2	1	3	1	7	8	7	4	3	4	5	0	1	4	4	0	0	0	0	6	1									
		0.77%	1.38%	0.30%	0.52%	1.82%	0.00%	0.59%	0.45%	0.22%	0.51%	1.36%	2.15%	1.47%	0.41%	0.20%	1.13%	0.40%	0.62%	0.82%	0.00%	0.90%	0.32%	1.07%	0.43%	2.79%	0.70%	1.82%	0.42%	0.31%	0.75%	2.60%	0.00%	0.30%	0.82%	0.85%	0.00%	0.00%	0.00%	0.00%	3.02%	0.40%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1996	81	130	121	139	52	85	37	43	44	42	39	75	79	56	99	74	70	53	10	20	28	27	13	35	44	26	101	68	60	18	7	20	36	32	15	20	4	38	18	37									
		10.83%	15.91%	19.76%	15.65%	16.89%	11.02%	16.67%	8.30%	9.49%	11.28%	11.38%	9.31%	11.01%	16.22%	11.27%	18.61%	9.88%	10.85%	10.84%	9.43%	9.01%	8.86%	9.61%	5.58%	13.94%	3.83%	6.75%	10.52%	7.10%	11.24%	9.38%	2.64%	5.97%	7.36%	6.77%	7.98%	8.58%	3.31%	10.05%	9.05%	14.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	4	3	5	1	0	1	0	2	2	0	0	1	1	0	2	0	0	2	1	0	3	0	1	0	1	1	5	2	1	0	0	0	3	3	0	0	0	0	0	1									
		0.25%	0.79%	0.46%	0.65%	0.12%	0.00%	0.20%	0.00%	0.44%	0.51%	0.00%	0.00%	0.15%	0.21%	0.00%	0.38%	0.00%	0.00%	0.41%	0.94%	0.00%	0.95%	0.00%	0.43%	0.00%	0.09%	0.26%	0.52%	0.21%	0.19%	0.00%	0.00%	0.00%	0.61%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1084	31	20	55	79	60	39	31	20	15	33	56	34	32	50	36	30	22	15	5	8	20	10	10	17	21	22	47	47	31	4	25	16	46	22	13	18	7	19	10	8									
		5.88%	6.09%	3.04%	7.12%	9.60%	12.71%	7.65%	6.95%	4.42%	3.85%	8.94%	13.37%	4.99%	6.57%	10.06%	6.77%	4.01%	3.41%	3.07%	4.72%	3.60%	6.33%	3.56%	4.29%	6.77%	1.83%	5.71%	4.90%	4.91%	5.81%	2.08%	9.43%	4.78%	9.41%	4.65%	6.91%	7.73%	5.79%	5.03%	5.03%	3.16%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
