Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Заиграевская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	115	6	2	2	2	1	4	4	3	0	4	6	1	0	1	1	0	0	6	1	1	9	0	2	3	3	2	8	7	7	8	1	0	0	0	0	0	1	7	1	2	1	5	1	0	1	1	0	0									
		0.74%	0.75%	0.32%	1.22%	0.33%	0.12%	1.04%	1.69%	0.68%	0.00%	1.18%	1.19%	0.36%	0.00%	0.40%	1.16%	0.00%	0.00%	1.86%	0.48%	3.23%	1.05%	0.00%	0.33%	0.61%	1.68%	1.05%	1.04%	0.96%	1.25%	1.25%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	1.65%	0.32%	0.32%	0.91%	1.38%	0.30%	0.00%	1.72%	1.41%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	472	17	20	7	21	17	12	4	16	3	7	7	2	6	7	2	0	2	10	6	1	35	3	20	24	5	4	29	23	20	32	9	2	2	12	2	1	5	18	11	8	3	8	11	9	1	3	1	4									
		3.05%	2.11%	3.21%	4.27%	3.43%	2.12%	3.11%	1.69%	3.65%	4.05%	2.06%	1.39%	0.73%	8.70%	2.77%	2.33%	0.00%	2.20%	3.11%	2.87%	3.23%	4.07%	1.44%	3.32%	4.91%	2.79%	2.11%	3.78%	3.14%	3.56%	4.99%	3.67%	1.80%	3.08%	5.24%	2.33%	2.22%	1.93%	4.24%	3.51%	1.28%	2.73%	2.20%	3.32%	2.24%	1.72%	4.23%	2.94%	8.16%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	331	16	16	4	15	20	4	3	12	1	4	8	0	0	5	1	6	1	7	2	0	15	2	23	19	3	0	23	22	10	14	2	1	1	8	1	0	6	10	10	7	0	6	12	8	0	2	0	1									
		2.14%	1.99%	2.56%	2.44%	2.45%	2.49%	1.04%	1.27%	2.74%	1.35%	1.18%	1.59%	0.00%	0.00%	1.98%	1.16%	5.77%	1.10%	2.17%	0.96%	0.00%	1.74%	0.96%	3.82%	3.89%	1.68%	0.00%	2.99%	3.01%	1.78%	2.18%	0.82%	0.90%	1.54%	3.49%	1.16%	0.00%	2.32%	2.35%	3.19%	1.12%	0.00%	1.65%	3.63%	1.99%	0.00%	2.82%	0.00%	2.04%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7782	404	277	74	281	371	182	118	188	37	197	299	210	42	149	61	68	71	125	122	13	446	144	297	181	91	131	371	336	232	205	139	83	43	82	48	27	138	187	153	430	85	153	167	223	31	41	15	14									
		50.29%	50.19%	44.39%	45.12%	45.92%	46.20%	47.15%	50.00%	42.92%	50.00%	58.11%	59.44%	76.64%	60.87%	58.89%	70.93%	65.38%	78.02%	38.82%	58.37%	41.94%	51.80%	68.90%	49.34%	37.01%	50.84%	68.95%	48.37%	45.90%	41.28%	31.98%	56.73%	74.77%	66.15%	35.81%	55.81%	60.00%	53.28%	44.00%	48.88%	68.91%	77.27%	42.15%	50.45%	55.61%	53.45%	57.75%	44.12%	28.57%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	73	4	6	1	3	3	4	3	6	0	1	1	1	1	0	0	0	0	1	0	0	8	0	4	4	2	0	2	5	1	0	0	0	0	3	1	0	0	3	0	1	0	1	2	0	0	1	0	0									
		0.47%	0.50%	0.96%	0.61%	0.49%	0.37%	1.04%	1.27%	1.37%	0.00%	0.29%	0.20%	0.36%	1.45%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.93%	0.00%	0.66%	0.82%	1.12%	0.00%	0.26%	0.68%	0.18%	0.00%	0.00%	0.00%	0.00%	1.31%	1.16%	0.00%	0.00%	0.71%	0.00%	0.16%	0.00%	0.28%	0.60%	0.00%	0.00%	1.41%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	6	1	0	1	0	3	0	0	0	0	0	6	0	0	0	3	0	0	2	0	3	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0									
		0.22%	0.75%	0.16%	0.00%	0.16%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	2.19%	0.00%	0.00%	0.00%	2.88%	0.00%	0.00%	0.96%	0.00%	0.35%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.18%	0.16%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	0.39%	0.24%	0.00%	0.16%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2360	118	98	27	98	106	61	53	73	19	76	96	5	1	25	5	2	8	74	30	12	56	3	108	91	27	17	120	142	94	112	22	6	8	37	13	8	44	64	68	58	8	69	63	92	16	6	7	14									
		15.25%	14.66%	15.71%	16.46%	16.01%	13.20%	15.80%	22.46%	16.67%	25.68%	22.42%	19.09%	1.82%	1.45%	9.88%	5.81%	1.92%	8.79%	22.98%	14.35%	38.71%	6.50%	1.44%	17.94%	18.61%	15.08%	8.95%	15.65%	19.40%	16.73%	17.47%	8.98%	5.41%	12.31%	16.16%	15.12%	17.78%	16.99%	15.06%	21.73%	9.29%	7.27%	19.01%	19.03%	22.94%	27.59%	8.45%	20.59%	28.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	41	3	2	0	2	1	1	0	5	0	2	2	0	0	0	0	0	0	0	0	0	2	1	1	1	1	1	3	1	3	0	0	0	0	1	0	0	0	7	0	0	0	0	1	0	0	0	0	0									
		0.26%	0.37%	0.32%	0.00%	0.33%	0.12%	0.26%	0.00%	1.14%	0.00%	0.59%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.48%	0.17%	0.20%	0.56%	0.53%	0.39%	0.14%	0.53%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	1.65%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	338	26	22	5	19	22	12	3	14	4	5	4	7	1	6	2	4	1	7	0	0	29	3	11	7	3	5	15	10	14	19	3	3	3	4	1	0	2	13	3	5	3	9	4	0	0	1	1	3									
		2.18%	3.23%	3.53%	3.05%	3.10%	2.74%	3.11%	1.27%	3.20%	5.41%	1.47%	0.80%	2.55%	1.45%	2.37%	2.33%	3.85%	1.10%	2.17%	0.00%	0.00%	3.37%	1.44%	1.83%	1.43%	1.68%	2.63%	1.96%	1.37%	2.49%	2.96%	1.22%	2.70%	4.62%	1.75%	1.16%	0.00%	0.77%	3.06%	0.96%	0.80%	2.73%	2.48%	1.21%	0.00%	0.00%	1.41%	2.94%	6.12%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	2	0	0	0	1	0	0	0	0	0	0									
		0.10%	0.25%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.31%	0.48%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.14%	0.18%	0.00%	0.00%	0.00%	0.00%	0.44%	1.16%	2.22%	0.00%	0.47%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	90	7	5	0	7	6	7	0	2	1	4	4	2	0	1	0	0	0	6	0	0	4	0	2	3	1	0	2	4	0	1	2	1	0	3	0	0	0	7	1	2	0	3	1	0	0	1	0	0									
		0.58%	0.87%	0.80%	0.00%	1.14%	0.75%	1.81%	0.00%	0.46%	1.35%	1.18%	0.80%	0.73%	0.00%	0.40%	0.00%	0.00%	0.00%	1.86%	0.00%	0.00%	0.46%	0.00%	0.33%	0.61%	0.56%	0.00%	0.26%	0.55%	0.00%	0.16%	0.82%	0.90%	0.00%	1.31%	0.00%	0.00%	0.00%	1.65%	0.32%	0.32%	0.00%	0.83%	0.30%	0.00%	0.00%	1.41%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2784	126	123	36	99	184	67	37	79	7	20	44	31	13	46	10	16	4	70	40	3	187	49	103	118	28	25	132	114	156	225	58	13	6	59	18	5	52	67	42	60	9	74	46	49	7	12	7	8									
		17.99%	15.65%	19.71%	21.95%	16.18%	22.91%	17.36%	15.68%	18.04%	9.46%	5.90%	8.75%	11.31%	18.84%	18.18%	11.63%	15.38%	4.40%	21.74%	19.14%	9.68%	21.72%	23.44%	17.11%	24.13%	15.64%	13.16%	17.21%	15.57%	27.76%	35.10%	23.67%	11.71%	9.23%	25.76%	20.93%	11.11%	20.08%	15.76%	13.42%	9.62%	8.18%	20.39%	13.90%	12.22%	12.07%	16.90%	20.59%	16.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	49	5	2	0	0	3	1	0	0	0	0	0	0	1	1	0	1	1	3	0	0	3	1	1	3	0	0	3	4	3	1	1	0	1	0	0	0	0	1	3	2	0	0	3	0	1	0	0	0									
		0.32%	0.62%	0.32%	0.00%	0.00%	0.37%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%	0.40%	0.00%	0.96%	1.10%	0.93%	0.00%	0.00%	0.35%	0.48%	0.17%	0.61%	0.00%	0.00%	0.39%	0.55%	0.53%	0.16%	0.41%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.24%	0.96%	0.32%	0.00%	0.00%	0.91%	0.00%	1.72%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	584	43	29	4	37	43	18	9	17	1	10	15	4	3	3	1	3	1	9	2	0	56	2	16	21	10	2	38	37	11	8	1	0	0	11	1	1	4	28	9	27	1	22	7	11	1	1	1	5									
		3.77%	5.34%	4.65%	2.44%	6.05%	5.35%	4.66%	3.81%	3.88%	1.35%	2.95%	2.98%	1.46%	4.35%	1.19%	1.16%	2.88%	1.10%	2.80%	0.96%	0.00%	6.50%	0.96%	2.66%	4.29%	5.59%	1.05%	4.95%	5.05%	1.96%	1.25%	0.41%	0.00%	0.00%	4.80%	1.16%	2.22%	1.54%	6.59%	2.88%	4.33%	0.91%	6.06%	2.11%	2.74%	1.72%	1.41%	2.94%	10.20%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
