Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Тамбовская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																				
18	. Глазьев Сергей Юрьевич	513	100	75	27	9	7	2	35	4	24	2	4	30	2	4	24	33	0	11	14	44	1	8	17	4	2	0	14	3	13					
		4.06%	6.68%	6.26%	3.17%	2.69%	1.66%	1.94%	5.37%	2.92%	6.45%	0.88%	1.60%	3.71%	2.27%	3.03%	3.72%	7.82%	0.00%	2.72%	3.16%	4.16%	0.89%	3.28%	4.89%	3.03%	0.87%	0.00%	4.31%	4.23%	1.50%					
19	. Малышкин Олег Александрович	452	56	47	37	9	14	5	18	11	10	13	13	28	3	11	33	13	2	7	19	31	5	9	14	2	7	5	11	5	14					
		3.58%	3.74%	3.92%	4.35%	2.69%	3.32%	4.85%	2.76%	8.03%	2.69%	5.75%	5.20%	3.46%	3.41%	8.33%	5.11%	3.08%	1.14%	1.73%	4.29%	2.93%	4.46%	3.69%	4.02%	1.52%	3.06%	5.49%	3.38%	7.04%	1.62%					
20	. Миронов Сергей Михайлович	75	6	10	7	2	0	0	6	0	3	0	2	5	4	3	0	6	2	2	2	8	0	1	2	0	3	0	0	0	1					
		0.59%	0.40%	0.83%	0.82%	0.60%	0.00%	0.00%	0.92%	0.00%	0.81%	0.00%	0.80%	0.62%	4.55%	2.27%	0.00%	1.42%	1.14%	0.50%	0.45%	0.76%	0.00%	0.41%	0.57%	0.00%	1.31%	0.00%	0.00%	0.00%	0.12%					
21	. Путин Владимир Владимирович	8027	862	719	505	242	264	74	431	85	207	143	152	568	63	94	339	228	143	267	295	620	74	167	186	93	159	66	225	51	705					
		63.52%	57.58%	60.02%	59.34%	72.24%	62.56%	71.84%	66.10%	62.04%	55.65%	63.27%	60.80%	70.21%	71.59%	71.21%	52.48%	54.03%	81.71%	66.09%	66.59%	58.66%	66.07%	68.44%	53.45%	70.45%	69.43%	72.53%	69.23%	71.83%	81.50%					
22	. Хакамада Ирина Муцуовна	284	40	35	21	12	12	1	8	2	14	5	15	16	2	1	13	8	3	6	0	23	1	4	6	1	2	0	8	0	25					
		2.25%	2.67%	2.92%	2.47%	3.58%	2.84%	0.97%	1.23%	1.46%	3.76%	2.21%	6.00%	1.98%	2.27%	0.76%	2.01%	1.90%	1.71%	1.49%	0.00%	2.18%	0.89%	1.64%	1.72%	0.76%	0.87%	0.00%	2.46%	0.00%	2.89%					
23	. Харитонов Николай Михайлович	2808	361	270	208	50	102	15	129	31	108	57	54	131	14	15	205	111	20	103	96	299	31	48	113	26	54	19	53	7	78					
		22.22%	24.11%	22.54%	24.44%	14.93%	24.17%	14.56%	19.79%	22.63%	29.03%	25.22%	21.60%	16.19%	15.91%	11.36%	31.73%	26.30%	11.43%	25.50%	21.67%	28.29%	27.68%	19.67%	32.47%	19.70%	23.58%	20.88%	16.31%	9.86%	9.02%					
																																				
24	Против всех	353	61	30	36	9	19	6	19	4	2	6	3	17	0	3	26	20	4	7	12	22	0	3	4	5	2	1	6	3	23					
		2.79%	4.07%	2.50%	4.23%	2.69%	4.50%	5.83%	2.91%	2.92%	0.54%	2.65%	1.20%	2.10%	0.00%	2.27%	4.02%	4.74%	2.29%	1.73%	2.71%	2.08%	0.00%	1.23%	1.15%	3.79%	0.87%	1.10%	1.85%	4.23%	2.66%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
