Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Павлоградская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	370	23	23	23	23	23	23	8	6	6	8	12	12	6	6	12	8	6	6	12	6	6	6	6	12	6	18	6	6	12	6	6	6	12	6	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	46	6	8	6	3	3	6	1	0	0	1	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	2	1	0	0	0	0	2	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	36	4	5	2	0	1	0	0	0	1	0	1	0	0	0	1	2	2	1	1	1	1	1	1	0	1	1	0	0	4	0	0	0	2	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	324	17	15	17	20	20	17	7	6	6	7	11	12	6	6	11	8	6	6	12	4	6	5	6	12	6	17	4	5	12	6	6	6	10	5	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	78	9	3	10	6	7	4	1	1	1	0	4	3	0	1	4	0	4	0	5	2	0	0	0	2	0	3	2	0	2	1	0	0	0	3	0									
		1.03%	1.92%	0.57%	2.16%	1.32%	1.65%	0.85%	0.58%	1.02%	1.52%	0.00%	0.87%	0.75%	0.00%	0.98%	0.94%	0.00%	4.30%	0.00%	1.61%	1.55%	0.00%	0.00%	0.00%	0.68%	0.00%	0.82%	1.37%	0.00%	0.71%	1.89%	0.00%	0.00%	0.00%	1.91%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	489	29	18	87	22	32	26	6	2	4	8	20	27	1	4	24	7	6	2	26	10	0	3	2	13	4	28	6	6	18	2	5	2	23	13	3									
		6.43%	6.18%	3.44%	18.79%	4.86%	7.53%	5.54%	3.47%	2.04%	6.06%	5.13%	4.36%	6.78%	1.69%	3.92%	5.62%	5.07%	6.45%	4.17%	8.39%	7.75%	0.00%	2.00%	3.51%	4.42%	5.97%	7.67%	4.11%	6.32%	6.41%	3.77%	11.36%	5.56%	6.71%	8.28%	13.04%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	112	6	7	4	9	5	9	1	4	1	0	3	8	0	0	14	1	2	0	7	0	0	1	1	8	0	8	0	0	6	0	0	1	3	3	0									
		1.47%	1.28%	1.34%	0.86%	1.99%	1.18%	1.92%	0.58%	4.08%	1.52%	0.00%	0.65%	2.01%	0.00%	0.00%	3.28%	0.72%	2.15%	0.00%	2.26%	0.00%	0.00%	0.67%	1.75%	2.72%	0.00%	2.19%	0.00%	0.00%	2.14%	0.00%	0.00%	2.78%	0.87%	1.91%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3285	153	227	189	182	153	187	83	66	37	97	222	179	40	47	206	72	42	28	97	53	16	103	22	159	34	127	77	22	96	35	15	17	116	71	15									
		43.22%	32.62%	43.40%	40.82%	40.18%	36.00%	39.87%	47.98%	67.35%	56.06%	62.18%	48.37%	44.97%	67.80%	46.08%	48.24%	52.17%	45.16%	58.33%	31.29%	41.09%	50.00%	68.67%	38.60%	54.08%	50.75%	34.79%	52.74%	23.16%	34.16%	66.04%	34.09%	47.22%	33.82%	45.22%	65.22%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	0	2	3	2	2	1	0	1	0	1	2	1	0	0	2	0	0	0	0	1	0	0	2	5	0	2	0	0	0	0	1	0	0	2	0									
		0.39%	0.00%	0.38%	0.65%	0.44%	0.47%	0.21%	0.00%	1.02%	0.00%	0.64%	0.44%	0.25%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	3.51%	1.70%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	2.27%	0.00%	0.00%	1.27%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	1	0	2	0	1	1	0	0	0	1	1	0	0	0	2	0	0	0	3	2	0	0	0	0	1	1	2	0	2	1	1	0	0	2	0									
		0.32%	0.21%	0.00%	0.43%	0.00%	0.24%	0.21%	0.00%	0.00%	0.00%	0.64%	0.22%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.97%	1.55%	0.00%	0.00%	0.00%	0.00%	1.49%	0.27%	1.37%	0.00%	0.71%	1.89%	2.27%	0.00%	0.00%	1.27%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1327	98	91	96	75	108	103	34	11	11	15	96	44	10	12	74	25	16	6	47	12	4	18	10	43	3	50	25	28	36	4	1	8	81	28	4									
		17.46%	20.90%	17.40%	20.73%	16.56%	25.41%	21.96%	19.65%	11.22%	16.67%	9.62%	20.92%	11.06%	16.95%	11.76%	17.33%	18.12%	17.20%	12.50%	15.16%	9.30%	12.50%	12.00%	17.54%	14.63%	4.48%	13.70%	17.12%	29.47%	12.81%	7.55%	2.27%	22.22%	23.62%	17.83%	17.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	29	3	2	2	0	2	3	1	0	0	1	1	0	0	1	4	0	0	0	2	1	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0									
		0.38%	0.64%	0.38%	0.43%	0.00%	0.47%	0.64%	0.58%	0.00%	0.00%	0.64%	0.22%	0.00%	0.00%	0.98%	0.94%	0.00%	0.00%	0.00%	0.65%	0.78%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.00%	0.00%	1.42%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	41	3	0	6	4	2	7	0	0	0	0	1	2	0	0	4	0	1	0	2	1	0	0	1	1	0	2	0	0	2	0	0	0	1	1	0									
		0.54%	0.64%	0.00%	1.30%	0.88%	0.47%	1.49%	0.00%	0.00%	0.00%	0.00%	0.22%	0.50%	0.00%	0.00%	0.94%	0.00%	1.08%	0.00%	0.65%	0.78%	0.00%	0.00%	1.75%	0.34%	0.00%	0.55%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.29%	0.64%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	2	0	0	0	0	0	0	0	2	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0									
		0.18%	0.21%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.22%	0.25%	0.00%	0.98%	0.23%	0.72%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	2.78%	0.29%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	2	9	3	4	3	3	4	1	0	0	1	3	1	0	5	1	1	1	1	1	0	0	0	2	0	2	1	1	5	0	1	0	1	0	0									
		0.75%	0.43%	1.72%	0.65%	0.88%	0.71%	0.64%	2.31%	1.02%	0.00%	0.00%	0.22%	0.75%	1.69%	0.00%	1.17%	0.72%	1.08%	2.08%	0.32%	0.78%	0.00%	0.00%	0.00%	0.68%	0.00%	0.55%	0.68%	1.05%	1.78%	0.00%	2.27%	0.00%	0.29%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1624	138	140	22	126	84	84	32	9	7	23	79	107	5	28	60	19	14	11	95	41	9	15	15	42	21	99	27	31	91	9	20	7	87	26	1									
		21.37%	29.42%	26.77%	4.75%	27.81%	19.76%	17.91%	18.50%	9.18%	10.61%	14.74%	17.21%	26.88%	8.47%	27.45%	14.05%	13.77%	15.05%	22.92%	30.65%	31.78%	28.13%	10.00%	26.32%	14.29%	31.34%	27.12%	18.49%	32.63%	32.38%	16.98%	45.45%	19.44%	25.36%	16.56%	4.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	0	0	1	2	2	0	1	0	0	0	2	1	0	0	0	0	1	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0									
		0.22%	0.00%	0.00%	0.22%	0.44%	0.47%	0.00%	0.58%	0.00%	0.00%	0.00%	0.44%	0.25%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.32%	0.78%	0.00%	0.00%	0.00%	0.34%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	202	13	16	19	13	10	21	1	0	2	4	6	10	0	1	12	4	3	0	18	3	2	1	4	5	3	9	2	1	6	1	0	0	10	2	0									
		2.66%	2.77%	3.06%	4.10%	2.87%	2.35%	4.48%	0.58%	0.00%	3.03%	2.56%	1.31%	2.51%	0.00%	0.98%	2.81%	2.90%	3.23%	0.00%	5.81%	2.33%	6.25%	0.67%	7.02%	1.70%	4.48%	2.47%	1.37%	1.05%	2.14%	1.89%	0.00%	0.00%	2.92%	1.27%	0.00%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
