Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
"Наименование Избирательной комиссии:    Ульяновск, Ленинская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994					
		13.72%	14.47%	10.79%	15.85%	13.76%	11.32%	14.85%	14.97%	15.18%	12.22%	13.14%	10.42%	13.96%	14.41%	12.05%	14.41%	11.99%	14.60%	14.16%	13.04%	11.47%	11.19%	11.85%	13.02%	12.35%	20.05%	11.65%	13.66%	14.97%	22.33%	10.99%	11.85%	9.38%	9.48%	10.26%	14.17%	18.57%	13.86%	27.48%	10.97%	14.42%	12.65%	13.57%	14.90%	13.47%	11.67%	13.24%	10.59%	9.70%	12.17%	15.55%	11.18%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	665	6	9	15	11	16	17	6	26	15	11	8	15	9	12	9	14	8	7	9	9	10	29	14	19	19	9	15	18	11	6	21	11	22	14	12	13	7	18	21	10	14	24	18	14	17	9	13	13	7	2	3					
		1.31%	1.30%	2.02%	1.20%	1.03%	1.65%	1.75%	0.80%	1.59%	1.95%	1.38%	0.63%	1.35%	0.85%	1.72%	0.99%	1.63%	1.11%	1.04%	1.15%	1.27%	0.75%	2.10%	1.38%	1.94%	1.54%	0.90%	1.40%	1.24%	0.93%	0.67%	1.72%	0.77%	1.90%	1.32%	1.13%	1.31%	0.77%	1.11%	1.86%	1.16%	1.12%	1.79%	1.49%	1.63%	1.53%	1.53%	2.18%	1.13%	0.74%	0.61%	0.91%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	15412	113	122	366	320	297	276	193	471	257	327	461	379	271	218	269	274	192	197	217	213	441	527	282	275	342	376	279	414	284	276	408	558	432	424	301	246	286	452	377	261	396	464	345	252	283	148	215	192	260	91	92					
		30.45%	24.41%	27.42%	29.30%	29.96%	30.56%	28.45%	25.80%	28.82%	33.42%	40.93%	36.13%	34.14%	25.52%	31.28%	29.82%	31.90%	26.70%	29.36%	27.75%	30.17%	33.11%	38.08%	27.81%	28.06%	27.65%	37.75%	26.10%	28.43%	23.93%	30.98%	33.33%	39.08%	37.24%	39.92%	28.24%	24.82%	31.46%	27.85%	33.36%	30.35%	31.71%	34.60%	28.56%	29.27%	25.40%	25.13%	36.13%	16.62%	27.51%	27.74%	27.79%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2330	14	6	67	42	34	29	21	113	35	27	33	83	43	37	41	21	28	19	29	24	49	57	39	43	49	44	87	109	48	64	73	105	83	57	46	34	55	92	65	21	68	72	79	54	27	7	19	11	13	7	7					
		4.60%	3.02%	1.35%	5.36%	3.93%	3.50%	2.99%	2.81%	6.92%	4.55%	3.38%	2.59%	7.48%	4.05%	5.31%	4.55%	2.44%	3.89%	2.83%	3.71%	3.40%	3.68%	4.12%	3.85%	4.39%	3.96%	4.42%	8.14%	7.49%	4.04%	7.18%	5.96%	7.35%	7.16%	5.37%	4.32%	3.43%	6.05%	5.67%	5.75%	2.44%	5.44%	5.37%	6.54%	6.27%	2.42%	1.19%	3.19%	0.95%	1.38%	2.13%	2.11%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14643	170	174	320	327	287	292	271	440	235	183	397	254	339	193	277	280	237	223	255	209	399	325	350	278	378	225	297	382	376	235	276	315	286	229	323	307	228	329	280	262	319	297	332	243	418	234	167	564	389	103	134					
		28.93%	36.72%	39.10%	25.62%	30.62%	29.53%	30.10%	36.23%	26.93%	30.56%	22.90%	31.11%	22.88%	31.92%	27.69%	30.71%	32.60%	32.96%	33.23%	32.61%	29.60%	29.95%	23.48%	34.52%	28.37%	30.56%	22.59%	27.78%	26.24%	31.68%	26.37%	22.55%	22.06%	24.66%	21.56%	30.30%	30.98%	25.08%	20.27%	24.78%	30.47%	25.54%	22.15%	27.48%	28.22%	37.52%	39.73%	28.07%	48.83%	41.16%	31.40%	40.48%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	365	1	5	9	6	4	10	7	16	4	6	10	9	11	7	5	6	6	5	3	5	4	10	7	9	12	4	10	7	7	13	10	11	7	5	8	7	5	15	12	2	16	14	3	6	12	3	1	4	4	2	0					
		0.72%	0.22%	1.12%	0.72%	0.56%	0.41%	1.03%	0.94%	0.98%	0.52%	0.75%	0.78%	0.81%	1.04%	1.00%	0.55%	0.70%	0.83%	0.75%	0.38%	0.71%	0.30%	0.72%	0.69%	0.92%	0.97%	0.40%	0.94%	0.48%	0.59%	1.46%	0.82%	0.77%	0.60%	0.47%	0.75%	0.71%	0.55%	0.92%	1.06%	0.23%	1.28%	1.04%	0.25%	0.70%	1.08%	0.51%	0.17%	0.35%	0.42%	0.61%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
