Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
"Наименование Избирательной комиссии:    Ульяновск, Ленинская"																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	1.Политическая партия «Аграрная партия России»	1478	8	8	46	25	42	12	17	39	16	36	65	24	31	42	63	23	18	27	16	46	21	16	24	33	14	23	25	37	24	41	48	43	44	52	25	23	17	29	36	49	47	41	44	24	16	10	25	25	11	7					
		2.74%	1.43%	1.79%	4.28%	2.39%	3.88%	0.95%	1.27%	2.83%	1.71%	2.61%	4.48%	2.26%	2.86%	2.51%	3.44%	3.76%	2.25%	2.97%	1.42%	3.80%	2.86%	2.00%	2.92%	2.97%	2.95%	2.05%	1.85%	2.57%	2.46%	2.65%	3.18%	3.44%	3.48%	3.37%	2.30%	2.34%	1.48%	2.89%	3.41%	3.89%	3.56%	3.35%	4.00%	2.55%	1.51%	1.80%	1.72%	2.60%	2.70%	2.67%					
19	2.Всероссийская политическая партия «Гражданская Сила»	886	4	1	15	13	10	29	22	32	7	21	17	8	24	29	25	8	11	39	18	10	8	6	8	22	3	9	9	18	21	47	33	28	27	19	35	23	12	20	23	33	38	39	26	14	4	4	3	8	3	0					
		1.64%	0.72%	0.22%	1.40%	1.24%	0.92%	2.30%	1.65%	2.33%	0.75%	1.52%	1.17%	0.75%	2.22%	1.73%	1.36%	1.31%	1.38%	4.30%	1.59%	0.83%	1.09%	0.75%	0.97%	1.98%	0.63%	0.80%	0.67%	1.25%	2.15%	3.03%	2.19%	2.24%	2.14%	1.23%	3.22%	2.34%	1.05%	1.99%	2.18%	2.62%	2.88%	3.19%	2.37%	1.48%	0.38%	0.72%	0.21%	0.83%	0.74%	0.00%					
20	3.Политическая партия «Демократическая партия России»	77	0	0	3	0	0	1	2	0	1	1	2	1	2	4	5	1	1	2	3	0	1	0	0	0	1	2	3	3	1	1	6	5	4	6	2	2	1	1	0	0	1	0	1	0	3	1	1	0	2	0					
		0.14%	0.00%	0.00%	0.28%	0.00%	0.00%	0.08%	0.15%	0.00%	0.11%	0.07%	0.14%	0.09%	0.18%	0.24%	0.27%	0.16%	0.13%	0.22%	0.27%	0.00%	0.14%	0.00%	0.00%	0.00%	0.21%	0.18%	0.22%	0.21%	0.10%	0.06%	0.40%	0.40%	0.32%	0.39%	0.18%	0.20%	0.09%	0.10%	0.00%	0.00%	0.08%	0.00%	0.09%	0.00%	0.28%	0.18%	0.07%	0.00%	0.49%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8952	73	55	197	150	230	195	182	186	146	276	426	186	152	346	479	95	123	129	155	226	130	114	143	156	97	172	176	175	104	279	195	216	230	206	142	111	94	160	258	275	317	242	251	174	166	65	87	105	43	62					
		16.57%	13.06%	12.28%	18.34%	14.35%	21.26%	15.46%	13.61%	13.52%	15.61%	20.01%	29.36%	17.50%	14.04%	20.66%	26.13%	15.52%	15.39%	14.21%	13.72%	18.68%	17.71%	14.27%	17.40%	14.04%	20.46%	15.36%	13.01%	12.17%	10.67%	18.00%	12.91%	17.27%	18.21%	13.37%	13.08%	11.28%	8.20%	15.97%	24.41%	21.83%	23.99%	19.77%	22.84%	18.45%	15.65%	11.67%	6.00%	10.93%	10.54%	23.66%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	447	3	1	1	8	11	15	8	7	4	9	11	7	9	14	18	3	6	13	15	6	5	7	1	6	0	5	13	19	7	22	18	11	12	10	9	14	8	11	14	19	18	16	15	10	1	1	4	0	1	1					
		0.83%	0.54%	0.22%	0.09%	0.77%	1.02%	1.19%	0.60%	0.51%	0.43%	0.65%	0.76%	0.66%	0.83%	0.84%	0.98%	0.49%	0.75%	1.43%	1.33%	0.50%	0.68%	0.88%	0.12%	0.54%	0.00%	0.45%	0.96%	1.32%	0.72%	1.42%	1.19%	0.88%	0.95%	0.65%	0.83%	1.42%	0.70%	1.10%	1.32%	1.51%	1.36%	1.31%	1.36%	1.06%	0.09%	0.18%	0.28%	0.00%	0.25%	0.38%					
23	6.Политическая партия «Партия социальной справедливости»	143	0	3	7	4	2	2	3	9	1	1	0	4	5	8	4	0	2	3	5	1	0	1	4	4	1	1	1	2	5	5	6	1	3	3	3	3	5	3	1	2	5	5	3	2	3	3	1	1	1	1					
		0.26%	0.00%	0.67%	0.65%	0.38%	0.18%	0.16%	0.22%	0.65%	0.11%	0.07%	0.00%	0.38%	0.46%	0.48%	0.22%	0.00%	0.25%	0.33%	0.44%	0.08%	0.00%	0.13%	0.49%	0.36%	0.21%	0.09%	0.07%	0.14%	0.51%	0.32%	0.40%	0.08%	0.24%	0.19%	0.28%	0.30%	0.44%	0.30%	0.09%	0.16%	0.38%	0.41%	0.27%	0.21%	0.28%	0.54%	0.07%	0.10%	0.25%	0.38%					
24	7.Политическая партия «Либерально-демократическая партия России»	5182	54	33	83	112	84	132	106	143	77	121	109	104	106	265	220	77	67	84	107	88	51	80	89	114	37	97	163	194	115	149	183	130	107	198	97	89	77	112	86	95	100	99	78	99	80	65	94	87	39	6					
		9.59%	9.66%	7.37%	7.73%	10.72%	7.76%	10.47%	7.93%	10.39%	8.24%	8.77%	7.51%	9.78%	9.79%	15.82%	12.00%	12.58%	8.39%	9.25%	9.47%	7.27%	6.95%	10.01%	10.83%	10.26%	7.81%	8.66%	12.05%	13.49%	11.79%	9.61%	12.12%	10.39%	8.47%	12.85%	8.93%	9.04%	6.72%	11.18%	8.14%	7.54%	7.57%	8.09%	7.10%	10.50%	7.54%	11.67%	6.48%	9.05%	9.56%	2.29%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5312	59	23	112	103	130	135	96	112	108	140	145	70	94	151	200	58	83	118	111	129	59	94	83	104	50	119	85	116	87	163	165	164	150	149	117	106	88	111	120	136	136	136	134	102	77	45	107	73	38	21					
		9.83%	10.55%	5.13%	10.43%	9.86%	12.01%	10.71%	7.18%	8.14%	11.55%	10.15%	9.99%	6.59%	8.68%	9.01%	10.91%	9.48%	10.39%	12.99%	9.82%	10.66%	8.04%	11.76%	10.10%	9.36%	10.55%	10.63%	6.28%	8.07%	8.92%	10.52%	10.93%	13.11%	11.88%	9.67%	10.77%	10.77%	7.68%	11.08%	11.35%	10.79%	10.30%	11.11%	12.19%	10.82%	7.26%	8.08%	7.38%	7.60%	9.31%	8.02%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	765	7	3	17	10	11	14	15	17	15	16	17	14	8	19	34	7	15	16	15	26	4	1	5	8	6	12	14	32	11	28	29	37	26	16	20	12	9	21	16	18	38	17	27	24	5	4	7	12	7	3					
		1.42%	1.25%	0.67%	1.58%	0.96%	1.02%	1.11%	1.12%	1.24%	1.60%	1.16%	1.17%	1.32%	0.74%	1.13%	1.85%	1.14%	1.88%	1.76%	1.33%	2.15%	0.54%	0.13%	0.61%	0.72%	1.27%	1.07%	1.03%	2.23%	1.13%	1.81%	1.92%	2.96%	2.06%	1.04%	1.84%	1.22%	0.79%	2.10%	1.51%	1.43%	2.88%	1.39%	2.46%	2.55%	0.47%	0.72%	0.48%	1.25%	1.72%	1.15%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	29211	337	320	561	594	540	686	851	800	535	721	616	624	619	730	717	334	458	451	640	651	435	459	446	623	253	664	828	801	589	760	759	573	620	839	597	560	805	493	448	581	570	594	488	463	690	352	1100	625	254	157					
		54.07%	60.29%	71.43%	52.23%	56.84%	49.91%	54.40%	63.65%	58.14%	57.22%	52.28%	42.45%	58.70%	57.16%	43.58%	39.12%	54.58%	57.32%	49.67%	56.64%	53.80%	59.26%	57.45%	54.26%	56.08%	53.38%	59.29%	61.20%	55.70%	60.41%	49.03%	50.26%	45.80%	49.09%	54.45%	54.97%	56.91%	70.24%	49.20%	42.38%	46.11%	43.15%	48.53%	44.40%	49.10%	65.03%	63.20%	75.86%	65.04%	62.25%	59.92%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	942	7	1	16	14	14	29	25	21	14	25	29	6	20	38	24	3	8	25	33	13	8	12	12	16	8	11	12	25	7	40	43	26	26	27	30	33	15	25	46	32	33	25	22	19	4	4	5	2	6	3					
		1.74%	1.25%	0.22%	1.49%	1.34%	1.29%	2.30%	1.87%	1.53%	1.50%	1.81%	1.99%	0.56%	1.85%	2.27%	1.31%	0.49%	1.00%	2.75%	2.92%	1.07%	1.09%	1.50%	1.46%	1.44%	1.69%	0.98%	0.89%	1.74%	0.72%	2.58%	2.85%	2.08%	2.06%	1.75%	2.76%	3.35%	1.31%	2.50%	4.35%	2.54%	2.50%	2.04%	2.00%	2.01%	0.38%	0.72%	0.34%	0.21%	1.47%	1.15%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
