Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Дальнереченская городская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122									
		3.44%	3.26%	3.94%	3.99%	3.88%	5.47%	5.03%	2.99%	2.20%	4.89%	2.99%	1.60%	4.01%	2.78%	5.76%	2.14%	3.03%	2.09%	4.35%	2.33%	5.36%	1.90%	1.05%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3206	184	262	242	217	127	158	160	141	103	161	176	123	152	144	139	91	164	84	63	25	205	85									
		35.56%	33.33%	38.19%	34.47%	35.11%	33.07%	36.16%	34.26%	34.47%	27.99%	34.40%	35.27%	30.83%	38.48%	31.93%	33.10%	27.58%	42.93%	33.20%	48.84%	44.64%	48.81%	44.74%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	59	6	4	4	3	3	2	6	2	2	5	5	0	3	2	4	2	3	1	0	1	1	0									
		0.65%	1.09%	0.58%	0.57%	0.49%	0.78%	0.46%	1.28%	0.49%	0.54%	1.07%	1.00%	0.00%	0.76%	0.44%	0.95%	0.61%	0.79%	0.40%	0.00%	1.79%	0.24%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	1	1	0	0	1	2	0	0	2	0	5	0	1	2	1	0	0	0	0	2	0									
		0.20%	0.00%	0.15%	0.14%	0.00%	0.00%	0.23%	0.43%	0.00%	0.00%	0.43%	0.00%	1.25%	0.00%	0.22%	0.48%	0.30%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2240	122	140	167	132	90	107	122	95	103	122	142	118	106	132	117	93	98	60	36	5	92	41									
		24.85%	22.10%	20.41%	23.79%	21.36%	23.44%	24.49%	26.12%	23.23%	27.99%	26.07%	28.46%	29.57%	26.84%	29.27%	27.86%	28.18%	25.65%	23.72%	27.91%	8.93%	21.90%	21.58%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	59	2	7	3	7	4	2	6	4	5	3	1	2	1	4	0	2	1	1	0	0	3	1									
		0.65%	0.36%	1.02%	0.43%	1.13%	1.04%	0.46%	1.28%	0.98%	1.36%	0.64%	0.20%	0.50%	0.25%	0.89%	0.00%	0.61%	0.26%	0.40%	0.00%	0.00%	0.71%	0.53%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	74	7	8	6	6	4	2	4	2	2	1	6	5	2	7	3	2	1	2	1	0	2	1									
		0.82%	1.27%	1.17%	0.85%	0.97%	1.04%	0.46%	0.86%	0.49%	0.54%	0.21%	1.20%	1.25%	0.51%	1.55%	0.71%	0.61%	0.26%	0.79%	0.78%	0.00%	0.48%	0.53%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	1	2	0	2	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0									
		0.11%	0.18%	0.15%	0.28%	0.00%	0.52%	0.00%	0.00%	0.24%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	77	5	10	3	7	8	0	4	9	3	4	2	3	2	1	2	2	1	4	1	2	4	0									
		0.85%	0.91%	1.46%	0.43%	1.13%	2.08%	0.00%	0.86%	2.20%	0.82%	0.85%	0.40%	0.75%	0.51%	0.22%	0.48%	0.61%	0.26%	1.58%	0.78%	3.57%	0.95%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1762	135	142	132	135	65	91	90	91	87	88	97	68	69	75	86	86	67	40	8	13	61	36									
		19.55%	24.46%	20.70%	18.80%	21.84%	16.93%	20.82%	19.27%	22.25%	23.64%	18.80%	19.44%	17.04%	17.47%	16.63%	20.48%	26.06%	17.54%	15.81%	6.20%	23.21%	14.52%	18.95%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	40	2	2	3	4	1	4	2	1	1	3	3	3	2	3	0	0	2	2	0	0	2	0									
		0.44%	0.36%	0.29%	0.43%	0.65%	0.26%	0.92%	0.43%	0.24%	0.27%	0.64%	0.60%	0.75%	0.51%	0.67%	0.00%	0.00%	0.52%	0.79%	0.00%	0.00%	0.48%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	308	25	23	30	27	18	11	17	19	15	8	17	14	11	18	13	9	4	7	4	0	15	3									
		3.42%	4.53%	3.35%	4.27%	4.37%	4.69%	2.52%	3.64%	4.65%	4.08%	1.71%	3.41%	3.51%	2.78%	3.99%	3.10%	2.73%	1.05%	2.77%	3.10%	0.00%	3.57%	1.58%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
