Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Орловская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №1553	УИК №1554	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1593	УИК №1594	УИК №1595	УИК №1596									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	555	15	5	10	5	15	25	10	10	25	10	15	5	10	10	5	10	10	5	15	10	5	10	20	15	25	15	25	10	10	20	30	20	20	10	25	20	10	10	10	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	97	4	0	2	0	6	1	0	0	5	2	3	0	0	0	0	0	0	0	1	0	5	0	2	0	3	6	11	5	6	7	6	1	9	2	6	1	1	0	2	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	96	3	3	1	4	2	1	3	2	3	1	3	3	1	1	3	4	3	4	2	3	2	2	2	1	5	7	0	1	5	2	0	0	8	0	2	0	2	4	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	458	11	5	8	5	9	24	10	10	20	8	12	5	10	10	5	10	10	5	14	10	0	10	18	15	22	9	14	5	4	13	24	19	11	8	19	19	9	10	8	20									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	2	0	1	3	1	2	0	1	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	245	4	0	4	1	0	5	4	1	1	7	18	0	1	3	0	12	0	1	4	5	0	1	2	1	2	6	12	11	9	12	62	15	3	11	3	19	1	2	1	1									
		1.31%	0.91%	0.00%	1.40%	0.48%	0.00%	0.79%	3.28%	0.67%	0.13%	1.81%	1.67%	0.00%	1.22%	1.51%	0.00%	3.13%	0.00%	1.22%	1.02%	1.79%	0.00%	1.35%	0.72%	1.33%	0.22%	1.20%	0.85%	1.30%	0.81%	1.44%	9.60%	2.30%	0.23%	0.92%	0.27%	2.87%	0.76%	1.32%	0.25%	0.45%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	554	19	3	15	12	3	18	3	3	1	19	20	6	1	10	3	10	2	1	20	11	4	1	5	3	28	20	8	10	25	26	14	13	39	14	102	38	7	4	9	4									
		2.96%	4.33%	1.92%	5.26%	5.77%	3.23%	2.84%	2.46%	2.01%	0.13%	4.92%	1.86%	4.03%	1.22%	5.03%	6.25%	2.61%	1.74%	1.22%	5.09%	3.94%	3.67%	1.35%	1.81%	4.00%	3.04%	4.02%	0.57%	1.18%	2.24%	3.12%	2.17%	1.99%	3.02%	1.17%	9.08%	5.73%	5.30%	2.65%	2.22%	1.79%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	268	8	3	3	3	3	3	1	1	2	18	8	1	0	4	0	3	0	3	8	8	4	0	5	2	10	13	18	8	15	24	14	13	18	15	20	2	2	1	4	0									
		1.43%	1.82%	1.92%	1.05%	1.44%	3.23%	0.47%	0.82%	0.67%	0.26%	4.66%	0.74%	0.67%	0.00%	2.01%	0.00%	0.78%	0.00%	3.66%	2.04%	2.87%	3.67%	0.00%	1.81%	2.67%	1.09%	2.61%	1.27%	0.94%	1.34%	2.88%	2.17%	1.99%	1.40%	1.26%	1.78%	0.30%	1.52%	0.66%	0.99%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11934	224	137	155	91	68	440	83	116	546	162	627	102	43	114	36	264	101	64	175	122	66	49	154	43	608	207	990	594	817	583	267	330	828	845	753	476	103	87	292	172									
		63.81%	51.03%	87.82%	54.39%	43.75%	73.12%	69.51%	68.03%	77.85%	70.00%	41.97%	58.16%	68.46%	52.44%	57.29%	75.00%	68.93%	87.83%	78.05%	44.53%	43.73%	60.55%	66.22%	55.60%	57.33%	66.02%	41.57%	69.96%	70.13%	73.21%	69.99%	41.33%	50.54%	64.19%	70.89%	67.05%	71.79%	78.03%	57.62%	71.92%	77.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	79	2	0	4	1	1	1	1	0	0	3	4	2	1	1	0	0	0	0	3	3	0	0	2	0	2	8	3	4	4	7	10	1	1	1	4	1	0	2	1	1									
		0.42%	0.46%	0.00%	1.40%	0.48%	1.08%	0.16%	0.82%	0.00%	0.00%	0.78%	0.37%	1.34%	1.22%	0.50%	0.00%	0.00%	0.00%	0.00%	0.76%	1.08%	0.00%	0.00%	0.72%	0.00%	0.22%	1.61%	0.21%	0.47%	0.36%	0.84%	1.55%	0.15%	0.08%	0.08%	0.36%	0.15%	0.00%	1.32%	0.25%	0.45%									
24	"6. Политическая партия ""Гражданская Платформа"""	47	1	0	0	2	0	5	0	1	0	2	0	0	1	1	0	0	0	0	0	1	0	1	0	0	2	0	2	7	0	4	5	3	0	5	0	3	0	0	1	0									
		0.25%	0.23%	0.00%	0.00%	0.96%	0.00%	0.79%	0.00%	0.67%	0.00%	0.52%	0.00%	0.00%	1.22%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	1.35%	0.00%	0.00%	0.22%	0.00%	0.14%	0.83%	0.00%	0.48%	0.77%	0.46%	0.00%	0.42%	0.00%	0.45%	0.00%	0.00%	0.25%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1969	51	6	56	36	9	40	17	11	65	67	103	24	15	42	3	15	5	10	72	56	16	8	47	12	83	63	93	51	106	64	103	151	136	86	104	41	9	21	52	20									
		10.53%	11.62%	3.85%	19.65%	17.31%	9.68%	6.32%	13.93%	7.38%	8.33%	17.36%	9.55%	16.11%	18.29%	21.11%	6.25%	3.92%	4.35%	12.20%	18.32%	20.07%	14.68%	10.81%	16.97%	16.00%	9.01%	12.65%	6.57%	6.02%	9.50%	7.68%	15.94%	23.12%	10.54%	7.21%	9.26%	6.18%	6.82%	13.91%	12.81%	8.97%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	1	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	2	5	1	2	0	2	1	0	0	0	0									
		0.15%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.81%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	1.35%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.24%	0.77%	0.15%	0.16%	0.00%	0.18%	0.15%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	54	2	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	1	0	0	3	1	8	4	5	4	1	2	4	3	1	1	0	0	3									
		0.29%	0.46%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	2.70%	0.36%	0.00%	0.00%	0.60%	0.07%	0.94%	0.36%	0.60%	0.62%	0.15%	0.16%	0.34%	0.27%	0.15%	0.76%	0.00%	0.00%	1.35%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	0	0	0	2	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	4	6	0	1	0	1	2	0	0	1	0									
		0.13%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.82%	0.67%	0.00%	0.26%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.48%	0.93%	0.00%	0.08%	0.00%	0.09%	0.30%	0.00%	0.00%	0.25%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	100	2	0	2	0	0	3	0	0	1	2	1	1	1	0	0	4	0	0	3	0	0	1	1	3	1	4	0	11	6	5	10	1	6	20	1	7	0	0	1	2									
		0.53%	0.46%	0.00%	0.70%	0.00%	0.00%	0.47%	0.00%	0.00%	0.13%	0.52%	0.09%	0.67%	1.22%	0.00%	0.00%	1.04%	0.00%	0.00%	0.76%	0.00%	0.00%	1.35%	0.36%	4.00%	0.11%	0.80%	0.00%	1.30%	0.54%	0.60%	1.55%	0.15%	0.47%	1.68%	0.09%	1.06%	0.00%	0.00%	0.25%	0.90%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1879	61	4	28	47	6	36	11	9	98	58	101	8	13	15	4	15	0	1	75	56	11	7	38	9	149	133	148	54	82	20	74	109	146	75	97	1	6	23	32	19									
		10.05%	13.90%	2.56%	9.82%	22.60%	6.45%	5.69%	9.02%	6.04%	12.56%	15.03%	9.37%	5.37%	15.85%	7.54%	8.33%	3.92%	0.00%	1.22%	19.08%	20.07%	10.09%	9.46%	13.72%	12.00%	16.18%	26.71%	10.46%	6.38%	7.35%	2.40%	11.46%	16.69%	11.32%	6.29%	8.64%	0.15%	4.55%	15.23%	7.88%	8.52%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	105	1	0	0	0	0	2	0	0	0	2	56	0	1	0	0	9	0	0	5	1	0	0	2	0	2	0	0	2	2	4	5	1	1	6	1	2	0	0	0	0									
		0.56%	0.23%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.52%	5.19%	0.00%	1.22%	0.00%	0.00%	2.35%	0.00%	0.00%	1.27%	0.36%	0.00%	0.00%	0.72%	0.00%	0.22%	0.00%	0.00%	0.24%	0.18%	0.48%	0.77%	0.15%	0.08%	0.50%	0.09%	0.30%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1246	63	3	9	6	3	71	1	5	66	22	132	5	4	3	2	51	7	0	21	10	6	1	6	1	34	32	138	75	34	69	52	9	94	110	17	67	3	7	6	1									
		6.66%	14.35%	1.92%	3.16%	2.88%	3.23%	11.22%	0.82%	3.36%	8.46%	5.70%	12.24%	3.36%	4.88%	1.51%	4.17%	13.32%	6.09%	0.00%	5.34%	3.58%	5.50%	1.35%	2.17%	1.33%	3.69%	6.43%	9.75%	8.85%	3.05%	8.28%	8.05%	1.38%	7.29%	9.23%	1.51%	10.11%	2.27%	4.64%	1.48%	0.45%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
