Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Большекаменская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125					
		1.94%	2.66%	2.55%	2.00%	1.73%	1.65%	1.87%	1.50%	1.58%	1.76%	2.80%	1.94%	1.33%	2.29%					
19	2.Всероссийская политическая партия «Гражданская Сила»	197	3	17	18	21	21	17	16	13	28	17	3	12	11					
		1.04%	0.57%	0.92%	1.09%	1.21%	1.33%	1.06%	1.04%	0.73%	1.54%	1.08%	0.19%	1.23%	1.32%					
20	3.Политическая партия «Демократическая партия России»	28	0	2	5	4	1	3	3	1	1	2	4	1	1					
		0.15%	0.00%	0.11%	0.30%	0.23%	0.06%	0.19%	0.20%	0.06%	0.05%	0.13%	0.26%	0.10%	0.12%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2504	76	252	243	214	254	203	191	257	248	218	163	103	82					
		13.19%	14.45%	13.70%	14.74%	12.33%	16.10%	12.67%	12.45%	14.51%	13.60%	13.88%	10.55%	10.55%	9.87%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	212	10	13	24	26	13	26	17	24	15	14	15	6	9					
		1.12%	1.90%	0.71%	1.46%	1.50%	0.82%	1.62%	1.11%	1.36%	0.82%	0.89%	0.97%	0.61%	1.08%					
23	6.Политическая партия «Партия социальной справедливости»	73	2	9	5	11	5	6	6	4	5	6	9	3	2					
		0.38%	0.38%	0.49%	0.30%	0.63%	0.32%	0.37%	0.39%	0.23%	0.27%	0.38%	0.58%	0.31%	0.24%					
24	7.Политическая партия «Либерально-демократическая партия России»	2247	55	249	188	207	162	236	148	190	213	180	212	128	79					
		11.84%	10.46%	13.53%	11.40%	11.93%	10.27%	14.73%	9.65%	10.73%	11.68%	11.46%	13.72%	13.11%	9.51%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2310	49	165	235	254	189	196	232	230	226	200	150	95	89					
		12.17%	9.32%	8.97%	14.25%	14.64%	11.98%	12.23%	15.12%	12.99%	12.40%	12.73%	9.71%	9.73%	10.71%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	207	6	16	16	21	18	20	17	23	19	14	10	19	8					
		1.09%	1.14%	0.87%	0.97%	1.21%	1.14%	1.25%	1.11%	1.30%	1.04%	0.89%	0.65%	1.95%	0.96%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10323	300	1023	844	903	852	818	843	932	992	825	916	562	513					
		54.39%	57.03%	55.60%	51.18%	52.05%	53.99%	51.06%	54.95%	52.63%	54.42%	52.51%	59.29%	57.58%	61.73%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	274	5	26	17	27	20	25	20	41	25	30	15	17	6					
		1.44%	0.95%	1.41%	1.03%	1.56%	1.27%	1.56%	1.30%	2.32%	1.37%	1.91%	0.97%	1.74%	0.72%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
