Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
"Наименование Избирательной комиссии:    Калининград, Балтийская"																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №740	УИК №741					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	395	14	14	11	10	14	15	11	14	16	20	11	14	14	15	0	15	14	14	11	11	11	16	11	20	50	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	329	11	14	10	9	10	15	1	7	16	19	4	14	14	15	0	15	11	10	10	9	7	16	8	20	47	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	221	8	2	10	10	8	8	3	10	8	5	1	11	2	5	13	10	9	4	5	15	8	2	20	12	13	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	66	3	0	1	1	4	0	10	7	0	1	7	0	0	0	0	0	3	4	1	2	4	0	3	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	1.Политическая партия «Аграрная партия России»	512	21	24	17	6	21	32	9	28	23	21	16	29	20	21	3	8	25	21	17	15	16	26	28	19	10	18	4	0	1	1	0	1	0	1	3	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0					
		1.68%	1.50%	1.52%	1.53%	0.96%	1.73%	2.49%	1.00%	2.14%	1.64%	1.84%	1.62%	2.47%	1.48%	1.74%	0.76%	0.90%	1.83%	1.62%	1.56%	2.41%	1.34%	2.26%	2.91%	1.35%	1.01%	1.43%	1.06%	0.00%	6.67%	4.00%	0.00%	1.47%	0.00%	5.26%	17.65%	0.00%	6.25%	13.33%	0.00%	0.00%	0.00%	0.00%	9.09%	0.00%	0.00%	8.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.88%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	620	17	17	17	9	26	27	19	25	32	19	16	36	18	28	3	18	31	28	22	10	21	43	29	30	21	27	3	1	0	0	2	0	3	0	1	2	1	1	1	1	0	6	0	0	0	1	1	1	0	0	0	0	1	0	0	2	3	0	0	0	0	0					
		2.03%	1.21%	1.08%	1.53%	1.44%	2.14%	2.10%	2.11%	1.91%	2.29%	1.66%	1.62%	3.06%	1.34%	2.32%	0.76%	2.02%	2.27%	2.16%	2.01%	1.61%	1.76%	3.75%	3.01%	2.13%	2.12%	2.15%	0.79%	3.70%	0.00%	0.00%	3.17%	0.00%	3.37%	0.00%	5.88%	11.76%	6.25%	6.67%	6.25%	6.25%	0.00%	8.96%	0.00%	0.00%	0.00%	8.33%	9.09%	7.69%	0.00%	0.00%	0.00%	0.00%	9.09%	0.00%	0.00%	4.88%	8.57%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	68	4	7	2	1	4	1	2	0	0	2	0	3	4	6	0	0	4	4	1	1	1	2	1	2	2	1	0	2	0	0	2	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0					
		0.22%	0.29%	0.44%	0.18%	0.16%	0.33%	0.08%	0.22%	0.00%	0.00%	0.17%	0.00%	0.26%	0.30%	0.50%	0.00%	0.00%	0.29%	0.31%	0.09%	0.16%	0.08%	0.17%	0.10%	0.14%	0.20%	0.08%	0.00%	7.41%	0.00%	0.00%	3.17%	5.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	12.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	9.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5236	157	213	137	83	257	207	132	246	233	250	210	151	265	213	74	118	215	236	168	76	286	249	211	314	190	182	44	2	3	1	14	15	7	1	2	0	2	0	0	12	1	7	1	1	1	2	0	2	0	1	3	0	0	2	8	6	4	15	3	3	0	0					
		17.17%	11.20%	13.52%	12.34%	13.32%	21.19%	16.10%	14.67%	18.78%	16.65%	21.87%	21.30%	12.84%	19.67%	17.68%	18.78%	13.23%	15.73%	18.21%	15.37%	12.20%	24.01%	21.69%	21.91%	22.25%	19.21%	14.47%	11.64%	7.41%	20.00%	4.00%	22.22%	22.06%	7.87%	5.26%	11.76%	0.00%	12.50%	0.00%	0.00%	75.00%	14.29%	10.45%	9.09%	9.09%	7.69%	16.67%	0.00%	15.38%	0.00%	9.09%	25.00%	0.00%	0.00%	18.18%	14.04%	14.63%	11.43%	36.59%	30.00%	15.79%	0.00%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	240	6	12	14	5	11	14	11	4	15	9	8	7	6	11	2	8	9	11	5	1	14	10	13	6	10	11	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.79%	0.43%	0.76%	1.26%	0.80%	0.91%	1.09%	1.22%	0.31%	1.07%	0.79%	0.81%	0.60%	0.45%	0.91%	0.51%	0.90%	0.66%	0.85%	0.46%	0.16%	1.18%	0.87%	1.35%	0.43%	1.01%	0.87%	0.79%	0.00%	0.00%	0.00%	1.59%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	83	5	3	4	2	2	9	1	4	3	1	0	6	0	4	0	2	5	2	3	2	3	1	0	3	4	3	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0					
		0.27%	0.36%	0.19%	0.36%	0.32%	0.16%	0.70%	0.11%	0.31%	0.21%	0.09%	0.00%	0.51%	0.00%	0.33%	0.00%	0.22%	0.37%	0.15%	0.27%	0.32%	0.25%	0.09%	0.00%	0.21%	0.40%	0.24%	0.00%	0.00%	0.00%	4.00%	1.59%	0.00%	2.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	9.09%	0.00%	0.00%	0.00%	0.00%	0.00%	9.09%	0.00%	0.00%	0.00%	0.00%	27.27%	0.00%	0.00%	5.71%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3157	151	132	144	62	118	140	108	127	135	100	89	120	136	134	41	109	148	147	107	71	97	91	86	117	113	126	45	5	3	6	15	16	12	7	5	5	5	3	7	0	2	18	1	0	3	2	2	0	2	5	2	1	1	1	9	2	5	9	5	3	1	0					
		10.35%	10.77%	8.38%	12.97%	9.95%	9.73%	10.89%	12.00%	9.69%	9.65%	8.75%	9.03%	10.20%	10.10%	11.12%	10.41%	12.22%	10.83%	11.34%	9.79%	11.40%	8.14%	7.93%	8.93%	8.29%	11.43%	10.02%	11.90%	18.52%	20.00%	24.00%	23.81%	23.53%	13.48%	36.84%	29.41%	29.41%	31.25%	20.00%	43.75%	0.00%	28.57%	26.87%	9.09%	0.00%	23.08%	16.67%	18.18%	0.00%	18.18%	45.45%	16.67%	50.00%	9.09%	9.09%	15.79%	4.88%	14.29%	21.95%	50.00%	15.79%	9.09%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2481	115	96	70	39	114	120	66	98	113	112	101	98	113	83	30	62	137	115	92	46	92	114	85	111	77	92	23	5	0	1	5	4	7	1	2	1	1	3	2	0	0	5	0	0	2	0	3	3	2	0	4	1	2	0	2	1	5	2	0	3	0	0					
		8.13%	8.20%	6.09%	6.31%	6.26%	9.40%	9.33%	7.33%	7.48%	8.08%	9.80%	10.24%	8.33%	8.39%	6.89%	7.61%	6.95%	10.02%	8.87%	8.42%	7.38%	7.72%	9.93%	8.83%	7.87%	7.79%	7.31%	6.08%	18.52%	0.00%	4.00%	7.94%	5.88%	7.87%	5.26%	11.76%	5.88%	6.25%	20.00%	12.50%	0.00%	0.00%	7.46%	0.00%	0.00%	15.38%	0.00%	27.27%	23.08%	18.18%	0.00%	33.33%	50.00%	18.18%	0.00%	3.51%	2.44%	14.29%	4.88%	0.00%	15.79%	0.00%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	860	38	28	26	16	28	32	14	25	69	38	31	54	37	35	9	25	44	29	34	16	26	30	21	44	33	59	6	0	1	0	0	2	1	0	0	2	0	0	0	0	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0					
		2.82%	2.71%	1.78%	2.34%	2.57%	2.31%	2.49%	1.56%	1.91%	4.93%	3.32%	3.14%	4.59%	2.75%	2.90%	2.28%	2.80%	3.22%	2.24%	3.11%	2.57%	2.18%	2.61%	2.18%	3.12%	3.34%	4.69%	1.59%	0.00%	6.67%	0.00%	0.00%	2.94%	1.12%	0.00%	0.00%	11.76%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.00%	15.38%	0.00%	9.09%	0.00%	0.00%	9.09%	0.00%	0.00%	0.00%	0.00%	0.00%	2.44%	2.86%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16005	844	991	646	380	597	666	505	709	716	527	481	610	686	610	223	524	708	656	554	367	586	525	463	707	490	684	239	11	7	13	22	21	54	6	4	5	6	5	2	3	3	27	6	9	5	4	4	6	5	4	0	0	7	5	18	13	9	8	2	7	10	0					
		52.48%	60.20%	62.88%	58.20%	60.99%	49.22%	51.79%	56.11%	54.12%	51.18%	46.11%	48.78%	51.87%	50.93%	50.62%	56.60%	58.74%	51.79%	50.62%	50.69%	58.91%	49.20%	45.73%	48.08%	50.11%	49.54%	54.37%	63.23%	40.74%	46.67%	52.00%	34.92%	30.88%	60.67%	31.58%	23.53%	29.41%	37.50%	33.33%	12.50%	18.75%	42.86%	40.30%	54.55%	81.82%	38.46%	33.33%	36.36%	46.15%	45.45%	36.36%	0.00%	0.00%	63.64%	45.45%	31.58%	31.71%	25.71%	19.51%	20.00%	36.84%	90.91%	0.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	799	23	40	25	20	27	29	20	31	41	44	23	42	51	46	6	11	32	27	21	10	32	36	17	37	26	39	6	1	0	2	1	3	1	1	0	1	0	0	2	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	2	6	5	5	0	2	0	0					
		2.62%	1.64%	2.54%	2.25%	3.21%	2.23%	2.26%	2.22%	2.37%	2.93%	3.85%	2.33%	3.57%	3.79%	3.82%	1.52%	1.23%	2.34%	2.08%	1.92%	1.61%	2.69%	3.14%	1.77%	2.62%	2.63%	3.10%	1.59%	3.70%	0.00%	8.00%	1.59%	4.41%	1.12%	5.26%	0.00%	5.88%	0.00%	0.00%	12.50%	0.00%	14.29%	1.49%	9.09%	0.00%	0.00%	8.33%	0.00%	0.00%	0.00%	0.00%	8.33%	0.00%	0.00%	0.00%	3.51%	14.63%	14.29%	12.20%	0.00%	10.53%	0.00%	0.00%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
