Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Куюргазинская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544	УИК №2545	УИК №2546	УИК №2547	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560	УИК №2561	УИК №2562	УИК №2563	УИК №2564	УИК №2565	УИК №2566	УИК №2567	УИК №2568	УИК №2569	УИК №2570	УИК №2571	УИК №2572	УИК №2573	УИК №2574	УИК №2575	УИК №2576	УИК №2577	УИК №2578	УИК №2579	УИК №2580	УИК №2581	УИК №2582					
		61.78%	41.67%	49.44%	53.02%	42.12%	48.28%	44.88%	60.50%	78.07%	70.81%	65.96%	78.35%	80.93%	55.56%	66.77%	56.98%	68.00%	69.27%	57.04%	60.87%	56.80%	57.26%	70.65%	60.40%	66.20%	54.03%	30.88%	58.10%	76.42%	76.54%	75.21%	69.23%	86.05%	92.08%	77.02%	77.55%	85.33%	70.99%	83.64%	59.73%	75.33%	66.99%	83.93%	69.81%	58.50%	80.61%	80.68%	77.94%	57.36%	72.05%	69.82%	54.58%	75.53%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	42	0	2	3	2	3	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	2	0	0	2	0	1	0	0	2	2	1	0	4	4	1	0	0	0	1	0	4	0					
		0.32%	0.00%	0.37%	0.42%	0.35%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.47%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	1.47%	0.61%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	1.24%	0.00%	0.16%	0.00%	0.00%	0.68%	1.33%	0.49%	0.00%	1.89%	0.58%	0.51%	0.00%	0.00%	0.00%	0.44%	0.00%	0.75%	0.00%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
