Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Курчатовская городская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244					
14	Число погашенных открепительных удостоверений	126	8	14	12	6	11	6	6	6	7	10	5	13	9	13					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	226	14	24	7	17	10	29	17	18	12	15	13	22	13	15					
		1.05%	0.96%	1.49%	0.48%	1.00%	0.90%	1.75%	1.23%	1.05%	0.76%	0.95%	0.76%	1.29%	0.96%	0.99%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	916	49	90	58	76	38	71	47	78	73	80	85	64	53	54					
		4.27%	3.37%	5.59%	4.03%	4.48%	3.42%	4.28%	3.42%	4.55%	4.67%	5.10%	4.98%	3.76%	3.93%	3.58%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	448	22	48	41	47	26	32	39	43	37	22	25	39	13	14					
		2.09%	1.51%	2.98%	2.85%	2.77%	2.34%	1.93%	2.84%	2.51%	2.37%	1.40%	1.46%	2.29%	0.96%	0.92%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	989	61	71	63	102	60	66	40	80	98	56	87	80	61	64					
		4.61%	4.20%	4.40%	4.38%	6.01%	5.41%	3.98%	2.91%	4.67%	6.27%	3.57%	5.10%	4.70%	4.52%	4.24%					
22	"5. ""За Русь Святую"""	177	16	11	11	12	14	14	8	14	8	12	13	17	15	12					
		0.82%	1.10%	0.68%	0.76%	0.70%	1.26%	0.84%	0.58%	0.81%	0.51%	0.76%	0.76%	0.99%	1.11%	0.79%					
23	"6. ""Объединенная Российская партия ""Русь"""	47	5	1	1	2	3	5	5	2	3	3	8	2	5	2					
		0.21%	0.34%	0.06%	0.06%	0.11%	0.27%	0.30%	0.36%	0.11%	0.19%	0.19%	0.46%	0.11%	0.37%	0.13%					
24	"7. ""Новый курс - Автомобильная Россия"""	274	20	16	22	26	19	26	25	28	0	17	19	20	17	19					
		1.27%	1.37%	0.99%	1.53%	1.53%	1.71%	1.56%	1.82%	1.63%	0.0%	1.08%	1.11%	1.17%	1.26%	1.26%					
25	"8. ""Народно-республиканская партия России"""	19	0	2	0	1	1	3	0	3	1	2	1	3	2	0					
		0.08%	0.0%	0.12%	0.0%	0.05%	0.09%	0.18%	0.0%	0.17%	0.06%	0.12%	0.05%	0.17%	0.14%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	73	9	2	6	5	5	2	4	4	7	4	9	8	5	3					
		0.34%	0.62%	0.12%	0.41%	0.29%	0.45%	0.12%	0.29%	0.23%	0.44%	0.25%	0.52%	0.47%	0.37%	0.19%					
27	"10. ""Аграрная партия России"""	583	50	70	43	45	37	45	38	62	27	26	29	37	33	41					
		2.72%	3.44%	4.34%	2.99%	2.65%	3.33%	2.71%	2.76%	3.61%	1.72%	1.65%	1.70%	2.17%	2.44%	2.72%					
28	"11. ""Истинные патриоты России"""	16	2	1	0	1	3	1	0	1	1	1	0	3	1	1					
		0.07%	0.13%	0.06%	0.0%	0.05%	0.27%	0.06%	0.0%	0.05%	0.06%	0.06%	0.0%	0.17%	0.07%	0.06%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	348	30	22	21	31	16	29	19	39	28	20	18	32	22	21					
		1.62%	2.06%	1.36%	1.46%	1.82%	1.44%	1.75%	1.38%	2.27%	1.79%	1.27%	1.05%	1.88%	1.63%	1.39%					
30	"13. ""Демократическая партия России"""	38	6	0	3	0	4	3	1	2	0	2	4	4	6	3					
		0.17%	0.41%	0.0%	0.20%	0.0%	0.36%	0.18%	0.07%	0.11%	0.0%	0.12%	0.23%	0.23%	0.44%	0.19%					
31	"14. ""Великая Россия - Евразийский Союз"""	144	15	19	19	7	4	11	10	11	6	8	9	9	6	10					
		0.67%	1.03%	1.18%	1.32%	0.41%	0.36%	0.66%	0.72%	0.64%	0.38%	0.51%	0.52%	0.52%	0.44%	0.66%					
32	"15. ""Партия СЛОН"""	37	2	1	1	5	2	4	2	2	2	1	4	4	2	5					
		0.17%	0.13%	0.06%	0.06%	0.29%	0.18%	0.24%	0.14%	0.11%	0.12%	0.06%	0.23%	0.23%	0.14%	0.33%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2271	168	173	157	221	125	173	133	157	179	147	188	200	116	134					
		10.59%	11.58%	10.74%	10.92%	13.03%	11.27%	10.44%	9.69%	9.16%	11.46%	9.38%	11.03%	11.75%	8.60%	8.89%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	34	3	5	2	1	0	2	2	0	1	1	4	3	5	5					
		0.15%	0.20%	0.31%	0.13%	0.05%	0.0%	0.12%	0.14%	0.0%	0.06%	0.06%	0.23%	0.17%	0.37%	0.33%					
35	"18. ""ЛДПР"""	3713	240	235	214	218	189	254	252	305	254	299	322	324	280	327					
		17.32%	16.55%	14.59%	14.89%	12.85%	17.04%	15.32%	18.36%	17.80%	16.27%	19.08%	18.89%	19.04%	20.77%	21.69%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	243	5	10	15	17	9	20	18	21	21	22	27	17	26	15					
		1.13%	0.34%	0.62%	1.04%	1.00%	0.81%	1.20%	1.31%	1.22%	1.34%	1.40%	1.58%	0.99%	1.92%	0.99%					
37	"20. ""Политическая партия ""Единая Россия"""	7651	515	583	519	638	412	582	497	611	558	601	587	547	472	529					
		35.69%	35.51%	36.21%	36.11%	37.61%	37.15%	35.12%	36.22%	35.66%	35.74%	38.35%	34.44%	32.15%	35.01%	35.10%					
38	"21. ""Российская Конституционно-демократическая партия"""	77	4	3	11	6	1	7	9	8	1	5	4	8	4	6					
		0.35%	0.27%	0.18%	0.76%	0.35%	0.09%	0.42%	0.65%	0.46%	0.06%	0.31%	0.23%	0.47%	0.29%	0.39%					
39	"22. ""Развитие предпринимательства"""	90	6	5	2	6	6	5	1	10	22	8	7	7	2	3					
		0.41%	0.41%	0.31%	0.13%	0.35%	0.54%	0.30%	0.07%	0.58%	1.40%	0.51%	0.41%	0.41%	0.14%	0.19%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1601	115	120	132	119	78	161	107	106	117	110	113	130	89	104					
		7.47%	7.93%	7.45%	9.18%	7.01%	7.03%	9.71%	7.79%	6.18%	7.49%	7.01%	6.63%	7.64%	6.60%	6.90%					
																					
41	Против всех	1224	75	78	72	93	43	86	90	95	87	95	112	99	89	110					
		5.71%	5.17%	4.84%	5.01%	5.48%	3.87%	5.19%	6.55%	5.54%	5.57%	6.06%	6.57%	5.82%	6.60%	7.29%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
