Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Таштыпская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354									
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	0	2	0	0	1	0	0	0	0	0	0	2	0	5	1	0	0	1	0	0	0	0	0	8	16	14									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	48	0	0	2	4	3	0	0	2	1	1	4	0	0	5	1	0	0	0	0	1	0	2	0	2	12	8									
		0.92%	0.00%	0.00%	1.23%	1.36%	0.74%	0.00%	0.00%	1.25%	0.90%	1.11%	2.05%	0.00%	0.00%	1.45%	0.66%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	1.49%	0.00%	1.69%	1.15%	0.79%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	227	9	0	6	19	10	1	1	6	4	5	11	3	1	21	7	2	5	1	13	0	2	7	8	4	43	38									
		4.34%	8.04%	0.00%	3.70%	6.46%	2.46%	1.82%	1.92%	3.75%	3.60%	5.56%	5.64%	6.12%	3.33%	6.10%	4.64%	4.17%	7.46%	1.61%	4.28%	0.00%	5.71%	5.22%	8.79%	3.39%	4.13%	3.74%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	71	1	0	0	5	13	0	0	3	0	2	3	0	0	6	1	1	0	1	1	2	0	0	0	2	14	16									
		1.36%	0.89%	0.00%	0.00%	1.70%	3.19%	0.00%	0.00%	1.88%	0.00%	2.22%	1.54%	0.00%	0.00%	1.74%	0.66%	2.08%	0.00%	1.61%	0.33%	2.82%	0.00%	0.00%	0.00%	1.69%	1.35%	1.58%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2494	50	28	88	105	184	34	24	104	49	42	108	31	19	139	93	26	40	37	181	47	12	78	58	69	375	473									
		47.63%	44.64%	71.79%	54.32%	35.71%	45.21%	61.82%	46.15%	65.00%	44.14%	46.67%	55.38%	63.27%	63.33%	40.41%	61.59%	54.17%	59.70%	59.68%	59.54%	66.20%	34.29%	58.21%	63.74%	58.47%	36.06%	46.60%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	0	0	0	1	6	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	1	2	6	5									
		0.52%	0.00%	0.00%	0.00%	0.34%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.33%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	1.10%	1.69%	0.58%	0.49%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2									
		0.13%	0.00%	0.00%	0.00%	0.34%	0.25%	0.00%	1.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.20%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	726	5	1	16	49	68	5	12	14	18	14	8	2	0	62	20	2	7	8	35	9	12	24	8	17	178	132									
		13.87%	4.46%	2.56%	9.88%	16.67%	16.71%	9.09%	23.08%	8.75%	16.22%	15.56%	4.10%	4.08%	0.00%	18.02%	13.25%	4.17%	10.45%	12.90%	11.51%	12.68%	34.29%	17.91%	8.79%	14.41%	17.12%	13.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	10									
		0.25%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.99%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	16	0	0	0	3	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	5	1									
		0.31%	0.00%	0.00%	0.00%	1.02%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.29%	0.00%	0.00%	1.49%	0.00%	0.00%	0.00%	2.86%	0.75%	0.00%	0.00%	0.48%	0.10%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	1	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	1.49%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	30	0	0	2	3	1	0	1	1	1	1	0	0	0	2	0	0	0	0	2	0	1	0	0	0	9	6									
		0.57%	0.00%	0.00%	1.23%	1.02%	0.25%	0.00%	1.92%	0.63%	0.90%	1.11%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	2.86%	0.00%	0.00%	0.00%	0.87%	0.59%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1267	40	9	42	90	104	11	10	21	32	19	54	13	9	64	26	15	9	12	62	8	4	16	15	16	293	273									
		24.20%	35.71%	23.08%	25.93%	30.61%	25.55%	20.00%	19.23%	13.13%	28.83%	21.11%	27.69%	26.53%	30.00%	18.60%	17.22%	31.25%	13.43%	19.35%	20.39%	11.27%	11.43%	11.94%	16.48%	13.56%	28.17%	26.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	2	0	2	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	12	8									
		0.57%	1.79%	0.00%	1.23%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	2.22%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.00%	1.15%	0.79%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	159	3	1	2	6	4	0	0	1	2	2	3	0	0	24	2	1	1	1	2	0	2	4	0	1	59	38									
		3.04%	2.68%	2.56%	1.23%	2.04%	0.98%	0.00%	0.00%	0.63%	1.80%	2.22%	1.54%	0.00%	0.00%	6.98%	1.32%	2.08%	1.49%	1.61%	0.66%	0.00%	5.71%	2.99%	0.00%	0.85%	5.67%	3.74%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
