Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
"Наименование Избирательной комиссии:    Саратов, Волжская"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2340	27	45	25	45	45	45	48	45	45	55	45	45	85	25	85	75	75	80	30	45	80	60	60	25	55	45	45	50	65	45	45	63	0	45	45	45	45	75	80	45	45	45	70	87	60	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2187	25	45	19	45	44	44	48	39	31	52	39	34	82	25	85	75	75	80	30	41	80	60	56	25	55	37	32	50	65	40	45	59	0	39	43	41	36	73	80	42	20	45	70	87	49	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2880	200	420	24	30	40	76	60	22	22	23	21	59	20	16	26	39	21	55	7	10	65	71	34	183	253	172	41	34	11	33	95	18	9	16	44	8	84	57	174	13	20	27	47	20	13	137	10					
14	Число погашенных неиспользованных открепительных удостоверений	153	2	0	6	0	1	1	0	6	14	3	6	11	3	0	0	0	0	0	0	4	0	0	4	0	0	8	13	0	0	5	0	4	0	6	2	4	9	2	0	3	25	0	0	0	11	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	152	3	6	0	1	5	3	0	5	4	5	0	1	3	0	7	4	8	5	2	5	4	3	1	6	3	5	3	4	7	3	5	5	0	2	6	3	1	2	1	2	2	3	2	3	9	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5063	72	164	86	106	182	117	126	33	80	46	85	89	133	39	128	215	284	170	52	119	172	131	130	49	167	97	66	110	102	69	120	159	1	125	68	125	72	77	184	79	79	86	171	159	124	5	10					
		14.50%	15.72%	15.06%	22.99%	16.49%	19.72%	11.98%	14.27%	4.62%	12.97%	5.13%	12.61%	14.57%	16.08%	16.25%	8.36%	18.13%	24.05%	16.75%	14.33%	15.26%	13.40%	16.99%	17.81%	11.69%	16.67%	17.93%	16.46%	16.22%	10.75%	14.32%	16.60%	17.06%	0.40%	19.81%	13.93%	20.16%	13.82%	7.56%	16.01%	13.79%	17.52%	16.67%	10.96%	12.71%	16.58%	3.65%	8.85%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3258	65	153	38	65	102	72	36	45	36	18	47	56	124	42	90	155	141	151	44	43	135	78	54	98	110	82	52	81	49	59	82	102	1	59	57	66	52	7	97	69	39	57	79	83	81	1	5					
		9.33%	14.19%	14.05%	10.16%	10.11%	11.05%	7.37%	4.08%	6.29%	5.83%	2.01%	6.97%	9.17%	14.99%	17.50%	5.88%	13.07%	11.94%	14.88%	12.12%	5.51%	10.51%	10.12%	7.40%	23.39%	10.98%	15.16%	12.97%	11.95%	5.16%	12.24%	11.34%	10.94%	0.40%	9.35%	11.68%	10.65%	9.98%	0.69%	8.44%	12.04%	8.65%	11.05%	5.06%	6.63%	10.83%	0.73%	4.42%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	393	5	7	2	2	11	9	1	12	3	6	10	14	11	2	8	13	16	25	4	5	33	8	11	3	10	5	5	17	1	12	10	8	1	9	3	4	12	14	10	8	7	6	11	9	10	0	0					
		1.13%	1.09%	0.64%	0.53%	0.31%	1.19%	0.92%	0.11%	1.68%	0.49%	0.67%	1.48%	2.29%	1.33%	0.83%	0.52%	1.10%	1.35%	2.46%	1.10%	0.64%	2.57%	1.04%	1.51%	0.72%	0.99%	0.92%	1.25%	2.51%	0.11%	2.49%	1.38%	0.86%	0.40%	1.43%	0.61%	0.65%	2.30%	1.37%	0.87%	1.40%	1.55%	1.16%	0.71%	0.72%	1.34%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6851	86	209	76	176	219	133	192	160	82	205	130	127	183	59	208	303	244	248	72	213	177	178	164	66	164	102	53	167	180	108	171	262	3	164	119	157	85	154	176	128	101	110	165	205	158	1	8					
		19.62%	18.78%	19.19%	20.32%	27.37%	23.73%	13.61%	21.74%	22.38%	13.29%	22.88%	19.29%	20.79%	22.13%	24.58%	13.59%	25.55%	20.66%	24.43%	19.83%	27.31%	13.79%	23.09%	22.47%	15.75%	16.37%	18.85%	13.22%	24.63%	18.97%	22.41%	23.65%	28.11%	1.19%	25.99%	24.39%	25.32%	16.31%	15.11%	15.32%	22.34%	22.39%	21.32%	10.58%	16.39%	21.12%	0.73%	7.08%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1922	24	109	43	46	107	37	24	11	3	15	71	36	66	21	16	84	98	81	28	28	84	52	16	17	21	28	31	58	5	30	52	104	1	65	15	60	27	44	70	23	16	27	46	35	44	1	2					
		5.50%	5.24%	10.01%	11.50%	7.15%	11.59%	3.79%	2.72%	1.54%	0.49%	1.67%	10.53%	5.89%	7.98%	8.75%	1.05%	7.08%	8.30%	7.98%	7.71%	3.59%	6.54%	6.74%	2.19%	4.06%	2.10%	5.18%	7.73%	8.55%	0.53%	6.22%	7.19%	11.16%	0.40%	10.30%	3.07%	9.68%	5.18%	4.32%	6.09%	4.01%	3.55%	5.23%	2.95%	2.80%	5.88%	0.73%	1.77%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16616	198	423	121	232	276	592	497	443	406	597	298	270	285	75	1073	375	338	315	151	361	534	309	343	175	506	212	187	231	610	188	274	265	246	201	221	192	262	713	589	261	202	226	1073	743	313	127	87					
		47.58%	43.23%	38.84%	32.35%	36.08%	29.90%	60.59%	56.29%	61.96%	65.80%	66.63%	44.21%	44.19%	34.46%	31.25%	70.08%	31.62%	28.62%	31.03%	41.60%	46.28%	41.59%	40.08%	46.99%	41.77%	50.50%	39.19%	46.63%	34.07%	64.28%	39.00%	37.90%	28.43%	97.23%	31.85%	45.29%	30.97%	50.29%	69.97%	51.26%	45.55%	44.79%	43.80%	68.78%	59.39%	41.84%	92.70%	76.99%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	219	6	11	3	4	6	2	1	4	2	4	4	6	6	0	5	19	10	7	3	3	9	6	6	0	4	5	3	6	1	8	4	13	0	5	5	10	1	0	4	1	4	2	5	4	7	0	0					
		0.63%	1.31%	1.01%	0.80%	0.62%	0.65%	0.20%	0.11%	0.56%	0.32%	0.45%	0.59%	0.98%	0.73%	0.00%	0.33%	1.60%	0.85%	0.69%	0.83%	0.38%	0.70%	0.78%	0.82%	0.00%	0.40%	0.92%	0.75%	0.88%	0.11%	1.66%	0.55%	1.39%	0.00%	0.79%	1.02%	1.61%	0.19%	0.00%	0.35%	0.17%	0.89%	0.39%	0.32%	0.32%	0.94%	0.00%	0.00%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
