Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Красногорская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	165	10	10	10	10	10	10	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	42	9	5	1	1	6	3	1	0	0	0	0	0	0	0	0	0	3	4	0	0	0	1	1	4	2	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	43	3	3	1	1	0	2	1	0	6	2	1	1	1	1	4	0	0	0	1	4	1	2	2	2	1	3									
14	Число погашенных неиспользованных открепительных удостоверений	123	1	5	9	9	4	7	9	5	5	5	5	5	5	5	5	5	2	1	5	5	5	4	4	1	3	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	56	7	11	1	10	6	3	1	0	0	1	0	1	0	2	0	0	4	5	1	1	0	0	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	104	5	31	14	13	5	0	7	2	0	0	8	0	0	0	3	0	3	0	1	0	0	0	2	4	0	6									
		1.15%	0.58%	4.28%	3.37%	6.50%	0.68%	0.00%	1.10%	1.47%	0.00%	0.00%	2.06%	0.00%	0.00%	0.00%	4.29%	0.00%	0.46%	0.00%	0.36%	0.00%	0.00%	0.00%	0.69%	1.78%	0.00%	7.89%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	56	4	14	4	0	0	10	4	1	1	2	7	0	0	0	1	0	3	0	1	0	4	0	0	0	0	0									
		0.62%	0.46%	1.93%	0.96%	0.00%	0.00%	1.76%	0.63%	0.74%	0.99%	1.48%	1.80%	0.00%	0.00%	0.00%	1.43%	0.00%	0.46%	0.00%	0.36%	0.00%	1.34%	0.00%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	29	6	4	9	4	0	0	0	0	1	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0									
		0.32%	0.69%	0.55%	2.17%	2.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.51%	0.00%	0.00%	0.00%	1.43%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8036	812	515	346	112	663	543	580	130	95	132	335	159	194	238	42	274	619	306	275	162	286	456	274	202	220	66									
		89.05%	93.98%	71.03%	83.37%	56.00%	90.08%	95.77%	91.05%	95.59%	94.06%	97.78%	86.12%	92.44%	89.81%	92.61%	60.00%	92.88%	95.23%	96.23%	98.21%	90.50%	95.65%	85.07%	94.16%	89.78%	86.27%	86.84%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0									
		0.06%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	313	13	64	23	34	40	14	11	3	2	0	14	1	3	1	5	15	8	4	2	10	9	15	6	9	6	1									
		3.47%	1.50%	8.83%	5.54%	17.00%	5.43%	2.47%	1.73%	2.21%	1.98%	0.00%	3.60%	0.58%	1.39%	0.39%	7.14%	5.08%	1.23%	1.26%	0.71%	5.59%	3.01%	2.80%	2.06%	4.00%	2.35%	1.32%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.41%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	7	2	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.23%	0.14%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	326	12	61	15	24	6	0	35	0	2	0	20	9	16	18	7	0	12	4	0	7	0	65	3	5	5	0									
		3.61%	1.39%	8.41%	3.61%	12.00%	0.82%	0.00%	5.49%	0.00%	1.98%	0.00%	5.14%	5.23%	7.41%	7.00%	10.00%	0.00%	1.85%	1.26%	0.00%	3.91%	0.00%	12.13%	1.03%	2.22%	1.96%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	0	0	4	3	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0									
		0.11%	0.00%	0.00%	0.96%	1.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	76	3	22	0	3	22	0	0	0	0	1	1	1	3	0	7	2	1	4	1	0	0	0	0	5	0	0									
		0.84%	0.35%	3.03%	0.00%	1.50%	2.99%	0.00%	0.00%	0.00%	0.00%	0.74%	0.26%	0.58%	1.39%	0.00%	10.00%	0.68%	0.15%	1.26%	0.36%	0.00%	0.00%	0.00%	0.00%	2.22%	0.00%	0.00%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
