Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    район Сокол																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №3159	УИК №3160					
		8.56%	8.45%	9.40%	6.86%	9.06%	7.94%	7.34%	8.51%	7.28%	9.38%	10.05%	9.35%	7.80%	8.72%	9.71%	0.00%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	310	16	14	23	22	28	24	28	16	25	24	28	28	16	18	0	0					
		1.70%	1.11%	1.09%	1.86%	1.59%	2.16%	2.18%	2.41%	1.57%	1.69%	1.88%	1.95%	2.16%	1.20%	1.31%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7372	553	545	516	548	531	569	444	430	588	450	551	515	544	472	57	59					
		40.44%	38.32%	42.35%	41.65%	39.71%	40.94%	51.59%	38.18%	42.28%	39.68%	35.32%	38.45%	39.77%	40.90%	34.45%	10.00%	10.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1788	149	120	77	122	136	64	138	104	153	134	166	177	115	133	0	0					
		9.81%	10.33%	9.32%	6.21%	8.84%	10.49%	5.80%	11.87%	10.23%	10.32%	10.52%	11.58%	13.67%	8.65%	9.71%	0.00%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
