Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
"Наименование Избирательной комиссии:    Архангельск, Южная "																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092					
24	"7. ""Новый курс - Автомобильная Россия"""	318	5	13	6	12	9	11	12	9	17	14	10	21	0	1	1	11	13	16	19	17	14	8	8	17	6	11	9	5	0	0	4	0	2	2	0	3	4	0	3	3	1	0	0	1					
		1.01%	0.63%	1.11%	0.61%	0.95%	0.86%	0.92%	0.91%	0.65%	1.31%	1.13%	0.85%	1.80%	0.0%	0.63%	2.38%	0.91%	0.89%	1.05%	1.27%	1.08%	1.15%	1.18%	0.68%	1.14%	0.40%	0.93%	0.84%	0.67%	0.0%	0.0%	5.88%	0.0%	3.17%	3.07%	0.0%	4.91%	7.27%	0.0%	4.22%	8.33%	2.70%	0.0%	0.0%	2.63%					
25	"8. ""Народно-республиканская партия России"""	35	4	4	1	1	1	0	1	0	0	2	4	1	0	0	0	1	2	3	0	1	0	1	1	1	2	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.50%	0.34%	0.10%	0.07%	0.09%	0.0%	0.07%	0.0%	0.0%	0.16%	0.34%	0.08%	0.0%	0.0%	0.0%	0.08%	0.13%	0.19%	0.0%	0.06%	0.0%	0.14%	0.08%	0.06%	0.13%	0.0%	0.09%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	1.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	183	4	5	8	6	2	4	7	5	6	5	5	14	0	1	2	10	7	13	8	13	10	6	9	5	6	4	7	7	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0					
		0.58%	0.50%	0.42%	0.81%	0.47%	0.19%	0.33%	0.53%	0.36%	0.46%	0.40%	0.42%	1.20%	0.0%	0.63%	4.76%	0.82%	0.48%	0.85%	0.53%	0.83%	0.82%	0.88%	0.77%	0.33%	0.40%	0.33%	0.65%	0.94%	0.0%	0.0%	1.47%	0.0%	1.58%	0.0%	0.0%	0.0%	1.81%	0.0%	1.40%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	857	26	32	22	49	48	32	38	27	37	39	27	16	1	12	1	25	55	42	42	37	22	8	31	44	42	36	31	21	4	1	1	0	2	0	0	1	1	0	2	0	1	1	0	0					
		2.73%	3.31%	2.73%	2.24%	3.89%	4.63%	2.70%	2.88%	1.96%	2.87%	3.15%	2.31%	1.37%	0.65%	7.59%	2.38%	2.07%	3.77%	2.76%	2.82%	2.36%	1.80%	1.18%	2.67%	2.95%	2.85%	3.04%	2.89%	2.83%	4.93%	1.53%	1.47%	0.0%	3.17%	0.0%	0.0%	1.63%	1.81%	0.0%	2.81%	0.0%	2.70%	2.43%	0.0%	0.0%					
28	"11. ""Истинные патриоты России"""	21	0	3	0	0	0	0	0	1	0	1	1	7	0	0	0	2	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.06%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.08%	0.08%	0.60%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.06%	0.16%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	676	11	22	25	35	23	26	32	31	40	39	28	10	1	3	3	34	44	22	33	30	18	15	21	29	27	19	35	16	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0					
		2.15%	1.40%	1.88%	2.55%	2.77%	2.22%	2.19%	2.42%	2.25%	3.10%	3.15%	2.39%	0.86%	0.65%	1.89%	7.14%	2.81%	3.01%	1.44%	2.21%	1.92%	1.47%	2.21%	1.81%	1.94%	1.83%	1.60%	3.27%	2.15%	2.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.40%	2.77%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	69	4	2	4	6	3	2	3	4	2	3	2	4	1	1	0	0	3	2	2	3	1	0	5	1	3	1	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1					
		0.22%	0.50%	0.17%	0.40%	0.47%	0.28%	0.16%	0.22%	0.29%	0.15%	0.24%	0.17%	0.34%	0.65%	0.63%	0.0%	0.0%	0.20%	0.13%	0.13%	0.19%	0.08%	0.0%	0.43%	0.06%	0.20%	0.08%	0.28%	0.13%	0.0%	1.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.77%	0.0%	0.0%	0.0%	2.63%					
31	"14. ""Великая Россия - Евразийский Союз"""	54	1	1	0	0	4	4	2	6	2	1	4	1	0	0	0	0	4	3	2	5	0	0	3	1	2	3	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.17%	0.12%	0.08%	0.0%	0.0%	0.38%	0.33%	0.15%	0.43%	0.15%	0.08%	0.34%	0.08%	0.0%	0.0%	0.0%	0.0%	0.27%	0.19%	0.13%	0.32%	0.0%	0.0%	0.25%	0.06%	0.13%	0.25%	0.0%	0.40%	0.0%	0.0%	1.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.40%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	55	3	3	0	2	2	2	0	1	2	0	3	7	1	1	0	4	3	2	2	6	0	2	2	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0					
		0.17%	0.38%	0.25%	0.0%	0.15%	0.19%	0.16%	0.0%	0.07%	0.15%	0.0%	0.25%	0.60%	0.65%	0.63%	0.0%	0.33%	0.20%	0.13%	0.13%	0.38%	0.0%	0.29%	0.17%	0.0%	0.06%	0.08%	0.09%	0.0%	1.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.63%	0.0%	0.0%	2.81%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2943	43	100	85	131	109	93	130	147	130	143	123	53	4	16	0	109	129	192	163	168	146	58	96	137	133	104	98	56	9	4	8	0	9	2	0	2	0	0	3	1	5	3	0	1					
		9.39%	5.47%	8.55%	8.67%	10.40%	10.53%	7.86%	9.86%	10.68%	10.09%	11.57%	10.53%	4.56%	2.63%	10.12%	0.0%	9.03%	8.85%	12.62%	10.96%	10.75%	11.99%	8.56%	8.27%	9.20%	9.02%	8.79%	9.15%	7.54%	11.11%	6.15%	11.76%	0.0%	14.28%	3.07%	0.0%	3.27%	0.0%	0.0%	4.22%	2.77%	13.51%	7.31%	0.0%	2.63%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	46	2	3	2	0	2	1	5	3	2	2	0	1	0	0	0	2	1	1	0	0	1	0	5	0	4	3	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.14%	0.25%	0.25%	0.20%	0.0%	0.19%	0.08%	0.37%	0.21%	0.15%	0.16%	0.0%	0.08%	0.0%	0.0%	0.0%	0.16%	0.06%	0.06%	0.0%	0.0%	0.08%	0.0%	0.43%	0.0%	0.27%	0.25%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	4391	115	196	131	168	133	168	155	134	164	168	154	221	59	5	2	164	180	224	212	230	150	115	180	198	240	173	140	107	11	14	8	0	5	11	2	6	6	4	11	6	8	8	2	3					
		14.02%	14.64%	16.76%	13.36%	13.34%	12.85%	14.20%	11.76%	9.73%	12.73%	13.60%	13.19%	19.01%	38.81%	3.16%	4.76%	13.59%	12.35%	14.72%	14.25%	14.72%	12.32%	16.98%	15.51%	13.29%	16.29%	14.63%	13.08%	14.42%	13.58%	21.53%	11.76%	0.0%	7.93%	16.92%	15.38%	9.83%	10.90%	7.01%	15.49%	16.66%	21.62%	19.51%	50.0%	7.89%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	666	26	17	26	31	25	27	40	29	28	38	37	13	2	4	0	23	26	26	27	36	13	8	24	25	27	28	30	22	2	1	1	0	0	0	0	2	1	0	0	0	0	0	0	1					
		2.12%	3.31%	1.45%	2.65%	2.46%	2.41%	2.28%	3.03%	2.10%	2.17%	3.07%	3.17%	1.11%	1.31%	2.53%	0.0%	1.90%	1.78%	1.70%	1.81%	2.30%	1.06%	1.18%	2.06%	1.67%	1.83%	2.36%	2.80%	2.96%	2.46%	1.53%	1.47%	0.0%	0.0%	0.0%	0.0%	3.27%	1.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.63%					
37	"20. ""Политическая партия ""Единая Россия"""	10254	307	427	354	421	359	444	439	459	419	364	373	456	62	48	14	398	453	461	443	493	365	210	383	485	484	429	341	278	22	5	8	1	4	1	4	5	5	8	2	8	6	3	2	1					
		32.74%	39.10%	36.52%	36.12%	33.43%	34.68%	37.53%	33.30%	33.35%	32.53%	29.47%	31.96%	39.24%	40.78%	30.37%	33.33%	33.00%	31.09%	30.30%	29.79%	31.56%	29.99%	31.01%	33.01%	32.57%	32.85%	36.29%	31.86%	37.46%	27.16%	7.69%	11.76%	16.66%	6.34%	1.53%	30.76%	8.19%	9.09%	14.03%	2.81%	22.22%	16.21%	7.31%	50.0%	2.63%					
38	"21. ""Российская Конституционно-демократическая партия"""	46	0	0	2	3	0	0	0	2	3	1	2	0	0	2	0	4	0	0	3	3	3	2	2	6	2	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.14%	0.0%	0.0%	0.20%	0.23%	0.0%	0.0%	0.0%	0.14%	0.23%	0.08%	0.17%	0.0%	0.0%	1.26%	0.0%	0.33%	0.0%	0.0%	0.20%	0.19%	0.24%	0.29%	0.17%	0.40%	0.13%	0.0%	0.28%	0.26%	0.0%	0.0%	0.0%	0.0%	1.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	107	2	0	1	4	1	3	8	2	4	4	7	7	0	0	0	6	7	3	6	11	1	1	5	5	10	0	4	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0					
		0.34%	0.25%	0.0%	0.10%	0.31%	0.09%	0.25%	0.60%	0.14%	0.31%	0.32%	0.59%	0.60%	0.0%	0.0%	0.0%	0.49%	0.48%	0.19%	0.40%	0.70%	0.08%	0.14%	0.43%	0.33%	0.67%	0.0%	0.37%	0.0%	1.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.22%	0.0%	2.70%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2047	77	85	64	70	83	87	91	114	76	88	92	48	1	34	1	75	96	104	65	83	81	32	60	104	101	77	58	50	6	9	3	3	2	3	1	4	2	7	5	1	1	2	0	1					
		6.53%	9.80%	7.27%	6.53%	5.55%	8.01%	7.35%	6.90%	8.28%	5.90%	7.12%	7.88%	4.13%	0.65%	21.51%	2.38%	6.21%	6.58%	6.83%	4.37%	5.31%	6.65%	4.72%	5.17%	6.98%	6.85%	6.51%	5.42%	6.73%	7.40%	13.84%	4.41%	50.0%	3.17%	4.61%	7.69%	6.55%	3.63%	12.28%	7.04%	2.77%	2.70%	4.87%	0.0%	2.63%					
																																																			
41	Против всех	2474	42	76	65	94	62	73	84	103	93	79	79	89	4	8	7	98	108	97	122	130	87	57	89	107	110	82	94	39	9	22	23	2	34	36	4	28	22	30	24	11	11	16	0	24					
		7.90%	5.35%	6.50%	6.63%	7.46%	5.99%	6.17%	6.37%	7.48%	7.22%	6.39%	6.76%	7.65%	2.63%	5.06%	16.66%	8.12%	7.41%	6.37%	8.20%	8.32%	7.14%	8.41%	7.67%	7.18%	7.46%	6.93%	8.78%	5.25%	11.11%	33.84%	33.82%	33.33%	53.96%	55.38%	30.76%	45.90%	40.0%	52.63%	33.80%	30.55%	29.72%	39.02%	0.0%	63.15%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
