Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Вейделевская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8772	695	392	299	302	326	282	240	180	93	136	405	187	83	455	192	204	602	152	256	188	558	209	62	252	449	331	203	103	118	105	250	354	109									
		64.89%	84.04%	86.92%	44.49%	51.54%	44.11%	47.39%	52.29%	40.91%	49.47%	41.59%	60.00%	64.04%	60.58%	66.91%	71.11%	87.93%	84.20%	62.04%	59.53%	84.30%	81.46%	67.64%	45.93%	74.12%	70.93%	72.59%	51.92%	46.82%	75.64%	82.03%	89.93%	88.50%	53.43%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	0	0	1	4	5	3	5	2	1	0	3	0	0	3	0	0	0	1	4	0	2	1	0	0	1	1	1	1	0	0	0	0	0									
		0.29%	0.00%	0.00%	0.15%	0.68%	0.68%	0.50%	1.09%	0.45%	0.53%	0.00%	0.44%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.41%	0.93%	0.00%	0.29%	0.32%	0.00%	0.00%	0.16%	0.22%	0.26%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	0	1	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	1									
		0.10%	0.00%	0.00%	0.15%	0.34%	0.00%	0.50%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.49%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1446	25	15	117	87	144	87	63	91	32	54	81	47	21	80	26	12	18	36	35	14	14	35	19	46	46	33	56	37	10	7	3	9	46									
		10.70%	3.02%	3.33%	17.41%	14.85%	19.49%	14.62%	13.73%	20.68%	17.02%	16.51%	12.00%	16.10%	15.33%	11.76%	9.63%	5.17%	2.52%	14.69%	8.14%	6.28%	2.04%	11.33%	14.07%	13.53%	7.27%	7.24%	14.32%	16.82%	6.41%	5.47%	1.08%	2.25%	22.55%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	3	0	4	4	0	0	0	1	0	0	2	0	0	2	1	0	1	1	1	0	2	1	0	0	0	1	0	0	1	0	0	0	0									
		0.18%	0.36%	0.00%	0.60%	0.68%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.30%	0.00%	0.00%	0.29%	0.37%	0.00%	0.14%	0.41%	0.23%	0.00%	0.29%	0.32%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	0	0	8	2	4	1	0	0	0	4	4	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0									
		0.20%	0.00%	0.00%	1.19%	0.34%	0.54%	0.17%	0.00%	0.00%	0.00%	1.22%	0.59%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	0	0	0	2	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0									
		0.08%	0.12%	0.00%	0.00%	0.00%	0.27%	0.17%	0.00%	0.00%	0.53%	0.31%	0.15%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.32%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	4	0	8	4	4	3	1	0	0	0	4	0	0	1	1	0	1	0	1	0	3	0	0	0	1	1	2	0	0	0	0	0	1									
		0.30%	0.48%	0.00%	1.19%	0.68%	0.54%	0.50%	0.22%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.15%	0.37%	0.00%	0.14%	0.00%	0.23%	0.00%	0.44%	0.00%	0.00%	0.00%	0.16%	0.22%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2062	45	28	156	120	180	145	88	118	43	96	108	44	20	104	26	12	31	22	97	20	62	48	50	30	87	68	79	39	22	12	17	14	31									
		15.25%	5.44%	6.21%	23.21%	20.48%	24.36%	24.37%	19.17%	26.82%	22.87%	29.36%	16.00%	15.07%	14.60%	15.29%	9.63%	5.17%	4.34%	8.98%	22.56%	8.97%	9.05%	15.53%	37.04%	8.82%	13.74%	14.91%	20.20%	17.73%	14.10%	9.38%	6.12%	3.50%	15.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	1	1	0	2	2	2	0	0	0	2	0	0	1	0	0	0	0	0	0	3	0	0	0	2	2	2	0	0	0	0	0	1									
		0.16%	0.00%	0.22%	0.15%	0.00%	0.27%	0.34%	0.44%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.32%	0.44%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	425	21	4	19	16	21	25	25	14	6	13	29	10	8	13	9	1	58	12	11	1	13	5	3	4	20	6	19	22	2	1	6	1	7									
		3.14%	2.54%	0.89%	2.83%	2.73%	2.84%	4.20%	5.45%	3.18%	3.19%	3.98%	4.30%	3.42%	5.84%	1.91%	3.33%	0.43%	8.11%	4.90%	2.56%	0.45%	1.90%	1.62%	2.22%	1.18%	3.16%	1.32%	4.86%	10.00%	1.28%	0.78%	2.16%	0.25%	3.43%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
