Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Абинская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №8347									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	918	20	40	25	10	30	15	15	15	18	30	15	20	10	30	15	10	10	15	20	25	25	20	10	40	25	25	30	20	15	25	30	15	40	10	10	20	20	30	35	30	10	25	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	627	14	20	25	8	8	11	15	12	18	15	10	19	7	8	4	10	6	15	18	18	12	11	10	9	23	12	17	20	6	15	30	2	10	10	10	20	20	30	35	30	3	25	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	338	13	14	26	16	6	9	14	3	10	8	3	7	7	19	9	3	3	6	5	7	7	6	3	7	2	13	10	2	10	17	4	5	17	2	3	4	2	6	5	16	3	6	0									
14	Число погашенных неиспользованных открепительных удостоверений	291	6	20	0	2	22	4	0	3	0	15	5	1	3	22	11	0	4	0	2	7	13	9	0	31	2	13	13	0	9	10	0	13	30	0	0	0	0	0	0	0	7	0	14									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	2	0	3	2	0	0	5	0	4	1	0	2	0	1	0	0	0	0	1	1	0	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	552	25	17	21	16	15	6	16	15	20	19	9	19	15	14	6	2	4	2	5	12	20	21	18	16	17	18	16	11	8	9	17	4	11	3	3	11	5	8	9	3	7	11	48									
		1.66%	2.10%	1.36%	2.20%	2.17%	1.36%	0.61%	2.22%	1.54%	2.11%	1.79%	1.18%	2.06%	2.20%	1.44%	2.82%	1.20%	0.79%	0.75%	0.92%	1.32%	1.77%	2.04%	1.68%	1.79%	1.79%	2.24%	1.62%	1.28%	1.23%	1.05%	1.70%	1.35%	3.50%	1.24%	2.16%	0.96%	0.62%	1.64%	1.39%	0.59%	1.88%	2.17%	2.90%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	961	25	29	26	21	43	23	26	28	26	28	24	28	22	28	5	3	15	4	17	29	27	20	31	24	24	23	27	29	18	34	45	17	11	9	6	44	37	11	17	13	6	15	23									
		2.89%	2.10%	2.31%	2.73%	2.85%	3.89%	2.33%	3.61%	2.87%	2.75%	2.64%	3.15%	3.03%	3.23%	2.88%	2.35%	1.80%	2.95%	1.50%	3.14%	3.20%	2.39%	1.94%	2.89%	2.68%	2.52%	2.86%	2.73%	3.37%	2.76%	3.98%	4.50%	5.72%	3.50%	3.72%	4.32%	3.83%	4.55%	2.25%	2.62%	2.55%	1.61%	2.96%	1.39%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	740	30	21	25	6	23	13	20	26	22	18	18	27	21	16	7	3	19	7	14	15	37	39	21	16	21	24	26	31	20	30	20	3	7	4	8	15	18	12	10	3	5	4	15									
		2.23%	2.52%	1.67%	2.62%	0.81%	2.08%	1.31%	2.77%	2.66%	2.32%	1.69%	2.36%	2.92%	3.08%	1.65%	3.29%	1.80%	3.73%	2.63%	2.58%	1.66%	3.27%	3.79%	1.96%	1.79%	2.21%	2.99%	2.63%	3.60%	3.07%	3.51%	2.00%	1.01%	2.23%	1.65%	5.76%	1.30%	2.21%	2.46%	1.54%	0.59%	1.34%	0.79%	0.91%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16266	565	632	450	356	531	473	312	470	448	520	351	374	323	480	116	88	246	131	293	426	533	469	461	398	473	341	416	406	302	406	409	123	128	123	52	627	368	289	344	336	195	234	1248									
		48.91%	47.44%	50.40%	47.17%	48.30%	48.10%	47.83%	43.27%	48.16%	47.31%	48.96%	46.00%	40.48%	47.36%	49.43%	54.46%	52.69%	48.33%	49.25%	54.06%	47.02%	47.17%	45.58%	42.96%	44.47%	49.74%	42.47%	42.02%	47.21%	46.32%	47.49%	40.90%	41.41%	40.76%	50.83%	37.41%	54.52%	45.26%	59.22%	53.00%	65.88%	52.28%	46.25%	75.32%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	225	12	7	11	7	7	5	5	8	8	12	5	11	4	7	3	0	6	0	0	6	4	12	12	6	4	6	3	5	4	6	9	3	5	0	1	5	4	2	2	0	1	3	4									
		0.68%	1.01%	0.56%	1.15%	0.95%	0.63%	0.51%	0.69%	0.82%	0.84%	1.13%	0.66%	1.19%	0.59%	0.72%	1.41%	0.00%	1.18%	0.00%	0.00%	0.66%	0.35%	1.17%	1.12%	0.67%	0.42%	0.75%	0.30%	0.58%	0.61%	0.70%	0.90%	1.01%	1.59%	0.00%	0.72%	0.43%	0.49%	0.41%	0.31%	0.00%	0.27%	0.59%	0.24%									
24	"6. Политическая партия ""Гражданская Платформа"""	46	1	2	0	1	1	1	0	2	1	3	3	1	0	4	0	0	0	0	0	2	1	1	0	1	3	2	0	0	2	0	1	3	2	0	0	1	0	1	1	2	0	1	2									
		0.14%	0.08%	0.16%	0.00%	0.14%	0.09%	0.10%	0.00%	0.20%	0.11%	0.28%	0.39%	0.11%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.09%	0.10%	0.00%	0.11%	0.32%	0.25%	0.00%	0.00%	0.31%	0.00%	0.10%	1.01%	0.64%	0.00%	0.00%	0.09%	0.00%	0.20%	0.15%	0.39%	0.00%	0.20%	0.12%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6117	201	223	158	151	241	223	168	181	181	214	152	192	131	161	45	38	134	72	129	181	214	201	257	192	199	167	188	163	120	128	188	51	55	32	23	128	128	74	97	70	49	104	113									
		18.39%	16.88%	17.78%	16.56%	20.49%	21.83%	22.55%	23.30%	18.55%	19.11%	20.15%	19.92%	20.78%	19.21%	16.58%	21.13%	22.75%	26.33%	27.07%	23.80%	19.98%	18.94%	19.53%	23.95%	21.45%	20.93%	20.80%	18.99%	18.95%	18.40%	14.97%	18.80%	17.17%	17.52%	13.22%	16.55%	11.13%	15.74%	15.16%	14.95%	13.73%	13.14%	20.55%	6.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	135	3	7	3	4	5	3	2	4	5	7	8	9	3	7	0	0	6	0	2	1	4	3	7	2	2	3	3	4	3	4	2	2	1	0	3	4	0	0	0	0	0	1	8									
		0.41%	0.25%	0.56%	0.31%	0.54%	0.45%	0.30%	0.28%	0.41%	0.53%	0.66%	1.05%	0.97%	0.44%	0.72%	0.00%	0.00%	1.18%	0.00%	0.37%	0.11%	0.35%	0.29%	0.65%	0.22%	0.21%	0.37%	0.30%	0.47%	0.46%	0.47%	0.20%	0.67%	0.32%	0.00%	2.16%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.48%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	323	19	15	11	9	7	14	12	4	15	18	10	17	6	12	2	0	1	2	5	10	7	9	9	9	8	4	15	10	7	6	10	2	6	2	1	8	2	5	2	1	0	3	8									
		0.97%	1.60%	1.20%	1.15%	1.22%	0.63%	1.42%	1.66%	0.41%	1.58%	1.69%	1.31%	1.84%	0.88%	1.24%	0.94%	0.00%	0.20%	0.75%	0.92%	1.10%	0.62%	0.87%	0.84%	1.01%	0.84%	0.50%	1.52%	1.16%	1.07%	0.70%	1.00%	0.67%	1.91%	0.83%	0.72%	0.70%	0.25%	1.02%	0.31%	0.20%	0.00%	0.59%	0.48%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	31	0	0	3	0	0	1	1	0	1	1	1	4	0	0	0	1	0	0	2	0	1	0	0	0	0	3	0	1	1	1	0	0	1	1	0	0	2	0	0	1	2	0	2									
		0.09%	0.00%	0.00%	0.31%	0.00%	0.00%	0.10%	0.14%	0.00%	0.11%	0.09%	0.13%	0.43%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.37%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.12%	0.15%	0.12%	0.00%	0.00%	0.32%	0.41%	0.00%	0.00%	0.25%	0.00%	0.00%	0.20%	0.54%	0.00%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	297	11	31	12	5	12	4	9	16	10	15	9	8	8	10	1	0	6	1	0	5	7	8	10	7	7	8	9	7	1	17	9	3	5	2	0	5	3	2	0	0	2	0	12									
		0.89%	0.92%	2.47%	1.26%	0.68%	1.09%	0.40%	1.25%	1.64%	1.06%	1.41%	1.18%	0.87%	1.17%	1.03%	0.47%	0.00%	1.18%	0.38%	0.00%	0.55%	0.62%	0.78%	0.93%	0.78%	0.74%	0.99%	0.91%	0.81%	0.15%	1.99%	0.90%	1.01%	1.59%	0.83%	0.00%	0.43%	0.37%	0.41%	0.00%	0.00%	0.54%	0.00%	0.72%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5083	198	177	150	100	156	138	106	163	136	126	117	151	112	164	6	20	36	15	45	151	192	163	164	142	116	143	206	127	115	165	218	61	46	36	22	207	195	49	87	49	90	88	135									
		15.29%	16.62%	14.11%	15.72%	13.57%	14.13%	13.95%	14.70%	16.70%	14.36%	11.86%	15.33%	16.34%	16.42%	16.89%	2.82%	11.98%	7.07%	5.64%	8.30%	16.67%	16.99%	15.84%	15.28%	15.87%	12.20%	17.81%	20.81%	14.77%	17.64%	19.30%	21.80%	20.54%	14.65%	14.88%	15.83%	18.00%	23.99%	10.04%	13.41%	9.61%	24.13%	17.39%	8.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	140	5	10	2	3	5	6	3	3	5	4	3	3	3	3	3	0	1	2	1	2	5	4	3	4	3	4	5	5	4	3	7	1	0	1	3	4	4	2	1	2	1	2	5									
		0.42%	0.42%	0.80%	0.21%	0.41%	0.45%	0.61%	0.42%	0.31%	0.53%	0.38%	0.39%	0.32%	0.44%	0.31%	1.41%	0.00%	0.20%	0.75%	0.18%	0.22%	0.44%	0.39%	0.28%	0.45%	0.32%	0.50%	0.51%	0.58%	0.61%	0.35%	0.70%	0.34%	0.00%	0.41%	2.16%	0.35%	0.49%	0.41%	0.15%	0.39%	0.27%	0.40%	0.30%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1556	60	54	61	33	32	48	26	43	44	52	36	56	22	41	12	5	20	23	11	46	47	59	60	62	56	35	48	37	28	32	35	19	18	22	14	64	29	24	61	24	5	28	24									
		4.68%	5.04%	4.31%	6.39%	4.48%	2.90%	4.85%	3.61%	4.41%	4.65%	4.90%	4.72%	6.06%	3.23%	4.22%	5.63%	2.99%	3.93%	8.65%	2.03%	5.08%	4.16%	5.73%	5.59%	6.93%	5.89%	4.36%	4.85%	4.30%	4.29%	3.74%	3.50%	6.40%	5.73%	9.09%	10.07%	5.57%	3.57%	4.92%	9.40%	4.71%	1.34%	5.53%	1.45%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
