Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Тасеевская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №1923	УИК №1924	УИК №1925	УИК №1927	УИК №1928	УИК №1929	УИК №1931	УИК №1932	УИК №1934	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1952	УИК №1953	УИК №1977	УИК №2079									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	95	12	11	11	6	1	9	3	0	0	0	0	5	5	1	0	0	0	3	0	0	5	0	0	0	14	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	77	13	3	7	5	1	3	3	1	1	0	0	1	1	5	3	5	4	5	1	3	0	1	4	3	1	3									
14	Число погашенных неиспользованных открепительных удостоверений	150	3	4	4	9	14	6	12	5	5	10	5	0	0	9	5	5	5	7	5	5	0	10	10	5	1	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	4	2	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	56	2	4	5	3	6	4	2	0	0	4	0	0	3	4	2	2	0	2	0	1	2	1	0	1	6	2									
		1.48%	0.87%	1.05%	2.04%	1.61%	3.17%	1.39%	0.87%	0.00%	0.00%	2.35%	0.00%	0.00%	5.56%	3.74%	2.47%	1.35%	0.00%	1.07%	0.00%	1.75%	5.88%	1.82%	0.00%	1.47%	1.62%	0.86%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	121	11	20	6	6	9	11	6	0	4	2	1	0	1	4	2	2	0	3	1	1	2	1	5	7	9	7									
		3.19%	4.80%	5.24%	2.45%	3.23%	4.76%	3.82%	2.62%	0.00%	4.30%	1.18%	2.44%	0.00%	1.85%	3.74%	2.47%	1.35%	0.00%	1.60%	1.19%	1.75%	5.88%	1.82%	3.62%	10.29%	2.43%	3.02%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	96	10	8	6	7	5	9	4	0	0	1	0	0	3	2	1	2	1	2	3	2	1	0	8	0	12	9									
		2.53%	4.37%	2.09%	2.45%	3.76%	2.65%	3.13%	1.75%	0.00%	0.00%	0.59%	0.00%	0.00%	5.56%	1.87%	1.23%	1.35%	2.86%	1.07%	3.57%	3.51%	2.94%	0.00%	5.80%	0.00%	3.24%	3.88%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1648	84	139	97	76	76	109	88	20	45	120	24	33	29	48	40	82	25	99	38	29	13	23	53	21	141	96									
		43.45%	36.68%	36.39%	39.59%	40.86%	40.21%	37.85%	38.43%	50.00%	48.39%	70.59%	58.54%	64.71%	53.70%	44.86%	49.38%	55.41%	71.43%	52.94%	45.24%	50.88%	38.24%	41.82%	38.41%	30.88%	38.11%	41.38%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	16	0	0	3	0	2	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	2	0	2	1									
		0.42%	0.00%	0.00%	1.22%	0.00%	1.06%	0.00%	0.44%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	1.23%	0.68%	0.00%	0.53%	0.00%	0.00%	2.94%	0.00%	1.45%	0.00%	0.54%	0.43%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.93%	0.00%	0.68%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	706	41	92	58	44	36	51	42	10	19	11	6	9	5	11	14	18	2	32	11	10	6	1	37	9	78	53									
		18.61%	17.90%	24.08%	23.67%	23.66%	19.05%	17.71%	18.34%	25.00%	20.43%	6.47%	14.63%	17.65%	9.26%	10.28%	17.28%	12.16%	5.71%	17.11%	13.10%	17.54%	17.65%	1.82%	26.81%	13.24%	21.08%	22.84%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	2	0	2	1	0	2	0	0	0	0	0	1	0	0	0	1	0	3	2	0	0	1	1	1	0	0									
		0.45%	0.87%	0.00%	0.82%	0.54%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	1.96%	0.00%	0.00%	0.00%	0.68%	0.00%	1.60%	2.38%	0.00%	0.00%	1.82%	0.72%	1.47%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	0	0	0	0	1	2	0	0	0	1	0	0	2	2	0	0	0	0	3	0	0	2	1	0	1	2									
		0.45%	0.00%	0.00%	0.00%	0.00%	0.53%	0.69%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	3.70%	1.87%	0.00%	0.00%	0.00%	0.00%	3.57%	0.00%	0.00%	3.64%	0.72%	0.00%	0.27%	0.86%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0									
		0.18%	0.00%	0.26%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.96%	0.00%	0.00%	2.47%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	15	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	5	2									
		0.40%	0.44%	0.00%	0.41%	0.00%	0.00%	0.69%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.86%	0.53%	0.00%	0.00%	0.00%	1.82%	0.00%	0.00%	1.35%	0.86%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	713	50	85	30	31	40	65	66	7	16	16	5	5	8	20	10	35	4	16	16	12	5	19	21	23	74	34									
		18.80%	21.83%	22.25%	12.24%	16.67%	21.16%	22.57%	28.82%	17.50%	17.20%	9.41%	12.20%	9.80%	14.81%	18.69%	12.35%	23.65%	11.43%	8.56%	19.05%	21.05%	14.71%	34.55%	15.22%	33.82%	20.00%	14.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	1	2	3	2	0	1	1	1	1	0	0	0	0	0	1	0	0	3	1	0	0	1	0	1	7	5									
		0.82%	0.44%	0.52%	1.22%	1.08%	0.00%	0.35%	0.44%	2.50%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	1.60%	1.19%	0.00%	0.00%	1.82%	0.00%	1.47%	1.89%	2.16%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	264	21	27	29	9	13	28	12	2	5	10	2	1	3	10	4	2	2	17	7	1	4	5	5	3	25	17									
		6.96%	9.17%	7.07%	11.84%	4.84%	6.88%	9.72%	5.24%	5.00%	5.38%	5.88%	4.88%	1.96%	5.56%	9.35%	4.94%	1.35%	5.71%	9.09%	8.33%	1.75%	11.76%	9.09%	3.62%	4.41%	6.76%	7.33%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
