Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Верхоянская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131					
		3.70%	3.45%	2.69%	1.97%	3.30%	5.43%	4.08%	7.77%	4.23%	1.59%	4.26%	2.99%	1.35%	4.32%	3.57%	3.72%	3.71%	2.77%	3.52%	3.53%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	89	27	8	12	3	10	0	0	3	2	2	5	2	1	1	3	3	0	1	6					
		1.50%	3.21%	1.26%	4.74%	1.41%	1.55%	0.0%	0.0%	1.58%	1.06%	0.56%	1.87%	2.70%	0.61%	0.89%	0.65%	0.65%	0.0%	1.17%	1.63%					
22	"5. ""За Русь Святую"""	10	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	3	0	0	1					
		0.16%	0.11%	0.0%	0.0%	0.0%	0.15%	0.37%	0.0%	0.52%	0.53%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.27%					
23	"6. ""Объединенная Российская партия ""Русь"""	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.11%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	18	5	2	2	1	1	2	3	0	1	0	0	0	0	0	1	0	0	0	0					
		0.30%	0.59%	0.31%	0.79%	0.47%	0.15%	0.74%	1.55%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	22	3	1	0	1	6	0	1	2	1	0	1	0	1	0	3	1	1	0	0					
		0.37%	0.35%	0.15%	0.0%	0.47%	0.93%	0.0%	0.51%	1.05%	0.53%	0.0%	0.37%	0.0%	0.61%	0.0%	0.65%	0.21%	0.55%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	1	3	1	0	3	1	0	1	0	2	0	0	0	1	0	0	0	0	1					
		0.23%	0.11%	0.47%	0.39%	0.0%	0.46%	0.37%	0.0%	0.52%	0.0%	0.56%	0.0%	0.0%	0.0%	0.89%	0.0%	0.0%	0.0%	0.0%	0.27%					
27	"10. ""Аграрная партия России"""	115	6	5	1	1	3	6	8	2	5	16	4	1	4	2	8	17	7	5	14					
		1.93%	0.71%	0.79%	0.39%	0.47%	0.46%	2.23%	4.14%	1.05%	2.65%	4.54%	1.49%	1.35%	2.46%	1.78%	1.75%	3.71%	3.88%	5.88%	3.80%					
28	"11. ""Истинные патриоты России"""	8	1	0	0	0	2	1	0	1	0	0	0	0	1	1	1	0	0	0	0					
		0.13%	0.11%	0.0%	0.0%	0.0%	0.31%	0.37%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.61%	0.89%	0.21%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	48	4	5	1	1	7	3	1	4	1	4	1	0	2	0	5	4	2	2	1					
		0.80%	0.47%	0.79%	0.39%	0.47%	1.08%	1.11%	0.51%	2.11%	0.53%	1.13%	0.37%	0.0%	1.23%	0.0%	1.09%	0.87%	1.11%	2.35%	0.27%					
30	"13. ""Демократическая партия России"""	16	1	1	0	4	4	0	0	0	0	1	1	0	1	1	1	0	0	0	1					
		0.26%	0.11%	0.15%	0.0%	1.88%	0.62%	0.0%	0.0%	0.0%	0.0%	0.28%	0.37%	0.0%	0.61%	0.89%	0.21%	0.0%	0.0%	0.0%	0.27%					
31	"14. ""Великая Россия - Евразийский Союз"""	28	4	2	2	1	8	0	5	0	2	1	0	0	0	0	0	2	1	0	0					
		0.47%	0.47%	0.31%	0.79%	0.47%	1.24%	0.0%	2.59%	0.0%	1.06%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.55%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	16	1	5	0	0	2	0	2	0	0	1	0	0	0	0	2	2	0	1	0					
		0.26%	0.11%	0.79%	0.0%	0.0%	0.31%	0.0%	1.03%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.43%	0.43%	0.0%	1.17%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	550	68	47	9	9	51	27	17	14	16	38	48	25	18	6	38	65	16	7	31					
		9.27%	8.10%	7.44%	3.55%	4.24%	7.91%	10.03%	8.80%	7.40%	8.51%	10.79%	17.97%	33.78%	11.11%	5.35%	8.33%	14.19%	8.88%	8.23%	8.42%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	36	1	3	0	1	2	2	0	1	2	3	4	1	4	0	4	2	2	0	4					
		0.60%	0.11%	0.47%	0.0%	0.47%	0.31%	0.74%	0.0%	0.52%	1.06%	0.85%	1.49%	1.35%	2.46%	0.0%	0.87%	0.43%	1.11%	0.0%	1.08%					
35	"18. ""ЛДПР"""	317	88	55	26	39	23	6	7	5	1	9	5	4	4	3	11	18	1	1	11					
		5.34%	10.48%	8.71%	10.27%	18.39%	3.57%	2.23%	3.62%	2.64%	0.53%	2.55%	1.87%	5.40%	2.46%	2.67%	2.41%	3.93%	0.55%	1.17%	2.98%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	129	15	19	2	3	25	2	6	6	0	6	8	1	4	2	14	6	1	3	6					
		2.17%	1.78%	3.01%	0.79%	1.41%	3.88%	0.74%	3.10%	3.17%	0.0%	1.70%	2.99%	1.35%	2.46%	1.78%	3.07%	1.31%	0.55%	3.52%	1.63%					
37	"20. ""Политическая партия ""Единая Россия"""	2513	349	305	118	75	272	112	80	86	84	158	93	25	79	64	191	185	97	36	104					
		42.36%	41.59%	48.33%	46.64%	35.37%	42.23%	41.63%	41.45%	45.50%	44.68%	44.88%	34.83%	33.78%	48.76%	57.14%	41.88%	40.39%	53.88%	42.35%	28.26%					
38	"21. ""Российская Конституционно-демократическая партия"""	18	1	0	1	1	1	0	1	0	3	0	1	0	0	2	4	2	0	0	1					
		0.30%	0.11%	0.0%	0.39%	0.47%	0.15%	0.0%	0.51%	0.0%	1.59%	0.0%	0.37%	0.0%	0.0%	1.78%	0.87%	0.43%	0.0%	0.0%	0.27%					
39	"22. ""Развитие предпринимательства"""	7	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	2	0	0	0					
		0.11%	0.11%	0.15%	0.0%	0.0%	0.0%	0.37%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.43%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	718	93	53	31	36	81	44	26	12	26	31	13	5	12	20	47	72	10	7	99					
		12.10%	11.08%	8.39%	12.25%	16.98%	12.57%	16.35%	13.47%	6.34%	13.82%	8.80%	4.86%	6.75%	7.40%	17.85%	10.30%	15.72%	5.55%	8.23%	26.90%					
																										
41	Против всех	175	34	20	18	15	26	3	4	2	1	2	6	0	5	0	11	11	6	4	7					
		2.95%	4.05%	3.16%	7.11%	7.07%	4.03%	1.11%	2.07%	1.05%	0.53%	0.56%	2.24%	0.0%	3.08%	0.0%	2.41%	2.40%	3.33%	4.70%	1.90%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
