Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Даниловский район																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №3135	УИК №3136	УИК №3137					
31	"14. ""Великая Россия - Евразийский Союз"""	72	2	2	0	0	5	3	1	2	0	9	7	7	2	0	1	0	5	5	1	3	4	1	6	1	1	3	1	0	0					
		0.20%	0.13%	0.13%	0.0%	0.0%	0.35%	0.22%	0.08%	0.13%	0.0%	0.74%	0.40%	0.29%	0.29%	0.0%	0.09%	0.0%	0.35%	0.39%	0.07%	0.22%	0.37%	0.07%	0.41%	0.07%	0.11%	0.21%	0.18%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	140	9	4	0	6	1	1	4	3	6	5	3	63	3	0	0	3	2	1	3	5	3	4	2	5	1	2	1	0	0					
		0.40%	0.60%	0.26%	0.0%	0.53%	0.07%	0.07%	0.33%	0.20%	0.54%	0.41%	0.17%	2.67%	0.43%	0.0%	0.0%	0.25%	0.14%	0.07%	0.21%	0.36%	0.28%	0.30%	0.13%	0.35%	0.11%	0.14%	0.18%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5267	257	244	193	170	263	214	195	223	155	160	338	99	91	170	139	182	242	189	191	231	209	258	200	212	150	173	79	25	15					
		15.06%	17.24%	15.88%	16.04%	15.24%	18.86%	16.04%	16.42%	15.21%	14.03%	13.27%	19.75%	4.20%	13.34%	15.78%	13.12%	15.42%	17.21%	14.74%	13.64%	17.06%	19.69%	19.92%	13.67%	15.13%	16.74%	12.26%	14.33%	11.21%	12.19%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	34	0	1	0	1	0	1	1	2	0	2	2	11	0	1	1	1	0	1	1	0	1	1	2	1	0	0	1	2	0					
		0.09%	0.0%	0.06%	0.0%	0.08%	0.0%	0.07%	0.08%	0.13%	0.0%	0.16%	0.11%	0.46%	0.0%	0.09%	0.09%	0.08%	0.0%	0.07%	0.07%	0.0%	0.09%	0.07%	0.13%	0.07%	0.0%	0.0%	0.18%	0.89%	0.0%					
35	"18. ""ЛДПР"""	2534	69	101	69	58	75	60	87	78	84	52	57	565	52	63	78	70	64	79	98	86	55	83	88	100	63	149	34	14	3					
		7.24%	4.63%	6.57%	5.73%	5.20%	5.38%	4.49%	7.32%	5.32%	7.60%	4.31%	3.33%	24.01%	7.62%	5.84%	7.36%	5.93%	4.55%	6.16%	7.0%	6.35%	5.18%	6.40%	6.01%	7.13%	7.03%	10.56%	6.17%	6.27%	2.43%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	321	12	22	14	7	10	16	12	10	12	11	20	18	5	11	11	10	11	9	24	10	6	9	8	16	12	8	3	4	0					
		0.91%	0.80%	1.43%	1.16%	0.62%	0.71%	1.19%	1.01%	0.68%	1.08%	0.91%	1.16%	0.76%	0.73%	1.02%	1.03%	0.84%	0.78%	0.70%	1.71%	0.73%	0.56%	0.69%	0.54%	1.14%	1.33%	0.56%	0.54%	1.79%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	11371	477	493	379	338	412	430	361	455	315	327	547	657	253	363	393	473	465	495	534	426	354	363	461	496	298	457	212	82	55					
		32.52%	32.01%	32.09%	31.50%	30.31%	29.55%	32.23%	30.41%	31.03%	28.53%	27.13%	31.96%	27.92%	37.09%	33.70%	37.11%	40.08%	33.07%	38.61%	38.14%	31.46%	33.36%	28.03%	31.51%	35.40%	33.25%	32.41%	38.47%	36.77%	44.71%					
38	"21. ""Российская Конституционно-демократическая партия"""	50	1	5	2	3	0	0	3	0	2	2	1	4	2	3	1	2	0	2	2	3	0	4	1	2	2	3	0	0	0					
		0.14%	0.06%	0.32%	0.16%	0.26%	0.0%	0.0%	0.25%	0.0%	0.18%	0.16%	0.05%	0.16%	0.29%	0.27%	0.09%	0.16%	0.0%	0.15%	0.14%	0.22%	0.0%	0.30%	0.06%	0.14%	0.22%	0.21%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	96	4	2	6	3	7	2	5	4	2	4	1	16	0	1	0	1	0	2	4	6	3	3	8	3	5	2	2	0	0					
		0.27%	0.26%	0.13%	0.49%	0.26%	0.50%	0.14%	0.42%	0.27%	0.18%	0.33%	0.05%	0.67%	0.0%	0.09%	0.0%	0.08%	0.0%	0.15%	0.28%	0.44%	0.28%	0.23%	0.54%	0.21%	0.55%	0.14%	0.36%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2582	131	123	80	89	107	96	81	127	65	102	126	94	53	66	88	84	111	71	79	116	86	116	102	112	71	120	54	13	19					
		7.38%	8.79%	8.00%	6.65%	7.98%	7.67%	7.19%	6.82%	8.66%	5.88%	8.46%	7.36%	3.99%	7.77%	6.12%	8.30%	7.11%	7.89%	5.53%	5.64%	8.56%	8.10%	8.95%	6.97%	7.99%	7.92%	8.51%	9.80%	5.82%	15.44%					
																																				
41	Против всех	2378	77	119	79	59	71	65	75	120	77	72	117	291	53	55	63	69	77	89	86	70	52	70	114	103	49	114	47	38	7					
		6.80%	5.16%	7.74%	6.56%	5.29%	5.09%	4.87%	6.31%	8.18%	6.97%	5.97%	6.83%	12.36%	7.77%	5.10%	5.94%	5.84%	5.47%	6.94%	6.14%	5.16%	4.90%	5.40%	7.79%	7.35%	5.46%	8.08%	8.52%	17.04%	5.69%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
