Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва														
Дата голосования: 07.12.2003 0:00:00														
														
Наименование Избирательной комиссии:    Иультинская														
														
Сводная таблица итогов голосования  по федеральному округу														
														
		Сумма	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42					
		5.12%	6.18%	7.36%	2.11%	5.30%	3.45%	3.96%	1.13%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	7	3	0	1	1	0	2	0					
		0.30%	0.24%	0.0%	0.42%	0.75%	0.0%	1.98%	0.0%					
35	"18. ""ЛДПР"""	221	127	28	22	13	15	15	1					
		9.51%	10.34%	14.73%	9.32%	9.84%	4.32%	14.85%	1.13%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	30	15	6	3	0	6	0	0					
		1.29%	1.22%	3.15%	1.27%	0.0%	1.72%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	1220	656	82	142	69	176	63	32					
		52.54%	53.42%	43.15%	60.16%	52.27%	50.72%	62.37%	36.36%					
38	"21. ""Российская Конституционно-демократическая партия"""	6	5	0	0	0	1	0	0					
		0.25%	0.40%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	6	5	0	0	0	1	0	0					
		0.25%	0.40%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	122	75	16	5	7	18	1	0					
		5.25%	6.10%	8.42%	2.11%	5.30%	5.18%	0.99%	0.0%					
														
41	Против всех	99	35	13	6	8	21	7	9					
		4.26%	2.85%	6.84%	2.54%	6.06%	6.05%	6.93%	10.22%					
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
