Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Охотская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672					
		0.61%	0.40%	0.66%	0.97%	1.10%	0.65%	0.37%	0.97%	1.03%	0.41%	0.00%	0.85%	0.31%	0.33%	1.35%	0.00%	0.79%	0.26%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	14	0	0	1	0	0	0	1	2	0	2	1	1	1	1	0	1	3	0					
		0.27%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.32%	0.52%	0.00%	0.78%	0.28%	0.31%	0.33%	0.68%	0.00%	0.79%	0.79%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	709	40	83	55	54	33	32	40	37	35	34	37	39	40	25	28	10	73	14					
		13.49%	16.13%	18.24%	13.32%	14.79%	10.71%	11.72%	12.90%	9.54%	14.40%	13.28%	10.45%	12.11%	13.29%	16.89%	10.69%	7.87%	19.11%	14.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	358	14	41	18	23	16	25	20	29	15	11	22	33	15	21	16	6	28	5					
		6.81%	5.65%	9.01%	4.36%	6.30%	5.19%	9.16%	6.45%	7.47%	6.17%	4.30%	6.21%	10.25%	4.98%	14.19%	6.11%	4.72%	7.33%	5.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	50	0	7	0	1	9	2	4	3	3	4	1	2	3	0	2	1	7	1					
		0.95%	0.00%	1.54%	0.00%	0.27%	2.92%	0.73%	1.29%	0.77%	1.23%	1.56%	0.28%	0.62%	0.99%	0.00%	0.76%	0.79%	1.83%	1.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3379	163	251	278	225	200	176	199	258	160	182	232	197	209	89	180	92	218	70					
		64.30%	65.73%	55.16%	67.31%	61.64%	64.94%	64.47%	64.19%	66.49%	65.84%	71.09%	65.54%	61.18%	69.44%	60.14%	68.70%	72.44%	57.07%	70.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	50	0	14	2	5	3	2	2	7	3	1	2	2	0	2	1	0	3	1					
		0.95%	0.00%	3.08%	0.48%	1.37%	0.97%	0.73%	0.65%	1.80%	1.23%	0.39%	0.56%	0.62%	0.00%	1.35%	0.38%	0.00%	0.79%	1.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
