Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Лобненская городская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341									
		37.72%	35.66%	40.00%	38.03%	38.27%	38.54%	35.43%	38.49%	36.07%	34.93%	37.97%	39.13%	33.50%	36.35%	37.93%	35.65%	38.58%	36.46%	37.25%	38.67%	36.15%	38.11%	37.38%	38.72%	39.25%	38.38%	39.35%	38.01%	40.69%	43.65%	39.97%	35.43%	40.88%	34.31%	32.20%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	374	23	3	7	5	18	13	5	18	12	7	13	17	10	9	12	14	13	28	10	21	8	6	12	10	8	0	5	12	7	10	10	10	15	3									
		1.58%	3.14%	0.72%	1.57%	0.70%	1.99%	3.71%	0.86%	2.42%	1.74%	1.15%	1.77%	2.08%	1.44%	1.53%	1.41%	1.92%	2.07%	2.99%	1.19%	2.57%	1.06%	0.99%	2.02%	1.26%	1.15%	0.00%	0.94%	1.39%	0.89%	1.31%	1.17%	1.63%	1.69%	1.69%									
24	"6. Политическая партия ""Гражданская Платформа"""	79	3	2	1	1	2	2	4	1	4	2	0	0	2	0	0	2	3	3	2	3	3	0	2	2	2	13	5	5	3	1	1	3	2	0									
		0.33%	0.41%	0.48%	0.22%	0.14%	0.22%	0.57%	0.69%	0.13%	0.58%	0.33%	0.00%	0.00%	0.29%	0.00%	0.00%	0.27%	0.48%	0.32%	0.24%	0.37%	0.40%	0.00%	0.34%	0.25%	0.29%	1.50%	0.94%	0.58%	0.38%	0.13%	0.12%	0.49%	0.22%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4092	126	62	78	128	122	57	73	134	115	103	157	149	122	120	96	147	108	155	130	141	117	114	106	133	114	164	100	179	138	176	170	110	115	33									
		17.32%	17.21%	14.94%	17.45%	17.88%	13.51%	16.29%	12.54%	18.03%	16.67%	16.86%	21.33%	18.22%	17.53%	20.41%	11.29%	20.11%	17.20%	16.54%	15.42%	17.28%	15.54%	18.94%	17.85%	16.73%	16.45%	18.98%	18.73%	20.69%	17.51%	23.07%	19.81%	17.92%	12.94%	18.64%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	350	12	4	3	14	12	9	5	17	9	17	10	12	7	2	20	8	7	20	17	13	14	6	9	7	5	17	4	13	6	10	12	10	15	4									
		1.48%	1.64%	0.96%	0.67%	1.96%	1.33%	2.57%	0.86%	2.29%	1.30%	2.78%	1.36%	1.47%	1.01%	0.34%	2.35%	1.09%	1.11%	2.13%	2.02%	1.59%	1.86%	0.99%	1.52%	0.88%	0.72%	1.97%	0.75%	1.50%	0.76%	1.31%	1.40%	1.63%	1.69%	2.26%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	606	33	6	10	17	36	13	14	28	16	14	23	13	23	18	28	14	18	40	36	23	8	17	11	18	12	22	10	15	7	8	21	12	20	2									
		2.57%	4.51%	1.45%	2.24%	2.37%	3.99%	3.71%	2.41%	3.77%	2.32%	2.29%	3.13%	1.59%	3.30%	3.06%	3.29%	1.92%	2.87%	4.27%	4.27%	2.82%	1.06%	2.82%	1.85%	2.26%	1.73%	2.55%	1.87%	1.73%	0.89%	1.05%	2.45%	1.95%	2.25%	1.13%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	48	2	0	0	1	1	0	0	1	2	0	2	3	4	0	1	0	2	2	1	1	2	2	5	3	2	2	1	2	1	0	4	0	1	0									
		0.20%	0.27%	0.00%	0.00%	0.14%	0.11%	0.00%	0.00%	0.13%	0.29%	0.00%	0.27%	0.37%	0.57%	0.00%	0.12%	0.00%	0.32%	0.21%	0.12%	0.12%	0.27%	0.33%	0.84%	0.38%	0.29%	0.23%	0.19%	0.23%	0.13%	0.00%	0.47%	0.00%	0.11%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1022	39	31	18	21	41	14	17	29	43	26	34	42	36	18	63	37	22	61	46	39	37	23	22	37	18	24	13	26	17	20	24	21	45	18									
		4.33%	5.33%	7.47%	4.03%	2.93%	4.54%	4.00%	2.92%	3.90%	6.23%	4.26%	4.62%	5.13%	5.17%	3.06%	7.41%	5.06%	3.50%	6.51%	5.46%	4.78%	4.91%	3.82%	3.70%	4.65%	2.60%	2.78%	2.43%	3.01%	2.16%	2.62%	2.80%	3.42%	5.06%	10.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2867	89	57	47	88	110	42	96	85	86	68	63	103	88	68	125	79	63	101	106	112	96	80	72	87	81	93	55	75	92	82	111	70	172	25									
		12.14%	12.16%	13.73%	10.51%	12.29%	12.18%	12.00%	16.49%	11.44%	12.46%	11.13%	8.56%	12.59%	12.64%	11.56%	14.71%	10.81%	10.03%	10.78%	12.57%	13.73%	12.75%	13.29%	12.12%	10.94%	11.69%	10.76%	10.30%	8.67%	11.68%	10.75%	12.94%	11.40%	19.35%	14.12%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	561	21	23	8	12	22	3	14	18	12	14	16	27	15	10	26	10	10	18	23	19	17	10	11	38	17	26	20	18	19	21	16	6	17	4									
		2.38%	2.87%	5.54%	1.79%	1.68%	2.44%	0.86%	2.41%	2.42%	1.74%	2.29%	2.17%	3.30%	2.16%	1.70%	3.06%	1.37%	1.59%	1.92%	2.73%	2.33%	2.26%	1.66%	1.85%	4.78%	2.45%	3.01%	3.75%	2.08%	2.41%	2.75%	1.86%	0.98%	1.91%	2.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1864	45	14	37	56	70	41	40	66	68	46	63	75	38	44	77	62	62	64	63	51	75	41	51	53	76	73	40	55	65	52	74	67	54	6									
		7.89%	6.15%	3.37%	8.28%	7.82%	7.75%	11.71%	6.87%	8.88%	9.86%	7.53%	8.56%	9.17%	5.46%	7.48%	9.06%	8.48%	9.87%	6.83%	7.47%	6.25%	9.96%	6.81%	8.59%	6.67%	10.97%	8.45%	7.49%	6.36%	8.25%	6.82%	8.62%	10.91%	6.07%	3.39%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
