Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Шарлыкская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	225	5	2	4	4	2	4	3	4	2	6	3	5	10	2	2	6	3	4	2	7	2	2	2	5	4	10	2	2	3	2	3	2	5	21	27	20	25	3	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	151	5	2	0	3	0	4	0	1	0	6	0	5	7	2	0	0	2	4	2	0	0	0	1	0	0	10	2	0	0	0	1	0	3	21	26	19	22	3	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	70	0	1	1	1	3	0	2	5	1	0	0	4	1	2	1	2	2	1	3	1	0	1	1	2	1	1	1	4	1	2	1	2	0	3	7	1	8	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	74	0	0	4	1	2	0	3	3	2	0	3	0	3	0	2	6	1	0	0	7	2	2	1	5	4	0	0	2	3	2	2	2	2	0	1	1	3	0	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	11	3	4	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	65	2	0	10	0	2	4	0	1	0	1	0	1	2	1	2	2	4	0	0	2	0	0	0	2	0	1	0	0	0	1	0	0	3	6	8	2	6	1	1									
		0.68%	1.00%	0.00%	3.56%	0.00%	2.00%	1.69%	0.00%	0.52%	0.00%	0.39%	0.00%	0.48%	0.37%	0.89%	1.75%	0.75%	2.40%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	1.08%	0.00%	0.19%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	1.08%	0.83%	1.01%	0.28%	0.63%	0.75%	0.60%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	210	4	2	1	4	1	5	2	4	1	3	5	6	6	1	4	5	1	4	1	5	0	5	5	7	4	3	3	0	4	3	5	0	6	22	21	24	20	8	5									
		2.20%	2.00%	1.69%	0.36%	2.72%	1.00%	2.12%	1.21%	2.06%	0.87%	1.16%	4.42%	2.86%	1.12%	0.89%	3.51%	1.89%	0.60%	2.12%	1.67%	1.69%	0.00%	3.91%	4.31%	3.76%	2.25%	0.57%	2.86%	0.00%	2.37%	2.17%	2.96%	0.00%	2.16%	3.04%	2.65%	3.32%	2.10%	6.02%	3.01%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	74	3	0	0	0	3	2	4	2	0	1	0	7	3	0	1	3	1	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	3	5	10	7	9	3	2									
		0.78%	1.50%	0.00%	0.00%	0.00%	3.00%	0.85%	2.42%	1.03%	0.00%	0.39%	0.00%	3.33%	0.56%	0.00%	0.88%	1.13%	0.60%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	1.08%	0.69%	1.26%	0.97%	0.95%	2.26%	1.20%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5571	106	72	261	60	56	153	103	134	86	175	54	125	347	66	66	150	73	149	32	177	39	97	71	95	88	413	93	57	108	87	102	41	209	324	365	349	442	65	81									
		58.41%	53.00%	61.02%	92.88%	40.82%	56.00%	64.83%	62.42%	69.07%	74.78%	67.83%	47.79%	59.52%	64.50%	58.93%	57.89%	56.60%	43.71%	78.84%	53.33%	60.00%	76.47%	75.78%	61.21%	51.08%	49.44%	78.82%	88.57%	73.08%	63.91%	63.04%	60.36%	77.36%	75.18%	44.81%	46.09%	48.27%	46.48%	48.87%	48.80%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	1	0	0	0	1	2	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	2	1	2	4	0	0									
		0.23%	0.50%	0.00%	0.00%	0.00%	1.00%	0.85%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.60%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.59%	0.00%	0.59%	0.00%	0.00%	0.28%	0.13%	0.28%	0.42%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0	2									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.88%	0.48%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.25%	0.14%	0.11%	0.00%	1.20%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1392	40	21	7	24	23	27	13	17	18	39	16	27	21	19	7	49	41	10	15	26	6	7	23	33	36	31	7	18	16	28	27	7	10	138	145	139	202	33	26									
		14.59%	20.00%	17.80%	2.49%	16.33%	23.00%	11.44%	7.88%	8.76%	15.65%	15.12%	14.16%	12.86%	3.90%	16.96%	6.14%	18.49%	24.55%	5.29%	25.00%	8.81%	11.76%	5.47%	19.83%	17.74%	20.22%	5.92%	6.67%	23.08%	9.47%	20.29%	15.98%	13.21%	3.60%	19.09%	18.31%	19.23%	21.24%	24.81%	15.66%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	2	3	0	1									
		0.22%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.61%	0.52%	0.00%	0.39%	0.00%	0.48%	0.19%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.14%	0.13%	0.28%	0.32%	0.00%	0.60%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	3	0	0	1	1	0	0	0	0	0	0	0	3	1	1	0	4	1	0	0	0	0	0	0	3	1	0	0	0	0	0	2	0	2	2	9	2	0	0									
		0.38%	1.50%	0.00%	0.00%	0.68%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.89%	0.88%	0.00%	2.40%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.69%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	3.77%	0.00%	0.28%	0.25%	1.24%	0.21%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	1	2	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.14%	0.21%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	45	1	0	0	0	0	1	0	3	0	0	0	0	3	3	0	2	1	0	1	0	0	0	0	0	2	3	0	0	0	0	2	0	2	4	2	3	11	0	1									
		0.47%	0.50%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	1.55%	0.00%	0.00%	0.00%	0.00%	0.56%	2.68%	0.00%	0.75%	0.60%	0.00%	1.67%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.57%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.72%	0.55%	0.25%	0.41%	1.16%	0.00%	0.60%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1586	24	20	0	40	10	27	31	25	8	23	26	30	99	17	17	35	28	22	5	61	6	19	15	37	35	49	0	2	32	9	27	3	39	178	186	159	196	17	29									
		16.63%	12.00%	16.95%	0.00%	27.21%	10.00%	11.44%	18.79%	12.89%	6.96%	8.91%	23.01%	14.29%	18.40%	15.18%	14.91%	13.21%	16.77%	11.64%	8.33%	20.68%	11.76%	14.84%	12.93%	19.89%	19.66%	9.35%	0.00%	2.56%	18.93%	6.52%	15.98%	5.66%	14.03%	24.62%	23.48%	21.99%	20.61%	12.78%	17.47%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	0	0	0	1	0	3	0	2	0	0	0	2	9	0	0	2	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	2	4	1	0									
		0.38%	0.00%	0.00%	0.00%	0.68%	0.00%	1.27%	0.00%	1.03%	0.00%	0.00%	0.00%	0.95%	1.67%	0.00%	0.00%	0.75%	0.60%	1.06%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.36%	0.28%	0.25%	0.28%	0.42%	0.75%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	308	9	3	0	13	2	6	4	4	1	13	9	8	23	4	12	12	10	0	3	8	0	0	0	10	6	19	1	0	3	10	3	0	4	22	24	19	35	4	4									
		3.23%	4.50%	2.54%	0.00%	8.84%	2.00%	2.54%	2.42%	2.06%	0.87%	5.04%	7.96%	3.81%	4.28%	3.57%	10.53%	4.53%	5.99%	0.00%	5.00%	2.71%	0.00%	0.00%	0.00%	5.38%	3.37%	3.63%	0.95%	0.00%	1.78%	7.25%	1.78%	0.00%	1.44%	3.04%	3.03%	2.63%	3.68%	3.01%	2.41%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
