Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    район Измайлово 																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №3181	УИК №3182					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1590	45	45	45	45	45	60	45	45	45	50	45	45	45	45	60	45	45	45	45	45	45	60	35	45	45	65	45	65	55	45	50	50	50	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1394	45	33	42	45	35	54	36	35	41	48	32	25	32	45	56	45	38	30	45	38	40	59	14	44	44	64	42	65	49	45	50	45	33	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1489	265	28	9	16	28	24	23	29	22	117	34	54	40	58	42	17	28	48	107	36	27	24	21	27	38	52	28	29	79	51	35	14	24	12	3					
14	Число погашенных неиспользованных открепительных удостоверений	196	0	12	3	0	10	6	9	10	4	2	13	20	13	0	4	0	7	15	0	7	5	1	21	1	1	1	3	0	6	0	0	5	17	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	52	1	3	1	0	1	1	1	3	1	2	1	3	0	4	4	2	0	1	0	1	0	3	0	2	2	2	0	2	1	2	4	2	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	1049	21	25	27	24	27	26	15	20	37	42	29	25	28	44	35	19	29	25	38	26	34	46	42	28	21	47	40	43	50	18	34	34	40	10	0					
		3.06%	2.23%	3.33%	3.27%	2.68%	2.85%	3.14%	1.75%	2.78%	3.53%	3.37%	3.28%	3.15%	2.50%	3.25%	2.81%	1.60%	3.73%	2.46%	2.69%	2.77%	4.30%	3.68%	3.95%	2.80%	2.06%	3.44%	3.44%	3.13%	3.63%	2.46%	3.22%	3.65%	3.67%	4.33%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	949	22	14	17	19	16	14	20	21	23	39	23	29	36	30	38	46	18	42	39	32	11	29	40	26	25	23	33	50	54	28	23	33	30	5	1					
		2.76%	2.34%	1.87%	2.06%	2.13%	1.69%	1.69%	2.34%	2.92%	2.20%	3.13%	2.60%	3.66%	3.21%	2.22%	3.05%	3.86%	2.32%	4.13%	2.76%	3.41%	1.39%	2.32%	3.77%	2.60%	2.45%	1.68%	2.84%	3.64%	3.92%	3.82%	2.18%	3.54%	2.75%	2.16%	1.25%					
20	3.Политическая партия «Демократическая партия России»	82	1	3	1	1	3	0	3	8	0	3	3	3	3	0	2	3	1	1	6	2	2	4	9	0	2	2	3	2	2	0	3	0	3	2	1					
		0.24%	0.11%	0.40%	0.12%	0.11%	0.32%	0.00%	0.35%	1.11%	0.00%	0.24%	0.34%	0.38%	0.27%	0.00%	0.16%	0.25%	0.13%	0.10%	0.42%	0.21%	0.25%	0.32%	0.85%	0.00%	0.20%	0.15%	0.26%	0.15%	0.15%	0.00%	0.28%	0.00%	0.28%	0.87%	1.25%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4985	76	114	107	89	150	113	112	99	144	144	107	126	153	176	220	200	107	161	165	125	124	237	181	127	141	182	202	220	224	125	177	142	173	41	1					
		14.52%	8.07%	15.20%	12.95%	9.96%	15.82%	13.65%	13.10%	13.77%	13.75%	11.55%	12.09%	15.89%	13.64%	13.01%	17.67%	16.79%	13.77%	15.83%	11.66%	13.31%	15.70%	18.94%	17.04%	12.70%	13.82%	13.30%	17.35%	16.00%	16.26%	17.05%	16.75%	15.24%	15.89%	17.75%	1.25%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1146	23	15	23	15	22	21	19	24	35	55	38	27	43	27	41	32	43	33	46	17	28	44	53	38	51	37	39	65	58	24	43	32	32	3	0					
		3.34%	2.44%	2.00%	2.78%	1.68%	2.32%	2.54%	2.22%	3.34%	3.34%	4.41%	4.29%	3.40%	3.83%	1.99%	3.29%	2.69%	5.53%	3.24%	3.25%	1.81%	3.54%	3.52%	4.99%	3.80%	5.00%	2.70%	3.35%	4.73%	4.21%	3.27%	4.07%	3.43%	2.94%	1.30%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	151	5	2	4	3	9	8	4	2	5	9	3	5	5	5	6	6	2	3	7	3	5	4	5	4	3	1	13	3	6	3	1	3	4	0	0					
		0.44%	0.53%	0.27%	0.48%	0.34%	0.95%	0.97%	0.47%	0.28%	0.48%	0.72%	0.34%	0.63%	0.45%	0.37%	0.48%	0.50%	0.26%	0.29%	0.49%	0.32%	0.63%	0.32%	0.47%	0.40%	0.29%	0.07%	1.12%	0.22%	0.44%	0.41%	0.09%	0.32%	0.37%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2693	191	55	77	82	81	71	68	66	74	92	81	44	116	74	82	97	50	59	87	75	57	86	113	59	76	104	82	97	117	50	85	57	65	15	8					
		7.85%	20.28%	7.33%	9.32%	9.17%	8.54%	8.57%	7.95%	9.18%	7.07%	7.38%	9.15%	5.55%	10.34%	5.47%	6.59%	8.14%	6.44%	5.80%	6.15%	7.99%	7.22%	6.87%	10.64%	5.90%	7.45%	7.60%	7.04%	7.05%	8.49%	6.82%	8.04%	6.12%	5.97%	6.49%	10.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3054	92	71	80	98	83	68	75	53	103	122	69	99	88	98	95	112	83	98	98	80	71	110	77	101	86	130	122	133	112	62	93	90	79	17	6					
		8.90%	9.77%	9.47%	9.69%	10.96%	8.76%	8.21%	8.77%	7.37%	9.84%	9.78%	7.80%	12.48%	7.84%	7.24%	7.63%	9.40%	10.68%	9.64%	6.93%	8.52%	8.99%	8.79%	7.25%	10.10%	8.43%	9.50%	10.48%	9.67%	8.13%	8.46%	8.80%	9.66%	7.25%	7.36%	7.50%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	539	12	11	10	15	14	13	12	4	13	27	15	12	14	13	16	24	14	20	14	16	16	20	20	15	11	14	21	28	25	13	16	26	21	2	2					
		1.57%	1.27%	1.47%	1.21%	1.68%	1.48%	1.57%	1.40%	0.56%	1.24%	2.17%	1.69%	1.51%	1.25%	0.96%	1.29%	2.02%	1.80%	1.97%	0.99%	1.70%	2.03%	1.60%	1.88%	1.50%	1.08%	1.02%	1.80%	2.04%	1.81%	1.77%	1.51%	2.79%	1.93%	0.87%	2.50%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16803	439	380	420	472	467	439	464	359	534	605	435	359	545	780	600	541	358	476	818	509	376	559	418	503	480	740	510	623	590	335	506	429	557	118	59					
		48.96%	46.60%	50.67%	50.85%	52.80%	49.26%	53.02%	54.27%	49.93%	51.00%	48.52%	49.15%	45.27%	48.57%	57.65%	48.19%	45.42%	46.07%	46.80%	57.81%	54.21%	47.59%	44.68%	39.36%	50.30%	47.06%	54.09%	43.81%	45.31%	42.82%	45.70%	47.87%	46.03%	51.15%	51.08%	73.75%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2344	43	46	46	67	59	42	47	52	61	83	71	54	79	89	92	87	63	84	87	40	52	89	78	84	114	72	84	96	113	55	58	72	69	15	1					
		6.83%	4.56%	6.13%	5.57%	7.49%	6.22%	5.07%	5.50%	7.23%	5.83%	6.66%	8.02%	6.81%	7.04%	6.58%	7.39%	7.30%	8.11%	8.26%	6.15%	4.26%	6.58%	7.11%	7.34%	8.40%	11.18%	5.26%	7.22%	6.98%	8.20%	7.50%	5.49%	7.73%	6.34%	6.49%	1.25%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
