Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Район  Хорошево - Мневники																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №3200	УИК №3201	УИК №3202					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1067	39	14	21	21	22	24	33	23	19	21	24	28	27	15	31	20	28	17	28	26	18	33	33	19	12	24	37	30	33	24	16	12	34	18	16	28	20	21	19	22	21	22	36	13	25	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	839	14	18	12	19	25	12	15	12	8	14	13	6	18	17	25	15	23	14	4	23	10	6	21	15	44	16	25	14	26	17	28	10	11	22	16	9	21	17	14	17	21	21	26	27	18	0	47	13					
14	Число погашенных открепительных удостоверений	1408	16	41	34	34	33	31	22	32	36	34	31	27	28	40	24	35	27	38	27	29	37	22	22	36	43	31	18	25	22	31	39	43	21	37	39	27	35	34	36	33	34	33	19	42	30	0	0	0					
15	Число открепительных удостоверений выданных ТИК	13	0	0	0	0	0	0	0	0	0	2	0	1	1	0	2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0					
16	Число утраченных бюллетеней	26	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	2	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	"1. ""ЕДИНЕНИЕ"""	416	9	6	8	8	11	16	9	8	11	12	9	11	10	9	10	7	6	6	8	12	9	8	6	3	4	3	11	9	8	9	8	9	11	6	6	14	6	10	7	8	5	7	5	7	9	16	24	2					
		0.70%	0.50%	0.43%	0.59%	0.61%	0.83%	1.05%	0.71%	0.61%	0.92%	0.92%	0.74%	1.04%	0.90%	0.70%	0.77%	0.56%	0.52%	0.59%	0.65%	0.83%	0.66%	0.56%	0.43%	0.23%	0.31%	0.28%	0.70%	0.56%	0.68%	0.58%	0.74%	0.87%	0.79%	0.54%	0.55%	1.20%	0.71%	0.76%	0.70%	0.58%	0.43%	0.64%	0.31%	0.63%	0.76%	1.59%	1.96%	1.38%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	4680	204	141	76	92	98	118	120	115	124	79	76	64	86	95	94	76	83	83	127	121	111	116	111	99	140	87	154	120	110	164	61	82	92	103	92	73	63	96	63	82	100	72	126	81	82	64	54	10					
		7.91%	11.35%	10.18%	5.69%	7.06%	7.42%	7.80%	9.58%	8.90%	10.37%	6.11%	6.28%	6.10%	7.77%	7.42%	7.26%	6.15%	7.24%	8.24%	10.35%	8.40%	8.22%	8.21%	7.98%	7.60%	10.86%	8.20%	9.83%	7.56%	9.46%	10.71%	5.70%	8.00%	6.63%	9.33%	8.54%	6.30%	7.52%	7.33%	6.31%	6.02%	8.72%	6.63%	7.85%	7.39%	7.00%	6.36%	4.41%	6.94%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1378	14	22	34	34	39	30	22	25	28	29	24	31	23	27	33	21	27	40	26	31	43	37	32	26	31	44	53	32	13	35	38	28	32	22	11	31	17	28	25	49	36	33	27	19	25	10	34	7					
		2.33%	0.77%	1.58%	2.54%	2.60%	2.95%	1.98%	1.75%	1.93%	2.34%	2.24%	1.98%	2.95%	2.07%	2.11%	2.55%	1.70%	2.35%	3.97%	2.11%	2.15%	3.18%	2.62%	2.30%	1.99%	2.40%	4.15%	3.38%	2.01%	1.11%	2.28%	3.55%	2.73%	2.30%	1.99%	1.02%	2.67%	2.03%	2.13%	2.50%	3.59%	3.14%	3.04%	1.68%	1.73%	2.13%	0.99%	2.78%	4.86%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	5965	193	138	147	134	132	161	98	154	117	119	78	122	113	147	127	131	144	114	149	167	142	146	129	131	143	104	177	155	138	183	86	105	139	108	142	122	85	156	101	131	90	96	138	109	111	25	71	17					
		10.09%	10.74%	9.96%	11.01%	10.28%	10.0%	10.65%	7.82%	11.92%	9.79%	9.21%	6.45%	11.64%	10.21%	11.49%	9.82%	10.61%	12.56%	11.32%	12.14%	11.60%	10.52%	10.33%	9.28%	10.06%	11.10%	9.81%	11.30%	9.76%	11.87%	11.96%	8.04%	10.25%	10.02%	9.79%	13.18%	10.53%	10.15%	11.91%	10.12%	9.61%	7.85%	8.84%	8.60%	9.94%	9.48%	2.48%	5.80%	11.80%					
22	"5. ""За Русь Святую"""	282	3	4	8	5	6	10	0	4	6	4	5	4	2	5	4	6	6	4	4	11	9	6	9	9	5	2	5	7	5	5	13	6	10	7	3	11	5	1	4	4	13	7	7	6	7	7	5	3					
		0.47%	0.16%	0.28%	0.59%	0.38%	0.45%	0.66%	0.0%	0.30%	0.50%	0.30%	0.41%	0.38%	0.18%	0.39%	0.30%	0.48%	0.52%	0.39%	0.32%	0.76%	0.66%	0.42%	0.64%	0.69%	0.38%	0.18%	0.31%	0.44%	0.43%	0.32%	1.21%	0.58%	0.72%	0.63%	0.27%	0.94%	0.59%	0.07%	0.40%	0.29%	1.13%	0.64%	0.43%	0.54%	0.59%	0.69%	0.40%	2.08%					
23	"6. ""Объединенная Российская партия ""Русь"""	152	6	8	5	1	3	1	5	3	4	4	3	2	3	6	3	0	3	1	5	1	3	3	3	3	5	1	3	4	2	3	3	1	2	6	3	3	5	4	4	2	4	3	2	9	0	1	3	0					
		0.25%	0.33%	0.57%	0.37%	0.07%	0.22%	0.06%	0.39%	0.23%	0.33%	0.30%	0.24%	0.19%	0.27%	0.46%	0.23%	0.0%	0.26%	0.09%	0.40%	0.06%	0.22%	0.21%	0.21%	0.23%	0.38%	0.09%	0.19%	0.25%	0.17%	0.19%	0.28%	0.09%	0.14%	0.54%	0.27%	0.25%	0.59%	0.30%	0.40%	0.14%	0.34%	0.27%	0.12%	0.82%	0.0%	0.09%	0.24%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	954	43	22	19	24	20	18	18	29	20	30	21	15	18	17	23	14	16	12	23	27	25	21	14	25	16	15	30	22	15	43	25	18	24	20	20	23	16	22	9	25	8	18	28	8	10	9	13	3					
		1.61%	2.39%	1.58%	1.42%	1.84%	1.51%	1.19%	1.43%	2.24%	1.67%	2.32%	1.73%	1.43%	1.62%	1.32%	1.77%	1.13%	1.39%	1.19%	1.87%	1.87%	1.85%	1.48%	1.00%	1.92%	1.24%	1.41%	1.91%	1.38%	1.29%	2.81%	2.33%	1.75%	1.73%	1.81%	1.85%	1.98%	1.91%	1.68%	0.90%	1.83%	0.69%	1.65%	1.74%	0.72%	0.85%	0.89%	1.06%	2.08%					
25	"8. ""Народно-республиканская партия России"""	37	1	0	1	1	3	2	0	2	1	1	0	1	0	1	2	0	2	1	0	0	1	1	0	1	0	0	0	0	4	1	0	0	0	0	0	1	0	0	1	1	2	0	0	0	2	0	2	1					
		0.06%	0.05%	0.0%	0.07%	0.07%	0.22%	0.13%	0.0%	0.15%	0.08%	0.07%	0.0%	0.09%	0.0%	0.07%	0.15%	0.0%	0.17%	0.09%	0.0%	0.0%	0.07%	0.07%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.34%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.10%	0.07%	0.17%	0.0%	0.0%	0.0%	0.17%	0.0%	0.16%	0.69%					
26	"9. ""Российская экологическая партия ""Зеленые"""	466	33	8	14	10	8	9	8	13	4	7	9	10	6	12	10	8	7	8	11	9	13	17	11	9	0	8	17	18	7	14	7	9	12	6	10	8	8	8	4	18	6	10	15	7	8	4	8	0					
		0.78%	1.83%	0.57%	1.04%	0.76%	0.60%	0.59%	0.63%	1.00%	0.33%	0.54%	0.74%	0.95%	0.54%	0.93%	0.77%	0.64%	0.61%	0.79%	0.89%	0.62%	0.96%	1.20%	0.79%	0.69%	0.0%	0.75%	1.08%	1.13%	0.60%	0.91%	0.65%	0.87%	0.86%	0.54%	0.92%	0.69%	0.95%	0.61%	0.40%	1.32%	0.52%	0.92%	0.93%	0.63%	0.68%	0.39%	0.65%	0.0%					
27	"10. ""Аграрная партия России"""	987	18	30	22	19	26	15	23	23	22	22	26	20	17	14	20	28	29	23	29	19	23	15	24	19	18	23	30	25	17	34	19	20	19	15	25	21	11	29	27	21	16	13	16	20	15	4	20	3					
		1.66%	1.00%	2.16%	1.64%	1.45%	1.96%	0.99%	1.83%	1.78%	1.84%	1.70%	2.15%	1.90%	1.53%	1.09%	1.54%	2.26%	2.53%	2.28%	2.36%	1.32%	1.70%	1.06%	1.72%	1.46%	1.39%	2.16%	1.91%	1.57%	1.46%	2.22%	1.77%	1.95%	1.36%	1.35%	2.32%	1.81%	1.31%	2.21%	2.70%	1.54%	1.39%	1.19%	0.99%	1.82%	1.28%	0.39%	1.63%	2.08%					
28	"11. ""Истинные патриоты России"""	33	2	1	1	0	1	0	0	0	1	0	1	1	0	2	1	0	0	0	0	1	0	2	1	1	2	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	3	0	0	5	3	0					
		0.05%	0.11%	0.07%	0.07%	0.0%	0.07%	0.0%	0.0%	0.0%	0.08%	0.0%	0.08%	0.09%	0.0%	0.15%	0.07%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.14%	0.07%	0.07%	0.15%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.09%	0.07%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.49%	0.24%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	719	21	9	15	28	17	16	22	17	11	18	16	0	16	19	12	9	15	16	16	16	20	12	15	15	20	14	19	20	14	23	15	6	12	15	10	9	14	23	13	9	19	25	18	13	18	6	11	2					
		1.21%	1.16%	0.64%	1.12%	2.14%	1.28%	1.05%	1.75%	1.31%	0.92%	1.39%	1.32%	0.0%	1.44%	1.48%	0.92%	0.72%	1.30%	1.58%	1.30%	1.11%	1.48%	0.84%	1.07%	1.15%	1.55%	1.32%	1.21%	1.26%	1.20%	1.50%	1.40%	0.58%	0.86%	1.35%	0.92%	0.77%	1.67%	1.75%	1.30%	0.66%	1.65%	2.30%	1.12%	1.18%	1.53%	0.59%	0.89%	1.38%					
30	"13. ""Демократическая партия России"""	89	4	3	1	0	1	1	0	3	2	4	1	3	4	1	0	1	2	1	2	3	3	0	4	0	2	0	0	2	0	3	2	0	3	1	3	0	1	2	2	1	4	2	6	1	1	5	2	2					
		0.15%	0.22%	0.21%	0.07%	0.0%	0.07%	0.06%	0.0%	0.23%	0.16%	0.30%	0.08%	0.28%	0.36%	0.07%	0.0%	0.08%	0.17%	0.09%	0.16%	0.20%	0.22%	0.0%	0.28%	0.0%	0.15%	0.0%	0.0%	0.12%	0.0%	0.19%	0.18%	0.0%	0.21%	0.09%	0.27%	0.0%	0.11%	0.15%	0.20%	0.07%	0.34%	0.18%	0.37%	0.09%	0.08%	0.49%	0.16%	1.38%					
31	"14. ""Великая Россия - Евразийский Союз"""	119	2	9	0	1	0	0	3	1	3	3	0	6	6	2	2	1	2	0	3	1	3	1	3	3	3	4	3	4	3	3	1	1	3	4	4	1	6	2	5	2	4	0	5	0	2	3	1	0					
		0.20%	0.11%	0.64%	0.0%	0.07%	0.0%	0.0%	0.23%	0.07%	0.25%	0.23%	0.0%	0.57%	0.54%	0.15%	0.15%	0.08%	0.17%	0.0%	0.24%	0.06%	0.22%	0.07%	0.21%	0.23%	0.23%	0.37%	0.19%	0.25%	0.25%	0.19%	0.09%	0.09%	0.21%	0.36%	0.37%	0.08%	0.71%	0.15%	0.50%	0.14%	0.34%	0.0%	0.31%	0.0%	0.17%	0.29%	0.08%	0.0%					
32	"15. ""Партия СЛОН"""	224	8	12	9	6	1	16	6	9	1	3	4	3	1	4	1	1	0	2	2	8	6	5	4	4	5	2	4	3	4	3	3	8	5	5	3	3	3	4	2	4	6	3	22	1	5	7	3	0					
		0.37%	0.44%	0.86%	0.67%	0.46%	0.07%	1.05%	0.47%	0.69%	0.08%	0.23%	0.33%	0.28%	0.09%	0.31%	0.07%	0.08%	0.0%	0.19%	0.16%	0.55%	0.44%	0.35%	0.28%	0.30%	0.38%	0.18%	0.25%	0.18%	0.34%	0.19%	0.28%	0.78%	0.36%	0.45%	0.27%	0.25%	0.35%	0.30%	0.20%	0.29%	0.52%	0.27%	1.37%	0.09%	0.42%	0.69%	0.24%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	9135	234	206	178	188	177	198	173	210	149	219	207	167	164	178	166	199	175	159	199	234	278	247	203	197	232	177	265	235	213	215	153	167	197	152	214	178	134	269	169	257	191	178	267	195	214	7	129	22					
		15.45%	13.02%	14.87%	13.34%	14.42%	13.40%	13.10%	13.81%	16.26%	12.46%	16.96%	17.12%	15.93%	14.82%	13.91%	12.83%	16.12%	15.27%	15.78%	16.21%	16.26%	20.60%	17.49%	14.60%	15.14%	18.01%	16.69%	16.92%	14.80%	18.33%	14.05%	14.31%	16.30%	14.20%	13.78%	19.87%	15.37%	16.00%	20.55%	16.93%	18.86%	16.66%	16.40%	16.64%	17.79%	18.29%	0.69%	10.54%	15.27%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	49	2	1	0	0	0	0	0	0	2	0	0	0	1	2	1	0	0	2	2	1	0	0	0	1	3	0	0	1	1	0	2	1	0	0	1	1	4	0	1	0	2	3	8	0	0	6	0	0					
		0.08%	0.11%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.09%	0.15%	0.07%	0.0%	0.0%	0.19%	0.16%	0.06%	0.0%	0.0%	0.0%	0.07%	0.23%	0.0%	0.0%	0.06%	0.08%	0.0%	0.18%	0.09%	0.0%	0.0%	0.09%	0.08%	0.47%	0.0%	0.10%	0.0%	0.17%	0.27%	0.49%	0.0%	0.0%	0.59%	0.0%	0.0%					
35	"18. ""ЛДПР"""	3949	221	98	85	82	79	100	95	85	105	86	90	81	59	77	101	78	52	60	59	71	77	75	71	58	77	44	87	117	47	78	74	60	89	67	54	52	49	58	57	71	75	53	81	63	59	387	96	9					
		6.68%	12.29%	7.07%	6.37%	6.29%	5.98%	6.61%	7.58%	6.58%	8.78%	6.66%	7.44%	7.72%	5.33%	6.02%	7.81%	6.32%	4.53%	5.95%	4.80%	4.93%	5.70%	5.31%	5.10%	4.45%	5.97%	4.15%	5.55%	7.37%	4.04%	5.09%	6.92%	5.85%	6.41%	6.07%	5.01%	4.49%	5.85%	4.43%	5.71%	5.21%	6.54%	4.88%	5.04%	5.74%	5.04%	38.50%	7.84%	6.25%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	480	16	15	4	16	14	7	11	3	10	10	10	5	7	11	10	8	11	12	7	18	8	10	21	12	7	8	12	15	11	9	13	5	3	8	11	10	6	15	7	17	5	9	12	11	11	9	9	1					
		0.81%	0.89%	1.08%	0.29%	1.22%	1.06%	0.46%	0.87%	0.23%	0.83%	0.77%	0.82%	0.47%	0.63%	0.86%	0.77%	0.64%	0.95%	1.19%	0.57%	1.25%	0.59%	0.70%	1.51%	0.92%	0.54%	0.75%	0.76%	0.94%	0.94%	0.58%	1.21%	0.48%	0.21%	0.72%	1.02%	0.86%	0.71%	1.14%	0.70%	1.24%	0.43%	0.82%	0.74%	1.00%	0.94%	0.89%	0.73%	0.69%					
37	"20. ""Политическая партия ""Единая Россия"""	19230	505	423	491	452	487	572	442	402	408	432	453	333	396	439	466	443	379	319	348	456	380	451	476	497	403	339	459	500	303	429	386	327	520	379	327	390	276	366	305	425	384	372	522	334	350	187	464	33					
		32.53%	28.10%	30.54%	36.80%	34.68%	36.89%	37.85%	35.30%	31.13%	34.14%	33.46%	37.46%	31.77%	35.80%	34.32%	36.04%	35.89%	33.07%	31.67%	28.36%	31.68%	28.16%	31.94%	34.24%	38.20%	31.28%	31.98%	29.31%	31.50%	26.07%	28.03%	36.10%	31.93%	37.49%	34.36%	30.36%	33.67%	32.97%	27.96%	30.56%	31.20%	33.50%	34.28%	32.54%	30.47%	29.91%	18.60%	37.93%	22.91%					
38	"21. ""Российская Конституционно-демократическая партия"""	87	5	3	0	1	2	3	4	3	2	0	0	0	2	2	1	3	2	0	1	3	0	1	0	2	0	1	2	7	0	3	1	4	1	1	0	2	1	1	2	2	1	2	7	3	0	4	1	1					
		0.14%	0.27%	0.21%	0.0%	0.07%	0.15%	0.19%	0.31%	0.23%	0.16%	0.0%	0.0%	0.0%	0.18%	0.15%	0.07%	0.24%	0.17%	0.0%	0.08%	0.20%	0.0%	0.07%	0.0%	0.15%	0.0%	0.09%	0.12%	0.44%	0.0%	0.19%	0.09%	0.39%	0.07%	0.09%	0.0%	0.17%	0.11%	0.07%	0.20%	0.14%	0.08%	0.18%	0.43%	0.27%	0.0%	0.39%	0.08%	0.69%					
39	"22. ""Развитие предпринимательства"""	144	4	5	3	2	4	2	4	6	1	3	4	0	2	2	6	6	3	3	3	4	1	5	1	1	6	3	3	4	1	2	1	3	4	5	3	3	0	3	3	5	4	3	5	1	0	4	3	0					
		0.24%	0.22%	0.36%	0.22%	0.15%	0.30%	0.13%	0.31%	0.46%	0.08%	0.23%	0.33%	0.0%	0.18%	0.15%	0.46%	0.48%	0.26%	0.29%	0.24%	0.27%	0.07%	0.35%	0.07%	0.07%	0.46%	0.28%	0.19%	0.25%	0.08%	0.13%	0.09%	0.29%	0.28%	0.45%	0.27%	0.25%	0.0%	0.22%	0.30%	0.36%	0.34%	0.27%	0.31%	0.09%	0.0%	0.39%	0.24%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4716	93	89	102	101	82	102	77	71	61	102	80	75	90	98	112	98	92	66	119	115	110	129	138	94	113	102	129	115	160	152	84	80	97	79	72	107	65	137	113	137	84	105	148	106	145	15	64	11					
		7.97%	5.17%	6.42%	7.64%	7.75%	6.21%	6.75%	6.15%	5.49%	5.10%	7.90%	6.61%	7.15%	8.13%	7.66%	8.66%	7.94%	8.02%	6.55%	9.69%	7.99%	8.15%	9.13%	9.92%	7.22%	8.77%	9.62%	8.23%	7.24%	13.76%	9.93%	7.85%	7.81%	6.99%	7.16%	6.68%	9.24%	7.76%	10.46%	11.32%	10.05%	7.32%	9.67%	9.22%	9.67%	12.39%	1.49%	5.23%	7.63%					
																																																							
41	Против всех	4059	145	116	88	90	86	92	86	88	85	90	76	69	66	89	69	80	79	60	73	94	64	92	106	82	38	67	87	136	78	99	58	61	90	72	59	78	48	64	65	79	65	58	112	87	85	209	184	15					
		6.86%	8.06%	8.37%	6.59%	6.90%	6.51%	6.08%	6.86%	6.81%	7.11%	6.97%	6.28%	6.58%	5.96%	6.95%	5.33%	6.48%	6.89%	5.95%	5.94%	6.53%	4.74%	6.51%	7.62%	6.30%	2.95%	6.32%	5.55%	8.56%	6.71%	6.47%	5.42%	5.95%	6.48%	6.52%	5.47%	6.73%	5.73%	4.88%	6.51%	5.80%	5.67%	5.34%	6.98%	7.93%	7.26%	20.79%	15.04%	10.41%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
