Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																									
Дата голосования: 18.09.2016																																																									
																																																									
Наименование Избирательной комиссии:    Константиновская																																																									
																																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																																									
																																																									
		Сумма	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	480	15	15	15	15	15	15	15	15	5	10	5	15	15	15	15	15	15	10	5	10	10	10	10	10	15	5	10	5	5	15	15	10	10	5	5	5	10	10	10	10	5	5	5	10	5	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	166	4	10	10	11	7	10	15	10	0	2	0	3	7	6	15	5	2	1	0	1	0	10	0	1	1	0	2	0	0	6	2	0	1	0	1	0	0	5	6	0	1	0	3	2	0	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	133	2	3	6	4	2	1	1	5	1	0	1	2	4	3	4	12	3	4	0	3	5	3	1	5	4	5	5	4	4	1	2	3	1	1	1	4	5	3	0	0	4	1	3	4	0	3									
14	Число погашенных неиспользованных открепительных удостоверений	314	11	5	5	4	8	5	0	5	5	8	5	12	8	9	0	10	13	9	5	9	10	0	10	9	14	5	8	5	5	9	13	10	9	5	4	5	10	5	4	10	4	5	2	8	5	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	0	5	2	0	1	0	3	2	0	0	0	1	2	3	1	1	2	0	0	0	1	0	0	0	3	0	0	0	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	130	2	10	3	8	9	3	3	8	1	1	2	12	4	7	1	6	3	1	3	2	3	0	0	1	1	1	2	0	0	7	5	0	0	0	0	1	4	3	3	1	1	3	0	3	1	1									
		1.11%	0.42%	2.54%	0.71%	2.04%	2.27%	0.75%	0.71%	1.72%	0.85%	0.72%	1.43%	2.70%	1.20%	1.75%	0.24%	1.44%	0.71%	0.53%	1.64%	0.76%	1.55%	0.00%	0.00%	0.61%	0.29%	1.47%	1.28%	0.00%	0.00%	1.32%	1.20%	0.00%	0.00%	0.00%	0.00%	0.94%	2.04%	1.23%	2.11%	0.44%	0.83%	3.49%	0.00%	1.11%	0.54%	0.67%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	340	11	14	14	8	10	6	16	21	2	5	3	17	7	17	13	14	17	5	8	1	6	7	7	10	9	1	2	2	1	17	11	4	0	3	0	2	2	8	4	13	3	0	1	12	2	4									
		2.91%	2.30%	3.55%	3.29%	2.04%	2.52%	1.49%	3.77%	4.51%	1.71%	3.60%	2.14%	3.82%	2.10%	4.26%	3.17%	3.36%	4.02%	2.66%	4.37%	0.38%	3.11%	3.27%	3.91%	6.10%	2.60%	1.47%	1.28%	4.76%	2.27%	3.21%	2.63%	1.94%	0.00%	4.05%	0.00%	1.89%	1.02%	3.29%	2.82%	5.68%	2.48%	0.00%	0.93%	4.44%	1.08%	2.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	169	9	12	8	8	9	1	14	5	1	2	1	6	7	5	5	10	3	1	2	3	3	2	1	0	2	2	1	0	1	10	5	0	2	1	0	1	6	3	2	5	1	0	1	4	3	1									
		1.44%	1.88%	3.05%	1.88%	2.04%	2.27%	0.25%	3.30%	1.07%	0.85%	1.44%	0.71%	1.35%	2.10%	1.25%	1.22%	2.40%	0.71%	0.53%	1.09%	1.14%	1.55%	0.93%	0.56%	0.00%	0.58%	2.94%	0.64%	0.00%	2.27%	1.89%	1.20%	0.00%	0.67%	1.35%	0.00%	0.94%	3.06%	1.23%	1.41%	2.18%	0.83%	0.00%	0.93%	1.48%	1.62%	0.67%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6252	261	159	169	188	152	208	201	208	65	66	88	177	164	168	210	160	166	128	120	158	119	153	110	82	212	43	92	16	22	284	213	125	245	59	69	78	113	161	73	156	78	59	66	161	139	108									
		53.45%	54.49%	40.36%	39.76%	47.84%	38.29%	51.74%	47.41%	44.64%	55.56%	47.48%	62.86%	39.78%	49.10%	42.11%	51.22%	38.37%	39.24%	68.09%	65.57%	59.85%	61.66%	71.50%	61.45%	50.00%	61.27%	63.24%	58.97%	38.10%	50.00%	53.69%	50.96%	60.68%	82.21%	79.73%	75.00%	73.58%	57.65%	66.26%	51.41%	68.12%	64.46%	68.60%	61.68%	59.63%	75.14%	72.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	52	3	4	1	1	3	1	4	4	1	0	0	3	3	1	0	2	3	1	1	0	0	1	1	0	2	0	1	0	1	4	0	0	0	0	0	1	1	0	1	0	0	0	0	3	0	0									
		0.44%	0.63%	1.02%	0.24%	0.25%	0.76%	0.25%	0.94%	0.86%	0.85%	0.00%	0.00%	0.67%	0.90%	0.25%	0.00%	0.48%	0.71%	0.53%	0.55%	0.00%	0.00%	0.47%	0.56%	0.00%	0.58%	0.00%	0.64%	0.00%	2.27%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.51%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	1	2	0	0	2	0	2	0	0	0	0	1	1	1	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0									
		0.15%	0.21%	0.51%	0.00%	0.00%	0.50%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.22%	0.30%	0.25%	0.00%	0.24%	0.47%	0.00%	0.00%	0.00%	0.52%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	1.16%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2271	96	109	103	75	96	87	88	88	24	24	27	95	60	95	69	103	106	21	25	22	35	24	30	43	64	14	34	18	14	93	87	41	30	5	17	11	42	40	34	23	23	15	20	50	28	23									
		19.42%	20.04%	27.66%	24.24%	19.08%	24.18%	21.64%	20.75%	18.88%	20.51%	17.27%	19.29%	21.35%	17.96%	23.81%	16.83%	24.70%	25.06%	11.17%	13.66%	8.33%	18.13%	11.21%	16.76%	26.22%	18.50%	20.59%	21.79%	42.86%	31.82%	17.58%	20.81%	19.90%	10.07%	6.76%	18.48%	10.38%	21.43%	16.46%	23.94%	10.04%	19.01%	17.44%	18.69%	18.52%	15.14%	15.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	2	2	1	2	1	1	2	0	0	2	0	0	0	1	0	5	1	0	0	0	1	0	0	2	0	1	0	0	0	1	2	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0									
		0.27%	0.42%	0.51%	0.24%	0.51%	0.25%	0.25%	0.47%	0.00%	0.00%	1.44%	0.00%	0.00%	0.00%	0.25%	0.00%	1.20%	0.24%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	1.22%	0.00%	1.47%	0.00%	0.00%	0.00%	0.19%	0.48%	0.00%	0.34%	0.00%	0.00%	0.94%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	76	4	4	5	3	1	2	3	12	1	0	1	0	3	3	4	4	2	0	0	1	0	1	0	7	0	0	0	0	0	2	3	0	1	1	2	2	0	0	0	0	1	1	1	1	0	0									
		0.65%	0.84%	1.02%	1.18%	0.76%	0.25%	0.50%	0.71%	2.58%	0.85%	0.00%	0.71%	0.00%	0.90%	0.75%	0.98%	0.96%	0.47%	0.00%	0.00%	0.38%	0.00%	0.47%	0.00%	4.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.72%	0.00%	0.34%	1.35%	2.17%	1.89%	0.00%	0.00%	0.00%	0.00%	0.83%	1.16%	0.93%	0.37%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	1	1	1	0	1	0	0	1	0	0	0	0	1	2	0	2	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.14%	0.00%	0.25%	0.24%	0.25%	0.00%	0.25%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.25%	0.49%	0.00%	0.47%	0.53%	0.00%	0.00%	0.52%	0.47%	0.00%	0.00%	0.29%	1.47%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	63	2	0	11	2	1	0	1	3	0	0	5	7	3	4	4	4	1	0	0	0	0	1	0	0	1	1	1	0	0	5	1	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0									
		0.54%	0.42%	0.00%	2.59%	0.51%	0.25%	0.00%	0.24%	0.64%	0.00%	0.00%	3.57%	1.57%	0.90%	1.00%	0.98%	0.96%	0.24%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.29%	1.47%	0.64%	0.00%	0.00%	0.95%	0.24%	0.97%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1442	65	49	73	66	68	68	57	70	7	18	7	72	66	53	58	86	80	17	16	32	20	14	19	11	37	3	16	4	2	48	52	17	12	4	3	2	23	20	14	22	10	4	11	25	12	9									
		12.33%	13.57%	12.44%	17.18%	16.79%	17.13%	16.92%	13.44%	15.02%	5.98%	12.95%	5.00%	16.18%	19.76%	13.28%	14.15%	20.62%	18.91%	9.04%	8.74%	12.12%	10.36%	6.54%	10.61%	6.71%	10.69%	4.41%	10.26%	9.52%	4.55%	9.07%	12.44%	8.25%	4.03%	5.41%	3.26%	1.89%	11.73%	8.23%	9.86%	9.61%	8.26%	4.65%	10.28%	9.26%	6.49%	6.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	0	0	3	0	0	2	2	1	0	0	0	1	0	2	2	1	0	1	0	1	0	1	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0									
		0.21%	0.00%	0.00%	0.71%	0.00%	0.00%	0.50%	0.47%	0.21%	0.00%	0.00%	0.00%	0.22%	0.00%	0.50%	0.49%	0.24%	0.00%	0.53%	0.00%	0.38%	0.00%	0.47%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	530	14	23	17	25	31	14	28	28	10	6	6	38	6	22	25	14	20	11	7	38	3	7	8	7	9	1	2	1	1	34	15	11	4	1	1	4	2	4	8	3	2	1	6	9	0	3									
		4.53%	2.92%	5.84%	4.00%	6.36%	7.81%	3.48%	6.60%	6.01%	8.55%	4.32%	4.29%	8.54%	1.80%	5.51%	6.10%	3.36%	4.73%	5.85%	3.83%	14.39%	1.55%	3.27%	4.47%	4.27%	2.60%	1.47%	1.28%	2.38%	2.27%	6.43%	3.59%	5.34%	1.34%	1.35%	1.09%	3.77%	1.02%	1.65%	5.63%	1.31%	1.65%	1.16%	5.61%	3.33%	0.00%	2.00%									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
