Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    район Восточное Дегунино																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1748	73	73	79	55	54	79	62	74	60	61	76	65	62	67	96	72	72	82	79	96	58	81	76	96									
		8.87%	8.61%	9.37%	8.88%	7.53%	7.55%	10.66%	9.47%	8.98%	6.76%	8.80%	9.04%	8.63%	7.18%	7.13%	10.76%	8.72%	8.71%	9.06%	9.60%	11.74%	7.81%	9.50%	8.41%	10.14%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
