Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Павловская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919	УИК №3920	УИК №3921	УИК №3922	УИК №3923	УИК №3924	УИК №3925	УИК №3926	УИК №3927	УИК №3928	УИК №3929	УИК №3930	УИК №3931	УИК №3932	УИК №3933	УИК №3934	УИК №3935	УИК №3936	УИК №3937	УИК №3938	УИК №3939	УИК №3940	УИК №3941	УИК №3942	УИК №3943	УИК №3944					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	345	10	10	5	5	5	10	10	10	5	10	5	5	5	10	5	10	10	10	10	10	20	10	10	10	10	10	5	10	5	10	5	5	5	5	5	10	5	5	5	5	5	5	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	79	4	7	0	0	2	0	4	1	1	1	0	0	0	9	0	1	0	2	7	5	17	1	0	1	3	3	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	64	6	0	0	1	1	0	1	2	0	1	0	1	0	0	2	0	1	4	5	4	6	4	3	1	1	3	2	3	3	3	1	0	0	0	0	0	0	2	0	0	0	0	2	1					
14	Число погашенных открепительных удостоверений	266	6	3	5	5	3	10	6	9	4	9	5	5	5	1	5	9	10	8	3	5	3	9	10	9	7	7	5	9	5	10	5	5	4	5	5	10	4	4	5	5	4	5	10	5					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	302	16	6	5	2	9	19	3	3	3	28	6	4	0	9	8	2	16	9	3	5	15	10	4	10	7	7	0	8	8	3	4	4	6	0	4	6	1	5	7	1	1	4	23	8					
		1.00%	1.04%	0.61%	0.75%	0.53%	1.42%	3.17%	0.35%	0.33%	1.19%	2.36%	1.63%	2.56%	0.0%	0.65%	1.08%	0.38%	1.95%	0.92%	0.26%	0.64%	1.40%	0.78%	0.50%	0.79%	0.94%	0.80%	0.0%	0.85%	1.56%	0.40%	2.27%	2.70%	1.19%	0.0%	1.85%	0.74%	0.31%	0.98%	4.99%	0.63%	0.56%	0.96%	1.59%	0.68%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	292	14	7	6	2	1	8	8	2	1	10	0	0	2	9	5	5	9	15	13	13	16	9	14	21	4	15	8	13	10	14	2	2	2	0	2	6	0	1	0	1	1	3	9	9					
		0.97%	0.91%	0.71%	0.90%	0.53%	0.15%	1.33%	0.93%	0.22%	0.39%	0.84%	0.0%	0.0%	1.11%	0.65%	0.68%	0.97%	1.10%	1.54%	1.15%	1.68%	1.49%	0.71%	1.77%	1.66%	0.54%	1.72%	1.32%	1.39%	1.95%	1.90%	1.13%	1.35%	0.39%	0.0%	0.92%	0.74%	0.0%	0.19%	0.0%	0.63%	0.56%	0.72%	0.62%	0.77%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	430	16	20	11	5	5	8	19	12	4	14	1	0	2	31	13	17	7	20	20	10	14	5	6	3	7	17	9	16	4	16	1	3	9	3	4	18	2	10	0	3	2	0	18	25					
		1.42%	1.04%	2.05%	1.66%	1.33%	0.78%	1.33%	2.21%	1.32%	1.58%	1.18%	0.27%	0.0%	1.11%	2.24%	1.76%	3.30%	0.85%	2.05%	1.76%	1.29%	1.30%	0.39%	0.76%	0.23%	0.94%	1.95%	1.49%	1.71%	0.78%	2.17%	0.56%	2.02%	1.78%	2.45%	1.85%	2.23%	0.63%	1.96%	0.0%	1.89%	1.12%	0.0%	1.24%	2.14%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	421	17	9	3	4	6	5	10	17	6	14	2	1	0	4	1	3	10	18	26	18	31	31	14	30	13	21	20	20	12	5	3	4	4	7	2	3	0	7	4	2	0	1	3	10					
		1.39%	1.10%	0.92%	0.45%	1.06%	0.94%	0.83%	1.16%	1.87%	2.38%	1.18%	0.54%	0.64%	0.0%	0.28%	0.13%	0.58%	1.22%	1.85%	2.30%	2.32%	2.89%	2.44%	1.77%	2.38%	1.75%	2.41%	3.32%	2.14%	2.34%	0.68%	1.70%	2.70%	0.79%	5.73%	0.92%	0.37%	0.0%	1.37%	2.85%	1.26%	0.0%	0.24%	0.20%	0.85%					
22	"5. ""За Русь Святую"""	124	6	1	2	1	1	2	3	3	2	1	1	0	0	3	5	5	2	5	4	8	4	13	12	6	1	6	1	4	2	1	0	1	1	0	0	2	1	0	2	0	2	2	7	1					
		0.41%	0.39%	0.10%	0.30%	0.26%	0.15%	0.33%	0.35%	0.33%	0.79%	0.08%	0.27%	0.0%	0.0%	0.21%	0.68%	0.97%	0.24%	0.51%	0.35%	1.03%	0.37%	1.02%	1.52%	0.47%	0.13%	0.69%	0.16%	0.42%	0.39%	0.13%	0.0%	0.67%	0.19%	0.0%	0.0%	0.24%	0.31%	0.0%	1.42%	0.0%	1.12%	0.48%	0.48%	0.08%					
23	"6. ""Объединенная Российская партия ""Русь"""	53	0	0	1	1	1	1	5	2	1	1	3	0	0	3	3	3	0	7	1	1	0	1	0	0	3	1	0	0	1	2	0	1	3	0	0	0	0	0	0	0	1	1	4	1					
		0.17%	0.0%	0.0%	0.15%	0.26%	0.15%	0.16%	0.58%	0.22%	0.39%	0.08%	0.81%	0.0%	0.0%	0.21%	0.40%	0.58%	0.0%	0.72%	0.08%	0.12%	0.0%	0.07%	0.0%	0.0%	0.40%	0.11%	0.0%	0.0%	0.19%	0.27%	0.0%	0.67%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.24%	0.27%	0.08%					
24	"7. ""Новый курс - Автомобильная Россия"""	196	6	3	5	1	5	2	6	4	0	3	4	0	0	2	9	1	8	8	9	4	4	14	6	15	6	14	3	16	2	10	0	0	5	0	1	8	0	0	0	0	2	1	3	6					
		0.65%	0.39%	0.30%	0.75%	0.26%	0.78%	0.33%	0.70%	0.44%	0.0%	0.25%	1.08%	0.0%	0.0%	0.14%	1.22%	0.19%	0.97%	0.82%	0.79%	0.51%	0.37%	1.10%	0.76%	1.19%	0.81%	1.61%	0.49%	1.71%	0.39%	1.36%	0.0%	0.0%	0.99%	0.0%	0.46%	0.99%	0.0%	0.0%	0.0%	0.0%	1.12%	0.24%	0.20%	0.51%					
25	"8. ""Народно-республиканская партия России"""	42	2	1	2	1	1	0	1	1	0	0	1	1	0	4	2	1	2	0	0	0	0	3	0	2	2	1	5	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	4					
		0.13%	0.13%	0.10%	0.30%	0.26%	0.15%	0.0%	0.11%	0.11%	0.0%	0.0%	0.27%	0.64%	0.0%	0.28%	0.27%	0.19%	0.24%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.15%	0.27%	0.11%	0.83%	0.10%	0.19%	0.13%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.34%					
26	"9. ""Российская экологическая партия ""Зеленые"""	59	2	1	1	1	2	1	2	4	1	2	1	0	1	2	1	0	0	3	5	3	2	2	2	2	2	2	0	2	0	3	0	0	3	0	0	2	0	1	0	0	0	0	3	0					
		0.19%	0.13%	0.10%	0.15%	0.26%	0.31%	0.16%	0.23%	0.44%	0.39%	0.16%	0.27%	0.0%	0.55%	0.14%	0.13%	0.0%	0.0%	0.30%	0.44%	0.38%	0.18%	0.15%	0.25%	0.15%	0.27%	0.23%	0.0%	0.21%	0.0%	0.40%	0.0%	0.0%	0.59%	0.0%	0.0%	0.24%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%					
27	"10. ""Аграрная партия России"""	1873	146	154	54	42	23	28	66	79	34	100	22	13	4	155	48	18	21	46	22	31	52	43	22	48	27	35	17	38	14	30	7	26	37	5	9	46	31	28	19	13	7	36	114	63					
		6.22%	9.49%	15.79%	8.18%	11.22%	3.63%	4.68%	7.70%	8.71%	13.49%	8.46%	5.97%	8.33%	2.22%	11.20%	6.53%	3.49%	2.56%	4.73%	1.94%	4.01%	4.85%	3.39%	2.79%	3.81%	3.64%	4.03%	2.82%	4.06%	2.73%	4.08%	3.97%	17.56%	7.34%	4.09%	4.16%	5.72%	9.84%	5.51%	13.57%	8.22%	3.95%	8.65%	7.88%	5.40%					
28	"11. ""Истинные патриоты России"""	14	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	1					
		0.04%	0.0%	0.0%	0.15%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.19%	0.0%	0.10%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.27%	0.08%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	264	20	11	3	3	13	5	0	5	1	9	4	0	0	4	6	11	11	11	10	4	9	10	12	11	5	8	5	8	3	5	2	0	4	0	1	9	2	2	0	4	3	9	9	12					
		0.87%	1.30%	1.12%	0.45%	0.80%	2.05%	0.83%	0.0%	0.55%	0.39%	0.76%	1.08%	0.0%	0.0%	0.28%	0.81%	2.13%	1.34%	1.13%	0.88%	0.51%	0.84%	0.78%	1.52%	0.87%	0.67%	0.92%	0.83%	0.85%	0.58%	0.68%	1.13%	0.0%	0.79%	0.0%	0.46%	1.11%	0.63%	0.39%	0.0%	2.53%	1.69%	2.16%	0.62%	1.02%					
30	"13. ""Демократическая партия России"""	70	4	1	3	0	0	2	2	5	0	0	1	0	2	1	0	1	0	3	4	0	1	2	2	3	0	3	5	3	1	4	1	2	1	2	0	1	0	0	0	0	1	0	6	3					
		0.23%	0.26%	0.10%	0.45%	0.0%	0.0%	0.33%	0.23%	0.55%	0.0%	0.0%	0.27%	0.0%	1.11%	0.07%	0.0%	0.19%	0.0%	0.30%	0.35%	0.0%	0.09%	0.15%	0.25%	0.23%	0.0%	0.34%	0.83%	0.32%	0.19%	0.54%	0.56%	1.35%	0.19%	1.63%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.41%	0.25%					
31	"14. ""Великая Россия - Евразийский Союз"""	36	2	3	3	1	0	0	2	0	0	0	1	0	0	1	2	0	0	1	0	2	2	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	7	2					
		0.11%	0.13%	0.30%	0.45%	0.26%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.07%	0.27%	0.0%	0.0%	0.10%	0.0%	0.25%	0.18%	0.0%	0.25%	0.07%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.12%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.48%	0.17%					
32	"15. ""Партия СЛОН"""	26	2	2	0	0	0	1	0	3	0	2	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	3	1	0	1	1	1	0	2	0	0	0	0	0	0	1	0					
		0.08%	0.13%	0.20%	0.0%	0.0%	0.0%	0.16%	0.0%	0.33%	0.0%	0.16%	0.0%	0.64%	0.0%	0.07%	0.0%	0.0%	0.12%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.10%	0.58%	0.13%	0.0%	0.67%	0.19%	0.81%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2894	131	53	37	13	51	33	63	60	21	119	54	15	22	80	41	62	76	116	163	89	134	146	71	144	66	112	110	128	64	81	6	21	27	7	44	72	37	61	7	22	12	12	116	95					
		9.62%	8.51%	5.43%	5.60%	3.47%	8.05%	5.51%	7.35%	6.61%	8.33%	10.06%	14.67%	9.61%	12.22%	5.78%	5.57%	12.03%	9.29%	11.94%	14.42%	11.51%	12.51%	11.53%	9.02%	11.44%	8.91%	12.90%	18.27%	13.70%	12.5%	11.03%	3.40%	14.18%	5.35%	5.73%	20.37%	8.95%	11.74%	12.00%	4.99%	13.92%	6.77%	2.88%	8.02%	8.14%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	86	6	2	0	1	2	0	3	6	3	2	3	0	0	4	1	1	0	2	1	0	2	0	0	3	2	2	4	4	2	1	7	0	3	0	0	3	1	1	1	0	3	0	1	9					
		0.28%	0.39%	0.20%	0.0%	0.26%	0.31%	0.0%	0.35%	0.66%	1.19%	0.16%	0.81%	0.0%	0.0%	0.28%	0.13%	0.19%	0.0%	0.20%	0.08%	0.0%	0.18%	0.0%	0.0%	0.23%	0.27%	0.23%	0.66%	0.42%	0.39%	0.13%	3.97%	0.0%	0.59%	0.0%	0.0%	0.37%	0.31%	0.19%	0.71%	0.0%	1.69%	0.0%	0.06%	0.77%					
35	"18. ""ЛДПР"""	4135	230	85	85	51	82	99	94	110	35	187	64	24	30	220	119	80	120	129	136	73	115	173	93	164	134	138	55	125	78	108	25	11	74	28	29	98	30	111	16	22	20	69	223	143					
		13.74%	14.95%	8.71%	12.87%	13.63%	12.95%	16.55%	10.96%	12.12%	13.88%	15.82%	17.39%	15.38%	16.66%	15.90%	16.19%	15.53%	14.66%	13.28%	12.03%	9.44%	10.73%	13.66%	11.81%	13.03%	18.10%	15.89%	9.13%	13.38%	15.23%	14.71%	14.20%	7.43%	14.68%	22.95%	13.42%	12.18%	9.52%	21.85%	11.42%	13.92%	11.29%	16.58%	15.42%	12.26%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	454	19	25	12	1	9	9	4	15	2	18	4	2	3	15	19	6	10	15	14	12	14	19	13	24	14	16	11	16	11	19	0	2	15	2	1	6	5	16	5	1	0	6	13	11					
		1.50%	1.23%	2.56%	1.81%	0.26%	1.42%	1.50%	0.46%	1.65%	0.79%	1.52%	1.08%	1.28%	1.66%	1.08%	2.58%	1.16%	1.22%	1.54%	1.23%	1.55%	1.30%	1.50%	1.65%	1.90%	1.89%	1.84%	1.82%	1.71%	2.14%	2.58%	0.0%	1.35%	2.97%	1.63%	0.46%	0.74%	1.58%	3.14%	3.57%	0.63%	0.0%	1.44%	0.89%	0.94%					
37	"20. ""Политическая партия ""Единая Россия"""	10136	545	322	162	164	223	217	262	300	72	453	126	46	61	327	243	183	266	312	368	277	366	477	314	451	270	295	189	289	170	250	72	34	180	24	59	193	70	88	37	61	71	173	539	535					
		33.70%	35.43%	33.02%	24.54%	43.85%	35.22%	36.28%	30.57%	33.07%	28.57%	38.32%	34.23%	29.48%	33.88%	23.64%	33.06%	35.53%	32.51%	32.13%	32.56%	35.83%	34.17%	37.67%	39.89%	35.85%	36.48%	33.98%	31.39%	30.94%	33.20%	34.05%	40.90%	22.97%	35.71%	19.67%	27.31%	24.00%	22.22%	17.32%	26.42%	38.60%	40.11%	41.58%	37.27%	45.88%					
38	"21. ""Российская Конституционно-демократическая партия"""	63	2	0	0	1	2	3	0	2	0	2	0	0	0	9	4	0	1	2	3	1	1	0	0	2	2	1	1	2	0	2	1	0	0	0	0	2	1	0	1	0	1	4	1	9					
		0.20%	0.13%	0.0%	0.0%	0.26%	0.31%	0.50%	0.0%	0.22%	0.0%	0.16%	0.0%	0.0%	0.0%	0.65%	0.54%	0.0%	0.12%	0.20%	0.26%	0.12%	0.09%	0.0%	0.0%	0.15%	0.27%	0.11%	0.16%	0.21%	0.0%	0.27%	0.56%	0.0%	0.0%	0.0%	0.0%	0.24%	0.31%	0.0%	0.71%	0.0%	0.56%	0.96%	0.06%	0.77%					
39	"22. ""Развитие предпринимательства"""	76	2	2	2	0	2	0	4	1	0	2	0	0	0	7	4	1	6	1	5	1	4	5	3	5	0	2	1	3	1	2	0	0	3	0	1	2	0	0	2	0	0	1	0	1					
		0.25%	0.13%	0.20%	0.30%	0.0%	0.31%	0.0%	0.46%	0.11%	0.0%	0.16%	0.0%	0.0%	0.0%	0.50%	0.54%	0.19%	0.73%	0.10%	0.44%	0.12%	0.37%	0.39%	0.38%	0.39%	0.0%	0.23%	0.16%	0.32%	0.19%	0.27%	0.0%	0.0%	0.59%	0.0%	0.46%	0.24%	0.0%	0.0%	1.42%	0.0%	0.0%	0.24%	0.0%	0.08%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6652	253	210	219	69	168	131	258	233	53	184	51	40	35	459	161	89	221	208	279	176	239	247	167	255	133	139	124	185	108	133	40	23	96	34	45	295	120	147	33	16	34	78	284	180					
		22.11%	16.44%	21.53%	33.18%	18.44%	26.54%	21.90%	30.10%	25.68%	21.03%	15.56%	13.85%	25.64%	19.44%	33.18%	21.90%	17.28%	27.01%	21.42%	24.69%	22.76%	22.31%	19.51%	21.21%	20.27%	17.97%	16.01%	20.59%	19.80%	21.09%	18.11%	22.72%	15.54%	19.04%	27.86%	20.83%	36.69%	38.09%	28.93%	23.57%	10.12%	19.20%	18.75%	19.64%	15.43%					
																																																			
41	Против всех	1091	88	35	33	8	8	22	35	25	9	24	13	2	15	26	28	20	25	36	38	34	38	51	30	46	27	24	30	48	10	35	5	10	27	8	8	25	13	29	6	11	9	8	35	34					
		3.62%	5.72%	3.58%	5.0%	2.13%	1.26%	3.67%	4.08%	2.75%	3.57%	2.03%	3.53%	1.28%	8.33%	1.87%	3.80%	3.88%	3.05%	3.70%	3.36%	4.39%	3.54%	4.02%	3.81%	3.65%	3.64%	2.76%	4.98%	5.13%	1.95%	4.76%	2.84%	6.75%	5.35%	6.55%	3.70%	3.10%	4.12%	5.70%	4.28%	6.96%	5.08%	1.92%	2.42%	2.91%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
