Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Котельничская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566									
		1.18%	1.33%	1.72%	1.71%	3.07%	2.13%	0.37%	0.78%	1.40%	1.37%	0.99%	1.04%	1.10%	0.53%	1.87%	1.03%	0.84%	0.25%	0.00%	0.00%	0.00%	0.97%	1.08%	1.63%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	218	5	15	14	10	7	14	11	11	10	1	6	19	8	23	14	5	19	8	1	1	1	10	5									
		3.58%	3.33%	3.22%	2.99%	6.13%	3.72%	5.22%	4.31%	3.07%	3.44%	0.99%	3.11%	3.49%	4.28%	6.13%	4.79%	4.20%	4.83%	3.86%	0.99%	0.97%	0.97%	2.16%	1.63%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	180	3	8	12	7	8	12	7	16	8	3	6	17	2	8	5	5	17	3	4	1	2	17	9									
		2.95%	2.00%	1.72%	2.56%	4.29%	4.26%	4.48%	2.75%	4.47%	2.75%	2.97%	3.11%	3.13%	1.07%	2.13%	1.71%	4.20%	4.33%	1.45%	3.96%	0.97%	1.94%	3.68%	2.93%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2291	72	132	144	61	64	102	130	132	113	38	116	175	77	174	117	43	124	69	52	54	48	145	109									
		37.59%	48.00%	28.33%	30.77%	37.42%	34.04%	38.06%	50.98%	36.87%	38.83%	37.62%	60.10%	32.17%	41.18%	46.40%	40.07%	36.13%	31.55%	33.33%	51.49%	52.43%	46.60%	31.39%	35.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	28	2	3	5	1	3	1	0	1	1	1	0	2	1	2	0	0	3	0	1	0	0	1	0									
		0.46%	1.33%	0.64%	1.07%	0.61%	1.60%	0.37%	0.00%	0.28%	0.34%	0.99%	0.00%	0.37%	0.53%	0.53%	0.00%	0.00%	0.76%	0.00%	0.99%	0.00%	0.00%	0.22%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	1	0	2	0	0	0	1	0	0	1	4	1	1	0	0	1	0	0	0	0	1	1									
		0.23%	0.00%	0.21%	0.00%	1.23%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.52%	0.74%	0.53%	0.27%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.22%	0.33%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1798	35	126	149	43	59	99	59	102	92	36	27	152	60	85	97	40	103	82	27	23	35	149	118									
		29.50%	23.33%	27.04%	31.84%	26.38%	31.38%	36.94%	23.14%	28.49%	31.62%	35.64%	13.99%	27.94%	32.09%	22.67%	33.22%	33.61%	26.21%	39.61%	26.73%	22.33%	33.98%	32.25%	38.44%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	2	6	1	0	1	1	0	2	0	0	0	2	0	1	2	1	0	1	0	0	2	1	2									
		0.41%	1.33%	1.29%	0.21%	0.00%	0.53%	0.37%	0.00%	0.56%	0.00%	0.00%	0.00%	0.37%	0.00%	0.27%	0.68%	0.84%	0.00%	0.48%	0.00%	0.00%	1.94%	0.22%	0.65%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	43	2	6	4	0	1	1	0	4	1	2	2	1	1	1	1	1	5	2	0	0	0	5	3									
		0.71%	1.33%	1.29%	0.85%	0.00%	0.53%	0.37%	0.00%	1.12%	0.34%	1.98%	1.04%	0.18%	0.53%	0.27%	0.34%	0.84%	1.27%	0.97%	0.00%	0.00%	0.00%	1.08%	0.98%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	2	0									
		0.11%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.34%	0.00%	0.25%	0.00%	0.00%	0.00%	0.97%	0.43%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	0	4	2	1	0	2	2	6	3	1	3	0	1	2	2	1	3	2	0	0	0	1	3									
		0.64%	0.00%	0.86%	0.43%	0.61%	0.00%	0.75%	0.78%	1.68%	1.03%	0.99%	1.55%	0.00%	0.53%	0.53%	0.68%	0.84%	0.76%	0.97%	0.00%	0.00%	0.00%	0.22%	0.98%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	663	12	48	47	22	20	13	33	45	27	6	17	79	14	37	21	15	78	32	11	16	1	46	23									
		10.88%	8.00%	10.30%	10.04%	13.50%	10.64%	4.85%	12.94%	12.57%	9.28%	5.94%	8.81%	14.52%	7.49%	9.87%	7.19%	12.61%	19.85%	15.46%	10.89%	15.53%	0.97%	9.96%	7.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	0	2	3	1	0	0	0	1	1	0	0	1	1	1	3	0	1	0	0	0	0	2	0									
		0.28%	0.00%	0.43%	0.64%	0.61%	0.00%	0.00%	0.00%	0.28%	0.34%	0.00%	0.00%	0.18%	0.53%	0.27%	1.03%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	455	7	93	62	6	13	17	7	24	20	7	6	22	13	15	15	5	17	5	3	4	6	70	18									
		7.47%	4.67%	19.96%	13.25%	3.68%	6.91%	6.34%	2.75%	6.70%	6.87%	6.93%	3.11%	4.04%	6.95%	4.00%	5.14%	4.20%	4.33%	2.42%	2.97%	3.88%	5.83%	15.15%	5.86%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
