Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Поныровская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831									
		0.84%	0.77%	1.05%	0.85%	0.51%	0.58%	0.00%	0.91%	0.90%	1.40%	0.47%	1.37%	2.03%	0.61%	1.54%	0.62%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	182	24	30	25	5	3	6	6	19	8	10	6	8	2	4	10	4	12									
		3.31%	3.68%	3.49%	4.25%	2.53%	1.73%	2.79%	2.74%	3.44%	2.81%	4.69%	2.74%	4.06%	1.22%	2.05%	3.08%	2.29%	4.49%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	39	8	9	4	1	0	0	1	3	2	3	1	1	1	0	4	0	1									
		0.71%	1.23%	1.05%	0.68%	0.51%	0.00%	0.00%	0.46%	0.54%	0.70%	1.41%	0.46%	0.51%	0.61%	0.00%	1.23%	0.00%	0.37%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3625	355	479	322	131	141	174	164	406	215	128	161	134	127	134	219	144	191									
		65.93%	54.36%	55.76%	54.76%	66.16%	81.50%	80.93%	74.89%	73.42%	75.44%	60.09%	73.52%	68.02%	77.44%	68.72%	67.38%	82.29%	71.54%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	4	9	0	1	1	1	2	0	1	0	0	0	0	0	1	0	1									
		0.38%	0.61%	1.05%	0.00%	0.51%	0.58%	0.47%	0.91%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.37%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	1	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0									
		0.11%	0.15%	0.23%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.31%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	757	102	147	133	27	16	20	17	48	26	28	22	26	17	18	52	14	44									
		13.77%	15.62%	17.11%	22.62%	13.64%	9.25%	9.30%	7.76%	8.68%	9.12%	13.15%	10.05%	13.20%	10.37%	9.23%	16.00%	8.00%	16.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	5	8	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0									
		0.31%	0.77%	0.93%	0.17%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	13	1	3	1	1	0	0	2	1	0	0	1	1	1	0	1	0	0									
		0.24%	0.15%	0.35%	0.17%	0.51%	0.00%	0.00%	0.91%	0.18%	0.00%	0.00%	0.46%	0.51%	0.61%	0.00%	0.31%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	1									
		0.11%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.51%	0.31%	0.00%	0.37%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	7	10	2	0	0	0	3	1	0	2	0	0	0	0	0	2	1									
		0.51%	1.07%	1.16%	0.34%	0.00%	0.00%	0.00%	1.37%	0.18%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.37%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	494	78	108	60	27	8	9	11	38	18	26	20	20	10	21	22	10	8									
		8.99%	11.94%	12.57%	10.20%	13.64%	4.62%	4.19%	5.02%	6.87%	6.32%	12.21%	9.13%	10.15%	6.10%	10.77%	6.77%	5.71%	2.99%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	5	2	3	0	0	0	3	2	1	4	3	1	1	0	1	0	1									
		0.49%	0.77%	0.23%	0.51%	0.00%	0.00%	0.00%	1.37%	0.36%	0.35%	1.88%	1.37%	0.51%	0.61%	0.00%	0.31%	0.00%	0.37%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	140	38	27	17	2	0	2	1	15	7	9	1	2	2	8	6	1	2									
		2.55%	5.82%	3.14%	2.89%	1.01%	0.00%	0.93%	0.46%	2.71%	2.46%	4.23%	0.46%	1.02%	1.22%	4.10%	1.85%	0.57%	0.75%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
