7	Число избирательных бюллетеней в переносных ящиках для голосования	2957	40	60	70	115	157	0	119	44	51	57	66	29	70	44	63	45	34	57	32	40	51	61	101	38	65	39	49	65	31	38	49	36	33	32	39	52	46	53	80	114	27	24	53	78	86	44	99	58	13	210					
8	Число бюллетеней в стационарных ящиках для голосования	51186	298	441	643	654	191	163	1185	1268	1230	821	1233	1288	1232	1230	1201	1156	1223	1276	1447	1299	1154	1274	1317	1336	1083	1202	1265	1183	1356	1154	1098	1158	1206	1119	1289	1179	1438	1245	277	1131	1092	1108	1096	1096	1335	1234	724	47	90	421					
9	Число недействительных избирательных бюллетеней	1082	6	4	11	11	27	10	10	30	31	14	26	25	20	33	24	25	35	26	32	15	32	20	41	29	18	23	25	32	25	22	12	29	28	30	26	24	26	20	7	28	23	27	27	13	25	23	18	1	6	7					
10	Число действительных избирательных бюллетеней	53061	332	497	702	758	321	153	1294	1282	1250	864	1273	1292	1282	1241	1240	1176	1222	1307	1447	1324	1173	1315	1377	1345	1130	1218	1289	1216	1362	1170	1135	1165	1211	1121	1302	1207	1458	1278	350	1217	1096	1105	1122	1161	1396	1255	805	104	97	624					
11	Число полученных открепительных  удостоверений	1652	20	25	25	25	10	200	35	35	25	25	37	45	45	45	25	25	25	35	35	35	35	35	55	55	45	25	35	35	35	25	25	25	25	25	25	25	25	35	25	35	25	25	45	35	35	35	25	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	779	6	8	12	12	1	88	19	16	13	19	13	13	9	13	12	17	24	20	27	17	15	20	26	15	26	14	16	24	16	15	15	17	11	14	10	12	25	21	9	16	6	10	23	9	22	9	4	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	630	10	7	11	20	3	5	27	9	12	14	17	13	15	11	17	9	16	21	9	13	19	9	14	26	8	17	8	16	16	9	12	6	14	6	17	11	9	16	12	11	5	0	9	5	9	9	14	1	6	57					
14	Число неиспользованных открепительных удостоверений	873	14	17	13	13	9	112	16	19	12	6	24	32	36	32	13	8	1	15	8	18	20	15	29	40	19	11	19	11	19	10	10	8	14	11	15	13	0	14	16	19	19	15	22	26	13	26	21	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	48	0	3	0	0	0	0	3	0	1	2	2	1	1	1	0	0	0	1	0	5	1	0	1	1	0	1	0	3	0	1	0	0	0	0	0	0	3	2	0	1	1	2	1	3	2	2	3	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	Богданов Андрей Владимирович	1013	7	8	11	8	11	10	35	27	19	16	22	28	21	34	21	33	21	19	28	40	25	24	20	23	25	33	23	24	24	24	24	11	26	23	19	10	21	35	1	10	14	27	24	37	25	24	7	1	1	9					
		1.87%	2.07%	1.60%	1.54%	1.04%	3.16%	6.13%	2.68%	2.06%	1.48%	1.82%	1.69%	2.13%	1.61%	2.67%	1.66%	2.75%	1.67%	1.43%	1.89%	2.99%	2.07%	1.80%	1.41%	1.67%	2.18%	2.66%	1.75%	1.92%	1.73%	2.01%	2.09%	0.92%	2.10%	1.99%	1.43%	0.81%	1.42%	2.70%	0.28%	0.80%	1.25%	2.39%	2.09%	3.15%	1.76%	1.88%	0.85%	0.95%	0.97%	1.43%					
19	Жириновский Владимир Вольфович	6261	36	50	102	111	26	17	151	169	152	110	142	144	132	160	135	126	143	123	156	144	180	159	152	154	158	134	132	164	176	117	127	132	159	129	153	125	285	175	36	117	108	125	124	107	146	165	80	10	11	92					
		11.56%	10.65%	9.98%	14.31%	14.43%	7.47%	10.43%	11.58%	12.88%	11.87%	12.53%	10.93%	10.93%	10.14%	12.56%	10.68%	10.49%	11.38%	9.23%	10.55%	10.75%	14.94%	11.91%	10.72%	11.21%	13.76%	10.80%	10.05%	13.14%	12.69%	9.82%	11.07%	11.06%	12.83%	11.21%	11.52%	10.15%	19.20%	13.48%	10.08%	9.40%	9.65%	11.04%	10.79%	9.11%	10.27%	12.91%	9.72%	9.52%	10.68%	14.58%					
20	Зюганов Геннадий Андреевич	11637	48	68	127	151	48	20	319	271	298	200	323	332	322	294	298	274	285	276	332	311	249	240	365	333	260	317	328	251	317	248	259	264	307	235	287	232	137	254	57	272	238	242	186	239	303	296	163	18	24	119					
		21.49%	14.20%	13.57%	17.81%	19.64%	13.79%	12.27%	24.46%	20.66%	23.26%	22.78%	24.87%	25.21%	24.73%	23.08%	23.58%	22.81%	22.67%	20.71%	22.45%	23.23%	20.66%	17.98%	25.74%	24.24%	22.65%	25.54%	24.96%	20.11%	22.86%	20.81%	22.58%	22.11%	24.78%	20.42%	21.61%	18.85%	9.23%	19.57%	15.97%	21.85%	21.27%	21.38%	16.19%	20.36%	21.32%	23.16%	19.81%	17.14%	23.30%	18.86%					
21	Медведев Дмитрий Анатольевич	34150	241	371	462	488	236	106	789	815	781	538	786	788	807	753	786	743	773	889	931	829	719	892	840	835	687	734	806	777	845	781	725	758	719	734	843	840	1015	814	256	818	736	711	788	778	922	770	555	75	61	404					
		63.07%	71.30%	74.05%	64.80%	63.46%	67.82%	65.03%	60.51%	62.12%	60.97%	61.28%	60.51%	59.83%	61.98%	59.11%	62.18%	61.87%	61.50%	66.69%	62.95%	61.91%	59.67%	66.82%	59.24%	60.77%	59.84%	59.15%	61.34%	62.26%	60.92%	65.52%	63.21%	63.48%	58.03%	63.77%	63.48%	68.24%	68.40%	62.71%	71.71%	65.70%	65.77%	62.81%	68.58%	66.27%	64.88%	60.25%	67.44%	71.43%	59.22%	64.03%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
