Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Исаклинская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК  198	УИК  199	УИК  200	УИК  201	УИК  202	УИК  203	УИК  204	УИК  205	УИК  206	УИК  207	УИК  208	УИК  209	УИК  210	УИК  211	УИК  212	УИК  213	УИК  214	УИК  215	УИК  216	УИК  217	УИК  218	УИК  219	УИК  220	УИК  221	УИК  222					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	166	14	29	6	2	7	4	10	0	1	7	1	6	3	3	4	7	3	18	3	5	6	1	8	2	16					
		1.77%	1.30%	2.06%	4.61%	0.65%	2.09%	2.72%	3.26%	0.0%	0.75%	3.07%	0.79%	3.09%	1.65%	2.70%	0.58%	1.65%	0.56%	3.53%	1.93%	1.62%	2.83%	0.31%	3.13%	0.56%	2.33%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	131	33	10	6	3	4	0	10	1	2	3	2	0	2	2	6	11	2	19	1	4	2	1	3	1	3					
		1.39%	3.08%	0.71%	4.61%	0.97%	1.19%	0.0%	3.26%	0.37%	1.50%	1.31%	1.58%	0.0%	1.10%	1.80%	0.87%	2.60%	0.37%	3.73%	0.64%	1.30%	0.94%	0.31%	1.17%	0.28%	0.43%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	262	31	43	0	11	6	1	21	0	3	3	1	11	4	1	32	4	13	12	3	7	1	5	7	20	22					
		2.79%	2.89%	3.06%	0.0%	3.58%	1.79%	0.68%	6.86%	0.0%	2.25%	1.31%	0.79%	5.67%	2.20%	0.90%	4.65%	0.94%	2.46%	2.35%	1.93%	2.28%	0.47%	1.59%	2.74%	5.63%	3.21%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	71	3	15	1	1	3	2	1	1	0	2	0	3	0	0	6	4	2	4	2	4	4	2	5	0	6					
		0.75%	0.28%	1.06%	0.76%	0.32%	0.89%	1.36%	0.32%	0.37%	0.0%	0.87%	0.0%	1.54%	0.0%	0.0%	0.87%	0.94%	0.37%	0.78%	1.29%	1.30%	1.88%	0.63%	1.96%	0.0%	0.87%					
22	"5. ""За Русь Святую"""	45	1	10	1	0	2	2	1	1	1	0	0	0	0	0	2	2	3	3	1	6	2	3	3	0	1					
		0.48%	0.09%	0.71%	0.76%	0.0%	0.59%	1.36%	0.32%	0.37%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.47%	0.56%	0.58%	0.64%	1.95%	0.94%	0.95%	1.17%	0.0%	0.14%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	3	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	1	3					
		0.17%	0.28%	0.14%	0.0%	0.0%	0.0%	0.0%	0.32%	0.37%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.18%	0.0%	1.29%	0.0%	0.47%	0.0%	0.0%	0.28%	0.43%					
24	"7. ""Новый курс - Автомобильная Россия"""	35	8	12	0	3	0	0	0	1	0	0	0	0	0	0	5	0	1	4	0	0	1	0	0	0	0					
		0.37%	0.74%	0.85%	0.0%	0.97%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.18%	0.78%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	18	1	4	0	2	1	0	0	0	0	2	0	0	1	0	1	2	0	0	1	0	1	0	0	1	1					
		0.19%	0.09%	0.28%	0.0%	0.65%	0.29%	0.0%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.55%	0.0%	0.14%	0.47%	0.0%	0.0%	0.64%	0.0%	0.47%	0.0%	0.0%	0.28%	0.14%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	2	1	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	2					
		0.13%	0.18%	0.07%	0.76%	0.32%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.56%	0.29%					
27	"10. ""Аграрная партия России"""	938	44	95	5	42	11	4	41	10	10	26	15	13	17	4	141	43	36	85	41	52	9	109	30	25	30					
		10.02%	4.11%	6.77%	3.84%	13.68%	3.29%	2.72%	13.39%	3.78%	7.51%	11.40%	11.90%	6.70%	9.39%	3.60%	20.49%	10.18%	6.83%	16.69%	26.45%	16.93%	4.24%	34.82%	11.76%	7.04%	4.38%					
28	"11. ""Истинные патриоты России"""	14	2	3	0	0	0	0	0	0	0	0	0	1	3	0	2	2	0	0	0	1	0	0	0	0	0					
		0.14%	0.18%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	1.65%	0.0%	0.29%	0.47%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	131	18	22	0	2	9	0	3	2	1	2	0	1	5	0	9	14	2	14	1	5	10	1	0	3	7					
		1.39%	1.68%	1.56%	0.0%	0.65%	2.69%	0.0%	0.98%	0.75%	0.75%	0.87%	0.0%	0.51%	2.76%	0.0%	1.30%	3.31%	0.37%	2.75%	0.64%	1.62%	4.71%	0.31%	0.0%	0.84%	1.02%					
30	"13. ""Демократическая партия России"""	27	1	4	1	2	1	0	1	0	1	0	0	1	1	1	2	2	0	0	1	0	4	0	0	0	4					
		0.28%	0.09%	0.28%	0.76%	0.65%	0.29%	0.0%	0.32%	0.0%	0.75%	0.0%	0.0%	0.51%	0.55%	0.90%	0.29%	0.47%	0.0%	0.0%	0.64%	0.0%	1.88%	0.0%	0.0%	0.0%	0.58%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	3	7	1	0	1	0	2	0	1	0	0	0	1	0	0	1	0	5	0	2	0	1	0	0	2					
		0.28%	0.28%	0.49%	0.76%	0.0%	0.29%	0.0%	0.65%	0.0%	0.75%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.23%	0.0%	0.98%	0.0%	0.65%	0.0%	0.31%	0.0%	0.0%	0.29%					
32	"15. ""Партия СЛОН"""	12	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	1	3					
		0.12%	0.0%	0.07%	0.0%	0.0%	0.29%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.55%	0.90%	0.14%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.43%					
33	"16. ""Родина"" (народно-патриотический союз)"""	402	83	115	4	8	13	2	17	8	3	9	3	8	4	2	18	4	12	30	4	10	6	7	11	2	19					
		4.29%	7.75%	8.19%	3.07%	2.60%	3.89%	1.36%	5.55%	3.03%	2.25%	3.94%	2.38%	4.12%	2.20%	1.80%	2.61%	0.94%	2.27%	5.89%	2.58%	3.25%	2.83%	2.23%	4.31%	0.56%	2.77%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	31	3	8	1	0	2	1	0	0	0	1	0	1	0	0	3	1	2	1	1	0	1	2	0	1	2					
		0.33%	0.28%	0.57%	0.76%	0.0%	0.59%	0.68%	0.0%	0.0%	0.0%	0.43%	0.0%	0.51%	0.0%	0.0%	0.43%	0.23%	0.37%	0.19%	0.64%	0.0%	0.47%	0.63%	0.0%	0.28%	0.29%					
35	"18. ""ЛДПР"""	1062	126	168	12	48	49	11	37	26	7	28	34	17	15	8	62	35	68	79	12	30	19	23	29	39	80					
		11.34%	11.77%	11.97%	9.23%	15.63%	14.67%	7.48%	12.09%	9.84%	5.26%	12.28%	26.98%	8.76%	8.28%	7.20%	9.01%	8.29%	12.90%	15.52%	7.74%	9.77%	8.96%	7.34%	11.37%	10.98%	11.69%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	111	10	13	2	9	5	4	1	1	1	5	0	3	4	0	11	4	6	7	0	3	0	3	5	2	12					
		1.18%	0.93%	0.92%	1.53%	2.93%	1.49%	2.72%	0.32%	0.37%	0.75%	2.19%	0.0%	1.54%	2.20%	0.0%	1.59%	0.94%	1.13%	1.37%	0.0%	0.97%	0.0%	0.95%	1.96%	0.56%	1.75%					
37	"20. ""Политическая партия ""Единая Россия"""	4188	466	575	65	127	178	91	105	154	79	95	49	91	105	72	243	240	327	146	32	144	129	122	90	175	288					
		44.73%	43.55%	40.98%	50.0%	41.36%	53.29%	61.90%	34.31%	58.33%	59.39%	41.66%	38.88%	46.90%	58.01%	64.86%	35.31%	56.87%	62.04%	28.68%	20.64%	46.90%	60.84%	38.97%	35.29%	49.29%	42.10%					
38	"21. ""Российская Конституционно-демократическая партия"""	23	1	2	0	0	1	0	0	1	1	1	0	1	1	0	1	3	2	0	1	0	0	0	0	4	3					
		0.24%	0.09%	0.14%	0.0%	0.0%	0.29%	0.0%	0.0%	0.37%	0.75%	0.43%	0.0%	0.51%	0.55%	0.0%	0.14%	0.71%	0.37%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	1.12%	0.43%					
39	"22. ""Развитие предпринимательства"""	18	3	4	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	4	0	1	0	0	0	0	1					
		0.19%	0.28%	0.28%	0.0%	0.0%	0.0%	0.0%	0.32%	0.37%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.14%	0.23%	0.0%	0.78%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.14%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1174	153	170	12	42	23	17	31	53	16	37	18	24	5	11	100	31	40	57	34	19	13	23	44	59	142					
		12.54%	14.29%	12.11%	9.23%	13.68%	6.88%	11.56%	10.13%	20.07%	12.03%	16.22%	14.28%	12.37%	2.76%	9.90%	14.53%	7.34%	7.59%	11.19%	21.93%	6.18%	6.13%	7.34%	17.25%	16.61%	20.76%					
																																
41	Против всех	313	55	64	8	3	16	6	7	1	6	4	1	12	8	6	19	7	3	15	6	9	3	2	11	12	29					
		3.34%	5.14%	4.56%	6.15%	0.97%	4.79%	4.08%	2.28%	0.37%	4.51%	1.75%	0.79%	6.18%	4.41%	5.40%	2.76%	1.65%	0.56%	2.94%	3.87%	2.93%	1.41%	0.63%	4.31%	3.38%	4.23%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
