Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Игринская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	138	8	6	5	14	7	6	4	3	5	9	3	1	3	3	2	2	4	1	11	5	5	5	3	1	2	2	1	0	1	3	1	2	2	1	3	1	1	1	1									
		0.90%	0.86%	1.80%	1.18%	1.60%	0.90%	0.60%	1.07%	0.42%	0.49%	1.32%	0.72%	0.21%	1.18%	0.85%	0.51%	0.70%	1.46%	1.00%	1.87%	0.90%	1.27%	2.45%	1.57%	0.42%	1.60%	0.39%	0.78%	0.00%	0.34%	0.96%	0.61%	1.79%	0.55%	0.40%	0.69%	0.48%	0.43%	1.02%	0.92%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	341	23	5	9	25	26	18	5	12	19	20	13	15	7	7	5	4	7	1	15	12	3	6	4	13	5	13	3	1	8	8	1	2	6	5	6	1	1	3	4									
		2.22%	2.46%	1.50%	2.13%	2.85%	3.34%	1.81%	1.34%	1.69%	1.87%	2.94%	3.13%	3.16%	2.75%	1.99%	1.27%	1.40%	2.55%	1.00%	2.55%	2.16%	0.76%	2.94%	2.09%	5.46%	4.00%	2.52%	2.34%	0.70%	2.75%	2.56%	0.61%	1.79%	1.65%	2.00%	1.39%	0.48%	0.43%	3.06%	3.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	241	15	3	10	23	12	14	7	11	7	11	9	11	2	6	5	1	12	1	16	9	2	2	3	3	3	8	3	3	3	3	0	0	4	4	3	5	3	1	3									
		1.57%	1.60%	0.90%	2.36%	2.63%	1.54%	1.41%	1.87%	1.54%	0.69%	1.62%	2.17%	2.32%	0.78%	1.71%	1.27%	0.35%	4.38%	1.00%	2.72%	1.62%	0.51%	0.98%	1.57%	1.26%	2.40%	1.55%	2.34%	2.10%	1.03%	0.96%	0.00%	0.00%	1.10%	1.60%	0.69%	2.39%	1.28%	1.02%	2.75%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8646	462	180	231	479	410	491	182	334	546	325	221	257	116	192	277	185	162	65	296	270	268	142	132	152	84	326	83	106	196	204	117	77	262	166	266	145	124	55	60									
		56.41%	49.41%	53.89%	54.61%	54.68%	52.63%	49.50%	48.66%	46.91%	53.74%	47.79%	53.25%	54.11%	45.49%	54.70%	70.30%	64.91%	59.12%	65.00%	50.25%	48.65%	67.85%	69.61%	69.11%	63.87%	67.20%	63.30%	64.84%	74.13%	67.35%	65.18%	71.78%	68.75%	71.98%	66.40%	61.57%	69.38%	52.99%	56.12%	55.05%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	87	6	3	0	10	1	3	3	4	6	1	0	3	0	2	3	5	1	1	5	3	1	1	1	3	0	3	1	4	0	3	1	0	1	1	2	0	5	0	0									
		0.57%	0.64%	0.90%	0.00%	1.14%	0.13%	0.30%	0.80%	0.56%	0.59%	0.15%	0.00%	0.63%	0.00%	0.57%	0.76%	1.75%	0.36%	1.00%	0.85%	0.54%	0.25%	0.49%	0.52%	1.26%	0.00%	0.58%	0.78%	2.80%	0.00%	0.96%	0.61%	0.00%	0.27%	0.40%	0.46%	0.00%	2.14%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	38	2	0	0	1	5	1	0	0	2	2	0	0	1	2	3	0	3	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	3	1	3	1	0									
		0.25%	0.21%	0.00%	0.00%	0.11%	0.64%	0.10%	0.00%	0.00%	0.20%	0.29%	0.00%	0.00%	0.39%	0.57%	0.76%	0.00%	1.09%	1.00%	0.17%	0.18%	0.00%	0.49%	0.52%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.40%	0.69%	0.48%	1.28%	1.02%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2110	163	52	67	143	123	164	58	116	143	114	66	82	41	51	37	33	31	8	72	51	27	8	18	29	15	44	16	9	36	39	16	7	24	30	86	24	34	12	21									
		13.77%	17.43%	15.57%	15.84%	16.32%	15.79%	16.53%	15.51%	16.29%	14.07%	16.76%	15.90%	17.26%	16.08%	14.53%	9.39%	11.58%	11.31%	8.00%	12.22%	9.19%	6.84%	3.92%	9.42%	12.18%	12.00%	8.54%	12.50%	6.29%	12.37%	12.46%	9.82%	6.25%	6.59%	12.00%	19.91%	11.48%	14.53%	12.24%	19.27%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	51	3	0	2	4	2	5	2	2	7	3	1	0	1	1	0	0	1	0	3	3	1	0	1	0	0	2	0	0	2	1	0	0	1	1	0	0	0	2	0									
		0.33%	0.32%	0.00%	0.47%	0.46%	0.26%	0.50%	0.53%	0.28%	0.69%	0.44%	0.24%	0.00%	0.39%	0.28%	0.00%	0.00%	0.36%	0.00%	0.51%	0.54%	0.25%	0.00%	0.52%	0.00%	0.00%	0.39%	0.00%	0.00%	0.69%	0.32%	0.00%	0.00%	0.27%	0.40%	0.00%	0.00%	0.00%	2.04%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	525	34	27	19	26	24	45	18	20	56	20	16	20	15	21	3	14	4	6	10	25	4	5	6	7	2	6	2	2	2	7	2	7	9	2	13	6	9	5	6									
		3.43%	3.64%	8.08%	4.49%	2.97%	3.08%	4.54%	4.81%	2.81%	5.51%	2.94%	3.86%	4.21%	5.88%	5.98%	0.76%	4.91%	1.46%	6.00%	1.70%	4.50%	1.01%	2.45%	3.14%	2.94%	1.60%	1.17%	1.56%	1.40%	0.69%	2.24%	1.23%	6.25%	2.47%	0.80%	3.01%	2.87%	3.85%	5.10%	5.50%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	3	0	1	0	5	0	0	1	1	1	1	1	2	1	1	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0									
		0.18%	0.32%	0.00%	0.24%	0.00%	0.64%	0.00%	0.00%	0.14%	0.10%	0.15%	0.24%	0.21%	0.78%	0.28%	0.25%	0.00%	0.00%	0.00%	0.17%	0.36%	0.25%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.23%	0.00%	0.85%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	60	1	0	2	3	2	5	2	5	5	5	4	5	1	1	2	0	1	0	2	2	1	0	0	0	0	1	1	0	1	4	1	1	1	0	0	0	0	1	0									
		0.39%	0.11%	0.00%	0.47%	0.34%	0.26%	0.50%	0.53%	0.70%	0.49%	0.74%	0.96%	1.05%	0.39%	0.28%	0.51%	0.00%	0.36%	0.00%	0.34%	0.36%	0.25%	0.00%	0.00%	0.00%	0.00%	0.19%	0.78%	0.00%	0.34%	1.28%	0.61%	0.89%	0.27%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2054	125	27	40	91	120	165	72	149	147	124	64	52	42	31	34	24	25	11	112	136	62	15	14	19	7	70	13	9	34	27	19	11	42	22	34	12	40	4	9									
		13.40%	13.37%	8.08%	9.46%	10.39%	15.40%	16.63%	19.25%	20.93%	14.47%	18.24%	15.42%	10.95%	16.47%	8.83%	8.63%	8.42%	9.12%	11.00%	19.02%	24.50%	15.70%	7.35%	7.33%	7.98%	5.60%	13.59%	10.16%	6.29%	11.68%	8.63%	11.66%	9.82%	11.54%	8.80%	7.87%	5.74%	17.09%	4.08%	8.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	54	4	1	1	1	4	4	1	4	4	3	5	0	0	1	0	0	1	0	2	1	1	0	1	1	2	2	0	0	0	0	0	1	3	0	3	0	2	0	1									
		0.35%	0.43%	0.30%	0.24%	0.11%	0.51%	0.40%	0.27%	0.56%	0.39%	0.44%	1.20%	0.00%	0.00%	0.28%	0.00%	0.00%	0.36%	0.00%	0.34%	0.18%	0.25%	0.00%	0.52%	0.42%	1.60%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.82%	0.00%	0.69%	0.00%	0.85%	0.00%	0.92%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	383	38	14	20	22	13	31	9	21	28	18	7	17	9	14	4	2	4	2	12	9	9	4	4	4	0	18	1	4	5	9	0	1	7	1	5	7	2	6	2									
		2.50%	4.06%	4.19%	4.73%	2.51%	1.67%	3.13%	2.41%	2.95%	2.76%	2.65%	1.69%	3.58%	3.53%	3.99%	1.02%	0.70%	1.46%	2.00%	2.04%	1.62%	2.28%	1.96%	2.09%	1.68%	0.00%	3.50%	0.78%	2.80%	1.72%	2.88%	0.00%	0.89%	1.92%	0.40%	1.16%	3.35%	0.85%	6.12%	1.83%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
