Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Лев-Толстовская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	242	20	20	20	20	20	20	20	5	2	10	2	2	2	2	5	2	10	2	2	10	2	5	5	10	5	5	2	7	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	68	11	10	9	4	6	6	5	0	0	2	1	0	0	0	0	0	1	0	0	3	2	0	1	3	0	0	1	3	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	58	7	2	2	0	1	0	1	1	1	1	4	2	2	3	3	3	1	2	1	5	3	1	2	0	3	2	2	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	174	9	10	11	16	14	14	15	5	2	8	1	2	2	2	5	2	9	2	2	7	0	5	4	7	5	5	1	4	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	3	2	4	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	99	7	5	6	3	1	5	6	2	0	6	3	1	1	1	4	0	2	1	1	1	2	5	4	5	7	6	1	8	5									
		1.34%	1.09%	0.71%	1.86%	0.98%	0.25%	1.18%	1.07%	0.67%	0.00%	1.78%	3.30%	1.09%	1.59%	1.47%	1.65%	0.00%	1.06%	1.35%	0.90%	0.39%	2.27%	3.23%	1.95%	1.05%	3.74%	1.97%	0.56%	3.36%	2.07%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	183	13	14	10	19	7	8	9	3	2	13	3	4	1	3	9	4	3	1	4	7	1	6	4	9	10	5	1	5	5									
		2.48%	2.03%	1.99%	3.10%	6.19%	1.73%	1.89%	1.60%	1.00%	2.74%	3.85%	3.30%	4.35%	1.59%	4.41%	3.70%	8.51%	1.60%	1.35%	3.60%	2.76%	1.14%	3.87%	1.95%	1.88%	5.35%	1.64%	0.56%	2.10%	2.07%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	170	26	20	17	6	10	10	7	1	1	7	2	4	0	0	11	0	4	2	0	11	2	3	1	6	1	7	4	4	3									
		2.30%	4.06%	2.85%	5.26%	1.95%	2.47%	2.36%	1.25%	0.33%	1.37%	2.07%	2.20%	4.35%	0.00%	0.00%	4.53%	0.00%	2.13%	2.70%	0.00%	4.33%	2.27%	1.94%	0.49%	1.26%	0.53%	2.30%	2.22%	1.68%	1.24%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4430	333	393	156	153	227	250	291	209	53	241	59	66	39	28	128	26	118	48	77	138	52	81	148	341	117	201	132	150	175									
		60.03%	52.03%	56.06%	48.30%	49.84%	56.05%	58.96%	51.87%	69.67%	72.60%	71.30%	64.84%	71.74%	61.90%	41.18%	52.67%	55.32%	62.77%	64.86%	69.37%	54.33%	59.09%	52.26%	72.20%	71.34%	62.57%	66.12%	73.33%	63.03%	72.31%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	2	6	5	4	1	4	1	0	0	2	1	1	0	0	1	0	1	0	0	7	0	0	0	0	1	0	0	2	0									
		0.53%	0.31%	0.86%	1.55%	1.30%	0.25%	0.94%	0.18%	0.00%	0.00%	0.59%	1.10%	1.09%	0.00%	0.00%	0.41%	0.00%	0.53%	0.00%	0.00%	2.76%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.84%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	0	3	2	0	2	3	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	3	1	1	1	1	0									
		0.30%	0.00%	0.43%	0.62%	0.00%	0.49%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	2.17%	0.00%	0.00%	0.41%	0.00%	0.00%	1.35%	0.00%	0.00%	1.14%	0.00%	0.00%	0.63%	0.53%	0.33%	0.56%	0.42%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1099	114	97	43	43	82	62	117	39	14	39	5	5	11	26	36	9	31	6	18	40	23	37	16	48	19	34	25	29	31									
		14.89%	17.81%	13.84%	13.31%	14.01%	20.25%	14.62%	20.86%	13.00%	19.18%	11.54%	5.49%	5.43%	17.46%	38.24%	14.81%	19.15%	16.49%	8.11%	16.22%	15.75%	26.14%	23.87%	7.80%	10.04%	10.16%	11.18%	13.89%	12.18%	12.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	2	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	3	1	1	1	1	0									
		0.24%	0.31%	0.14%	0.00%	0.33%	0.00%	0.24%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	1.57%	0.00%	0.00%	0.00%	0.63%	0.53%	0.33%	0.56%	0.42%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	37	3	6	1	0	3	4	4	0	0	1	0	2	0	0	0	2	1	2	1	2	0	0	0	1	1	1	0	1	1									
		0.50%	0.47%	0.86%	0.31%	0.00%	0.74%	0.94%	0.71%	0.00%	0.00%	0.30%	0.00%	2.17%	0.00%	0.00%	0.00%	4.26%	0.53%	2.70%	0.90%	0.79%	0.00%	0.00%	0.00%	0.21%	0.53%	0.33%	0.00%	0.42%	0.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	1	0	0	1	1	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0									
		0.12%	0.00%	0.14%	0.00%	0.00%	0.25%	0.24%	0.00%	0.33%	0.00%	0.00%	0.00%	2.17%	0.00%	0.00%	0.00%	0.00%	0.53%	1.35%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	5	1	4	5	0	4	1	2	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	2	0									
		0.45%	0.78%	0.14%	1.24%	1.63%	0.00%	0.94%	0.18%	0.67%	0.00%	0.30%	1.10%	0.00%	1.59%	1.47%	0.41%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.33%	0.56%	0.84%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	777	83	93	51	48	51	39	86	32	3	19	11	2	3	4	30	3	19	5	8	23	5	11	23	28	17	34	10	22	14									
		10.53%	12.97%	13.27%	15.79%	15.64%	12.59%	9.20%	15.33%	10.67%	4.11%	5.62%	12.09%	2.17%	4.76%	5.88%	12.35%	6.38%	10.11%	6.76%	7.21%	9.06%	5.68%	7.10%	11.22%	5.86%	9.09%	11.18%	5.56%	9.24%	5.79%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	3	3	1	0	1	1	0	2	0	1	0	0	0	1	1	0	0	1	0	0	2	1	1	1	1	3	0	1	1									
		0.35%	0.47%	0.43%	0.31%	0.00%	0.25%	0.24%	0.00%	0.67%	0.00%	0.30%	0.00%	0.00%	0.00%	1.47%	0.41%	0.00%	0.00%	1.35%	0.00%	0.00%	2.27%	0.65%	0.49%	0.21%	0.53%	0.99%	0.00%	0.42%	0.41%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	286	36	40	24	18	12	27	26	9	0	4	2	1	5	0	13	1	7	4	2	11	0	6	3	11	3	5	2	10	4									
		3.88%	5.63%	5.71%	7.43%	5.86%	2.96%	6.37%	4.63%	3.00%	0.00%	1.18%	2.20%	1.09%	7.94%	0.00%	5.35%	2.13%	3.72%	5.41%	1.80%	4.33%	0.00%	3.87%	1.46%	2.30%	1.60%	1.64%	1.11%	4.20%	1.65%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
