17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	Богданов Андрей Владимирович	1515	76	46	43	42	59	50	61	43	59	43	59	54	31	17	41	44	43	4	77	46	81	53	60	49	50	52	45	59	34	60	34					
		2.98%	4.28%	2.80%	2.65%	2.99%	3.70%	2.43%	3.04%	2.49%	2.82%	2.35%	3.24%	3.06%	2.77%	1.98%	2.76%	2.55%	1.91%	2.72%	4.62%	2.65%	4.56%	3.50%	3.18%	2.54%	2.48%	2.95%	2.93%	4.11%	2.38%	3.26%	2.50%					
19	Жириновский Владимир Вольфович	6211	231	199	225	137	226	286	275	168	229	204	216	205	123	111	101	225	386	19	206	219	183	169	212	220	295	222	175	149	131	224	240					
		12.23%	13.01%	12.10%	13.87%	9.78%	14.19%	13.90%	13.70%	9.73%	10.93%	11.16%	11.86%	11.62%	10.99%	12.94%	6.81%	13.05%	17.19%	12.93%	12.36%	12.59%	10.29%	11.15%	11.25%	11.39%	14.64%	12.61%	11.40%	10.38%	9.17%	12.16%	17.62%					
20	Зюганов Геннадий Андреевич	9094	263	330	223	283	277	347	334	381	364	360	354	352	164	190	180	354	269	12	280	270	362	314	355	362	315	362	310	246	364	366	151					
		17.90%	14.82%	20.06%	13.75%	20.20%	17.39%	16.86%	16.64%	22.07%	17.37%	19.69%	19.43%	19.95%	14.66%	22.14%	12.14%	20.53%	11.98%	8.16%	16.81%	15.53%	20.36%	20.71%	18.84%	18.75%	15.63%	20.57%	20.20%	17.13%	25.49%	19.87%	11.09%					
21	Медведев Дмитрий Анатольевич	32973	1160	1039	1099	918	1002	1335	1303	1101	1406	1177	1154	1121	790	517	1137	1069	1521	112	1070	1176	1104	950	1212	1230	1318	1074	978	957	871	1156	916					
		64.90%	65.35%	63.16%	67.76%	65.52%	62.90%	64.87%	64.92%	63.79%	67.11%	64.39%	63.34%	63.55%	70.60%	60.26%	76.67%	62.01%	67.72%	76.19%	64.23%	67.63%	62.09%	62.66%	64.33%	63.70%	65.41%	61.02%	63.71%	66.64%	60.99%	62.76%	67.25%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
