Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																												
Дата голосования: 04.12.2011																																																																												
																																																																												
Наименование Избирательной комиссии:    Солнечногорская																																																																												
																																																																												
Сводная таблица результатов выборов																																																																												
																																																																												
		Сумма	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №2864	УИК №2865	УИК №2866	УИК №2867	УИК №2868	УИК №2869	УИК №2870	УИК №2871	УИК №2872	УИК №2873	УИК №2874	УИК №2875	УИК №2876	УИК №2877					
		17.51%	18.04%	19.54%	17.21%	19.18%	15.94%	13.93%	17.72%	14.54%	18.72%	18.83%	19.13%	19.23%	16.12%	16.85%	18.22%	19.74%	20.62%	20.75%	21.47%	19.91%	18.64%	20.24%	19.89%	17.16%	21.33%	19.81%	17.16%	18.94%	27.13%	17.98%	21.02%	19.39%	20.23%	15.29%	21.41%	17.88%	15.56%	8.94%	17.91%	12.14%	12.41%	19.22%	9.86%	24.32%	23.17%	12.35%	16.51%	14.63%	17.66%	15.29%	13.65%	14.49%	5.43%	14.19%	15.76%	16.67%	12.07%	17.21%	18.57%	17.61%	16.41%	16.90%	18.21%	11.38%	12.92%	11.48%	13.48%	17.14%	14.92%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9245	206	210	206	147	85	145	163	66	139	147	126	99	183	146	139	131	164	189	200	224	219	170	196	200	179	204	141	184	157	175	173	48	79	71	187	67	27	350	131	183	392	162	160	96	98	53	63	41	66	97	122	75	127	113	97	106	45	139	96	45	172	135	58	73	30	72	48	34	174					
		16.10%	16.97%	15.72%	16.80%	15.84%	13.69%	17.26%	13.88%	16.54%	12.39%	14.05%	15.75%	14.20%	19.93%	17.44%	14.72%	15.21%	14.15%	16.83%	17.11%	16.40%	17.52%	13.60%	13.04%	12.80%	18.10%	16.36%	15.91%	14.29%	15.89%	13.62%	14.20%	14.55%	12.89%	10.64%	14.83%	22.19%	20.00%	21.89%	14.57%	17.22%	22.84%	12.36%	21.92%	15.26%	16.33%	12.35%	15.07%	13.95%	14.04%	14.83%	16.33%	15.53%	18.14%	19.09%	20.38%	18.79%	15.52%	17.33%	18.01%	15.85%	18.82%	15.96%	17.31%	17.68%	14.35%	16.86%	17.02%	16.19%	18.28%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	780	27	24	17	11	4	8	19	5	11	13	13	12	10	10	11	2	12	8	22	13	17	25	23	31	18	14	13	18	8	14	12	8	6	12	13	3	2	30	19	14	28	23	9	12	8	3	3	2	5	8	12	9	3	4	9	4	3	11	5	9	7	9	4	9	3	4	2	4	16					
		1.36%	2.22%	1.80%	1.39%	1.19%	0.64%	0.95%	1.62%	1.25%	0.98%	1.24%	1.63%	1.72%	1.09%	1.19%	1.17%	0.23%	1.04%	0.71%	1.88%	0.95%	1.36%	2.00%	1.53%	1.98%	1.82%	1.12%	1.47%	1.40%	0.81%	1.09%	0.99%	2.42%	0.98%	1.80%	1.03%	0.99%	1.48%	1.88%	2.11%	1.32%	1.63%	1.75%	1.23%	1.91%	1.33%	0.70%	0.72%	0.68%	1.06%	1.22%	1.61%	1.86%	0.43%	0.68%	1.89%	0.71%	1.03%	1.37%	0.94%	3.17%	0.77%	1.06%	1.19%	2.18%	1.44%	0.94%	0.71%	1.90%	1.68%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16707	295	352	356	276	235	243	408	70	332	353	175	209	259	224	267	257	401	342	349	457	415	433	509	601	318	407	287	407	286	458	357	87	207	173	396	66	32	327	339	364	413	420	137	168	150	88	109	88	104	158	182	113	100	122	126	138	93	202	141	74	284	205	43	151	67	140	61	47	254					
		29.09%	24.30%	26.35%	29.04%	29.74%	37.84%	28.93%	34.75%	17.54%	29.59%	33.75%	21.88%	29.99%	28.21%	26.76%	28.28%	29.85%	34.60%	30.45%	29.85%	33.46%	33.20%	34.64%	33.87%	38.48%	32.15%	32.64%	32.39%	31.60%	28.95%	35.64%	29.31%	26.36%	33.77%	25.94%	31.40%	21.85%	23.70%	20.45%	37.71%	34.24%	24.07%	32.04%	18.77%	26.71%	25.00%	20.51%	26.08%	29.93%	22.13%	24.16%	24.36%	23.40%	14.29%	20.61%	26.47%	24.47%	32.07%	25.19%	26.45%	26.06%	31.07%	24.23%	12.84%	36.56%	32.06%	32.79%	21.63%	22.38%	26.68%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3384	100	157	113	98	24	83	132	23	160	104	11	46	46	108	67	21	61	47	51	100	65	67	99	106	51	56	69	60	55	84	80	8	34	45	67	11	9	34	42	52	60	99	19	15	14	16	29	31	33	22	33	44	14	19	10	27	35	36	20	13	44	24	7	7	4	10	8	9	36					
		5.89%	8.24%	11.75%	9.22%	10.56%	3.86%	9.88%	11.24%	5.76%	14.26%	9.94%	1.38%	6.60%	5.01%	12.90%	7.10%	2.44%	5.26%	4.19%	4.36%	7.32%	5.20%	5.36%	6.59%	6.79%	5.16%	4.49%	7.79%	4.66%	5.57%	6.54%	6.57%	2.42%	5.55%	6.75%	5.31%	3.64%	6.67%	2.13%	4.67%	4.89%	3.50%	7.55%	2.60%	2.38%	2.33%	3.73%	6.94%	10.54%	7.02%	3.36%	4.42%	9.11%	2.00%	3.21%	2.10%	4.79%	12.07%	4.49%	3.75%	4.58%	4.81%	2.84%	2.09%	1.69%	1.91%	2.34%	2.84%	4.29%	3.78%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14822	330	290	278	188	152	213	181	163	205	177	297	165	233	178	271	262	237	232	245	229	255	252	306	302	178	263	194	314	171	279	285	93	138	250	289	80	36	641	177	234	485	311	305	156	162	187	124	80	164	237	263	152	389	222	136	181	72	250	153	80	218	284	150	107	73	134	112	73	299					
		25.81%	27.18%	21.71%	22.68%	20.26%	24.48%	25.36%	15.42%	40.85%	18.27%	16.92%	37.13%	23.67%	25.38%	21.27%	28.71%	30.43%	20.45%	20.66%	20.96%	16.76%	20.40%	20.16%	20.36%	19.33%	17.99%	21.09%	21.90%	24.38%	17.31%	21.71%	23.40%	28.18%	22.51%	37.48%	22.92%	26.49%	26.67%	40.09%	19.69%	22.01%	28.26%	23.72%	41.78%	24.80%	27.00%	43.59%	29.67%	27.21%	34.89%	36.24%	35.21%	31.47%	55.57%	37.50%	28.57%	32.09%	24.83%	31.17%	28.71%	28.17%	23.85%	33.57%	44.78%	25.91%	34.93%	31.38%	39.72%	34.76%	31.41%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	588	10	16	10	12	10	9	25	6	30	17	11	12	11	5	7	4	7	12	22	25	9	11	18	16	14	15	10	9	10	8	7	3	5	6	10	3	2	15	9	7	17	13	8	5	4	1	5	4	2	4	6	5	6	3	4	3	1	5	4	2	5	11	1	3	3	3	2	4	6					
		1.02%	0.82%	1.20%	0.82%	1.29%	1.61%	1.07%	2.13%	1.50%	2.67%	1.63%	1.38%	1.72%	1.20%	0.60%	0.74%	0.46%	0.60%	1.07%	1.88%	1.83%	0.72%	0.88%	1.20%	1.02%	1.42%	1.20%	1.13%	0.70%	1.01%	0.62%	0.57%	0.91%	0.82%	0.90%	0.79%	0.99%	1.48%	0.94%	1.00%	0.66%	0.99%	0.99%	1.10%	0.79%	0.67%	0.23%	1.20%	1.36%	0.43%	0.61%	0.80%	1.04%	0.86%	0.51%	0.84%	0.53%	0.34%	0.62%	0.75%	0.70%	0.55%	1.30%	0.30%	0.73%	1.44%	0.70%	0.71%	1.90%	0.63%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
