Выборы Президента Российской Федерации																																																													
																																																													
"Наименование Избирательной комиссии:    Чебоксары, Калининская"																																																													
																																																													
Итоги голосования 																																																													
																																																													
		Сумма	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831					
12	Число выданных открепительных удостоверений	1667	40	32	28	28	15	24	22	31	32	39	42	36	23	12	41	42	26	27	16	26	35	26	22	39	38	55	35	28	30	45	48	44	39	43	34	25	30	13	29	44	32	46	53	0	0	34	34	34	29	32	34	16	13	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1710	20	17	19	16	27	27	28	17	16	21	21	21	10	10	21	17	10	24	19	20	19	9	28	35	21	9	15	32	33	27	13	26	33	12	20	17	14	12	28	18	31	18	22	166	468	21	16	12	63	11	33	18	13	16					
14	Число неиспользованных открепительных удостоверений	2213	30	18	22	22	35	26	78	19	68	61	8	14	27	38	29	58	54	23	34	44	65	44	28	31	62	45	65	42	40	55	52	56	61	57	66	75	70	37	41	56	38	54	47	0	0	36	36	36	21	38	36	34	37	44					
15	"Число открепительных удостоверений, выданных в ТИК"	119	2	3	3	3	2	6	1	3	1	1	1	2	3	2	5	2	1	0	1	2	2	3	0	2	3	2	1	2	2	2	2	1	3	3	3	3	4	2	1	3	2	1	6	0	0	5	2	4	3	3	3	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																													
18	. Глазьев Сергей Юрьевич	2504	48	41	44	34	5	18	23	32	44	35	41	52	30	13	64	97	41	41	27	45	73	72	38	47	45	78	69	70	33	51	86	74	64	70	52	51	64	41	61	70	89	41	66	8	10	47	39	25	27	44	43	31	16	34					
		3.78%	3.64%	4.07%	3.70%	4.01%	0.84%	2.10%	2.71%	3.33%	3.50%	3.00%	3.50%	4.34%	2.87%	2.51%	4.86%	5.90%	4.39%	3.51%	3.72%	4.58%	4.26%	5.52%	3.71%	3.12%	3.09%	4.60%	4.14%	4.96%	2.58%	2.99%	4.89%	4.57%	3.78%	4.40%	3.39%	3.45%	4.00%	4.57%	4.14%	4.13%	5.58%	2.62%	3.88%	4.82%	2.14%	3.30%	2.67%	2.16%	3.25%	3.76%	3.02%	3.59%	3.47%	2.89%					
19	. Малышкин Олег Александрович	1056	25	17	12	17	13	14	25	12	14	23	20	15	25	7	14	16	16	15	12	23	28	21	13	30	20	25	32	25	25	30	21	27	29	20	23	31	7	8	24	22	28	28	35	2	3	30	16	9	14	21	29	15	12	18					
		1.59%	1.89%	1.69%	1.01%	2.00%	2.18%	1.63%	2.94%	1.25%	1.11%	1.97%	1.71%	1.25%	2.39%	1.35%	1.06%	0.97%	1.71%	1.29%	1.66%	2.34%	1.63%	1.61%	1.27%	1.99%	1.37%	1.47%	1.92%	1.77%	1.95%	1.76%	1.19%	1.67%	1.71%	1.26%	1.50%	2.10%	0.44%	0.89%	1.63%	1.30%	1.76%	1.79%	2.06%	1.20%	0.64%	2.10%	1.09%	0.78%	1.69%	1.79%	2.04%	1.74%	2.60%	1.53%					
20	. Миронов Сергей Михайлович	440	12	4	6	5	7	3	5	5	9	12	11	9	8	3	5	7	3	15	4	5	7	5	13	9	9	8	16	9	7	8	7	10	9	12	10	9	29	10	7	10	5	17	11	1	0	9	7	12	5	8	15	1	2	5					
		0.66%	0.91%	0.40%	0.51%	0.59%	1.18%	0.35%	0.59%	0.52%	0.72%	1.03%	0.94%	0.75%	0.77%	0.58%	0.38%	0.43%	0.32%	1.29%	0.55%	0.51%	0.41%	0.38%	1.27%	0.60%	0.62%	0.47%	0.96%	0.64%	0.55%	0.47%	0.40%	0.62%	0.53%	0.75%	0.65%	0.61%	1.81%	1.11%	0.47%	0.59%	0.31%	1.09%	0.65%	0.60%	0.00%	0.63%	0.48%	1.04%	0.60%	0.68%	1.05%	0.12%	0.43%	0.43%					
21	. Путин Владимир Владимирович	44697	882	646	803	574	446	607	553	630	797	730	816	834	709	384	893	1074	603	757	477	670	1124	838	714	1063	1078	1066	1097	920	855	1155	1194	1076	1166	1042	1015	1004	1103	622	996	1158	1071	1075	1139	116	323	997	1016	824	572	766	1001	528	314	784					
		67.40%	66.82%	64.09%	67.59%	67.69%	74.96%	70.75%	65.06%	65.62%	63.40%	62.50%	69.74%	69.67%	67.85%	74.13%	67.86%	65.33%	64.56%	64.87%	65.79%	68.23%	65.62%	64.26%	69.79%	70.58%	73.99%	62.82%	65.85%	65.16%	66.85%	67.66%	67.92%	66.42%	68.87%	65.49%	66.25%	67.93%	68.89%	69.27%	67.57%	68.32%	67.15%	68.82%	66.96%	69.88%	69.02%	69.92%	69.45%	71.34%	68.92%	65.41%	70.34%	61.11%	68.11%	66.72%					
22	. Хакамада Ирина Муцуовна	2423	66	53	64	31	17	22	29	47	44	43	36	22	38	13	71	77	31	38	37	42	61	32	23	36	28	62	58	57	39	67	75	55	66	61	54	67	59	40	65	65	68	57	81	0	11	47	50	32	31	33	23	37	23	39					
		3.65%	5.00%	5.26%	5.39%	3.66%	2.86%	2.56%	3.41%	4.90%	3.50%	3.68%	3.08%	1.84%	3.64%	2.51%	5.40%	4.68%	3.32%	3.26%	5.10%	4.28%	3.56%	2.45%	2.25%	2.39%	1.92%	3.65%	3.48%	4.04%	3.05%	3.93%	4.27%	3.40%	3.90%	3.83%	3.52%	4.53%	3.69%	4.45%	4.41%	3.83%	4.26%	3.65%	4.76%	0.00%	2.35%	3.30%	3.42%	2.77%	3.73%	2.82%	1.62%	4.28%	4.99%	3.32%					
23	. Харитонов Николай Михайлович	12508	241	211	204	156	82	153	187	188	307	285	182	213	204	77	222	317	200	259	143	158	353	270	182	244	215	371	313	276	261	320	305	323	295	332	309	255	267	137	266	276	267	286	312	31	102	242	273	204	166	262	254	216	72	262					
		18.86%	18.26%	20.93%	17.17%	18.40%	13.78%	17.83%	22.00%	19.58%	24.42%	24.40%	15.56%	17.79%	19.52%	14.86%	16.87%	19.28%	21.41%	22.19%	19.72%	16.09%	20.61%	20.71%	17.79%	16.20%	14.76%	21.86%	18.79%	19.55%	20.41%	18.75%	17.35%	19.94%	17.42%	20.87%	20.17%	17.25%	16.68%	15.26%	18.05%	16.28%	16.74%	18.31%	18.34%	18.67%	21.79%	16.97%	18.66%	17.66%	20.00%	22.37%	17.85%	25.00%	15.62%	22.30%					
																																																													
24	Против всех	1886	42	24	45	18	12	27	23	35	28	22	39	36	17	13	36	47	28	30	14	25	48	49	28	45	37	66	59	41	44	57	52	42	39	39	57	40	52	33	42	61	55	54	43	4	13	35	38	31	8	23	36	21	16	17					
		2.84%	3.18%	2.38%	3.79%	2.12%	2.02%	3.15%	2.71%	3.65%	2.23%	1.88%	3.33%	3.01%	1.63%	2.51%	2.74%	2.86%	3.00%	2.57%	1.93%	2.55%	2.80%	3.76%	2.74%	2.99%	2.54%	3.89%	3.54%	2.90%	3.44%	3.34%	2.96%	2.59%	2.30%	2.45%	3.72%	2.71%	3.25%	3.67%	2.85%	3.60%	3.45%	3.46%	2.53%	2.41%	2.78%	2.45%	2.60%	2.68%	0.96%	1.96%	2.53%	2.43%	3.47%	1.45%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
