Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Альметьевская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873					
		0.86%	0.75%	1.01%	1.26%	0.00%	0.83%	0.82%	0.00%	2.50%	0.98%	1.56%	0.59%	0.00%	1.22%	0.00%	1.60%	1.39%	2.02%	0.99%	0.40%	0.00%	1.17%	0.00%	0.16%	0.44%	0.44%	1.83%	0.90%	0.21%	0.58%	0.00%	0.20%	0.42%	1.49%	1.75%	1.30%	0.44%	0.75%	1.30%	0.33%	0.98%	1.52%	1.00%	1.32%	1.82%	0.39%	0.00%	0.67%	0.00%	1.76%	1.07%	0.32%	1.61%	2.38%					
19	2.Всероссийская политическая партия «Гражданская Сила»	62	4	7	6	6	5	1	0	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	0	6	2	0	1	0	0	0	0	0	0	2	1	0	1	0	8	3	0	0	0	0	2	0	0	0	0	0	1	0	0					
		0.18%	0.19%	0.32%	0.38%	0.55%	0.46%	0.20%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.20%	0.00%	0.00%	0.00%	1.31%	0.44%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.43%	0.00%	0.19%	0.00%	0.53%	0.27%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	47	6	3	5	2	2	0	0	0	0	1	2	0	0	0	1	1	2	0	1	0	0	1	0	1	2	2	2	0	0	0	0	0	5	0	0	1	0	0	1	0	0	1	0	0	1	0	3	0	0	0	0	1	0					
		0.14%	0.28%	0.14%	0.31%	0.18%	0.19%	0.00%	0.00%	0.00%	0.00%	0.16%	0.59%	0.00%	0.00%	0.00%	0.20%	0.14%	0.29%	0.00%	0.08%	0.00%	0.00%	0.83%	0.00%	0.22%	0.44%	0.22%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.11%	0.00%	0.00%	0.07%	0.00%	0.00%	0.25%	0.00%	0.00%	0.20%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2130	86	204	216	84	45	13	10	9	1	39	16	10	5	18	19	28	44	23	82	22	11	8	24	18	19	41	116	3	5	13	18	55	52	57	7	93	25	22	65	193	9	9	31	9	28	12	15	10	6	89	37	19	37					
		6.34%	4.02%	9.34%	13.56%	7.65%	4.17%	2.65%	4.20%	3.75%	0.33%	6.09%	4.75%	7.75%	2.03%	5.63%	3.80%	3.89%	6.36%	5.68%	6.60%	4.40%	3.23%	6.67%	3.93%	3.93%	4.18%	4.41%	8.66%	0.62%	0.97%	1.78%	3.67%	7.76%	7.76%	11.11%	3.04%	10.33%	4.67%	2.60%	4.33%	17.13%	6.82%	2.26%	6.80%	8.18%	5.49%	6.32%	2.50%	4.00%	3.53%	10.60%	5.95%	6.13%	8.81%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	71	5	7	5	3	5	1	0	0	0	0	1	0	0	0	1	4	1	1	2	0	0	2	0	2	2	1	1	0	0	3	1	0	3	3	0	2	0	1	6	3	0	2	0	0	0	0	0	2	0	0	0	1	0					
		0.21%	0.23%	0.32%	0.31%	0.27%	0.46%	0.20%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.20%	0.56%	0.14%	0.25%	0.16%	0.00%	0.00%	1.67%	0.00%	0.44%	0.44%	0.11%	0.07%	0.00%	0.00%	0.41%	0.20%	0.00%	0.45%	0.58%	0.00%	0.22%	0.00%	0.12%	0.40%	0.27%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.32%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	73	8	9	8	5	5	0	0	0	0	1	0	0	1	0	0	0	6	3	3	0	0	0	0	1	0	0	1	0	2	0	1	0	1	1	1	1	2	4	3	3	1	1	0	0	0	0	0	0	0	0	0	1	0					
		0.22%	0.37%	0.41%	0.50%	0.46%	0.46%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.87%	0.74%	0.24%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.07%	0.00%	0.39%	0.00%	0.20%	0.00%	0.15%	0.19%	0.43%	0.11%	0.37%	0.47%	0.20%	0.27%	0.76%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	831	45	96	34	50	12	9	9	10	1	12	17	6	7	6	19	20	4	13	6	7	10	4	1	17	13	19	30	1	3	9	15	9	14	11	7	12	11	40	25	74	4	5	8	1	24	13	7	0	2	9	30	9	11					
		2.47%	2.10%	4.40%	2.13%	4.55%	1.11%	1.84%	3.78%	4.17%	0.33%	1.88%	5.04%	4.65%	2.85%	1.88%	3.80%	2.78%	0.58%	3.21%	0.48%	1.40%	2.93%	3.33%	0.16%	3.71%	2.86%	2.04%	2.24%	0.21%	0.58%	1.23%	3.06%	1.27%	2.09%	2.14%	3.04%	1.33%	2.06%	4.73%	1.66%	6.57%	3.03%	1.25%	1.75%	0.91%	4.71%	6.84%	1.17%	0.00%	1.18%	1.07%	4.82%	2.90%	2.62%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1269	86	211	126	123	29	14	11	8	1	15	6	3	4	6	21	25	10	8	21	15	16	2	25	10	10	31	51	4	22	21	18	12	27	21	14	9	10	34	11	46	2	7	19	7	15	3	8	20	4	22	14	6	5					
		3.77%	4.02%	9.66%	7.91%	11.20%	2.69%	2.86%	4.62%	3.33%	0.33%	2.34%	1.78%	2.33%	1.63%	1.88%	4.20%	3.48%	1.45%	1.98%	1.69%	3.00%	4.69%	1.67%	4.10%	2.18%	2.20%	3.33%	3.81%	0.82%	4.25%	2.88%	3.67%	1.69%	4.03%	4.09%	6.09%	1.00%	1.87%	4.02%	0.73%	4.08%	1.52%	1.75%	4.17%	6.36%	2.94%	1.58%	1.33%	8.00%	2.35%	2.62%	2.25%	1.94%	1.19%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	107	7	8	8	11	5	2	1	1	0	4	3	0	1	0	3	0	3	0	3	0	0	0	0	2	3	2	4	0	0	1	1	6	4	4	0	2	1	5	4	2	0	2	0	0	0	0	2	0	0	0	1	1	0					
		0.32%	0.33%	0.37%	0.50%	1.00%	0.46%	0.41%	0.42%	0.42%	0.00%	0.63%	0.89%	0.00%	0.41%	0.00%	0.60%	0.00%	0.43%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.44%	0.66%	0.22%	0.30%	0.00%	0.00%	0.14%	0.20%	0.85%	0.60%	0.78%	0.00%	0.22%	0.19%	0.59%	0.27%	0.18%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.16%	0.32%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	28390	1850	1594	1145	794	942	445	205	203	299	552	290	110	225	289	428	627	607	336	1112	455	298	103	559	391	387	809	1109	477	476	681	432	617	536	396	194	774	476	725	1331	783	114	364	389	89	437	161	557	216	155	706	519	264	357					
		84.45%	86.49%	72.99%	71.88%	72.31%	87.22%	90.82%	86.13%	84.58%	97.71%	86.25%	86.05%	85.27%	91.46%	90.31%	85.60%	87.20%	87.72%	82.96%	89.53%	91.00%	87.39%	85.83%	91.64%	85.37%	85.05%	86.99%	82.76%	97.95%	91.89%	93.29%	88.16%	87.02%	80.00%	77.19%	84.35%	86.00%	88.97%	85.80%	88.62%	69.48%	86.36%	91.23%	85.31%	80.91%	85.69%	84.74%	92.83%	86.40%	91.18%	84.05%	83.44%	85.16%	85.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	132	11	10	15	12	6	0	0	3	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	3	1	8	6	0	3	2	3	5	5	3	3	2	2	0	4	3	0	1	0	2	1	0	4	0	0	4	0	1	0					
		0.39%	0.51%	0.46%	0.94%	1.09%	0.56%	0.00%	0.00%	1.25%	0.33%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.14%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.66%	0.22%	0.86%	0.45%	0.00%	0.58%	0.27%	0.61%	0.71%	0.75%	0.58%	1.30%	0.22%	0.37%	0.00%	0.27%	0.27%	0.00%	0.25%	0.00%	1.82%	0.20%	0.00%	0.67%	0.00%	0.00%	0.48%	0.00%	0.32%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
