Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Альметьевская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	398	16	16	10	10	4	4	4	6	4	4	6	4	8	8	8	4	6	6	4	4	6	6	6	14	10	6	6	8	8	8	8	8	4	8	8	8	14	14	4	4	4	4	4	4	6	4	4	10	8	4	4	16	16	16					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	183	14	4	7	4	0	1	0	1	0	0	6	2	0	3	3	3	6	3	0	0	1	6	6	14	4	0	5	1	3	1	0	4	3	0	7	2	7	5	0	0	3	0	2	0	2	0	1	10	5	2	2	11	10	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	348	2	6	12	5	9	3	0	13	5	3	7	21	8	7	6	6	5	18	5	5	8	12	5	9	3	13	12	14	3	0	14	3	4	6	0	8	9	6	5	2	0	2	5	0	0	4	6	10	19	0	6	10	0	4					
14	Число погашенных неиспользованных открепительных удостоверений	215	2	12	3	6	4	3	4	5	4	4	0	2	8	5	5	1	0	3	4	4	5	0	0	0	6	6	1	7	5	7	8	4	1	8	1	6	7	9	4	4	1	4	2	4	4	4	3	0	3	2	2	5	6	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	780	45	35	24	3	12	1	7	18	0	1	30	0	7	0	10	2	28	0	11	3	6	9	23	17	23	10	4	3	10	2	16	8	3	13	21	8	37	54	2	6	3	0	6	0	5	8	1	18	9	3	4	101	98	12					
		2.18%	2.51%	2.67%	2.02%	0.58%	4.71%	0.38%	2.22%	2.76%	0.00%	0.79%	15.15%	0.00%	1.23%	0.00%	1.45%	0.48%	1.99%	0.00%	2.91%	2.38%	0.93%	1.94%	6.87%	2.01%	1.52%	2.14%	0.74%	0.38%	1.83%	0.29%	2.22%	1.58%	1.31%	1.30%	3.58%	0.95%	2.62%	4.89%	1.55%	1.50%	0.66%	0.00%	1.03%	0.00%	0.78%	2.95%	0.46%	2.02%	1.39%	0.88%	0.85%	5.98%	5.94%	0.73%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	700	42	26	4	0	9	2	1	15	10	1	29	3	6	5	4	2	24	0	12	3	5	19	36	11	25	9	12	5	5	2	5	7	0	7	7	12	54	65	1	3	0	0	9	9	4	2	2	6	20	6	3	39	70	42					
		1.96%	2.34%	1.99%	0.34%	0.00%	3.53%	0.76%	0.32%	2.30%	2.80%	0.79%	14.65%	0.91%	1.05%	0.65%	0.58%	0.48%	1.71%	0.00%	3.17%	2.38%	0.78%	4.10%	10.75%	1.30%	1.65%	1.92%	2.22%	0.63%	0.91%	0.29%	0.69%	1.38%	0.00%	0.70%	1.19%	1.42%	3.82%	5.89%	0.78%	0.75%	0.00%	0.00%	1.54%	4.48%	0.62%	0.74%	0.92%	0.67%	3.08%	1.76%	0.64%	2.31%	4.24%	2.56%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	94	2	6	2	0	0	0	0	0	1	1	2	2	1	0	2	0	9	0	0	0	1	1	2	0	2	2	3	0	4	1	2	0	1	0	2	3	6	11	0	0	0	0	2	0	0	0	0	1	0	1	0	13	7	1					
		0.26%	0.11%	0.46%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.79%	1.01%	0.61%	0.18%	0.00%	0.29%	0.00%	0.64%	0.00%	0.00%	0.00%	0.16%	0.22%	0.60%	0.00%	0.13%	0.43%	0.56%	0.00%	0.73%	0.15%	0.28%	0.00%	0.44%	0.00%	0.34%	0.36%	0.42%	0.99%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.29%	0.00%	0.77%	0.42%	0.06%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1844	45	12	61	5	11	10	2	45	15	2	31	19	10	35	16	12	83	46	8	3	16	10	84	35	58	8	10	45	10	53	23	8	9	99	19	5	103	179	1	9	12	4	15	4	35	9	5	25	19	10	15	186	190	60					
		5.16%	2.51%	0.92%	5.13%	0.97%	4.31%	3.79%	0.63%	6.89%	4.20%	1.57%	15.66%	5.78%	1.75%	4.54%	2.31%	2.87%	5.92%	9.09%	2.12%	2.38%	2.49%	2.16%	25.07%	4.13%	3.84%	1.71%	1.85%	5.64%	1.83%	7.75%	3.19%	1.58%	3.93%	9.90%	3.24%	0.59%	7.29%	16.21%	0.78%	2.24%	2.64%	3.77%	2.57%	1.99%	5.45%	3.32%	2.29%	2.81%	2.93%	2.93%	3.19%	11.01%	11.52%	3.66%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	165	4	17	5	0	1	3	0	3	2	0	4	2	5	2	2	0	7	0	0	0	2	1	2	0	4	2	3	1	2	0	7	0	1	3	4	1	12	7	0	0	0	0	1	0	7	0	0	2	6	1	2	17	10	10					
		0.46%	0.22%	1.30%	0.42%	0.00%	0.39%	1.14%	0.00%	0.46%	0.56%	0.00%	2.02%	0.61%	0.88%	0.26%	0.29%	0.00%	0.50%	0.00%	0.00%	0.00%	0.31%	0.22%	0.60%	0.00%	0.26%	0.43%	0.56%	0.13%	0.37%	0.00%	0.97%	0.00%	0.44%	0.30%	0.68%	0.12%	0.85%	0.63%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	1.09%	0.00%	0.00%	0.22%	0.92%	0.29%	0.43%	1.01%	0.61%	0.61%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	31867	1648	1204	1070	507	216	243	306	561	329	122	95	303	542	722	656	402	1248	460	347	117	611	420	180	780	1390	435	502	744	513	625	664	481	214	854	527	816	1145	772	125	383	440	102	548	179	591	252	210	838	593	320	446	1304	1257	1508					
		89.14%	91.76%	91.98%	89.99%	98.45%	84.71%	92.05%	96.84%	85.91%	92.16%	96.06%	47.98%	92.10%	94.92%	93.64%	94.80%	96.17%	89.02%	90.91%	91.80%	92.86%	95.17%	90.71%	53.73%	92.09%	91.99%	92.95%	92.96%	93.23%	93.78%	91.37%	91.97%	95.06%	93.45%	85.40%	89.78%	96.57%	81.09%	69.93%	96.90%	95.51%	96.70%	96.23%	93.99%	89.05%	92.06%	92.99%	96.33%	94.05%	91.37%	93.84%	94.89%	77.16%	76.18%	92.01%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	90	5	4	2	0	0	0	0	0	0	0	1	0	0	3	2	0	3	0	0	0	1	2	1	0	3	2	3	0	3	1	3	0	1	7	4	0	7	10	0	0	0	0	2	0	0	0	0	1	1	0	0	7	5	6					
		0.25%	0.28%	0.31%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.39%	0.29%	0.00%	0.21%	0.00%	0.00%	0.00%	0.16%	0.43%	0.30%	0.00%	0.20%	0.43%	0.56%	0.00%	0.55%	0.15%	0.42%	0.00%	0.44%	0.70%	0.68%	0.00%	0.50%	0.91%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.11%	0.15%	0.00%	0.00%	0.41%	0.30%	0.37%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
