Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Горномарийская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	491	10	16	15	10	10	5	10	10	20	10	10	10	10	10	5	10	10	15	10	10	20	10	10	20	15	15	15	10	10	10	10	15	15	10	10	10	5	10	10	10	10	15	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	90	0	2	6	3	1	0	1	1	7	0	0	0	2	2	0	1	4	1	3	0	5	1	2	2	1	4	5	2	3	2	0	7	2	1	0	8	2	1	0	0	0	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	60	0	2	3	2	0	0	1	2	1	3	3	1	1	0	0	0	1	2	2	1	3	1	1	2	0	3	2	1	2	3	0	2	0	2	0	3	3	2	2	2	0	1	0					
14	Число погашенных открепительных удостоверений	401	10	14	9	7	9	5	9	9	13	10	10	10	8	8	5	9	6	14	7	10	15	9	8	18	14	11	10	8	7	8	10	8	13	9	10	2	3	9	10	10	10	10	7					
15	Число открепительных удостоверений выданных ТИК	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	241	12	8	4	21	1	3	13	11	16	5	3	4	7	3	0	5	7	6	5	5	11	2	2	11	8	7	1	4	1	4	4	10	9	7	0	3	1	2	5	2	3	3	2					
		1.89%	3.26%	2.29%	0.88%	7.58%	0.48%	3.19%	4.94%	4.24%	2.15%	1.91%	1.38%	2.58%	2.07%	1.70%	0.0%	1.62%	1.62%	1.18%	2.43%	2.32%	2.07%	1.22%	0.61%	1.66%	1.62%	1.75%	0.24%	1.59%	0.91%	1.53%	1.89%	2.05%	2.01%	3.31%	0.0%	0.99%	2.22%	1.09%	3.44%	0.88%	2.43%	0.71%	0.65%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	142	1	6	6	6	5	3	5	2	4	2	6	2	3	1	0	2	7	5	5	3	8	1	4	11	4	4	4	2	5	0	2	3	0	1	2	3	1	0	0	1	1	7	4					
		1.11%	0.27%	1.72%	1.32%	2.16%	2.40%	3.19%	1.90%	0.77%	0.53%	0.76%	2.77%	1.29%	0.89%	0.56%	0.0%	0.65%	1.62%	0.98%	2.43%	1.39%	1.50%	0.61%	1.22%	1.66%	0.81%	1.0%	0.99%	0.79%	4.58%	0.0%	0.94%	0.61%	0.0%	0.47%	1.22%	0.99%	2.22%	0.0%	0.0%	0.44%	0.81%	1.67%	1.31%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	307	5	8	7	7	4	5	11	10	21	5	6	1	9	3	4	7	8	5	5	6	17	10	11	10	18	9	10	7	1	9	4	17	7	6	4	9	1	0	1	6	0	6	7					
		2.40%	1.36%	2.29%	1.54%	2.52%	1.92%	5.31%	4.18%	3.86%	2.83%	1.91%	2.77%	0.64%	2.67%	1.70%	5.97%	2.28%	1.86%	0.98%	2.43%	2.79%	3.20%	6.13%	3.37%	1.51%	3.66%	2.25%	2.47%	2.78%	0.91%	3.44%	1.89%	3.49%	1.56%	2.84%	2.45%	2.98%	2.22%	0.0%	0.68%	2.64%	0.0%	1.43%	2.29%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	134	3	6	2	1	5	0	3	6	6	2	2	0	1	3	0	3	10	4	1	4	7	3	1	8	4	11	6	1	1	4	0	9	2	4	0	4	0	1	2	1	1	1	1					
		1.05%	0.81%	1.72%	0.44%	0.36%	2.40%	0.0%	1.14%	2.31%	0.80%	0.76%	0.92%	0.0%	0.29%	1.70%	0.0%	0.97%	2.32%	0.78%	0.48%	1.86%	1.32%	1.84%	0.30%	1.20%	0.81%	2.75%	1.48%	0.39%	0.91%	1.53%	0.0%	1.85%	0.44%	1.89%	0.0%	1.32%	0.0%	0.54%	1.37%	0.44%	0.81%	0.23%	0.32%					
22	"5. ""За Русь Святую"""	117	6	5	3	12	5	1	1	1	6	1	4	1	3	1	2	0	2	4	3	0	7	9	4	4	3	5	3	0	2	0	3	1	0	1	3	0	1	0	0	5	1	1	3					
		0.91%	1.63%	1.43%	0.66%	4.33%	2.40%	1.06%	0.38%	0.38%	0.80%	0.38%	1.85%	0.64%	0.89%	0.56%	2.98%	0.0%	0.46%	0.78%	1.46%	0.0%	1.32%	5.52%	1.22%	0.60%	0.61%	1.25%	0.74%	0.0%	1.83%	0.0%	1.42%	0.20%	0.0%	0.47%	1.84%	0.0%	2.22%	0.0%	0.0%	2.20%	0.81%	0.23%	0.98%					
23	"6. ""Объединенная Российская партия ""Русь"""	33	0	0	0	0	1	0	1	2	5	0	1	0	1	1	0	1	1	0	0	0	2	3	3	0	0	1	0	2	0	0	0	1	2	0	2	1	0	0	0	0	0	1	1					
		0.25%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.38%	0.77%	0.67%	0.0%	0.46%	0.0%	0.29%	0.56%	0.0%	0.32%	0.23%	0.0%	0.0%	0.0%	0.37%	1.84%	0.92%	0.0%	0.0%	0.25%	0.0%	0.79%	0.0%	0.0%	0.0%	0.20%	0.44%	0.0%	1.22%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.32%					
24	"7. ""Новый курс - Автомобильная Россия"""	45	1	2	6	0	1	1	2	0	4	0	2	0	0	0	0	2	1	0	1	1	3	3	0	3	0	0	0	0	0	0	1	1	0	4	0	1	0	0	0	1	1	3	0					
		0.35%	0.27%	0.57%	1.32%	0.0%	0.48%	1.06%	0.76%	0.0%	0.53%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	0.65%	0.23%	0.0%	0.48%	0.46%	0.56%	1.84%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.20%	0.0%	1.89%	0.0%	0.33%	0.0%	0.0%	0.0%	0.44%	0.81%	0.71%	0.0%					
25	"8. ""Народно-республиканская партия России"""	37	0	1	1	1	4	0	0	3	1	0	4	2	1	1	0	0	4	2	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	3					
		0.29%	0.0%	0.28%	0.22%	0.36%	1.92%	0.0%	0.0%	1.15%	0.13%	0.0%	1.85%	1.29%	0.29%	0.56%	0.0%	0.0%	0.93%	0.39%	0.0%	0.0%	0.0%	0.0%	0.61%	0.15%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.23%	0.98%					
26	"9. ""Российская экологическая партия ""Зеленые"""	35	1	2	0	2	3	0	1	1	4	0	0	3	0	0	1	1	1	1	2	1	1	1	1	0	1	1	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	1					
		0.27%	0.27%	0.57%	0.0%	0.72%	1.44%	0.0%	0.38%	0.38%	0.53%	0.0%	0.0%	1.93%	0.0%	0.0%	1.49%	0.32%	0.23%	0.19%	0.97%	0.46%	0.18%	0.61%	0.30%	0.0%	0.20%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.22%	1.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%					
27	"10. ""Аграрная партия России"""	1335	28	45	80	36	31	5	21	18	124	31	26	8	48	12	9	60	59	103	43	27	58	15	27	76	43	15	8	11	4	12	15	53	19	24	2	14	2	6	10	7	9	44	47					
		10.47%	7.62%	12.93%	17.66%	12.99%	14.90%	5.31%	7.98%	6.94%	16.73%	11.87%	12.03%	5.16%	14.24%	6.81%	13.43%	19.54%	13.72%	20.31%	20.97%	12.55%	10.94%	9.20%	8.28%	11.48%	8.75%	3.75%	1.98%	4.38%	3.66%	4.59%	7.10%	10.90%	4.26%	11.37%	1.22%	4.63%	4.44%	3.27%	6.89%	3.08%	7.31%	10.50%	15.40%					
28	"11. ""Истинные патриоты России"""	28	1	1	2	1	1	0	5	0	2	1	0	0	1	0	0	1	0	2	1	0	0	0	0	1	1	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0					
		0.21%	0.27%	0.28%	0.44%	0.36%	0.48%	0.0%	1.90%	0.0%	0.26%	0.38%	0.0%	0.0%	0.29%	0.0%	0.0%	0.32%	0.0%	0.39%	0.48%	0.0%	0.0%	0.0%	0.0%	0.15%	0.20%	0.25%	0.24%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	1.62%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	225	2	4	7	3	3	1	4	2	14	7	29	3	7	1	0	2	7	3	7	3	19	4	15	4	4	11	5	3	1	2	5	7	7	16	2	1	1	2	1	1	2	3	0					
		1.76%	0.54%	1.14%	1.54%	1.08%	1.44%	1.06%	1.52%	0.77%	1.88%	2.68%	13.42%	1.93%	2.07%	0.56%	0.0%	0.65%	1.62%	0.59%	3.41%	1.39%	3.58%	2.45%	4.60%	0.60%	0.81%	2.75%	1.23%	1.19%	0.91%	0.76%	2.36%	1.44%	1.56%	7.58%	1.22%	0.33%	2.22%	1.09%	0.68%	0.44%	1.62%	0.71%	0.0%					
30	"13. ""Демократическая партия России"""	50	1	2	1	1	1	0	3	0	2	2	1	0	2	0	0	2	4	5	0	0	1	1	2	2	1	0	2	2	0	2	0	0	3	1	0	0	0	2	1	0	2	0	1					
		0.39%	0.27%	0.57%	0.22%	0.36%	0.48%	0.0%	1.14%	0.0%	0.26%	0.76%	0.46%	0.0%	0.59%	0.0%	0.0%	0.65%	0.93%	0.98%	0.0%	0.0%	0.18%	0.61%	0.61%	0.30%	0.20%	0.0%	0.49%	0.79%	0.0%	0.76%	0.0%	0.0%	0.67%	0.47%	0.0%	0.0%	0.0%	1.09%	0.68%	0.0%	1.62%	0.0%	0.32%					
31	"14. ""Великая Россия - Евразийский Союз"""	39	2	1	3	0	1	0	0	3	3	2	1	0	0	1	0	0	1	1	0	0	1	3	2	1	0	0	4	0	1	1	1	2	1	0	1	0	0	1	0	0	0	0	1					
		0.30%	0.54%	0.28%	0.66%	0.0%	0.48%	0.0%	0.0%	1.15%	0.40%	0.76%	0.46%	0.0%	0.0%	0.56%	0.0%	0.0%	0.23%	0.19%	0.0%	0.0%	0.18%	1.84%	0.61%	0.15%	0.0%	0.0%	0.99%	0.0%	0.91%	0.38%	0.47%	0.41%	0.22%	0.0%	0.61%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.32%					
32	"15. ""Партия СЛОН"""	37	2	0	1	0	0	0	1	1	3	0	1	1	0	0	0	1	3	1	1	1	4	3	1	1	2	0	1	3	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0					
		0.29%	0.54%	0.0%	0.22%	0.0%	0.0%	0.0%	0.38%	0.38%	0.40%	0.0%	0.46%	0.64%	0.0%	0.0%	0.0%	0.32%	0.69%	0.19%	0.48%	0.46%	0.75%	1.84%	0.30%	0.15%	0.40%	0.0%	0.24%	1.19%	0.0%	0.38%	0.47%	0.0%	0.22%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	560	17	24	24	11	14	7	13	10	31	5	11	20	17	3	3	14	13	10	4	9	15	17	15	27	35	34	35	12	3	8	8	15	7	12	2	5	6	6	6	5	3	12	12					
		4.39%	4.63%	6.89%	5.29%	3.97%	6.73%	7.44%	4.94%	3.86%	4.18%	1.91%	5.09%	12.90%	5.04%	1.70%	4.47%	4.56%	3.02%	1.97%	1.95%	4.18%	2.83%	10.42%	4.60%	4.07%	7.12%	8.5%	8.66%	4.78%	2.75%	3.06%	3.79%	3.08%	1.56%	5.68%	1.22%	1.65%	13.33%	3.27%	4.13%	2.20%	2.43%	2.86%	3.93%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	88	3	2	3	4	0	0	4	1	5	2	1	3	0	1	0	3	7	3	5	1	5	2	2	6	2	1	3	2	0	1	0	1	4	1	2	1	0	0	1	0	2	2	2					
		0.69%	0.81%	0.57%	0.66%	1.44%	0.0%	0.0%	1.52%	0.38%	0.67%	0.76%	0.46%	1.93%	0.0%	0.56%	0.0%	0.97%	1.62%	0.59%	2.43%	0.46%	0.94%	1.22%	0.61%	0.90%	0.40%	0.25%	0.74%	0.79%	0.0%	0.38%	0.0%	0.20%	0.89%	0.47%	1.22%	0.33%	0.0%	0.0%	0.68%	0.0%	1.62%	0.47%	0.65%					
35	"18. ""ЛДПР"""	1041	18	27	39	18	31	9	20	20	64	26	13	4	44	16	8	23	17	49	24	21	48	14	19	62	24	30	30	25	5	21	12	40	44	13	18	13	3	24	11	23	8	42	21					
		8.16%	4.90%	7.75%	8.60%	6.49%	14.90%	9.57%	7.60%	7.72%	8.63%	9.96%	6.01%	2.58%	13.05%	9.09%	11.94%	7.49%	3.95%	9.66%	11.70%	9.76%	9.05%	8.58%	5.82%	9.36%	4.88%	7.5%	7.42%	9.96%	4.58%	8.04%	5.68%	8.23%	9.86%	6.16%	11.04%	4.30%	6.66%	13.11%	7.58%	10.13%	6.50%	10.02%	6.88%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	290	6	15	9	10	8	2	6	3	18	12	0	5	3	2	0	8	6	13	5	3	15	3	12	7	5	8	3	17	2	12	3	7	13	6	5	17	3	1	3	1	0	7	6					
		2.27%	1.63%	4.31%	1.98%	3.61%	3.84%	2.12%	2.28%	1.15%	2.42%	4.59%	0.0%	3.22%	0.89%	1.13%	0.0%	2.60%	1.39%	2.56%	2.43%	1.39%	2.83%	1.84%	3.68%	1.05%	1.01%	2.0%	0.74%	6.77%	1.83%	4.59%	1.42%	1.44%	2.91%	2.84%	3.06%	5.62%	6.66%	0.54%	2.06%	0.44%	0.0%	1.67%	1.96%					
37	"20. ""Политическая партия ""Единая Россия"""	5197	211	118	153	72	57	32	98	91	220	74	35	35	108	76	23	101	143	197	55	87	190	43	129	306	281	197	181	122	71	135	129	222	252	78	83	125	15	86	64	92	59	220	131					
		40.76%	57.49%	33.90%	33.77%	25.99%	27.40%	34.04%	37.26%	35.13%	29.68%	28.35%	16.20%	22.58%	32.04%	43.18%	34.32%	32.89%	33.25%	38.85%	26.82%	40.46%	35.84%	26.38%	39.57%	46.22%	57.23%	49.25%	44.80%	48.60%	65.13%	51.72%	61.13%	45.67%	56.50%	36.96%	50.92%	41.39%	33.33%	46.99%	44.13%	40.52%	47.96%	52.50%	42.95%					
38	"21. ""Российская Конституционно-демократическая партия"""	29	2	1	1	1	0	0	1	2	3	1	0	1	0	1	0	1	1	2	0	0	2	0	1	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1					
		0.22%	0.54%	0.28%	0.22%	0.36%	0.0%	0.0%	0.38%	0.77%	0.40%	0.38%	0.0%	0.64%	0.0%	0.56%	0.0%	0.32%	0.23%	0.39%	0.0%	0.0%	0.37%	0.0%	0.30%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.22%	0.47%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.23%	0.32%					
39	"22. ""Развитие предпринимательства"""	34	0	0	0	0	0	0	1	0	3	2	0	0	0	0	0	1	2	5	1	2	0	0	0	4	2	0	1	0	0	1	0	2	0	1	0	1	0	0	1	2	0	1	1					
		0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.40%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.46%	0.98%	0.48%	0.93%	0.0%	0.0%	0.0%	0.60%	0.40%	0.0%	0.24%	0.0%	0.0%	0.38%	0.0%	0.41%	0.0%	0.47%	0.0%	0.33%	0.0%	0.0%	0.68%	0.88%	0.0%	0.23%	0.32%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1966	32	49	72	52	22	12	24	47	140	71	53	45	65	44	13	61	95	56	16	27	90	13	46	80	40	43	66	33	9	38	21	80	60	22	22	83	6	34	28	67	17	33	39					
		15.42%	8.71%	14.08%	15.89%	18.77%	10.57%	12.76%	9.12%	18.14%	18.89%	27.20%	24.53%	29.03%	19.28%	25.0%	19.40%	19.86%	22.09%	11.04%	7.80%	12.55%	16.98%	7.97%	14.11%	12.08%	8.14%	10.75%	16.33%	13.14%	8.25%	14.55%	9.95%	16.46%	13.45%	10.42%	13.49%	27.48%	13.33%	18.57%	19.31%	29.51%	13.82%	7.87%	12.78%					
																																																		
41	Против всех	484	10	15	21	11	6	10	11	10	33	5	12	10	8	4	4	6	23	21	13	6	14	2	10	28	11	15	31	4	3	8	1	7	9	7	10	11	0	14	10	7	5	18	20					
		3.79%	2.72%	4.31%	4.63%	3.97%	2.88%	10.63%	4.18%	3.86%	4.45%	1.91%	5.55%	6.45%	2.37%	2.27%	5.97%	1.95%	5.34%	4.14%	6.34%	2.79%	2.64%	1.22%	3.06%	4.22%	2.24%	3.75%	7.67%	1.59%	2.75%	3.06%	0.47%	1.44%	2.01%	3.31%	6.13%	3.64%	0.0%	7.65%	6.89%	3.08%	4.06%	4.29%	6.55%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
