Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Бугурусланская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №238	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №1821	УИК №1822	УИК №1823	УИК №1828					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1194	51	8	47	16	6	4	50	9	10	21	9	46	36	16	25	12	40	30	33	21	31	29	12	52	8	9	4	17	18	35	49	19	10	24	20	9	30	13	19	34	8	6	54	12	2	51	79	50					
		10.79%	11.04%	5.88%	12.27%	13.68%	7.69%	5.80%	12.76%	7.32%	11.49%	11.54%	9.18%	10.27%	9.30%	11.35%	11.52%	6.56%	7.71%	15.00%	15.35%	13.64%	8.93%	19.59%	6.74%	13.20%	12.31%	6.16%	3.33%	8.76%	5.16%	13.67%	12.04%	21.59%	21.28%	13.04%	6.83%	8.82%	8.33%	4.35%	7.12%	14.59%	7.34%	8.70%	13.74%	9.30%	4.55%	13.53%	15.43%	13.77%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1859	56	13	85	12	15	19	73	16	21	28	26	79	57	23	30	42	98	40	32	20	66	5	24	98	7	11	7	26	46	82	82	7	8	36	35	20	49	59	30	23	7	8	53	31	11	68	107	68					
		16.80%	12.12%	9.56%	22.19%	10.26%	19.23%	27.54%	18.62%	13.01%	24.14%	15.38%	26.53%	17.63%	14.73%	16.31%	13.82%	22.95%	18.88%	20.00%	14.88%	12.99%	19.02%	3.38%	13.48%	24.87%	10.77%	7.53%	5.83%	13.40%	13.18%	32.03%	20.15%	7.95%	17.02%	19.57%	11.95%	19.61%	13.61%	19.73%	11.24%	9.87%	6.42%	11.59%	13.49%	24.03%	25.00%	18.04%	20.90%	18.73%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	100	6	1	3	2	1	1	3	1	0	1	0	4	3	1	1	0	8	3	4	3	2	1	0	4	1	1	0	3	0	2	8	1	0	0	2	1	1	4	0	4	0	0	5	5	0	1	5	3					
		0.90%	1.30%	0.74%	0.78%	1.71%	1.28%	1.45%	0.77%	0.81%	0.00%	0.55%	0.00%	0.89%	0.78%	0.71%	0.46%	0.00%	1.54%	1.50%	1.86%	1.95%	0.58%	0.68%	0.00%	1.02%	1.54%	0.68%	0.00%	1.55%	0.00%	0.78%	1.97%	1.14%	0.00%	0.00%	0.68%	0.98%	0.28%	1.34%	0.00%	1.72%	0.00%	0.00%	1.27%	3.88%	0.00%	0.27%	0.98%	0.83%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2853	174	60	109	32	22	31	104	37	14	51	37	135	125	32	40	27	100	41	44	52	86	28	65	122	14	25	23	38	44	37	105	29	13	57	53	15	96	93	45	53	14	23	76	28	15	130	170	89					
		25.79%	37.66%	44.12%	28.46%	27.35%	28.21%	44.93%	26.53%	30.08%	16.09%	28.02%	37.76%	30.13%	32.30%	22.70%	18.43%	14.75%	19.27%	20.50%	20.47%	33.77%	24.78%	18.92%	36.52%	30.96%	21.54%	17.12%	19.17%	19.59%	12.61%	14.45%	25.80%	32.95%	27.66%	30.98%	18.09%	14.71%	26.67%	31.10%	16.85%	22.75%	12.84%	33.33%	19.34%	21.71%	34.09%	34.48%	33.20%	24.52%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	90	1	4	1	0	0	0	3	0	0	2	0	3	4	1	7	0	3	3	3	4	3	0	1	4	0	2	0	1	1	5	4	0	0	0	2	0	1	2	2	0	0	0	0	1	0	8	7	7					
		0.81%	0.22%	2.94%	0.26%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	1.10%	0.00%	0.67%	1.03%	0.71%	3.23%	0.00%	0.58%	1.50%	1.40%	2.60%	0.86%	0.00%	0.56%	1.02%	0.00%	1.37%	0.00%	0.52%	0.29%	1.95%	0.98%	0.00%	0.00%	0.00%	0.68%	0.00%	0.28%	0.67%	0.75%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	2.12%	1.37%	1.93%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4789	162	48	132	51	34	13	149	54	41	76	26	178	152	62	110	95	263	80	94	54	153	85	74	108	35	92	85	109	233	95	155	32	16	66	179	57	172	126	168	118	80	31	198	48	16	114	131	139					
		43.28%	35.06%	35.29%	34.46%	43.59%	43.59%	18.84%	38.01%	43.90%	47.13%	41.76%	26.53%	39.73%	39.28%	43.97%	50.69%	51.91%	50.67%	40.00%	43.72%	35.06%	44.09%	57.43%	41.57%	27.41%	53.85%	63.01%	70.83%	56.19%	66.76%	37.11%	38.08%	36.36%	34.04%	35.87%	61.09%	55.88%	47.78%	42.14%	62.92%	50.64%	73.39%	44.93%	50.38%	37.21%	36.36%	30.24%	25.59%	38.29%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	32	0	0	3	0	0	1	1	0	0	0	0	0	5	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	6	2					
		0.29%	0.00%	0.00%	0.78%	0.00%	0.00%	1.45%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	1.29%	0.00%	0.00%	1.09%	0.39%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.37%	0.43%	0.00%	1.45%	0.25%	0.78%	0.00%	0.27%	1.17%	0.55%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
