Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Актанышская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664					
18	1.Политическая партия «Аграрная партия России»	51	2	0	8	0	0	0	0	1	0	2	0	0	0	3	2	0	7	1	0	6	0	0	0	4	0	0	0	3	0	0	0	1	2	0	2	0	0	1	0	1	1	2	0	0	2	0					
		0.23%	0.14%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.58%	0.00%	0.00%	0.00%	0.93%	0.86%	0.00%	0.99%	0.32%	0.00%	1.84%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.82%	0.28%	0.00%	0.32%	0.00%	0.00%	0.18%	0.00%	0.31%	0.47%	0.51%	0.00%	0.00%	0.60%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0					
		0.03%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	444	39	56	31	27	5	16	1	4	6	4	12	2	4	10	5	2	29	1	2	2	7	11	3	16	2	5	2	9	9	13	20	3	14	6	11	11	5	10	11	4	4	4	1	2	3	0					
		2.01%	2.75%	3.39%	2.59%	3.67%	0.61%	2.59%	0.48%	1.26%	1.39%	1.16%	3.60%	2.08%	3.64%	3.11%	2.15%	0.97%	4.11%	0.32%	1.18%	0.61%	5.79%	1.34%	1.01%	1.41%	0.99%	1.28%	1.37%	1.31%	1.17%	2.06%	2.46%	2.46%	1.99%	0.83%	1.77%	2.53%	2.51%	1.77%	4.66%	1.25%	1.86%	1.03%	0.74%	0.70%	0.90%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	1	0	0	0	1	0	0	1	0					
		0.08%	0.14%	0.00%	0.08%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	1.13%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.30%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	13	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	121	4	3	21	0	2	1	0	2	5	2	3	1	3	3	3	0	10	2	0	1	2	0	2	7	1	4	0	5	0	6	5	1	1	4	2	2	1	2	0	4	0	2	1	1	2	0					
		0.55%	0.28%	0.18%	1.75%	0.00%	0.25%	0.16%	0.00%	0.63%	1.15%	0.58%	0.90%	1.04%	2.73%	0.93%	1.29%	0.00%	1.42%	0.64%	0.00%	0.31%	1.65%	0.00%	0.67%	0.62%	0.50%	1.03%	0.00%	0.73%	0.00%	0.95%	0.62%	0.82%	0.14%	0.55%	0.32%	0.46%	0.50%	0.35%	0.00%	1.25%	0.00%	0.51%	0.74%	0.35%	0.60%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	125	4	6	22	0	3	0	0	0	2	3	5	2	2	0	3	2	18	1	3	1	2	0	4	3	0	0	0	6	5	4	0	1	2	0	0	6	3	3	0	3	0	2	2	0	2	0					
		0.57%	0.28%	0.36%	1.83%	0.00%	0.37%	0.00%	0.00%	0.00%	0.46%	0.87%	1.50%	2.08%	1.82%	0.00%	1.29%	0.97%	2.55%	0.32%	1.78%	0.31%	1.65%	0.00%	1.34%	0.26%	0.00%	0.00%	0.00%	0.88%	0.65%	0.63%	0.00%	0.82%	0.28%	0.00%	0.00%	1.38%	1.51%	0.53%	0.00%	0.94%	0.00%	0.51%	1.48%	0.00%	0.60%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	27	4	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	2	0	0	0	3	0	1	0	1	0	0	3	0	2	0	0	0	0					
		0.12%	0.28%	0.24%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.29%	0.26%	0.00%	0.00%	0.00%	0.43%	0.00%	0.16%	0.00%	0.50%	0.00%	0.00%	0.94%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	21174	1361	1571	1100	708	804	600	206	306	420	334	313	91	100	305	218	203	642	300	164	316	110	803	287	1104	199	378	144	659	745	609	776	113	677	711	596	415	188	549	225	305	210	370	131	277	323	208					
		95.99%	95.98%	95.10%	91.74%	96.33%	98.77%	97.09%	99.04%	96.23%	96.99%	96.53%	93.99%	94.79%	90.91%	94.72%	93.56%	98.07%	90.93%	96.15%	97.04%	96.93%	90.91%	98.05%	96.31%	97.27%	98.51%	96.92%	98.63%	96.20%	97.01%	96.36%	95.57%	92.62%	96.03%	98.61%	96.13%	95.40%	94.47%	96.99%	95.34%	95.31%	97.67%	95.12%	97.04%	97.19%	96.71%	98.11%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	22	2	0	4	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.10%	0.14%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.43%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.26%	0.00%	0.74%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
