Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Верхотурская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	1	2	1	3	1	1	4	0	1	0	0	0	0	0	0	2	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	52	2	1	4	13	1	0	3	7	3	4	0	1	1	1	4	0	0	1	1	5									
		0.99%	1.05%	0.26%	0.72%	1.88%	0.39%	0.00%	0.76%	2.00%	0.81%	1.20%	0.00%	0.55%	1.09%	0.44%	1.82%	0.00%	0.00%	1.45%	0.97%	2.20%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	124	5	11	15	11	3	0	9	12	6	5	8	2	11	4	8	3	5	0	2	4									
		2.36%	2.63%	2.81%	2.68%	1.59%	1.17%	0.00%	2.29%	3.43%	1.61%	1.50%	3.72%	1.10%	11.96%	1.75%	3.64%	2.34%	3.07%	0.00%	1.94%	1.76%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	184	7	16	25	26	13	3	10	15	12	9	10	4	3	5	2	7	4	4	3	6									
		3.50%	3.68%	4.09%	4.47%	3.76%	5.08%	2.97%	2.54%	4.29%	3.23%	2.69%	4.65%	2.21%	3.26%	2.19%	0.91%	5.47%	2.45%	5.80%	2.91%	2.64%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2677	88	170	298	354	121	46	198	156	206	185	103	104	49	120	119	59	96	45	52	108									
		50.86%	46.32%	43.48%	53.31%	51.23%	47.27%	45.54%	50.38%	44.57%	55.38%	55.39%	47.91%	57.46%	53.26%	52.63%	54.09%	46.09%	58.90%	65.22%	50.49%	47.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	31	0	3	1	5	1	2	0	3	3	2	3	3	1	0	1	0	0	0	0	3									
		0.59%	0.00%	0.77%	0.18%	0.72%	0.39%	1.98%	0.00%	0.86%	0.81%	0.60%	1.40%	1.66%	1.09%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	1.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	1	0	1	2	1	0	0	2	0	0	0	0	1	0	0	0	0	1	1									
		0.19%	0.00%	0.26%	0.00%	0.14%	0.78%	0.99%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.97%	0.44%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1076	44	89	100	132	63	28	102	60	65	48	46	49	15	57	36	44	25	7	29	37									
		20.44%	23.16%	22.76%	17.89%	19.10%	24.61%	27.72%	25.95%	17.14%	17.47%	14.37%	21.40%	27.07%	16.30%	25.00%	16.36%	34.38%	15.34%	10.14%	28.16%	16.30%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	0	1	0	9	1	2	2	1	1	1	1	0	0	0	0	0	0	0	0	6									
		0.48%	0.00%	0.26%	0.00%	1.30%	0.39%	1.98%	0.51%	0.29%	0.27%	0.30%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.64%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	0	1	7	5	2	1	3	10	2	5	2	0	1	2	0	0	0	0	1	0									
		0.80%	0.00%	0.26%	1.25%	0.72%	0.78%	0.99%	0.76%	2.86%	0.54%	1.50%	0.93%	0.00%	1.09%	0.88%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0									
		0.10%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	1	0	5	2	1	4	2	0	1	0	3	0	0	1	0	0	1	0	3	0									
		0.46%	0.53%	0.00%	0.89%	0.29%	0.39%	3.96%	0.51%	0.00%	0.27%	0.00%	1.40%	0.00%	0.00%	0.44%	0.00%	0.00%	0.61%	0.00%	2.91%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	472	20	35	55	58	20	11	26	43	35	38	22	5	5	20	19	8	20	6	7	19									
		8.97%	10.53%	8.95%	9.84%	8.39%	7.81%	10.89%	6.62%	12.29%	9.41%	11.38%	10.23%	2.76%	5.43%	8.77%	8.64%	6.25%	12.27%	8.70%	6.80%	8.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	3	0	2	5	0	0	0	3	2	2	1	1	0	1	1	0	0	1	0	0									
		0.42%	1.58%	0.00%	0.36%	0.72%	0.00%	0.00%	0.00%	0.86%	0.54%	0.60%	0.47%	0.55%	0.00%	0.44%	0.45%	0.00%	0.00%	1.45%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	338	14	46	34	50	21	2	16	24	19	24	8	6	1	12	14	5	5	5	3	29									
		6.42%	7.37%	11.76%	6.08%	7.24%	8.20%	1.98%	4.07%	6.86%	5.11%	7.19%	3.72%	3.31%	1.09%	5.26%	6.36%	3.91%	3.07%	7.25%	2.91%	12.78%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
