Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Георгиевская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	207	0	2	8	2	0	4	15	8	14	25	8	7	6	0	8	5	4	8	5	2	10	4	0	15	1	10	5	3	8	5	0	5	3	3	0	4									
		0.90%	0.00%	0.27%	1.11%	0.35%	0.00%	1.01%	1.93%	1.18%	2.05%	3.25%	1.63%	0.94%	0.82%	0.00%	1.08%	0.61%	0.55%	1.03%	0.69%	0.52%	1.51%	0.75%	0.00%	2.92%	0.56%	1.08%	0.75%	0.48%	1.00%	0.65%	0.00%	0.70%	0.39%	0.36%	0.00%	0.44%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	33	0	1	1	2	0	0	2	1	0	1	0	0	0	2	2	1	3	4	0	0	0	1	0	1	1	0	1	1	0	1	1	2	1	1	2	0									
		0.14%	0.00%	0.14%	0.14%	0.35%	0.00%	0.00%	0.26%	0.15%	0.00%	0.13%	0.00%	0.00%	0.00%	0.47%	0.27%	0.12%	0.41%	0.52%	0.00%	0.00%	0.00%	0.19%	0.00%	0.19%	0.56%	0.00%	0.15%	0.16%	0.00%	0.13%	0.14%	0.28%	0.13%	0.12%	0.48%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	159	1	2	4	3	0	1	4	8	2	9	3	10	9	3	10	8	8	3	8	0	3	4	10	8	0	6	0	3	1	4	2	6	7	4	2	3									
		0.69%	0.57%	0.27%	0.55%	0.52%	0.00%	0.25%	0.51%	1.18%	0.29%	1.17%	0.61%	1.35%	1.22%	0.70%	1.35%	0.98%	1.09%	0.39%	1.11%	0.00%	0.45%	0.75%	1.39%	1.56%	0.00%	0.65%	0.00%	0.48%	0.13%	0.52%	0.28%	0.84%	0.92%	0.49%	0.48%	0.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3522	20	81	96	83	18	28	75	90	107	150	63	103	115	79	205	201	159	131	123	70	108	103	104	102	32	174	101	91	115	110	83	83	73	87	47	112									
		15.30%	11.43%	11.11%	13.31%	14.41%	8.22%	7.07%	9.64%	13.29%	15.69%	19.48%	12.86%	13.90%	15.63%	18.50%	27.67%	24.63%	21.72%	16.93%	17.04%	18.18%	16.27%	19.22%	14.50%	19.88%	18.08%	18.73%	15.23%	14.47%	14.38%	14.19%	11.76%	11.56%	9.58%	10.58%	11.22%	12.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	94	1	2	4	3	1	1	6	2	4	5	3	3	2	5	2	5	2	4	1	0	1	0	5	1	0	1	2	6	4	6	2	3	1	2	2	2									
		0.41%	0.57%	0.27%	0.55%	0.52%	0.46%	0.25%	0.77%	0.30%	0.59%	0.65%	0.61%	0.40%	0.27%	1.17%	0.27%	0.61%	0.27%	0.52%	0.14%	0.00%	0.15%	0.00%	0.70%	0.19%	0.00%	0.11%	0.30%	0.95%	0.50%	0.77%	0.28%	0.42%	0.13%	0.24%	0.48%	0.22%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1233	5	28	33	26	12	33	42	54	27	40	17	36	26	30	31	28	17	46	39	20	33	48	42	27	8	79	25	36	53	42	47	68	20	34	24	57									
		5.36%	2.86%	3.84%	4.58%	4.51%	5.48%	8.33%	5.40%	7.98%	3.96%	5.19%	3.47%	4.86%	3.53%	7.03%	4.18%	3.43%	2.32%	5.94%	5.40%	5.19%	4.97%	8.96%	5.86%	5.26%	4.52%	8.50%	3.77%	5.72%	6.63%	5.42%	6.66%	9.47%	2.62%	4.14%	5.73%	6.28%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
