Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Кавказская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524									
		1.17%	0.73%	1.82%	1.35%	0.51%	1.04%	0.71%	0.00%	1.73%	1.18%	0.35%	2.97%	0.91%	2.37%	2.87%	1.21%	2.21%	2.22%	3.57%	0.06%	1.30%	0.68%	1.77%	0.85%	0.66%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	455	23	49	24	9	24	2	0	32	3	29	33	17	20	7	8	4	3	2	34	29	44	19	24	16									
		1.94%	1.21%	2.41%	1.47%	0.57%	1.39%	1.42%	0.00%	2.64%	1.18%	2.56%	3.92%	3.11%	2.63%	3.35%	4.85%	2.94%	1.67%	1.79%	2.17%	1.99%	2.99%	1.09%	2.28%	1.17%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	267	16	43	19	5	14	0	7	24	3	16	20	1	12	5	4	2	3	1	9	9	8	8	21	17									
		1.14%	0.84%	2.11%	1.16%	0.32%	0.81%	0.00%	2.52%	1.98%	1.18%	1.41%	2.38%	0.18%	1.58%	2.39%	2.42%	1.47%	1.67%	0.89%	0.58%	0.62%	0.54%	0.46%	1.99%	1.24%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15899	1329	1337	1150	1090	1170	90	184	815	181	671	496	396	489	123	116	85	118	81	1112	969	1022	1215	695	965									
		67.64%	69.73%	65.73%	70.34%	69.56%	67.55%	63.83%	66.19%	67.24%	70.98%	59.17%	58.91%	72.39%	64.26%	58.85%	70.30%	62.50%	65.56%	72.32%	71.10%	66.51%	69.52%	69.47%	66.00%	70.59%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	100	9	15	12	2	1	1	5	4	0	4	1	1	5	5	0	1	1	0	6	5	2	9	8	3									
		0.43%	0.47%	0.74%	0.73%	0.13%	0.06%	0.71%	1.80%	0.33%	0.00%	0.35%	0.12%	0.18%	0.66%	2.39%	0.00%	0.74%	0.56%	0.00%	0.38%	0.34%	0.14%	0.51%	0.76%	0.22%									
24	"6. Политическая партия ""Гражданская Платформа"""	86	9	11	8	4	2	0	0	8	0	0	0	0	4	3	0	2	2	0	6	0	0	19	5	3									
		0.37%	0.47%	0.54%	0.49%	0.26%	0.12%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.53%	1.44%	0.00%	1.47%	1.11%	0.00%	0.38%	0.00%	0.00%	1.09%	0.47%	0.22%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2538	184	211	132	215	245	24	27	101	27	223	105	38	75	23	11	13	15	9	117	152	155	197	125	114									
		10.80%	9.65%	10.37%	8.07%	13.72%	14.15%	17.02%	9.71%	8.33%	10.59%	19.66%	12.47%	6.95%	9.86%	11.00%	6.67%	9.56%	8.33%	8.04%	7.48%	10.43%	10.54%	11.26%	11.87%	8.34%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	90	2	4	7	5	9	0	0	5	0	4	2	4	3	1	1	1	1	0	7	5	2	12	9	6									
		0.38%	0.10%	0.20%	0.43%	0.32%	0.52%	0.00%	0.00%	0.41%	0.00%	0.35%	0.24%	0.73%	0.39%	0.48%	0.61%	0.74%	0.56%	0.00%	0.45%	0.34%	0.14%	0.69%	0.85%	0.44%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	97	3	5	8	3	6	1	0	7	2	4	4	4	2	2	0	2	1	0	10	9	6	9	6	3									
		0.41%	0.16%	0.25%	0.49%	0.19%	0.35%	0.71%	0.00%	0.58%	0.78%	0.35%	0.48%	0.73%	0.26%	0.96%	0.00%	1.47%	0.56%	0.00%	0.64%	0.62%	0.41%	0.51%	0.57%	0.22%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	77	8	6	9	1	8	1	0	7	0	0	1	4	3	2	0	1	1	0	6	1	0	7	7	4									
		0.33%	0.42%	0.29%	0.55%	0.06%	0.46%	0.71%	0.00%	0.58%	0.00%	0.00%	0.12%	0.73%	0.39%	0.96%	0.00%	0.74%	0.56%	0.00%	0.38%	0.07%	0.00%	0.40%	0.66%	0.29%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	110	10	22	3	2	7	1	0	11	0	5	1	5	5	1	0	1	1	0	6	11	1	5	9	3									
		0.47%	0.52%	1.08%	0.18%	0.13%	0.40%	0.71%	0.00%	0.91%	0.00%	0.44%	0.12%	0.91%	0.66%	0.48%	0.00%	0.74%	0.56%	0.00%	0.38%	0.75%	0.07%	0.29%	0.85%	0.22%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2321	203	192	188	176	163	8	37	124	20	126	68	40	81	20	13	14	20	7	119	148	146	155	92	161									
		9.87%	10.65%	9.44%	11.50%	11.23%	9.41%	5.67%	13.31%	10.23%	7.84%	11.11%	8.08%	7.31%	10.64%	9.57%	7.88%	10.29%	11.11%	6.25%	7.61%	10.16%	9.93%	8.86%	8.74%	11.78%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	167	25	20	11	21	14	2	0	11	1	1	3	1	6	3	1	1	2	0	7	3	0	19	9	6									
		0.71%	1.31%	0.98%	0.67%	1.34%	0.81%	1.42%	0.00%	0.91%	0.39%	0.09%	0.36%	0.18%	0.79%	1.44%	0.61%	0.74%	1.11%	0.00%	0.45%	0.21%	0.00%	1.09%	0.85%	0.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	986	71	82	42	26	51	10	18	42	15	22	83	31	25	8	9	6	8	7	124	97	74	44	34	57									
		4.19%	3.73%	4.03%	2.57%	1.66%	2.94%	7.09%	6.47%	3.47%	5.88%	1.94%	9.86%	5.67%	3.29%	3.83%	5.45%	4.41%	4.44%	6.25%	7.93%	6.66%	5.03%	2.52%	3.23%	4.17%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
