Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Целинная																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815									
		0.14%	0.23%	0.00%	0.18%	0.29%	0.00%	0.14%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.35%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	976	127	61	91	119	56	119	24	31	49	52	3	36	27	8	8	23	44	12	31	36	19									
		14.87%	14.72%	15.44%	15.99%	17.02%	20.36%	17.02%	7.41%	8.81%	16.17%	15.34%	7.89%	12.50%	8.52%	9.20%	12.50%	20.72%	19.47%	10.91%	21.09%	12.68%	26.03%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	0	0	2	0	0	0	2	1	1	0	0	0	0	0	0	0	2	0	0	0	0									
		0.12%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.62%	0.28%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	8	2	3	1	0	2	1	2	0	0	1	1	4	0	1	1	0	0	0	1	0									
		0.43%	0.93%	0.51%	0.53%	0.14%	0.00%	0.29%	0.31%	0.57%	0.00%	0.00%	2.63%	0.35%	1.26%	0.00%	1.56%	0.90%	0.00%	0.00%	0.00%	0.35%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	0	0	1	0	0	1	0	0	3	2	0	3	0	0	0	0	0	0	1	0									
		0.18%	0.12%	0.00%	0.00%	0.14%	0.00%	0.00%	0.31%	0.00%	0.00%	0.88%	5.26%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	52	12	2	3	0	1	8	5	0	0	3	0	3	4	0	3	1	3	0	0	3	1									
		0.79%	1.39%	0.51%	0.53%	0.00%	0.36%	1.14%	1.54%	0.00%	0.00%	0.88%	0.00%	1.04%	1.26%	0.00%	4.69%	0.90%	1.33%	0.00%	0.00%	1.06%	1.37%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1219	215	99	125	102	43	115	25	87	34	41	2	46	49	12	11	28	55	21	29	71	9									
		18.57%	24.91%	25.06%	21.97%	14.59%	15.64%	16.45%	7.72%	24.72%	11.22%	12.09%	5.26%	15.97%	15.46%	13.79%	17.19%	25.23%	24.34%	19.09%	19.73%	25.00%	12.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	2	1	1	2	0	4	1	0	0	2	0	1	2	0	1	2	1	1	0	1	0									
		0.34%	0.23%	0.25%	0.18%	0.29%	0.00%	0.57%	0.31%	0.00%	0.00%	0.59%	0.00%	0.35%	0.63%	0.00%	1.56%	1.80%	0.44%	0.91%	0.00%	0.35%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	734	131	36	79	46	33	82	32	78	35	43	0	18	28	0	9	8	12	2	22	33	7									
		11.18%	15.18%	9.11%	13.88%	6.58%	12.00%	11.73%	9.88%	22.16%	11.55%	12.68%	0.00%	6.25%	8.83%	0.00%	14.06%	7.21%	5.31%	1.82%	14.97%	11.62%	9.59%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
