Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва														
Дата голосования: 07.12.2003 0:00:00														
														
Наименование Избирательной комиссии:    Скалистинская														
														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)														
														
		Сумма	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466					
		1.05%	1.11%	0.59%	1.31%	1.89%	0.54%	1.35%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	2810	325	397	412	491	460	484	241					
		40.70%	40.37%	39.30%	41.78%	37.28%	41.66%	46.85%	37.13%					
38	"21. ""Российская Конституционно-демократическая партия"""	14	0	4	3	2	1	3	1					
		0.20%	0.0%	0.39%	0.30%	0.15%	0.09%	0.29%	0.15%					
39	"22. ""Развитие предпринимательства"""	17	2	2	0	7	0	1	5					
		0.24%	0.24%	0.19%	0.0%	0.53%	0.0%	0.09%	0.77%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	383	41	68	57	92	69	39	17					
		5.54%	5.09%	6.73%	5.78%	6.98%	6.24%	3.77%	2.61%					
														
41	Против всех	608	78	74	73	134	87	76	86					
		8.80%	9.68%	7.32%	7.40%	10.17%	7.88%	7.35%	13.25%					
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
