Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Сафоновская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	486	24	17	21	20	20	14	22	13	12	13	20	22	10	25	23	18	19	20	19	3	20	6	4	2	6	2	4	7	4	3	2	3	3	7	5	4	6	16	3	3	3	4	5	5	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	241	14	13	9	14	9	5	15	10	3	4	15	18	9	11	17	8	13	9	5	0	13	5	4	0	4	0	1	0	1	0	0	0	0	2	3	0	0	4	0	0	0	2	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	201	1	1	5	3	14	2	2	3	2	2	2	4	12	2	5	1	4	2	6	6	4	2	3	4	4	5	4	4	9	0	3	3	7	12	6	14	3	6	5	5	2	3	6	4	4					
14	Число погашенных открепительных удостоверений	245	10	4	12	6	11	9	7	3	9	9	5	4	1	14	6	10	6	11	14	3	7	1	0	2	2	2	3	7	3	3	2	3	3	5	2	4	6	12	3	3	3	2	4	5	4					
15	Число открепительных удостоверений выданных ТИК	9	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	"1. ""ЕДИНЕНИЕ"""	256	8	6	7	14	9	9	7	4	1	4	6	9	4	7	10	5	7	1	7	0	2	8	5	0	4	4	9	10	7	1	2	1	10	9	6	4	3	15	3	0	7	4	4	6	7					
		0.95%	0.62%	0.61%	0.51%	1.25%	0.71%	1.18%	0.52%	0.55%	0.19%	0.87%	0.57%	0.81%	0.53%	0.52%	0.75%	0.60%	0.76%	0.09%	0.67%	0.0%	0.36%	2.16%	2.21%	0.0%	0.98%	6.66%	3.35%	2.48%	2.57%	0.49%	2.53%	0.47%	5.12%	2.52%	1.41%	1.73%	0.81%	1.87%	1.02%	0.0%	2.99%	1.47%	1.19%	1.79%	2.49%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	298	13	9	11	20	15	14	27	6	3	7	22	12	10	8	19	9	4	10	7	2	8	8	0	1	4	0	6	0	0	2	1	1	4	4	2	1	4	5	1	1	2	2	1	9	3					
		1.11%	1.00%	0.91%	0.80%	1.78%	1.18%	1.84%	2.03%	0.82%	0.59%	1.52%	2.09%	1.08%	1.34%	0.60%	1.43%	1.08%	0.43%	0.99%	0.67%	1.50%	1.45%	2.16%	0.0%	1.04%	0.98%	0.0%	2.23%	0.0%	0.0%	0.98%	1.26%	0.47%	2.05%	1.12%	0.47%	0.43%	1.09%	0.62%	0.34%	0.53%	0.85%	0.73%	0.29%	2.69%	1.06%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1567	82	73	74	65	74	45	62	31	39	54	58	55	38	64	85	42	52	102	102	3	29	23	14	16	15	0	14	20	17	9	0	2	11	14	16	16	10	57	14	7	9	10	17	13	14					
		5.86%	6.35%	7.42%	5.40%	5.80%	5.84%	5.92%	4.68%	4.28%	7.78%	11.76%	5.51%	4.98%	5.10%	4.83%	6.41%	5.07%	5.69%	10.12%	9.85%	2.25%	5.28%	6.21%	6.19%	16.66%	3.68%	0.0%	5.22%	4.97%	6.24%	4.43%	0.0%	0.94%	5.64%	3.92%	3.76%	6.95%	2.73%	7.12%	4.77%	3.74%	3.84%	3.69%	5.05%	3.89%	4.98%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	710	51	35	33	34	39	29	54	24	8	9	36	25	21	35	28	24	38	23	18	6	15	8	6	6	3	5	5	15	5	0	1	2	6	4	2	8	8	10	2	7	6	4	8	3	1					
		2.65%	3.95%	3.56%	2.41%	3.03%	3.08%	3.81%	4.07%	3.31%	1.59%	1.96%	3.42%	2.26%	2.82%	2.64%	2.11%	2.89%	4.16%	2.28%	1.73%	4.51%	2.73%	2.16%	2.65%	6.25%	0.73%	8.33%	1.86%	3.73%	1.83%	0.0%	1.26%	0.94%	3.07%	1.12%	0.47%	3.47%	2.18%	1.25%	0.68%	3.74%	2.56%	1.47%	2.38%	0.89%	0.35%					
22	"5. ""За Русь Святую"""	82	5	6	3	2	1	3	5	1	1	0	4	3	1	5	6	2	3	3	5	1	0	0	1	1	6	0	1	1	1	0	0	0	0	2	0	0	1	4	1	0	1	0	0	2	0					
		0.30%	0.38%	0.61%	0.21%	0.17%	0.07%	0.39%	0.37%	0.13%	0.19%	0.0%	0.38%	0.27%	0.13%	0.37%	0.45%	0.24%	0.32%	0.29%	0.48%	0.75%	0.0%	0.0%	0.44%	1.04%	1.47%	0.0%	0.37%	0.24%	0.36%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.27%	0.5%	0.34%	0.0%	0.42%	0.0%	0.0%	0.59%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	65	2	3	5	0	2	2	2	0	2	5	5	3	1	0	5	0	1	3	1	0	2	2	0	1	0	0	1	2	5	0	0	0	0	0	1	0	1	2	0	0	0	1	1	2	2					
		0.24%	0.15%	0.30%	0.36%	0.0%	0.15%	0.26%	0.15%	0.0%	0.39%	1.08%	0.47%	0.27%	0.13%	0.0%	0.37%	0.0%	0.10%	0.29%	0.09%	0.0%	0.36%	0.54%	0.0%	1.04%	0.0%	0.0%	0.37%	0.49%	1.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.27%	0.25%	0.0%	0.0%	0.0%	0.36%	0.29%	0.59%	0.71%					
24	"7. ""Новый курс - Автомобильная Россия"""	125	5	7	3	10	8	5	4	5	1	0	9	3	5	5	10	3	7	2	3	1	4	5	2	1	0	0	1	0	2	0	0	1	1	1	0	1	2	1	0	1	1	1	1	1	2					
		0.46%	0.38%	0.71%	0.21%	0.89%	0.63%	0.65%	0.30%	0.69%	0.19%	0.0%	0.85%	0.27%	0.67%	0.37%	0.75%	0.36%	0.76%	0.19%	0.28%	0.75%	0.72%	1.35%	0.88%	1.04%	0.0%	0.0%	0.37%	0.0%	0.73%	0.0%	0.0%	0.47%	0.51%	0.28%	0.0%	0.43%	0.54%	0.12%	0.0%	0.53%	0.42%	0.36%	0.29%	0.29%	0.71%					
25	"8. ""Народно-республиканская партия России"""	29	0	3	1	1	0	2	0	2	0	2	1	1	0	1	0	0	0	4	2	0	0	2	0	1	0	0	1	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0					
		0.10%	0.0%	0.30%	0.07%	0.08%	0.0%	0.26%	0.0%	0.27%	0.0%	0.43%	0.09%	0.09%	0.0%	0.07%	0.0%	0.0%	0.0%	0.39%	0.19%	0.0%	0.0%	0.54%	0.0%	1.04%	0.0%	0.0%	0.37%	0.49%	0.0%	0.0%	0.0%	0.0%	0.51%	0.28%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	64	4	2	8	2	3	2	1	0	0	2	1	6	1	3	5	1	2	0	2	0	2	0	2	0	1	0	0	0	2	0	0	0	1	0	2	0	0	1	0	1	2	0	2	3	0					
		0.23%	0.31%	0.20%	0.58%	0.17%	0.23%	0.26%	0.07%	0.0%	0.0%	0.43%	0.09%	0.54%	0.13%	0.22%	0.37%	0.12%	0.21%	0.0%	0.19%	0.0%	0.36%	0.0%	0.88%	0.0%	0.24%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.51%	0.0%	0.47%	0.0%	0.0%	0.12%	0.0%	0.53%	0.85%	0.0%	0.59%	0.89%	0.0%					
27	"10. ""Аграрная партия России"""	1163	24	19	39	40	33	14	34	16	11	11	30	32	22	32	33	29	28	15	13	10	9	8	13	4	38	2	22	27	37	9	3	24	12	8	136	13	74	36	44	5	49	14	23	47	21					
		4.35%	1.86%	1.93%	2.85%	3.57%	2.60%	1.84%	2.56%	2.21%	2.19%	2.39%	2.85%	2.90%	2.95%	2.41%	2.49%	3.50%	3.06%	1.48%	1.25%	7.51%	1.63%	2.16%	5.75%	4.16%	9.33%	3.33%	8.20%	6.71%	13.60%	4.43%	3.79%	11.37%	6.15%	2.24%	32.0%	5.65%	20.21%	4.5%	15.01%	2.67%	20.94%	5.16%	6.84%	14.07%	7.47%					
28	"11. ""Истинные патриоты России"""	27	0	0	0	1	1	1	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	1	3	0	0	0	0	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	8	2	0					
		0.10%	0.0%	0.0%	0.0%	0.08%	0.07%	0.13%	0.0%	0.13%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.07%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	1.32%	0.0%	0.0%	0.0%	0.0%	0.24%	0.36%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	2.38%	0.59%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	239	12	5	8	8	21	8	4	4	5	6	11	7	11	17	15	6	7	6	10	1	12	1	2	0	4	1	1	3	1	2	0	0	1	5	4	3	0	4	4	1	1	5	5	5	2					
		0.89%	0.93%	0.50%	0.58%	0.71%	1.65%	1.05%	0.30%	0.55%	0.99%	1.30%	1.04%	0.63%	1.47%	1.28%	1.13%	0.72%	0.76%	0.59%	0.96%	0.75%	2.18%	0.27%	0.88%	0.0%	0.98%	1.66%	0.37%	0.74%	0.36%	0.98%	0.0%	0.0%	0.51%	1.40%	0.94%	1.30%	0.0%	0.5%	1.36%	0.53%	0.42%	1.84%	1.48%	1.49%	0.71%					
30	"13. ""Демократическая партия России"""	69	2	1	2	0	2	2	3	1	1	1	0	3	1	5	1	0	4	0	3	0	1	1	0	0	3	1	3	5	1	1	0	0	0	2	1	0	1	9	3	0	0	0	3	0	2					
		0.25%	0.15%	0.10%	0.14%	0.0%	0.15%	0.26%	0.22%	0.13%	0.19%	0.21%	0.0%	0.27%	0.13%	0.37%	0.07%	0.0%	0.43%	0.0%	0.28%	0.0%	0.18%	0.27%	0.0%	0.0%	0.73%	1.66%	1.11%	1.24%	0.36%	0.49%	0.0%	0.0%	0.0%	0.56%	0.23%	0.0%	0.27%	1.12%	1.02%	0.0%	0.0%	0.0%	0.89%	0.0%	0.71%					
31	"14. ""Великая Россия - Евразийский Союз"""	44	1	2	1	2	5	0	2	3	1	2	1	1	1	3	1	0	2	1	3	1	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	2	1	0	0					
		0.16%	0.07%	0.20%	0.07%	0.17%	0.39%	0.0%	0.15%	0.41%	0.19%	0.43%	0.09%	0.09%	0.13%	0.22%	0.07%	0.0%	0.21%	0.09%	0.28%	0.75%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	1.26%	0.0%	0.51%	0.28%	0.0%	0.0%	0.0%	0.12%	0.34%	0.0%	0.42%	0.73%	0.29%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	41	2	1	2	1	3	1	3	0	0	1	1	1	4	0	4	0	1	1	1	0	1	0	0	1	1	0	0	2	0	0	0	1	0	2	3	0	0	0	0	0	0	2	0	1	0					
		0.15%	0.15%	0.10%	0.14%	0.08%	0.23%	0.13%	0.22%	0.0%	0.0%	0.21%	0.09%	0.09%	0.53%	0.0%	0.30%	0.0%	0.10%	0.09%	0.09%	0.0%	0.18%	0.0%	0.0%	1.04%	0.24%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.47%	0.0%	0.56%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.29%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1724	105	72	123	81	96	59	128	70	23	26	91	96	61	106	97	38	61	43	54	12	41	19	6	4	10	0	6	29	9	5	0	4	15	13	9	16	10	22	8	5	9	6	10	21	5					
		6.45%	8.13%	7.32%	8.99%	7.23%	7.58%	7.76%	9.66%	9.68%	4.59%	5.66%	8.65%	8.70%	8.19%	8.01%	7.32%	4.58%	6.68%	4.27%	5.21%	9.02%	7.46%	5.13%	2.65%	4.16%	2.45%	0.0%	2.23%	7.21%	3.30%	2.46%	0.0%	1.89%	7.69%	3.64%	2.11%	6.95%	2.73%	2.75%	2.73%	2.67%	3.84%	2.21%	2.97%	6.28%	1.77%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	78	1	3	0	4	4	0	3	1	0	2	3	1	2	1	2	4	2	3	1	0	2	3	0	0	5	1	0	0	1	3	0	3	0	2	4	1	0	3	5	0	0	1	5	1	1					
		0.29%	0.07%	0.30%	0.0%	0.35%	0.31%	0.0%	0.22%	0.13%	0.0%	0.43%	0.28%	0.09%	0.26%	0.07%	0.15%	0.48%	0.21%	0.29%	0.09%	0.0%	0.36%	0.81%	0.0%	0.0%	1.22%	1.66%	0.0%	0.0%	0.36%	1.47%	0.0%	1.42%	0.0%	0.56%	0.94%	0.43%	0.0%	0.37%	1.70%	0.0%	0.0%	0.36%	1.48%	0.29%	0.35%					
35	"18. ""ЛДПР"""	4086	227	100	197	200	254	115	197	103	99	67	141	229	124	196	198	155	161	169	197	34	92	45	22	2	72	5	29	48	28	34	6	15	18	45	63	27	37	122	17	54	33	26	25	30	28					
		15.29%	17.59%	10.17%	14.40%	17.87%	20.06%	15.13%	14.87%	14.24%	19.76%	14.59%	13.41%	20.76%	16.66%	14.81%	14.94%	18.71%	17.63%	16.78%	19.03%	25.56%	16.75%	12.16%	9.73%	2.08%	17.69%	8.33%	10.82%	11.94%	10.29%	16.74%	7.59%	7.10%	9.23%	12.60%	14.82%	11.73%	10.10%	15.25%	5.80%	28.87%	14.10%	9.59%	7.44%	8.98%	9.96%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	461	22	11	28	15	14	9	29	12	6	15	19	8	12	27	19	11	11	19	27	1	16	6	6	1	9	0	4	11	5	5	2	4	5	7	4	5	5	18	5	3	5	6	5	6	3					
		1.72%	1.70%	1.11%	2.04%	1.34%	1.10%	1.18%	2.19%	1.65%	1.19%	3.26%	1.80%	0.72%	1.61%	2.04%	1.43%	1.32%	1.20%	1.88%	2.60%	0.75%	2.91%	1.62%	2.65%	1.04%	2.21%	0.0%	1.49%	2.73%	1.83%	2.46%	2.53%	1.89%	2.56%	1.96%	0.94%	2.17%	1.36%	2.25%	1.70%	1.60%	2.13%	2.21%	1.48%	1.79%	1.06%					
37	"20. ""Политическая партия ""Единая Россия"""	8559	380	268	370	342	401	213	391	218	164	163	332	341	232	396	425	286	302	325	290	37	182	91	94	45	142	21	109	105	75	84	52	132	73	141	117	70	157	219	124	76	36	130	141	104	163					
		32.04%	29.45%	27.26%	27.04%	30.56%	31.67%	28.02%	29.53%	30.15%	32.73%	35.51%	31.58%	30.91%	31.18%	29.93%	32.07%	34.54%	33.07%	32.27%	28.01%	27.81%	33.15%	24.59%	41.59%	46.87%	34.88%	35.0%	40.67%	26.11%	27.57%	41.37%	65.82%	62.55%	37.43%	39.49%	27.52%	30.43%	42.89%	27.37%	42.32%	40.64%	15.38%	47.97%	41.96%	31.13%	58.00%					
38	"21. ""Российская Конституционно-демократическая партия"""	58	1	3	5	1	4	2	3	3	1	2	3	0	2	1	3	1	1	0	0	0	1	1	0	1	1	0	2	3	0	0	2	2	1	0	1	0	1	3	0	2	1	0	0	0	0					
		0.21%	0.07%	0.30%	0.36%	0.08%	0.31%	0.26%	0.22%	0.41%	0.19%	0.43%	0.28%	0.0%	0.26%	0.07%	0.22%	0.12%	0.10%	0.0%	0.0%	0.0%	0.18%	0.27%	0.0%	1.04%	0.24%	0.0%	0.74%	0.74%	0.0%	0.0%	2.53%	0.94%	0.51%	0.0%	0.23%	0.0%	0.27%	0.37%	0.0%	1.06%	0.42%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	61	2	2	5	2	2	0	2	1	2	1	3	3	1	5	2	4	5	1	0	0	2	0	2	0	2	0	0	1	1	1	0	0	2	2	0	2	0	1	0	0	1	0	0	0	1					
		0.22%	0.15%	0.20%	0.36%	0.17%	0.15%	0.0%	0.15%	0.13%	0.39%	0.21%	0.28%	0.27%	0.13%	0.37%	0.15%	0.48%	0.54%	0.09%	0.0%	0.0%	0.36%	0.0%	0.88%	0.0%	0.49%	0.0%	0.0%	0.24%	0.36%	0.49%	0.0%	0.0%	1.02%	0.56%	0.0%	0.86%	0.0%	0.12%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.35%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5374	283	304	368	224	203	194	305	173	104	60	193	195	140	325	269	160	156	220	218	15	105	112	35	8	59	14	42	86	52	30	5	15	25	64	37	49	37	203	58	15	50	45	45	57	17					
		20.12%	21.93%	30.92%	26.90%	20.01%	16.03%	25.52%	23.03%	23.92%	20.75%	13.07%	18.36%	17.67%	18.81%	24.56%	20.30%	19.32%	17.08%	21.84%	21.06%	11.27%	19.12%	30.27%	15.48%	8.33%	14.49%	23.33%	15.67%	21.39%	19.11%	14.77%	6.32%	7.10%	12.82%	17.92%	8.70%	21.30%	10.10%	25.37%	19.79%	8.02%	21.36%	16.60%	13.39%	17.06%	6.04%					
																																																				
41	Против всех	1104	46	34	58	41	62	23	46	33	23	10	66	59	47	62	71	40	47	38	42	6	12	26	7	2	17	3	7	15	15	14	2	1	5	15	8	5	13	23	1	7	11	7	17	17	0					
		4.13%	3.56%	3.45%	4.23%	3.66%	4.89%	3.02%	3.47%	4.56%	4.59%	2.17%	6.27%	5.34%	6.31%	4.68%	5.35%	4.83%	5.14%	3.77%	4.05%	4.51%	2.18%	7.02%	3.09%	2.08%	4.17%	5.0%	2.61%	3.73%	5.51%	6.89%	2.53%	0.47%	2.56%	4.20%	1.88%	2.17%	3.55%	2.87%	0.34%	3.74%	4.70%	2.58%	5.05%	5.08%	0.0%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
