Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Черемховская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	1.Политическая партия «Аграрная партия России»	619	18	10	2	43	10	13	18	47	10	15	12	0	12	6	12	4	0	26	13	18	3	15	16	44	17	11	1	9	57	6	7	14	17	5	9	19	2	13	13	5	23	0	7	2	5	2	8					
		3.60%	2.55%	4.41%	1.42%	5.69%	5.46%	2.95%	7.35%	4.48%	4.33%	3.70%	4.78%	0.00%	6.00%	5.50%	1.61%	2.19%	0.00%	2.36%	1.50%	2.29%	1.36%	2.02%	3.51%	7.30%	6.09%	2.12%	1.28%	1.89%	7.57%	2.79%	4.02%	5.28%	3.28%	3.70%	5.29%	4.13%	2.30%	5.58%	4.38%	3.03%	4.70%	0.00%	4.70%	1.26%	3.33%	1.44%	5.84%					
19	2.Всероссийская политическая партия «Гражданская Сила»	56	2	0	0	3	2	1	0	3	2	3	1	1	1	0	1	0	0	3	5	3	2	1	0	2	0	0	0	3	3	1	0	2	0	0	0	4	0	0	0	1	4	0	0	0	0	1	1					
		0.33%	0.28%	0.00%	0.00%	0.40%	1.09%	0.23%	0.00%	0.29%	0.87%	0.74%	0.40%	1.09%	0.50%	0.00%	0.13%	0.00%	0.00%	0.27%	0.58%	0.38%	0.90%	0.13%	0.00%	0.33%	0.00%	0.00%	0.00%	0.63%	0.40%	0.47%	0.00%	0.75%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.61%	0.82%	0.00%	0.00%	0.00%	0.00%	0.72%	0.73%					
20	3.Политическая партия «Демократическая партия России»	19	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	3	0	0	0	1	0	2	1	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0					
		0.11%	0.00%	0.00%	0.00%	0.13%	0.00%	0.23%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.13%	1.64%	0.00%	0.00%	0.00%	0.13%	0.00%	0.27%	0.22%	0.17%	0.36%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1288	60	1	7	54	0	19	10	90	17	35	26	11	7	8	38	9	16	126	93	97	28	72	32	21	11	38	17	49	48	11	3	16	40	3	2	42	4	19	25	11	32	1	9	10	10	9	1					
		7.50%	8.50%	0.44%	4.96%	7.14%	0.00%	4.31%	4.08%	8.59%	7.36%	8.64%	10.36%	11.96%	3.50%	7.34%	5.09%	4.92%	8.65%	11.43%	10.71%	12.36%	12.67%	9.69%	7.02%	3.48%	3.94%	7.32%	21.79%	10.32%	6.37%	5.12%	1.72%	6.04%	7.71%	2.22%	1.18%	9.13%	4.60%	8.15%	8.42%	6.67%	6.54%	0.50%	6.04%	6.29%	6.67%	6.47%	0.73%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	217	8	1	0	2	0	3	1	3	0	1	3	0	0	0	1	0	6	41	46	29	8	43	0	9	0	2	0	3	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	0					
		1.26%	1.13%	0.44%	0.00%	0.26%	0.00%	0.68%	0.41%	0.29%	0.00%	0.25%	1.20%	0.00%	0.00%	0.00%	0.13%	0.00%	3.24%	3.72%	5.30%	3.69%	3.62%	5.79%	0.00%	1.49%	0.00%	0.39%	0.00%	0.63%	0.13%	0.47%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.72%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	27	1	0	0	1	0	1	1	1	0	1	1	0	0	2	0	0	0	1	2	1	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0					
		0.16%	0.14%	0.00%	0.00%	0.13%	0.00%	0.23%	0.41%	0.10%	0.00%	0.25%	0.40%	0.00%	0.00%	1.83%	0.00%	0.00%	0.00%	0.09%	0.23%	0.13%	0.00%	0.00%	0.22%	0.17%	0.00%	0.00%	0.00%	0.00%	0.27%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.32%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1756	90	14	19	91	21	25	36	108	43	28	30	6	13	19	51	12	23	114	92	86	33	94	51	54	30	39	6	74	46	23	14	15	30	0	21	55	14	39	22	11	52	22	5	22	19	29	15					
		10.22%	12.75%	6.17%	13.48%	12.04%	11.48%	5.67%	14.69%	10.31%	18.61%	6.91%	11.95%	6.52%	6.50%	17.43%	6.83%	6.56%	12.43%	10.34%	10.60%	10.96%	14.93%	12.65%	11.18%	8.96%	10.75%	7.51%	7.69%	15.58%	6.11%	10.70%	8.05%	5.66%	5.78%	0.00%	12.35%	11.96%	16.09%	16.74%	7.41%	6.67%	10.63%	11.06%	3.36%	13.84%	12.67%	20.86%	10.95%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	947	32	5	7	35	5	25	6	46	12	17	11	3	10	8	36	4	16	106	103	89	16	74	20	62	6	10	1	30	31	3	1	11	10	0	0	17	9	9	7	7	23	3	7	6	6	0	2					
		5.51%	4.53%	2.20%	4.96%	4.63%	2.73%	5.67%	2.45%	4.39%	5.19%	4.20%	4.38%	3.26%	5.00%	7.34%	4.82%	2.19%	8.65%	9.62%	11.87%	11.34%	7.24%	9.96%	4.39%	10.28%	2.15%	1.93%	1.28%	6.32%	4.12%	1.40%	0.57%	4.15%	1.93%	0.00%	0.00%	3.70%	10.34%	3.86%	2.36%	4.24%	4.70%	1.51%	4.70%	3.77%	4.00%	0.00%	1.46%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	93	6	2	1	5	1	0	1	3	5	3	0	0	2	0	3	1	0	9	13	4	1	8	2	3	1	3	1	0	1	1	1	2	0	0	0	1	0	2	2	0	0	0	1	1	1	0	2					
		0.54%	0.85%	0.88%	0.71%	0.66%	0.55%	0.00%	0.41%	0.29%	2.16%	0.74%	0.00%	0.00%	1.00%	0.00%	0.40%	0.55%	0.00%	0.82%	1.50%	0.51%	0.45%	1.08%	0.44%	0.50%	0.36%	0.58%	1.28%	0.00%	0.13%	0.47%	0.57%	0.75%	0.00%	0.00%	0.00%	0.22%	0.00%	0.86%	0.67%	0.00%	0.00%	0.00%	0.67%	0.63%	0.67%	0.00%	1.46%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11810	473	191	105	510	143	352	168	729	138	287	160	67	151	65	592	147	121	608	487	441	126	416	321	394	210	410	50	298	560	165	146	198	410	123	136	314	55	148	218	128	343	169	120	115	105	91	106					
		68.77%	66.99%	84.14%	74.47%	67.46%	78.14%	79.82%	68.57%	69.56%	59.74%	70.86%	63.75%	72.83%	75.50%	59.63%	79.25%	80.33%	65.41%	55.17%	56.11%	56.18%	57.01%	55.99%	70.39%	65.34%	75.27%	78.99%	64.10%	62.74%	74.37%	76.74%	83.91%	74.72%	78.99%	91.11%	80.00%	68.26%	63.22%	63.52%	73.40%	77.58%	70.14%	84.92%	80.54%	72.33%	70.00%	65.47%	77.37%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	73	2	0	0	4	0	0	0	6	1	2	2	2	1	0	1	2	0	2	5	6	0	6	3	3	0	3	0	2	2	0	1	4	2	2	2	2	0	0	1	0	3	0	0	1	0	0	0					
		0.43%	0.28%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.57%	0.43%	0.49%	0.80%	2.17%	0.50%	0.00%	0.13%	1.09%	0.00%	0.18%	0.58%	0.76%	0.00%	0.81%	0.66%	0.50%	0.00%	0.58%	0.00%	0.42%	0.27%	0.00%	0.57%	1.51%	0.39%	1.48%	1.18%	0.43%	0.00%	0.00%	0.34%	0.00%	0.61%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
