Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Петровская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994									
		1.83%	2.15%	2.73%	1.24%	0.86%	1.51%	2.22%	1.66%	1.69%	0.72%	1.55%	0.81%	2.76%	1.45%	2.56%	2.69%	0.00%	1.00%	1.82%	3.16%	1.53%	0.00%	4.20%	0.44%	2.34%	1.53%	2.99%	1.47%	0.69%	3.21%	1.75%	1.10%	2.25%	2.45%	0.00%	1.49%	2.69%	1.94%	1.84%	1.31%	0.98%	4.31%	1.95%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13289	297	286	268	289	319	347	345	361	564	243	317	321	258	306	266	418	235	313	253	242	47	137	247	319	286	114	333	309	297	313	594	386	295	97	80	671	383	411	552	359	461	350									
		53.11%	58.01%	48.81%	47.60%	49.91%	53.34%	54.99%	52.04%	50.99%	67.63%	41.82%	51.63%	49.23%	41.61%	46.08%	47.67%	69.67%	47.09%	51.82%	49.90%	61.73%	51.09%	57.56%	53.93%	49.77%	54.58%	68.26%	44.64%	42.50%	52.94%	49.84%	65.27%	57.87%	42.45%	60.63%	59.70%	53.17%	53.19%	58.05%	55.81%	58.85%	53.73%	62.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	163	4	12	3	13	1	3	6	8	0	4	6	1	10	5	7	1	2	8	4	4	1	1	3	0	0	0	5	2	2	4	8	4	3	2	0	0	9	5	4	6	0	2									
		0.65%	0.78%	2.05%	0.53%	2.25%	0.17%	0.48%	0.90%	1.13%	0.00%	0.69%	0.98%	0.15%	1.61%	0.75%	1.25%	0.17%	0.40%	1.32%	0.79%	1.02%	1.09%	0.42%	0.66%	0.00%	0.00%	0.00%	0.67%	0.28%	0.36%	0.64%	0.88%	0.60%	0.43%	1.25%	0.00%	0.00%	1.25%	0.71%	0.40%	0.98%	0.00%	0.36%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	0	0	0	0	0	1	2	2	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	2	1	0	0	2	1	1	1	0	0	1	0	0	3	0	0	2	2	2									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.30%	0.28%	0.00%	0.00%	0.00%	0.15%	0.16%	0.00%	0.18%	0.00%	0.20%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.31%	0.19%	0.00%	0.00%	0.28%	0.18%	0.16%	0.11%	0.00%	0.00%	0.63%	0.00%	0.00%	0.42%	0.00%	0.00%	0.33%	0.23%	0.36%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4231	97	112	124	97	105	91	123	132	114	130	101	145	113	126	100	80	111	99	110	73	16	47	88	116	97	23	138	132	106	126	109	85	101	29	27	195	81	89	162	101	102	78									
		16.91%	18.95%	19.11%	22.02%	16.75%	17.56%	14.42%	18.55%	18.64%	13.67%	22.38%	16.45%	22.24%	18.23%	18.98%	17.92%	13.33%	22.24%	16.39%	21.70%	18.62%	17.39%	19.75%	19.21%	18.10%	18.51%	13.77%	18.50%	18.16%	18.89%	20.06%	11.98%	12.74%	14.53%	18.13%	20.15%	15.45%	11.25%	12.57%	16.38%	16.56%	11.89%	13.85%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	70	3	1	3	5	1	1	2	2	1	0	1	4	3	4	6	0	2	4	0	1	0	1	0	2	0	0	0	0	0	4	0	5	0	0	0	4	6	0	0	1	2	1									
		0.28%	0.59%	0.17%	0.53%	0.86%	0.17%	0.16%	0.30%	0.28%	0.12%	0.00%	0.16%	0.61%	0.48%	0.60%	1.08%	0.00%	0.40%	0.66%	0.00%	0.26%	0.00%	0.42%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.75%	0.00%	0.00%	0.00%	0.32%	0.83%	0.00%	0.00%	0.16%	0.23%	0.18%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	179	2	1	2	5	4	8	7	11	11	8	10	8	5	1	3	8	5	7	7	2	1	0	1	6	2	1	2	4	1	2	4	3	5	0	1	4	7	11	2	6	1	0									
		0.72%	0.39%	0.17%	0.36%	0.86%	0.67%	1.27%	1.06%	1.55%	1.32%	1.38%	1.63%	1.23%	0.81%	0.15%	0.54%	1.33%	1.00%	1.16%	1.38%	0.51%	1.09%	0.00%	0.22%	0.94%	0.38%	0.60%	0.27%	0.55%	0.18%	0.32%	0.44%	0.45%	0.72%	0.00%	0.75%	0.32%	0.97%	1.55%	0.20%	0.98%	0.12%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	0	0	0	0	1	0	0	1	0	1	1	1	2	0	0	0	0	0	0	1	0	2	0	0	1	1	1	1	0	0	1	1	0	1	0	3	2	0	1	2	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.14%	0.00%	0.17%	0.16%	0.15%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.84%	0.00%	0.00%	0.19%	0.60%	0.13%	0.14%	0.00%	0.00%	0.11%	0.15%	0.00%	0.63%	0.00%	0.24%	0.28%	0.00%	0.10%	0.33%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	147	2	7	4	10	4	3	5	4	2	1	2	8	8	11	2	6	5	6	2	0	0	1	0	0	1	4	5	3	0	3	1	1	4	0	1	6	4	3	5	4	8	1									
		0.59%	0.39%	1.19%	0.71%	1.73%	0.67%	0.48%	0.75%	0.56%	0.24%	0.17%	0.33%	1.23%	1.29%	1.66%	0.36%	1.00%	1.00%	0.99%	0.39%	0.00%	0.00%	0.42%	0.00%	0.00%	0.19%	2.40%	0.67%	0.41%	0.00%	0.48%	0.11%	0.15%	0.58%	0.00%	0.75%	0.48%	0.56%	0.42%	0.51%	0.66%	0.93%	0.18%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3488	64	89	86	77	84	100	99	90	80	106	121	78	76	94	73	75	69	83	53	30	5	21	73	118	70	8	152	138	73	77	83	93	133	13	11	196	107	87	132	66	137	68									
		13.94%	12.50%	15.19%	15.28%	13.30%	14.05%	15.85%	14.93%	12.71%	9.59%	18.24%	19.71%	11.96%	12.26%	14.16%	13.08%	12.50%	13.83%	13.74%	10.45%	7.65%	5.43%	8.82%	15.94%	18.41%	13.36%	4.79%	20.38%	18.98%	13.01%	12.26%	9.12%	13.94%	19.14%	8.13%	8.21%	15.53%	14.86%	12.29%	13.35%	10.82%	15.97%	12.08%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	85	0	2	2	3	2	5	7	4	1	4	1	2	2	1	4	0	3	5	1	0	1	0	0	1	3	0	4	0	2	1	3	2	2	0	0	5	2	0	4	3	1	2									
		0.34%	0.00%	0.34%	0.36%	0.52%	0.33%	0.79%	1.06%	0.56%	0.12%	0.69%	0.16%	0.31%	0.32%	0.15%	0.72%	0.00%	0.60%	0.83%	0.20%	0.00%	1.09%	0.00%	0.00%	0.16%	0.57%	0.00%	0.54%	0.00%	0.36%	0.16%	0.33%	0.30%	0.29%	0.00%	0.00%	0.40%	0.28%	0.00%	0.40%	0.49%	0.12%	0.36%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1117	10	21	17	39	32	20	22	26	25	20	16	23	42	35	31	9	18	30	14	15	18	5	13	17	20	1	44	33	19	31	50	33	74	6	2	66	40	44	45	29	50	12									
		4.46%	1.95%	3.58%	3.02%	6.74%	5.35%	3.17%	3.32%	3.67%	2.99%	3.44%	2.61%	3.53%	6.77%	5.27%	5.56%	1.50%	3.61%	4.97%	2.76%	3.83%	19.57%	2.10%	2.84%	2.65%	3.82%	0.60%	5.90%	4.54%	3.39%	4.94%	5.49%	4.95%	10.65%	3.75%	1.49%	5.23%	5.56%	6.21%	4.55%	4.75%	5.83%	2.13%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
