Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Барабинская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80					
11	Число полученных открепительных  удостоверений	200	10	5	10	5	5	10	5	10	5	5	10	5	5	5	5	5	5	5	10	5	10	5	5	5	5	5	5	5	10	5	5	5					
12	Число выданных открепительных удостоверений	35	0	1	2	0	3	6	0	3	1	1	3	0	2	0	3	0	0	1	4	0	0	0	0	1	1	1	0	0	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	18	1	1	0	0	1	2	0	1	0	2	0	1	2	0	1	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1					
14	Число неиспользованных открепительных удостоверений	165	10	4	8	5	2	4	5	7	4	4	7	5	3	5	2	5	5	4	6	5	10	5	5	4	4	4	5	5	8	5	5	5					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	144	7	0	4	1	6	13	12	4	0	4	13	0	6	1	12	2	1	2	10	3	4	0	3	8	9	0	3	1	6	6	3	0					
		1.34%	1.25%	0.00%	1.04%	0.45%	1.44%	2.81%	9.09%	0.78%	0.00%	2.13%	2.18%	0.00%	1.66%	0.68%	3.28%	0.79%	0.44%	1.32%	1.90%	1.19%	0.51%	0.00%	1.29%	2.52%	2.23%	0.00%	0.78%	0.51%	1.05%	1.61%	1.15%	0.00%					
19	. Малышкин Олег Александрович	226	4	4	6	5	9	8	3	8	8	12	8	5	5	3	6	2	0	6	15	2	17	4	1	16	12	9	7	7	12	7	2	13					
		2.10%	0.71%	2.42%	1.56%	2.25%	2.15%	1.73%	2.27%	1.55%	4.57%	6.38%	1.34%	2.38%	1.38%	2.03%	1.64%	0.79%	0.00%	3.97%	2.86%	0.79%	2.17%	1.69%	0.43%	5.03%	2.97%	2.89%	1.81%	3.59%	2.11%	1.88%	0.77%	3.55%					
20	. Миронов Сергей Михайлович	41	2	0	3	0	2	1	2	0	0	1	2	1	1	0	0	0	0	2	1	0	6	0	0	2	2	2	3	1	1	4	0	2					
		0.38%	0.36%	0.00%	0.78%	0.00%	0.48%	0.22%	1.52%	0.00%	0.00%	0.53%	0.34%	0.48%	0.28%	0.00%	0.00%	0.00%	0.00%	1.32%	0.19%	0.00%	0.77%	0.00%	0.00%	0.63%	0.50%	0.64%	0.78%	0.51%	0.18%	1.08%	0.00%	0.55%					
21	. Путин Владимир Владимирович	6586	366	118	220	107	274	326	88	329	99	126	462	156	256	82	201	82	100	46	271	128	501	135	173	205	167	202	250	116	351	309	139	201					
		61.25%	65.24%	71.52%	57.14%	48.20%	65.55%	70.41%	66.67%	63.88%	56.57%	67.02%	77.39%	74.29%	70.72%	55.41%	54.92%	32.28%	44.44%	30.46%	51.62%	50.59%	63.90%	56.96%	74.57%	64.47%	41.34%	64.95%	64.60%	59.49%	61.58%	83.06%	53.26%	54.92%					
22	. Хакамада Ирина Муцуовна	154	5	7	6	7	2	6	7	6	3	5	1	2	7	3	6	3	2	8	10	2	9	4	4	1	8	3	6	6	10	0	2	3					
		1.43%	0.89%	4.24%	1.56%	3.15%	0.48%	1.30%	5.30%	1.17%	1.71%	2.66%	0.17%	0.95%	1.93%	2.03%	1.64%	1.18%	0.89%	5.30%	1.90%	0.79%	1.15%	1.69%	1.72%	0.31%	1.98%	0.96%	1.55%	3.08%	1.75%	0.00%	0.77%	0.82%					
23	. Харитонов Николай Михайлович	3334	168	32	139	96	116	85	15	163	62	37	97	44	83	52	130	156	118	84	215	112	224	86	49	73	197	90	106	61	168	40	106	130					
		31.01%	29.95%	19.39%	36.10%	43.24%	27.75%	18.36%	11.36%	31.65%	35.43%	19.68%	16.25%	20.95%	22.93%	35.14%	35.52%	61.42%	52.44%	55.63%	40.95%	44.27%	28.57%	36.29%	21.12%	22.96%	48.76%	28.94%	27.39%	31.28%	29.47%	10.75%	40.61%	35.52%					
																																							
24	Против всех	111	3	2	4	4	4	5	5	3	3	3	5	0	1	2	7	0	2	3	3	4	7	3	0	5	7	1	4	1	10	2	3	5					
		1.03%	0.53%	1.21%	1.04%	1.80%	0.96%	1.08%	3.79%	0.58%	1.71%	1.60%	0.84%	0.00%	0.28%	1.35%	1.91%	0.00%	0.89%	1.99%	0.57%	1.58%	0.89%	1.27%	0.00%	1.57%	1.73%	0.32%	1.03%	0.51%	1.75%	0.54%	1.15%	1.37%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
