Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Хвалынская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	36	1	0	0	0	0	2	4	0	3	0	0	0	0	0	1	0	2	5	1	0	9	8	0									
		0.21%	0.06%	0.00%	0.00%	0.00%	0.00%	0.42%	0.78%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.16%	0.35%	0.07%	0.00%	1.02%	0.62%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	95	2	0	0	2	0	5	10	1	1	0	2	9	0	0	2	1	3	17	13	2	9	16	0									
		0.55%	0.11%	0.00%	0.00%	0.87%	0.00%	1.06%	1.94%	0.60%	0.20%	0.00%	0.66%	1.16%	0.00%	0.00%	0.62%	0.23%	0.24%	1.18%	0.94%	0.16%	1.02%	1.24%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	93	2	0	0	0	17	12	3	0	1	0	2	5	0	0	0	0	10	9	16	1	6	8	1									
		0.54%	0.11%	0.00%	0.00%	0.00%	1.05%	2.54%	0.58%	0.00%	0.20%	0.00%	0.66%	0.65%	0.00%	0.00%	0.00%	0.00%	0.80%	0.62%	1.16%	0.08%	0.68%	0.62%	0.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15156	1724	298	407	226	1489	372	379	165	417	352	291	635	190	159	308	417	1062	1180	1113	1110	598	1028	1236									
		87.76%	96.53%	98.68%	99.27%	98.26%	91.74%	78.65%	73.45%	98.21%	81.93%	98.88%	96.68%	81.94%	98.45%	96.36%	95.95%	96.98%	85.16%	81.72%	80.65%	91.13%	68.03%	79.38%	98.96%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	2	4	4	0	5	3	0									
		0.13%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.20%	0.00%	0.33%	0.13%	0.00%	0.00%	0.00%	0.00%	0.16%	0.28%	0.29%	0.00%	0.57%	0.23%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	2	1	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.08%	0.23%	0.08%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	664	19	2	2	1	46	50	40	1	36	2	2	66	1	3	5	8	48	88	108	15	28	91	2									
		3.84%	1.06%	0.66%	0.49%	0.43%	2.83%	10.57%	7.75%	0.60%	7.07%	0.56%	0.66%	8.52%	0.52%	1.82%	1.56%	1.86%	3.85%	6.09%	7.83%	1.23%	3.19%	7.03%	0.16%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	4	7	0	6	1	0									
		0.14%	0.06%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.24%	0.28%	0.51%	0.00%	0.68%	0.08%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	1	0	0	0	0	3	1	0	2	0	0	0	0	0	0	1	4	5	3	0	0	7	0									
		0.16%	0.06%	0.00%	0.00%	0.00%	0.00%	0.63%	0.19%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.32%	0.35%	0.22%	0.00%	0.00%	0.54%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0									
		0.04%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.07%	0.16%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	30	3	0	0	0	0	1	1	0	1	0	0	2	0	0	1	0	3	2	4	2	4	6	0									
		0.17%	0.17%	0.00%	0.00%	0.00%	0.00%	0.21%	0.19%	0.00%	0.20%	0.00%	0.00%	0.26%	0.00%	0.00%	0.31%	0.00%	0.24%	0.14%	0.29%	0.16%	0.46%	0.46%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	875	18	2	1	1	40	14	30	1	38	2	3	40	2	2	3	2	93	98	91	84	203	99	8									
		5.07%	1.01%	0.66%	0.24%	0.43%	2.46%	2.96%	5.81%	0.60%	7.47%	0.56%	0.99%	5.16%	1.04%	1.21%	0.93%	0.47%	7.46%	6.79%	6.59%	6.90%	23.09%	7.64%	0.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	2	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	1	1									
		0.14%	0.11%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.14%	0.07%	0.00%	0.11%	0.08%	0.08%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	111	2	0	0	0	16	6	3	0	3	0	0	9	0	1	1	0	12	17	14	1	8	17	1									
		0.64%	0.11%	0.00%	0.00%	0.00%	0.99%	1.27%	0.58%	0.00%	0.59%	0.00%	0.00%	1.16%	0.00%	0.61%	0.31%	0.00%	0.96%	1.18%	1.01%	0.08%	0.91%	1.31%	0.08%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
