7	Число избирательных бюллетеней в переносных ящиках для голосования	3364	31	10	9	22	17	21	23	13	42	20	47	34	36	2	48	51	48	73	52	32	33	35	26	22	23	25	39	38	36	46	15	43	40	34	44	25	27	31	44	32	41	46	35	57	43	28	17	43	32	23	20	28	54	42	32	30	46	40	14	43	20	29	29	18	46	23	46	41	14	32	640	119	20	110	165	9	0									
8	Число бюллетеней в стационарных ящиках для голосования	87213	1347	749	1281	1338	1666	763	1256	1001	1174	842	1024	1015	1284	3268	1361	1372	1015	1348	1237	1060	1562	989	1004	992	985	1233	1072	1058	1130	890	707	1182	1049	1009	1101	1050	666	838	1182	1060	1172	1282	1867	1267	1525	1857	1015	1094	1376	997	1209	1435	947	1517	1539	1382	1370	1069	655	1412	1538	1431	952	1087	1477	1929	1000	1372	1047	1082	18	403	325	316	521	231	337									
9	Число недействительных избирательных бюллетеней	1376	16	11	23	11	13	6	18	13	24	5	18	18	9	63	20	23	13	21	54	20	25	18	12	18	18	26	8	16	15	13	14	20	16	14	16	18	10	19	17	18	21	21	24	15	24	16	8	10	14	15	7	16	12	22	29	27	20	10	9	24	42	32	14	21	21	55	17	12	29	19	8	7	8	5	4	2	6									
10	Число действительных избирательных бюллетеней	89201	1362	748	1267	1349	1670	778	1261	1001	1192	857	1053	1031	1311	3207	1389	1400	1050	1400	1235	1072	1570	1006	1018	996	990	1232	1103	1080	1151	923	708	1205	1073	1029	1129	1057	683	850	1209	1074	1192	1307	1878	1309	1544	1869	1024	1127	1394	1005	1222	1447	989	1537	1542	1385	1396	1099	660	1431	1516	1428	967	1084	1502	1897	1029	1401	1032	1095	650	515	337	421	682	238	331									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																								
13	Бабурин Сергей Николаевич	848	18	10	15	10	14	5	8	9	9	6	8	14	8	10	12	10	14	16	14	17	20	11	15	6	9	11	8	16	10	8	5	15	11	14	17	9	6	9	11	7	14	14	30	14	11	13	15	8	8	12	15	11	9	15	14	7	14	9	9	12	13	12	5	9	18	15	16	21	6	9	4	7	1	4	4	3	2									
		0.94%	1.31%	1.32%	1.16%	0.74%	0.83%	0.64%	0.63%	0.89%	0.74%	0.70%	0.75%	1.33%	0.61%	0.31%	0.85%	0.70%	1.32%	1.13%	1.09%	1.56%	1.25%	1.07%	1.46%	0.59%	0.89%	0.87%	0.72%	1.46%	0.86%	0.85%	0.69%	1.22%	1.01%	1.34%	1.48%	0.84%	0.87%	1.04%	0.90%	0.64%	1.15%	1.05%	1.58%	1.06%	0.70%	0.69%	1.45%	0.70%	0.57%	1.18%	1.22%	0.75%	0.90%	0.96%	0.89%	0.50%	0.99%	0.81%	1.35%	0.82%	0.83%	0.82%	0.51%	0.81%	1.18%	0.77%	1.53%	1.49%	0.57%	0.81%	0.61%	1.34%	0.29%	0.94%	0.58%	1.25%	0.59%									
14	Грудинин Павел Николаевич	8712	129	67	117	137	141	90	117	103	179	91	119	110	143	309	123	143	101	136	129	150	149	100	110	108	106	149	139	106	114	91	67	96	102	118	113	98	88	77	117	121	114	112	186	146	185	184	124	99	142	93	96	124	97	133	157	120	116	113	63	121	127	140	71	96	128	183	86	117	105	77	52	34	16	43	58	22	29									
		9.62%	9.36%	8.83%	9.07%	10.07%	8.38%	11.48%	9.15%	10.16%	14.72%	10.56%	11.11%	10.49%	10.83%	9.45%	8.73%	10.05%	9.50%	9.57%	10.01%	13.74%	9.34%	9.77%	10.68%	10.65%	10.52%	11.84%	12.51%	9.67%	9.78%	9.72%	9.28%	7.84%	9.37%	11.31%	9.87%	9.12%	12.70%	8.86%	9.54%	11.08%	9.40%	8.43%	9.78%	11.03%	11.80%	9.76%	12.02%	8.71%	10.09%	9.12%	7.81%	8.48%	9.69%	8.53%	9.99%	8.50%	8.19%	10.19%	9.42%	8.32%	8.15%	9.59%	7.24%	8.69%	8.40%	9.38%	8.22%	8.28%	9.90%	6.91%	7.90%	6.51%	4.64%	10.09%	8.45%	9.17%	8.61%									
15	Жириновский Владимир Вольфович	3365	47	37	56	53	51	25	42	46	44	49	43	45	59	47	52	42	48	53	51	37	43	36	37	37	26	42	32	36	35	32	28	41	38	42	50	33	14	29	50	24	38	44	63	33	49	49	37	57	51	42	46	70	40	56	91	63	69	44	29	64	52	54	35	42	63	71	44	80	44	47	28	22	31	15	36	13	21									
		3.72%	3.41%	4.87%	4.34%	3.90%	3.03%	3.19%	3.28%	4.54%	3.62%	5.68%	4.01%	4.29%	4.47%	1.44%	3.69%	2.95%	4.52%	3.73%	3.96%	3.39%	2.70%	3.52%	3.59%	3.65%	2.58%	3.34%	2.88%	3.28%	3.00%	3.42%	3.88%	3.35%	3.49%	4.03%	4.37%	3.07%	2.02%	3.34%	4.08%	2.20%	3.13%	3.31%	3.31%	2.49%	3.13%	2.60%	3.59%	5.01%	3.62%	4.12%	3.74%	4.78%	3.99%	3.59%	5.79%	4.46%	4.87%	3.97%	4.33%	4.40%	3.34%	3.70%	3.57%	3.80%	4.14%	3.64%	4.21%	5.66%	4.15%	4.22%	4.26%	4.21%	8.99%	3.52%	5.25%	5.42%	6.23%									
16	Путин Владимир Владимирович	65296	991	522	916	1001	1350	561	929	753	780	634	704	729	954	2700	999	970	739	983	885	667	1106	730	736	721	726	829	751	747	805	632	484	864	769	686	796	767	477	598	857	752	832	938	1325	910	1044	1392	718	866	1037	757	938	1105	739	1188	1124	1030	1045	841	473	1056	1165	1068	748	822	1135	1437	793	1037	785	843	528	412	273	329	532	179	252									
		72.09%	71.92%	68.77%	71.01%	73.60%	80.21%	71.56%	72.63%	74.26%	64.14%	73.55%	65.73%	69.49%	72.27%	82.57%	70.90%	68.17%	69.52%	69.18%	68.66%	61.08%	69.34%	71.29%	71.46%	71.10%	72.02%	65.90%	67.60%	68.16%	69.04%	67.52%	67.04%	70.53%	70.62%	65.77%	69.52%	71.35%	68.83%	68.81%	69.90%	68.86%	68.59%	70.63%	69.66%	68.73%	66.58%	73.85%	69.57%	76.17%	73.65%	74.22%	76.32%	75.53%	73.83%	76.20%	71.55%	72.95%	73.80%	75.83%	70.70%	72.58%	74.78%	73.15%	76.25%	74.39%	74.52%	73.62%	75.81%	73.39%	73.99%	75.67%	80.24%	78.93%	79.13%	77.23%	77.55%	74.58%	74.78%									
17	Собчак Ксения Анатольевна	4814	76	63	74	72	50	43	60	43	107	32	80	59	68	69	87	97	50	92	71	92	120	43	50	61	55	96	82	71	73	81	46	83	60	74	63	75	41	57	81	68	93	92	134	88	109	118	45	38	75	52	55	63	46	56	54	57	57	40	37	77	69	66	44	43	68	84	39	71	35	43	17	21	11	10	21	8	13									
		5.31%	5.52%	8.30%	5.74%	5.29%	2.97%	5.48%	4.69%	4.24%	8.80%	3.71%	7.47%	5.62%	5.15%	2.11%	6.17%	6.82%	4.70%	6.47%	5.51%	8.42%	7.52%	4.20%	4.85%	6.02%	5.46%	7.63%	7.38%	6.48%	6.26%	8.65%	6.37%	6.78%	5.51%	7.09%	5.50%	6.98%	5.92%	6.56%	6.61%	6.23%	7.67%	6.93%	7.05%	6.65%	6.95%	6.26%	4.36%	3.34%	5.33%	5.10%	4.48%	4.31%	4.60%	3.59%	3.44%	4.04%	4.03%	3.61%	5.53%	5.29%	4.43%	4.52%	4.49%	3.89%	4.46%	4.30%	3.73%	5.02%	3.30%	3.86%	2.58%	4.02%	3.19%	2.35%	3.06%	3.33%	3.86%									
18	Сурайкин Максим Александрович	592	5	7	11	13	7	6	17	8	6	7	5	4	7	11	7	9	5	9	11	10	13	13	3	7	2	11	5	6	9	3	7	11	10	14	7	11	3	5	7	5	9	8	7	7	11	2	8	7	11	5	4	6	8	13	9	4	10	2	7	16	15	9	8	6	14	12	8	7	5	14	4	5	0	4	5	2	3									
		0.65%	0.36%	0.92%	0.85%	0.96%	0.42%	0.77%	1.33%	0.79%	0.49%	0.81%	0.47%	0.38%	0.53%	0.34%	0.50%	0.63%	0.47%	0.63%	0.85%	0.92%	0.82%	1.27%	0.29%	0.69%	0.20%	0.87%	0.45%	0.55%	0.77%	0.32%	0.97%	0.90%	0.92%	1.34%	0.61%	1.02%	0.43%	0.58%	0.57%	0.46%	0.74%	0.60%	0.37%	0.53%	0.70%	0.11%	0.78%	0.62%	0.78%	0.49%	0.33%	0.41%	0.80%	0.83%	0.57%	0.28%	0.71%	0.18%	1.05%	1.10%	0.96%	0.62%	0.82%	0.54%	0.92%	0.61%	0.76%	0.50%	0.47%	1.26%	0.61%	0.96%	0.00%	0.94%	0.73%	0.83%	0.89%									
19	Титов Борис Юрьевич	1690	23	7	28	21	24	12	26	13	24	11	22	15	24	23	27	34	34	38	22	29	24	21	22	17	23	49	24	26	31	10	17	24	16	13	22	19	13	20	29	23	23	32	41	33	53	54	27	19	21	17	21	22	15	25	23	32	26	15	12	34	25	26	11	11	33	36	17	13	18	26	3	5	1	4	9	6	1									
		1.87%	1.67%	0.92%	2.17%	1.54%	1.43%	1.53%	2.03%	1.28%	1.97%	1.28%	2.05%	1.43%	1.82%	0.70%	1.92%	2.39%	3.20%	2.67%	1.71%	2.66%	1.50%	2.05%	2.14%	1.68%	2.28%	3.90%	2.16%	2.37%	2.66%	1.07%	2.35%	1.96%	1.47%	1.25%	1.92%	1.77%	1.88%	2.30%	2.37%	2.11%	1.90%	2.41%	2.16%	2.49%	3.38%	2.86%	2.62%	1.67%	1.49%	1.67%	1.71%	1.50%	1.50%	1.60%	1.46%	2.27%	1.84%	1.35%	1.79%	2.34%	1.60%	1.78%	1.12%	0.99%	2.17%	1.84%	1.63%	0.92%	1.70%	2.33%	0.46%	0.96%	0.29%	0.94%	1.31%	2.50%	0.30%									
20	Явлинский Григорий Алексеевич	3884	73	35	50	42	33	36	62	26	43	27	72	55	48	38	82	95	59	73	52	70	95	52	45	39	43	45	62	72	74	66	54	71	67	68	61	45	41	55	57	74	69	67	92	78	82	57	50	33	49	27	47	46	35	51	70	72	59	35	30	51	50	53	45	55	43	59	26	55	34	36	14	9	4	12	17	5	10									
		4.29%	5.30%	4.61%	3.88%	3.09%	1.96%	4.59%	4.85%	2.56%	3.54%	3.13%	6.72%	5.24%	3.64%	1.16%	5.82%	6.68%	5.55%	5.14%	4.03%	6.41%	5.96%	5.08%	4.37%	3.85%	4.27%	3.58%	5.58%	6.57%	6.35%	7.05%	7.48%	5.80%	6.15%	6.52%	5.33%	4.19%	5.92%	6.33%	4.65%	6.78%	5.69%	5.05%	4.84%	5.89%	5.23%	3.02%	4.84%	2.90%	3.48%	2.65%	3.82%	3.14%	3.50%	3.27%	4.46%	5.10%	4.17%	3.16%	4.48%	3.51%	3.21%	3.63%	4.59%	4.98%	2.82%	3.02%	2.49%	3.89%	3.20%	3.23%	2.13%	1.72%	1.16%	2.82%	2.48%	2.08%	2.97%									
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
