7	Число избирательных бюллетеней в переносных ящиках для голосования	3090	0	0	0	44	22	32	84	30	6	11	73	17	24	14	10	61	21	23	32	20	540	61	49	46	39	35	28	16	38	32	61	27	22	33	23	145	50	0	38	25	46	33	34	17	37	14	22	45	26	39	56	55	9	204	17	22	43	22	42	21	10	20	21	67	23	9	21	34	19	10	26	25	14	30	18	83	0	15	9	0									
8	Число бюллетеней в стационарных ящиках для голосования	91246	1342	2624	378	812	746	1145	153	1328	853	935	1336	1178	1546	1328	1366	955	831	1089	1210	1221	0	1317	1413	1068	1522	1355	1506	1686	1111	1039	1071	1164	1338	1034	1039	241	157	529	1262	1126	975	1269	1131	793	914	1215	1132	1430	775	1337	1498	1477	770	204	1733	1123	1404	1371	1788	1644	1397	1748	1518	1664	1972	1355	1447	1133	1154	892	1185	1399	1147	1166	1078	324	200	279	856	1995									
9	Число недействительных избирательных бюллетеней	1451	30	25	4	10	14	20	2	19	9	11	24	16	14	21	14	17	13	27	11	13	4	19	27	10	36	18	41	43	14	13	23	24	25	13	12	3	3	7	21	25	19	20	18	18	25	23	17	30	7	26	31	27	13	1	30	2	24	24	31	32	10	23	24	26	32	26	26	28	24	8	16	13	23	19	17	0	0	3	12	8									
10	Число действительных избирательных бюллетеней	92885	1312	2599	374	846	754	1157	235	1339	850	935	1385	1179	1556	1321	1362	999	839	1085	1231	1228	536	1359	1435	1104	1525	1372	1493	1659	1135	1058	1109	1167	1335	1054	1050	383	204	522	1279	1126	1002	1282	1147	792	926	1206	1137	1445	794	1350	1523	1505	766	407	1720	1143	1423	1369	1799	1633	1397	1745	1515	1705	1963	1338	1442	1139	1149	894	1195	1411	1138	1177	1079	407	200	291	853	1987									
11	Число полученных открепительных  удостоверений	3375	110	185	5	30	30	35	5	55	30	45	65	40	81	59	50	30	46	40	50	55	5	50	45	50	45	41	60	65	30	30	50	50	55	30	60	5	5	10	38	40	30	45	40	30	30	40	40	40	30	50	55	60	30	5	60	35	45	45	65	55	40	50	45	70	75	50	60	30	40	40	30	50	30	30	50	5	5	5	30	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2943	104	185	0	20	18	35	0	50	29	36	64	39	79	58	42	30	37	34	50	52	0	44	38	44	36	39	59	60	25	26	45	39	44	25	47	0	0	8	31	33	24	39	36	25	29	36	36	38	16	45	49	57	22	0	56	35	35	39	54	55	35	41	44	62	64	45	44	23	33	38	28	38	28	25	46	0	0	0	18	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3042	225	38	21	27	28	56	43	56	63	19	135	68	77	52	22	30	26	23	12	73	48	31	41	29	25	15	26	33	68	63	30	28	33	28	21	13	21	8	31	25	21	21	26	16	15	30	9	52	30	36	28	24	26	93	46	24	30	16	36	23	23	43	41	70	38	19	29	13	15	20	35	32	28	16	26	30	27	182	34	8									
14	Число неиспользованных открепительных удостоверений	432	6	0	5	10	12	0	5	5	1	9	1	1	2	1	8	0	9	6	0	3	5	6	7	6	9	2	1	5	5	4	5	11	11	5	13	5	5	2	7	7	6	6	4	5	1	4	4	2	14	5	6	3	8	5	4	0	10	6	11	0	5	9	1	8	11	5	16	7	7	2	2	12	2	5	4	5	5	5	12	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	124	1	1	0	1	1	2	0	0	4	5	3	0	4	2	2	3	2	2	6	2	0	2	0	1	1	1	1	2	1	0	0	2	0	2	0	0	0	0	1	0	0	2	1	0	0	2	4	0	3	1	1	4	1	0	5	3	6	4	3	2	1	2	1	1	5	1	4	2	3	2	0	1	0	0	2	0	0	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																											
19	Жириновский Владимир Вольфович	4056	104	82	9	29	30	38	21	56	43	74	86	83	103	73	113	62	57	66	52	75	42	30	47	44	55	58	72	66	48	39	53	51	87	28	38	17	17	34	28	34	32	46	47	28	30	40	63	52	27	49	37	53	27	6	79	42	55	66	75	71	48	65	95	81	96	93	78	53	57	42	79	53	13	29	62	4	6	3	7	23									
		4.30%	7.75%	3.13%	2.38%	3.39%	3.91%	3.23%	8.86%	4.12%	5.01%	7.82%	6.10%	6.95%	6.56%	5.44%	8.21%	6.10%	6.69%	5.94%	4.19%	6.04%	7.78%	2.18%	3.21%	3.95%	3.52%	4.17%	4.69%	3.88%	4.18%	3.64%	4.68%	4.28%	6.40%	2.62%	3.58%	4.40%	8.21%	6.43%	2.15%	2.95%	3.13%	3.53%	4.03%	3.46%	3.15%	3.25%	5.46%	3.53%	3.37%	3.56%	2.38%	3.46%	3.47%	1.47%	4.51%	3.67%	3.80%	4.74%	4.10%	4.26%	3.41%	3.68%	6.17%	4.68%	4.81%	6.82%	5.31%	4.54%	4.86%	4.66%	6.52%	3.72%	1.12%	2.42%	5.66%	0.98%	3.00%	1.02%	0.81%	1.15%									
20	Зюганов Геннадий Андреевич	12853	126	276	18	137	100	179	34	195	132	104	142	142	246	187	126	147	134	160	125	222	80	131	247	168	244	248	227	293	158	156	177	193	212	178	149	68	11	23	225	128	165	210	151	119	159	182	189	213	104	208	256	229	73	62	271	196	240	247	288	244	102	223	245	256	283	180	204	191	188	131	170	228	3	137	168	10	7	6	9	58									
		13.62%	9.39%	10.52%	4.76%	16.00%	13.02%	15.21%	14.35%	14.36%	15.37%	10.99%	10.08%	11.88%	15.67%	13.93%	9.16%	14.47%	15.73%	14.39%	10.06%	17.89%	14.81%	9.51%	16.89%	15.08%	15.63%	17.84%	14.80%	17.22%	13.75%	14.57%	15.64%	16.20%	15.59%	16.68%	14.03%	17.62%	5.31%	4.35%	17.31%	11.12%	16.16%	16.13%	12.96%	14.69%	16.72%	14.81%	16.38%	14.44%	12.98%	15.12%	16.47%	14.95%	9.37%	15.20%	15.49%	17.12%	16.59%	17.73%	15.74%	14.65%	7.25%	12.61%	15.92%	14.79%	14.19%	13.20%	13.90%	16.37%	16.03%	14.52%	14.04%	16.01%	0.26%	11.45%	15.33%	2.46%	3.50%	2.04%	1.04%	2.91%									
21	Миронов Сергей Михайлович	6575	56	59	7	77	57	105	12	97	54	66	88	95	89	117	110	76	64	93	93	89	36	72	130	128	117	117	143	136	89	72	64	92	90	53	91	28	12	12	105	51	72	106	75	76	69	109	100	125	69	129	133	118	41	32	154	86	108	116	122	102	103	133	97	125	125	92	121	73	98	66	95	118	13	86	92	2	4	24	9	15									
		6.97%	4.17%	2.25%	1.85%	8.99%	7.42%	8.92%	5.06%	7.14%	6.29%	6.98%	6.25%	7.95%	5.67%	8.72%	7.99%	7.48%	7.51%	8.36%	7.49%	7.17%	6.67%	5.22%	8.89%	11.49%	7.50%	8.42%	9.32%	7.99%	7.75%	6.72%	5.65%	7.72%	6.62%	4.97%	8.57%	7.25%	5.80%	2.27%	8.08%	4.43%	7.05%	8.14%	6.44%	9.38%	7.26%	8.87%	8.67%	8.47%	8.61%	9.38%	8.56%	7.70%	5.26%	7.84%	8.80%	7.51%	7.46%	8.33%	6.67%	6.13%	7.32%	7.52%	6.30%	7.22%	6.27%	6.74%	8.24%	6.26%	8.35%	7.32%	7.84%	8.29%	1.12%	7.19%	8.39%	0.49%	2.00%	8.16%	1.04%	0.75%									
22	Прохоров Михаил Дмитриевич	19581	465	251	4	242	116	277	17	369	216	132	174	186	475	209	147	166	132	296	248	262	58	295	381	245	404	314	472	448	300	280	227	297	340	226	303	63	27	57	317	211	265	328	337	201	180	368	293	376	147	358	407	430	274	41	410	208	316	270	482	287	350	319	324	280	451	263	300	221	217	166	228	308	46	196	191	25	3	2	30	34									
		20.76%	34.65%	9.57%	1.06%	28.27%	15.10%	23.53%	7.17%	27.17%	25.15%	13.95%	12.35%	15.56%	30.25%	15.57%	10.68%	16.34%	15.49%	26.62%	19.97%	21.11%	10.74%	21.41%	26.06%	21.99%	25.88%	22.59%	30.77%	26.32%	26.11%	26.14%	20.05%	24.94%	25.00%	21.18%	28.53%	16.32%	13.04%	10.78%	24.38%	18.33%	25.95%	25.19%	28.93%	24.81%	18.93%	29.94%	25.39%	25.49%	18.35%	26.02%	26.19%	28.07%	35.17%	10.05%	23.43%	18.17%	21.84%	19.38%	26.34%	17.24%	24.88%	18.04%	21.05%	16.18%	22.61%	19.28%	20.44%	18.94%	18.50%	18.40%	18.83%	21.63%	3.96%	16.39%	17.43%	6.14%	1.50%	0.68%	3.47%	1.70%									
23	Путин Владимир Владимирович	49820	561	1931	336	361	451	558	151	622	405	559	895	673	643	735	866	548	452	470	713	580	320	831	630	519	705	635	579	716	540	511	588	534	606	569	469	207	137	396	604	702	468	592	537	368	488	507	492	679	447	606	690	675	351	266	806	611	704	670	832	929	794	1005	754	963	1008	710	739	601	589	489	623	704	1063	729	566	366	180	256	798	1857									
		52.81%	41.80%	73.59%	88.89%	42.17%	58.72%	47.41%	63.71%	45.80%	47.15%	59.09%	63.52%	56.32%	40.96%	54.77%	62.94%	53.94%	53.05%	42.27%	57.41%	46.74%	59.26%	60.30%	43.09%	46.59%	45.16%	45.68%	37.74%	42.07%	46.99%	47.71%	51.94%	44.84%	44.56%	53.33%	44.16%	53.63%	66.18%	74.86%	46.46%	60.99%	45.84%	45.47%	46.09%	45.43%	51.31%	41.25%	42.63%	46.03%	55.81%	44.04%	44.40%	44.06%	45.06%	65.20%	46.06%	53.36%	48.65%	48.10%	45.46%	55.80%	56.43%	56.84%	48.99%	55.63%	50.53%	52.05%	50.34%	51.50%	50.21%	54.21%	51.45%	49.44%	91.56%	60.95%	51.64%	89.93%	90.00%	87.07%	92.25%	93.08%									
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
