Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Выселковская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	89	3	0	0	1	0	4	2	2	1	12	2	0	1	19	12	3	0	0	0	1	2	3	1	1	0	0	0	1	1	2	0	0	1	1	7	0	3	1	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	179	13	4	5	5	0	11	5	7	2	10	8	0	6	12	7	7	0	13	0	6	0	12	14	0	3	3	0	4	0	0	2	0	2	0	0	7	0	0	0	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	0	0	0	0	1	0	0	0	0	0	2	2	3	2	1	2	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	293	6	4	3	1	3	12	14	21	4	8	9	1	10	6	8	15	3	15	15	3	3	11	13	0	2	4	8	7	17	3	0	7	0	3	11	10	8	12	4	9									
		0.96%	0.42%	0.91%	0.68%	0.24%	1.03%	1.19%	1.67%	1.47%	1.97%	1.32%	1.18%	0.46%	1.01%	0.59%	0.50%	1.83%	0.29%	0.96%	0.76%	0.58%	1.01%	0.81%	1.22%	0.00%	0.75%	0.82%	1.24%	1.19%	2.61%	0.64%	0.00%	1.02%	0.00%	0.81%	0.83%	1.45%	0.80%	1.03%	0.86%	1.04%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	789	36	13	14	10	7	24	12	65	6	27	20	6	29	18	18	27	15	37	37	10	5	20	9	4	7	22	8	19	20	15	4	16	5	1	50	28	38	32	21	34									
		2.58%	2.52%	2.95%	3.16%	2.39%	2.41%	2.38%	1.44%	4.56%	2.96%	4.45%	2.63%	2.75%	2.92%	1.76%	1.12%	3.29%	1.47%	2.36%	1.88%	1.93%	1.68%	1.48%	0.85%	1.96%	2.62%	4.49%	1.24%	3.22%	3.07%	3.19%	3.28%	2.34%	2.22%	0.27%	3.75%	4.05%	3.79%	2.75%	4.51%	3.94%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	523	15	5	3	5	0	16	9	15	5	16	9	2	16	8	34	35	14	13	3	18	0	85	7	3	2	6	11	12	18	1	3	18	3	3	21	17	21	30	10	11									
		1.71%	1.05%	1.14%	0.68%	1.20%	0.00%	1.59%	1.08%	1.05%	2.46%	2.64%	1.18%	0.92%	1.61%	0.78%	2.12%	4.27%	1.37%	0.83%	0.15%	3.48%	0.00%	6.28%	0.66%	1.47%	0.75%	1.22%	1.71%	2.03%	2.76%	0.21%	2.46%	2.63%	1.33%	0.81%	1.58%	2.46%	2.10%	2.58%	2.15%	1.27%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18634	1084	294	316	288	188	643	509	775	94	277	562	158	558	635	1005	383	652	936	1250	322	188	823	697	165	170	296	422	285	342	230	86	418	186	302	836	295	510	733	261	460									
		60.99%	75.80%	66.82%	71.33%	68.90%	64.83%	63.73%	60.89%	54.42%	46.31%	45.63%	73.95%	72.48%	56.19%	61.95%	62.54%	46.71%	63.86%	59.81%	63.48%	62.28%	63.09%	60.78%	65.51%	80.88%	63.67%	60.41%	65.43%	48.31%	52.45%	48.94%	70.49%	61.11%	82.67%	81.62%	62.76%	42.63%	50.90%	62.92%	56.01%	53.24%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	132	1	1	2	0	0	1	6	3	3	3	5	1	11	5	2	17	2	6	11	0	2	4	0	0	1	5	3	5	3	0	1	3	2	0	9	6	1	2	0	5									
		0.43%	0.07%	0.23%	0.45%	0.00%	0.00%	0.10%	0.72%	0.21%	1.48%	0.49%	0.66%	0.46%	1.11%	0.49%	0.12%	2.07%	0.20%	0.38%	0.56%	0.00%	0.67%	0.30%	0.00%	0.00%	0.37%	1.02%	0.47%	0.85%	0.46%	0.00%	0.82%	0.44%	0.89%	0.00%	0.68%	0.87%	0.10%	0.17%	0.00%	0.58%									
24	"6. Политическая партия ""Гражданская Платформа"""	68	0	1	0	2	0	0	6	3	1	0	1	0	4	0	3	4	2	0	5	5	1	0	0	0	0	0	1	3	2	0	0	2	0	1	4	4	10	0	2	1									
		0.22%	0.00%	0.23%	0.00%	0.48%	0.00%	0.00%	0.72%	0.21%	0.49%	0.00%	0.13%	0.00%	0.40%	0.00%	0.19%	0.49%	0.20%	0.00%	0.25%	0.97%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.51%	0.31%	0.00%	0.00%	0.29%	0.00%	0.27%	0.30%	0.58%	0.99%	0.00%	0.43%	0.12%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4780	142	68	46	66	49	143	117	340	42	177	57	20	151	129	245	160	139	285	316	71	61	184	147	9	24	74	113	102	131	94	13	52	12	37	220	133	176	168	67	200									
		15.65%	9.93%	15.45%	10.38%	15.79%	16.90%	14.17%	13.99%	23.88%	20.69%	29.16%	7.50%	9.17%	15.21%	12.59%	15.25%	19.51%	13.61%	18.21%	16.05%	13.73%	20.47%	13.59%	13.82%	4.41%	8.99%	15.10%	17.52%	17.29%	20.09%	20.00%	10.66%	7.60%	5.33%	10.00%	16.52%	19.22%	17.56%	14.42%	14.38%	23.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	100	4	1	0	0	1	2	8	4	2	1	0	0	9	1	5	5	3	5	7	3	0	3	0	0	0	3	0	2	0	4	0	3	0	5	0	9	2	2	1	5									
		0.33%	0.28%	0.23%	0.00%	0.00%	0.34%	0.20%	0.96%	0.28%	0.99%	0.16%	0.00%	0.00%	0.91%	0.10%	0.31%	0.61%	0.29%	0.32%	0.36%	0.58%	0.00%	0.22%	0.00%	0.00%	0.00%	0.61%	0.00%	0.34%	0.00%	0.85%	0.00%	0.44%	0.00%	1.35%	0.00%	1.30%	0.20%	0.17%	0.21%	0.58%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	173	5	7	0	0	0	4	11	3	1	12	3	1	15	3	2	7	8	10	21	2	5	1	5	0	0	1	3	4	3	1	1	5	0	2	4	6	4	3	2	8									
		0.57%	0.35%	1.59%	0.00%	0.00%	0.00%	0.40%	1.32%	0.21%	0.49%	1.98%	0.39%	0.46%	1.51%	0.29%	0.12%	0.85%	0.78%	0.64%	1.07%	0.39%	1.68%	0.07%	0.47%	0.00%	0.00%	0.20%	0.47%	0.68%	0.46%	0.21%	0.82%	0.73%	0.00%	0.54%	0.30%	0.87%	0.40%	0.26%	0.43%	0.93%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	47	0	0	0	0	0	0	2	3	1	1	0	0	1	4	1	4	2	1	7	0	0	2	0	0	1	0	1	0	0	0	0	8	0	0	1	1	0	1	2	3									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.21%	0.49%	0.16%	0.00%	0.00%	0.10%	0.39%	0.06%	0.49%	0.20%	0.06%	0.36%	0.00%	0.00%	0.15%	0.00%	0.00%	0.37%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	1.17%	0.00%	0.00%	0.08%	0.14%	0.00%	0.09%	0.43%	0.35%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	116	1	3	0	2	0	1	6	2	0	3	3	3	4	5	3	9	2	2	6	2	3	4	0	0	2	1	2	1	4	0	1	19	1	0	6	4	5	1	0	5									
		0.38%	0.07%	0.68%	0.00%	0.48%	0.00%	0.10%	0.72%	0.14%	0.00%	0.49%	0.39%	1.38%	0.40%	0.49%	0.19%	1.10%	0.20%	0.13%	0.30%	0.39%	1.01%	0.30%	0.00%	0.00%	0.75%	0.20%	0.31%	0.17%	0.61%	0.00%	0.82%	2.78%	0.44%	0.00%	0.45%	0.58%	0.50%	0.09%	0.00%	0.58%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3924	106	39	42	37	37	140	105	129	36	50	74	21	144	165	269	139	160	207	227	78	28	201	141	18	41	65	53	105	77	96	7	101	13	13	138	151	173	143	76	79									
		12.84%	7.41%	8.86%	9.48%	8.85%	12.76%	13.88%	12.56%	9.06%	17.73%	8.24%	9.74%	9.63%	14.50%	16.10%	16.74%	16.95%	15.67%	13.23%	11.53%	15.09%	9.40%	14.84%	13.25%	8.82%	15.36%	13.27%	8.22%	17.80%	11.81%	20.43%	5.74%	14.77%	5.78%	3.51%	10.36%	21.82%	17.27%	12.27%	16.31%	9.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	92	2	0	0	0	0	2	1	0	0	4	0	0	4	6	4	3	1	5	15	0	0	1	0	0	1	1	2	15	4	0	5	6	1	0	2	2	2	1	0	2									
		0.30%	0.14%	0.00%	0.00%	0.00%	0.00%	0.20%	0.12%	0.00%	0.00%	0.66%	0.00%	0.00%	0.40%	0.59%	0.25%	0.37%	0.10%	0.32%	0.76%	0.00%	0.00%	0.07%	0.00%	0.00%	0.37%	0.20%	0.31%	2.54%	0.61%	0.00%	4.10%	0.88%	0.44%	0.00%	0.15%	0.29%	0.20%	0.09%	0.00%	0.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	541	23	4	17	3	5	10	20	38	2	21	8	4	26	23	6	5	5	17	24	0	1	15	30	3	14	8	11	26	20	14	1	26	0	3	13	18	26	19	8	24									
		1.77%	1.61%	0.91%	3.84%	0.72%	1.72%	0.99%	2.39%	2.67%	0.99%	3.46%	1.05%	1.83%	2.62%	2.24%	0.37%	0.61%	0.49%	1.09%	1.22%	0.00%	0.34%	1.11%	2.82%	1.47%	5.24%	1.63%	1.71%	4.41%	3.07%	2.98%	0.82%	3.80%	0.00%	0.81%	0.98%	2.60%	2.59%	1.63%	1.72%	2.78%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
