Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Надеждинская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	160	1	0	5	0	0	0	3	4	5	3	10	4	0	4	4	6	19	16	5	6	11	10	16	3	7	6	5	7	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	144	1	15	3	2	5	0	1	2	6	5	11	2	2	1	3	6	21	22	3	0	6	3	5	5	6	1	2	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	710	9	5	15	10	10	5	7	31	25	17	40	16	5	36	6	34	41	69	5	29	39	40	34	7	38	44	40	33	20									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	1	1	2	0	0	0	0	2	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	213	2	9	8	2	3	0	3	7	3	7	18	6	1	6	3	12	13	19	0	6	8	19	14	5	7	7	9	10	6									
		2.32%	1.72%	9.89%	4.12%	1.45%	2.16%	0.00%	2.44%	1.44%	1.11%	3.50%	3.57%	3.33%	1.20%	1.65%	2.34%	4.07%	2.46%	1.86%	0.00%	1.53%	1.48%	3.29%	3.14%	3.79%	1.40%	1.57%	1.85%	2.17%	3.13%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	327	8	3	5	5	7	4	3	21	15	8	21	7	9	11	4	11	14	30	7	9	8	10	13	3	22	16	28	14	11									
		3.56%	6.90%	3.30%	2.58%	3.62%	5.04%	7.41%	2.44%	4.33%	5.56%	4.00%	4.17%	3.89%	10.84%	3.02%	3.13%	3.73%	2.65%	2.94%	6.67%	2.30%	1.48%	1.73%	2.91%	2.27%	4.41%	3.58%	5.76%	3.04%	5.73%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	368	2	2	13	3	4	1	3	9	7	16	15	5	3	15	5	10	19	59	1	22	30	25	22	7	24	8	17	18	3									
		4.00%	1.72%	2.20%	6.70%	2.17%	2.88%	1.85%	2.44%	1.86%	2.59%	8.00%	2.98%	2.78%	3.61%	4.12%	3.91%	3.39%	3.60%	5.78%	0.95%	5.61%	5.56%	4.33%	4.93%	5.30%	4.81%	1.79%	3.50%	3.91%	1.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3509	39	37	74	75	57	22	56	229	79	74	192	64	38	163	41	103	204	347	52	148	235	222	160	57	142	144	175	185	95									
		38.19%	33.62%	40.66%	38.14%	54.35%	41.01%	40.74%	45.53%	47.22%	29.26%	37.00%	38.10%	35.56%	45.78%	44.78%	32.03%	34.92%	38.64%	33.99%	49.52%	37.76%	43.52%	38.47%	35.87%	43.18%	28.46%	32.21%	36.01%	40.22%	49.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	65	1	1	2	0	0	2	0	2	5	3	5	0	0	0	1	2	6	9	1	1	3	4	2	1	0	6	5	2	1									
		0.71%	0.86%	1.10%	1.03%	0.00%	0.00%	3.70%	0.00%	0.41%	1.85%	1.50%	0.99%	0.00%	0.00%	0.00%	0.78%	0.68%	1.14%	0.88%	0.95%	0.26%	0.56%	0.69%	0.45%	0.76%	0.00%	1.34%	1.03%	0.43%	0.52%									
24	"6. Политическая партия ""Гражданская Платформа"""	29	0	0	1	0	2	1	0	2	2	1	3	0	0	1	1	1	0	1	1	1	0	2	0	0	2	2	1	3	1									
		0.32%	0.00%	0.00%	0.52%	0.00%	1.44%	1.85%	0.00%	0.41%	0.74%	0.50%	0.60%	0.00%	0.00%	0.27%	0.78%	0.34%	0.00%	0.10%	0.95%	0.26%	0.00%	0.35%	0.00%	0.00%	0.40%	0.45%	0.21%	0.65%	0.52%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1758	20	12	36	21	23	9	16	105	64	34	108	44	18	61	26	60	96	172	20	83	103	119	86	25	108	99	89	72	29									
		19.13%	17.24%	13.19%	18.56%	15.22%	16.55%	16.67%	13.01%	21.65%	23.70%	17.00%	21.43%	24.44%	21.69%	16.76%	20.31%	20.34%	18.18%	16.85%	19.05%	21.17%	19.07%	20.62%	19.28%	18.94%	21.64%	22.15%	18.31%	15.65%	15.10%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	62	1	0	0	0	0	1	0	0	0	0	0	1	4	4	0	4	3	12	1	2	5	5	1	0	6	3	5	3	1									
		0.67%	0.86%	0.00%	0.00%	0.00%	0.00%	1.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	4.82%	1.10%	0.00%	1.36%	0.57%	1.18%	0.95%	0.51%	0.93%	0.87%	0.22%	0.00%	1.20%	0.67%	1.03%	0.65%	0.52%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	167	0	0	1	1	0	0	2	9	1	3	2	3	1	10	2	5	13	32	0	4	9	15	7	2	11	11	11	9	3									
		1.82%	0.00%	0.00%	0.52%	0.72%	0.00%	0.00%	1.63%	1.86%	0.37%	1.50%	0.40%	1.67%	1.20%	2.75%	1.56%	1.69%	2.46%	3.13%	0.00%	1.02%	1.67%	2.60%	1.57%	1.52%	2.20%	2.46%	2.26%	1.96%	1.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	2	0	0	2	1	1	0									
		0.17%	0.00%	1.10%	0.00%	0.72%	0.72%	1.85%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	1.20%	0.27%	0.00%	0.00%	0.00%	0.10%	0.95%	0.00%	0.00%	0.17%	0.45%	0.00%	0.00%	0.45%	0.21%	0.22%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	140	0	1	2	1	5	0	2	3	1	3	6	1	1	1	0	9	19	14	7	7	4	11	15	0	7	12	4	4	0									
		1.52%	0.00%	1.10%	1.03%	0.72%	3.60%	0.00%	1.63%	0.62%	0.37%	1.50%	1.19%	0.56%	1.20%	0.27%	0.00%	3.05%	3.60%	1.37%	6.67%	1.79%	0.74%	1.91%	3.36%	0.00%	1.40%	2.68%	0.82%	0.87%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1651	26	14	41	18	23	6	25	69	64	36	96	28	3	45	28	57	104	212	9	59	73	79	89	24	121	92	93	93	24									
		17.97%	22.41%	15.38%	21.13%	13.04%	16.55%	11.11%	20.33%	14.23%	23.70%	18.00%	19.05%	15.56%	3.61%	12.36%	21.88%	19.32%	19.70%	20.76%	8.57%	15.05%	13.52%	13.69%	19.96%	18.18%	24.25%	20.58%	19.14%	20.22%	12.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	0	3	0	1	1	1	0	2	2	1	1	2	0	2	0	0	5	3	0	1	4	0	3	1	2	1	3	4	1									
		0.48%	0.00%	3.30%	0.00%	0.72%	0.72%	1.85%	0.00%	0.41%	0.74%	0.50%	0.20%	1.11%	0.00%	0.55%	0.00%	0.00%	0.95%	0.29%	0.00%	0.26%	0.74%	0.00%	0.67%	0.76%	0.40%	0.22%	0.62%	0.87%	0.52%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	452	4	4	8	4	6	1	13	17	11	6	14	8	2	16	8	12	26	71	4	30	37	44	20	3	17	19	25	13	9									
		4.92%	3.45%	4.40%	4.12%	2.90%	4.32%	1.85%	10.57%	3.51%	4.07%	3.00%	2.78%	4.44%	2.41%	4.40%	6.25%	4.07%	4.92%	6.95%	3.81%	7.65%	6.85%	7.63%	4.48%	2.27%	3.41%	4.25%	5.14%	2.83%	4.69%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
